decision_year,selected_rule,objective,window,score_at_decision,net_return,cdi_return,turnover,eligible_assets
2018,reversal_w252_e20_v00,return,expanding,0.6561770301512624,0.2186292525423331,0.0639322488387117,1.1636271660976625,262
2019,reversal_w252_e20_v00,return,expanding,0.5339032495863025,0.684509259017305,0.0593378093687526,1.1935050429788974,266
2020,reversal_w126_e20_v00,return,expanding,0.5764045569706819,0.4116331266635456,0.0274025853352573,1.2087633620192706,268
2021,reversal_w126_e20_v00,return,expanding,0.5476640983628991,0.0218519707095447,0.0441582092048284,1.3011656195271188,273
2022,reversal_w126_e20_v00,return,expanding,0.4585495130944297,-0.2173742143474384,0.1229491554605437,1.1461322317218476,297
2023,reversal_w21_e20_v00,return,expanding,0.3667304037256651,0.3143130053747787,0.1293265758525719,1.1332793433956367,332
2024,reversal_w21_e20_v00,return,expanding,0.36080450689610033,-0.1369210221047158,0.1077709035346747,1.1614624007389986,333
2025,reversal_w21_e20_v00,return,expanding,0.300233103762221,0.3020930289328928,0.1420925347405714,1.1487120905668573,325
