decision_year,selected_rule,objective,window,score_at_decision,net_return,cdi_return,turnover,eligible_assets
2018,reversal_w63_e05_v00,information_ratio,expanding,0.623645292261625,0.2114696768491684,0.0639322488387117,0.5644184542536677,262
2019,reversal_w126_e20_v10,information_ratio,expanding,0.757419682130003,0.591131665772501,0.0593378093687526,1.835964931703691,266
2020,momentum_w21_e05_v00,information_ratio,expanding,0.9070368790298577,0.2340651629537611,0.0274025853352573,0.4971126794936339,268
2021,momentum_w252_e05_v00,information_ratio,expanding,0.9897416289749584,0.1448552672745721,0.0441582092048284,0.3760463588475102,273
2022,momentum_w252_e05_v00,information_ratio,expanding,0.9495532899697472,-0.0561474252661644,0.1229491554605437,0.3803163034079228,297
2023,momentum_w126_e10_v00,information_ratio,expanding,0.7039732786304169,0.3284588936319805,0.1293265758525719,0.6668972904600159,332
2024,momentum_w126_e10_v00,information_ratio,expanding,0.7573173648279735,-0.1199470218881319,0.1077709035346747,0.510909995557397,333
2025,momentum_w252_e05_v00,information_ratio,expanding,0.5536272566319227,0.2646887622251104,0.1420925347405714,0.2770238623631093,325
