decision_year,selected_rule,objective,window,score_at_decision,net_return,cdi_return,turnover,eligible_assets
2018,equal_w21_e10_v00,hit_rate,expanding,0.6666666666666666,0.240688147678885,0.0639322488387117,0.3374686464432376,262
2019,equal_w21_e10_v00,hit_rate,expanding,0.75,0.6671782603519087,0.0593378093687526,0.3856692562667582,266
2020,equal_w21_e10_v00,hit_rate,expanding,0.8,0.3262122055492948,0.0274025853352573,0.3588994339461824,268
2021,equal_w21_e10_v00,hit_rate,expanding,0.8333333333333334,0.0968570636128045,0.0441582092048284,0.4448724018313987,273
2022,equal_w21_e10_v00,hit_rate,expanding,0.8571428571428571,-0.0964242946346176,0.1229491554605437,0.4095190704176806,297
2023,equal_w21_e10_v00,hit_rate,expanding,0.75,0.3293744107701216,0.1293265758525719,0.4337454658529467,332
2024,equal_w21_e10_v00,hit_rate,expanding,0.7777777777777778,-0.143559027482121,0.1077709035346747,0.3409166959299885,333
2025,equal_w21_e10_v00,hit_rate,expanding,0.7,0.2342158169458513,0.1420925347405714,0.3431436415803472,325
