name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
momentum_w63_e10_v05,2015,257,-0.1677986775555358,1.0,-0.1692986775555358,0.1318997108790032
momentum_w63_e10_v05,2016,258,0.514646246376353,0.7799013918704558,0.5134763942885473,0.13939289494698648
momentum_w63_e10_v05,2017,260,0.5012450867621261,0.6914095692258818,0.5002079724082873,0.09869747716374477
momentum_w63_e10_v05,2018,262,0.257938984022116,0.6749823830954059,0.2569265104474729,0.06393224883871174
momentum_w63_e10_v05,2019,266,0.6233622194602004,0.7147250734250084,0.6222901318500629,0.05933780936875266
momentum_w63_e10_v05,2020,268,0.12885509314469878,1.1373726442468137,0.12714903417832857,0.0274025853352573
momentum_w63_e10_v05,2021,273,0.12942297772055,1.0936456891990898,0.12778250918675138,0.04415820920482849
momentum_w63_e10_v05,2022,297,-0.021227313522967473,0.681918803877412,-0.02225019172878359,0.12294915546054375
momentum_w63_e10_v05,2023,332,0.30443102886497186,0.6378131766023113,0.3034743091000684,0.1293265758525719
momentum_w63_e10_v05,2024,333,-0.15197361671488796,0.6227821124145391,-0.15290778988350978,0.10777090353467478
momentum_w63_e10_v05,2025,325,0.28634133724092403,0.5901715961209055,0.28545607984674265,0.14209253474057149
