name,train_kind,train_lookback,train_exponent,train_volatility_power,train_split,train_years,train_cagr,train_cdi_cagr,train_excess_cdi,train_worst_year,train_max_drawdown,train_average_turnover,holdout_kind,holdout_lookback,holdout_exponent,holdout_volatility_power,holdout_split,holdout_years,holdout_cagr,holdout_cdi_cagr,holdout_excess_cdi,holdout_worst_year,holdout_max_drawdown,holdout_average_turnover,train_score
reversal_w126_e10_v10,reversal,126,1.0,1.0,train,6,0.3578827935385147,0.08602906249629738,0.27185373104221733,-0.0970926294160201,-0.0029507575522041973,1.3998791897783986,reversal,126,1.0,1.0,holdout,5,0.03819085536779232,0.10871376388269938,-0.07052290851490706,-0.1614876551994071,-0.1614876551994071,1.1542504821939237,0.20126962004285653
reversal_w126_e05_v05,reversal,126,0.5,0.5,train,6,0.332066126340117,0.08602906249629738,0.24603706384381963,-0.13670256286914767,0.0,0.9490688296660804,reversal,126,0.5,0.5,holdout,5,0.06154340037248063,0.10871376388269938,-0.04717036351021875,-0.1442847717914994,-0.14428477179149957,0.8599868337464386,0.1985836223605156
reversal_w63_e20_v05,reversal,63,2.0,0.5,train,6,0.34504579905600186,0.08602906249629738,0.2590167365597045,-0.16987002862343897,0.0,1.2111000297460714,reversal,63,2.0,0.5,holdout,5,0.056025589679210785,0.10871376388269938,-0.05268817420348859,-0.1695557531827595,-0.1695557531827595,1.2740999850183559,0.1984617350724009
reversal_w63_e10_v05,reversal,63,1.0,0.5,train,6,0.3226680718536008,0.08602906249629738,0.23663900935730342,-0.1598686107900033,0.0,1.0303718794743735,reversal,63,1.0,0.5,holdout,5,0.07185006671122474,0.10871376388269938,-0.03686369717147464,-0.13367118561681138,-0.13367118561681135,1.031657612375798,0.18512041538358476
momentum_w63_e20_v00,momentum,63,2.0,0.0,train,6,0.31869195119055616,0.08602906249629738,0.23266288869425877,-0.13331338487805316,0.0,0.956280643675098,momentum,63,2.0,0.0,holdout,5,0.08014350538998882,0.10871376388269938,-0.028570258492710554,-0.19385678482787666,-0.19385678482787672,0.9306490636403261,0.18484885651050387
reversal_w63_e05_v05,reversal,63,0.5,0.5,train,6,0.31062378392201206,0.08602906249629738,0.22459472142571468,-0.1585891664068501,0.0,0.8948637497080444,reversal,63,0.5,0.5,holdout,5,0.07944044946935769,0.10871376388269938,-0.02927331441334169,-0.11011945567657083,-0.11011945567657078,0.8432845724173468,0.17985153394031245
reversal_w126_e05_v10,reversal,126,0.5,1.0,train,6,0.33275099712385403,0.08602906249629738,0.24672193462755665,-0.06604302962024783,-0.002939036420773311,1.3348061825982807,reversal,126,0.5,1.0,holdout,5,0.05221017782040693,0.10871376388269938,-0.056503586062292444,-0.1540050356233431,-0.1540050356233431,1.0138618093814524,0.17939381821348793
momentum_w252_e20_v00,momentum,252,2.0,0.0,train,6,0.3034142442819987,0.08602906249629738,0.21738518178570132,-0.08819409597035849,0.0,0.8714155139115006,momentum,252,2.0,0.0,holdout,5,0.11658323586838648,0.10871376388269938,0.007869471985687104,-0.11162164002444822,-0.11162164002444808,0.7894638391518561,0.17381440609012627
momentum_w21_e20_v00,momentum,21,2.0,0.0,train,6,0.3017014313823869,0.08602906249629738,0.21567236888608954,-0.08493416508273327,0.0,0.9464320333581407,momentum,21,2.0,0.0,holdout,5,0.05323840450967121,0.10871376388269938,-0.055475359373028166,-0.17068815991614994,-0.17068815991615005,0.998509595334275,0.16835076721818248
reversal_w252_e10_v10,reversal,252,1.0,1.0,train,6,0.31183105700029823,0.08602906249629738,0.22580199450400085,-0.12454855056250619,-0.0029672378838796476,1.1863480898077672,reversal,252,1.0,1.0,holdout,5,0.07208065110346329,0.10871376388269938,-0.03663311277923609,-0.13664082337555541,-0.1366408233755554,1.1635340717160143,0.16589114243683656
momentum_w126_e20_v00,momentum,126,2.0,0.0,train,6,0.29754714822658124,0.08602906249629738,0.21151808573028386,-0.10830888872307337,0.0,0.9130659668678874,momentum,126,2.0,0.0,holdout,5,0.11753148544245318,0.10871376388269938,0.0088177215597538,-0.11670327205625487,-0.11670327205625486,0.8968513290780283,0.16586478738688948
momentum_w63_e05_v05,momentum,63,0.5,0.5,train,6,0.2833105792489705,0.08602906249629738,0.19728151675267314,-0.16407022003528932,0.0,0.7443192252127026,momentum,63,0.5,0.5,holdout,5,0.09313726252089172,0.10871376388269938,-0.01557650136180766,-0.13934335062974396,-0.1393433506297439,0.6194671388825875,0.160065555492038
momentum_w252_e05_v05,momentum,252,0.5,0.5,train,6,0.27753061697439874,0.08602906249629738,0.19150155447810135,-0.09266408728291203,0.0,0.6447873461715957,momentum,252,0.5,0.5,holdout,5,0.11261359466255128,0.10871376388269938,0.0038998307798518983,-0.10744391784208376,-0.10744391784208374,0.5569594223850027,0.15926218716952156
momentum_w126_e05_v05,momentum,126,0.5,0.5,train,6,0.2763845526427451,0.08602906249629738,0.1903554901464477,-0.10570210435747113,0.0,0.7343924078046232,momentum,126,0.5,0.5,holdout,5,0.10523408925818223,0.10871376388269938,-0.0034796746245171484,-0.12022773082185932,-0.12022773082185934,0.5928751396163147,0.15363586975621654
momentum_w63_e10_v05,momentum,63,1.0,0.5,train,6,0.2769247254493692,0.08602906249629738,0.1908956629530718,-0.1692986775555358,0.0,0.8330651769772609,momentum,63,1.0,0.5,holdout,5,0.09372641275248594,0.10871376388269938,-0.014987351130213433,-0.15290778988350978,-0.15290778988350995,0.7252662756428515,0.14924240410420875
reversal_w252_e05_v10,reversal,252,0.5,1.0,train,6,0.2857275589668369,0.08602906249629738,0.1996984964705395,-0.09871028216719796,-0.0029596205895066063,1.0705498899443329,reversal,252,0.5,1.0,holdout,5,0.08589082086865907,0.10871376388269938,-0.02282294301404031,-0.1244499183721526,-0.12444991837215258,1.0100260802301442,0.14557907785542154
momentum_w252_e10_v05,momentum,252,1.0,0.5,train,6,0.26646410364840967,0.08602906249629738,0.18043504115211229,-0.08397316025894203,0.0,0.7121257796805188,momentum,252,1.0,0.5,holdout,5,0.12281164894745178,0.10871376388269938,0.014097885064752402,-0.10036325027397051,-0.10036325027397053,0.6142388758585182,0.14482875216808633
momentum_w63_e20_v05,momentum,63,2.0,0.5,train,6,0.2786212585857102,0.08602906249629738,0.1925921960894128,-0.18091026418419193,0.0,0.984874654044436,momentum,63,2.0,0.5,holdout,5,0.09002122107837018,0.10871376388269938,-0.018692542804329193,-0.17754615167296064,-0.17754615167296062,0.9374088477803924,0.143348463387191
momentum_w126_e10_v05,momentum,126,1.0,0.5,train,6,0.2648871177198322,0.08602906249629738,0.17885805522353482,-0.09760643235061678,0.0,0.7993511663982513,momentum,126,1.0,0.5,holdout,5,0.11632495503890339,0.10871376388269938,0.007611191156204011,-0.11382184612768412,-0.1138218461276842,0.6660474899316766,0.13889049690362226
momentum_w252_e20_v05,momentum,252,2.0,0.5,train,6,0.2683137947810994,0.08602906249629738,0.18228473228480202,-0.08077656132164052,0.0,0.8738085975652151,momentum,252,2.0,0.5,holdout,5,0.1295373063882983,0.10871376388269938,0.020823542505598924,-0.09809999916632811,-0.09809999916632806,0.789769994563718,0.13859430240654125
momentum_w126_e05_v10,momentum,126,0.5,1.0,train,6,0.28449301261717475,0.08602906249629738,0.19846395012087736,-0.021687108237592956,-0.0028541440011051744,1.2360081001027508,momentum,126,0.5,1.0,holdout,5,0.08865098747501943,0.10871376388269938,-0.02006277640767995,-0.13276378257908333,-0.13276378257908328,0.8412227267419505,0.1360927163155188
momentum_w126_e20_v05,momentum,126,2.0,0.5,train,6,0.2662170248086757,0.08602906249629738,0.18018796231237832,-0.09429860236988935,0.0,0.9413047154434663,momentum,126,2.0,0.5,holdout,5,0.12774373642442716,0.10871376388269938,0.01902997254172778,-0.10828261935542471,-0.10828261935542471,0.8711908044423232,0.13312272654020502
momentum_w126_e10_v10,momentum,126,1.0,1.0,train,6,0.2653905474853231,0.08602906249629738,0.1793614849890257,-0.010860681728628694,-0.002711275780952427,1.2443761684476806,momentum,126,1.0,1.0,holdout,5,0.10013758755644298,0.10871376388269938,-0.008576176326256402,-0.12380814951105361,-0.12380814951105357,0.9159578853455486,0.11660042141045118
momentum_w252_e05_v10,momentum,252,0.5,1.0,train,6,0.2352721196636487,0.08602906249629738,0.1492430571673513,-0.05654146432929502,-0.0029056667973217376,0.8775339253117437,momentum,252,0.5,1.0,holdout,5,0.11971734965533876,0.10871376388269938,0.01100358577263938,-0.09241887903930994,-0.0924188790393099,0.7595467548174349,0.10478522754229977
reversal_w63_e20_v10,reversal,63,2.0,1.0,train,6,0.24192653984158086,0.08602906249629738,0.15589747734528348,-0.21275303017270647,-0.0029096868749003413,1.3182830656017577,reversal,63,2.0,1.0,holdout,5,0.06490846542950846,0.10871376388269938,-0.04380529845319092,-0.15204014603119342,-0.15204014603119342,1.3557119416203016,0.08940138669021551
momentum_w252_e10_v10,momentum,252,1.0,1.0,train,6,0.22046040175178727,0.08602906249629738,0.1344313392554899,-0.047192223624682395,-0.002821049456579794,0.9179753703184,momentum,252,1.0,1.0,holdout,5,0.1279066318313331,0.10871376388269938,0.01919286794863373,-0.08607048894013873,-0.08607048894013858,0.8349881547156398,0.08796836084825393
momentum_w126_e20_v10,momentum,126,2.0,1.0,train,6,0.23669334781310947,0.08602906249629738,0.15066428531681209,-0.0039846911947858926,-0.0016688051938942294,1.264551431290596,momentum,126,2.0,1.0,holdout,5,0.11711356131763839,0.10871376388269938,0.008399797434939016,-0.11005002647143951,-0.11005002647143947,1.0845147152326529,0.08710295271350342
reversal_w63_e10_v10,reversal,63,1.0,1.0,train,6,0.21978395588257116,0.08602906249629738,0.13375489338627378,-0.22753511680490984,-0.002894218002723048,1.218474821769204,reversal,63,1.0,1.0,holdout,5,0.07220028199562223,0.10871376388269938,-0.03651348188707715,-0.1148261349479464,-0.11482613494794636,1.16173644270048,0.07225230869726895
momentum_w252_e20_v10,momentum,252,2.0,1.0,train,6,0.20842866157038342,0.08602906249629738,0.12239959907408604,-0.04250351124445223,-0.0022407315292920504,1.0484376007504428,momentum,252,2.0,1.0,holdout,5,0.13434953493555835,0.10871376388269938,0.02563577105285897,-0.08314961256468151,-0.08314961256468156,1.0081030827973003,0.0695295727307055
reversal_w63_e05_v10,reversal,63,0.5,1.0,train,6,0.2103431057666445,0.08602906249629738,0.12431404327034712,-0.238669344734099,-0.0028772019084181144,1.1412815981757498,reversal,63,0.5,1.0,holdout,5,0.07582395176204204,0.10871376388269938,-0.032889812120657336,-0.10814247712968766,-0.10814247712968761,1.0190871925456721,0.066674522979876
momentum_w63_e05_v10,momentum,63,0.5,1.0,train,6,0.19348893439377224,0.08602906249629738,0.10745987189747486,-0.2552779925816911,-0.0027624393263985247,1.0686365318317295,momentum,63,0.5,1.0,holdout,5,0.08205248076239413,0.10871376388269938,-0.026661283120305246,-0.12937743497153195,-0.12937743497153187,0.900296367303401,0.05347555744060868
momentum_w63_e10_v10,momentum,63,1.0,1.0,train,6,0.1877360833902173,0.08602906249629738,0.10170702089391992,-0.26073070733032183,-0.0025800351084313,1.1334223748479741,momentum,63,1.0,1.0,holdout,5,0.0821295901643786,0.10871376388269938,-0.02658417371832078,-0.1395128690541562,-0.13951286905415616,1.0104645452575498,0.044519895129834945
momentum_w63_e20_v10,momentum,63,2.0,1.0,train,6,0.1859587335878674,0.08602906249629738,0.09992967109157003,-0.2668784247223435,-0.0013634624426523967,1.2372658031594348,momentum,63,2.0,1.0,holdout,5,0.08107528322123869,0.10871376388269938,-0.027638480661460685,-0.16049107709589616,-0.16049107709589616,1.2016917585817668,0.0377936884450678
momentum_w21_e20_v05,momentum,21,2.0,0.5,train,6,0.13842070527995576,0.08602906249629738,0.052391642783658376,-0.35768922416571136,-0.35768922416571136,1.1463688051830525,momentum,21,2.0,0.5,holdout,5,0.07901775029483127,0.10871376388269938,-0.02969601358786811,-0.16058992526227955,-0.16058992526227966,0.9878126750712586,-0.07646464230863653
reversal_w21_e20_v05,reversal,21,2.0,0.5,train,6,0.19852292417391193,0.08602906249629738,0.11249386167761455,-0.6636919300681738,-0.6636919300681738,1.285594195797277,reversal,21,2.0,0.5,holdout,5,0.08639390750375209,0.10871376388269938,-0.02231985637894729,-0.1355678604327742,-0.13556786043277413,1.2009468486828159,-0.08452423412588407
reversal_w21_e10_v05,reversal,21,1.0,0.5,train,6,0.15600581904579358,0.08602906249629738,0.0699767565494962,-0.654429824120808,-0.654429824120808,1.1791742712167428,reversal,21,1.0,0.5,holdout,5,0.09216805490422919,0.10871376388269938,-0.016545708978470186,-0.12980261531025863,-0.1298026153102586,0.9350512783433184,-0.11986792183550254
reversal_w21_e05_v05,reversal,21,0.5,0.5,train,6,0.13560633306129555,0.08602906249629738,0.049577270564998166,-0.6428225408286767,-0.6428225408286767,1.0959974598826165,reversal,21,0.5,0.5,holdout,5,0.09342915989768619,0.10871376388269938,-0.01528460398501319,-0.12949026997927165,-0.1294902699792717,0.7376014175518805,-0.13378711059486803
momentum_w21_e10_v05,momentum,21,1.0,0.5,train,6,0.09595075900057237,0.08602906249629738,0.00992169650427499,-0.5364352280478487,-0.5364352280478487,1.0630551698196231,momentum,21,1.0,0.5,holdout,5,0.08733815880321494,0.10871376388269938,-0.02137560507948444,-0.14599258425371417,-0.1459925842537142,0.7278222880021756,-0.15051810759627593
momentum_w21_e05_v05,momentum,21,0.5,0.5,train,6,0.09581887007529,0.08602906249629738,0.009789807578992615,-0.5889155371304466,-0.5889155371304466,1.0245268083643868,momentum,21,0.5,0.5,holdout,5,0.0902293336582054,0.10871376388269938,-0.018484430224493975,-0.14007063225984312,-0.14007063225984306,0.5798585142959378,-0.15921964026531604
reversal_w21_e20_v10,reversal,21,2.0,1.0,train,6,0.08646658608985969,0.08602906249629738,0.00043752359356230563,-0.7312298126560695,-0.7312298126560695,1.7413574168997545,reversal,21,2.0,1.0,holdout,5,0.10408884744862279,0.10871376388269938,-0.004624916434076587,-0.12799763666747618,-0.12799763666747632,1.3915874100080659,-0.23287630978263932
reversal_w21_e10_v10,reversal,21,1.0,1.0,train,6,0.07923466183930983,0.08602906249629738,-0.006794400656987554,-0.7312275227120896,-0.7312275227120896,1.7385770609240139,reversal,21,1.0,1.0,holdout,5,0.10764938564816373,0.10871376388269938,-0.0010643782345356456,-0.1216499804347804,-0.12164998043478048,1.2307935297879755,-0.23996875824560615
reversal_w21_e05_v10,reversal,21,0.5,1.0,train,6,0.07298965260529644,0.08602906249629738,-0.013039409891000941,-0.7312180632096174,-0.7312180632096174,1.728127228649142,reversal,21,0.5,1.0,holdout,5,0.1081523516447005,0.10871376388269938,-0.0005614122379988817,-0.1203991087822811,-0.1203991087822811,1.1182927082208622,-0.24568938396538154
momentum_w21_e05_v10,momentum,21,0.5,1.0,train,6,0.03739127690400035,0.08602906249629738,-0.048637785592297034,-0.731156713266859,-0.731156713266859,1.67663216318635,momentum,21,0.5,1.0,holdout,5,0.10646886096268937,0.10871376388269938,-0.0022449029200100057,-0.12790129372848943,-0.12790129372848946,1.0217264273342563,-0.2787007364049864
momentum_w21_e10_v10,momentum,21,1.0,1.0,train,6,0.008574703425797914,0.08602906249629738,-0.07745435907049947,-0.7310816138961135,-0.7310816138961135,1.6478485141300092,momentum,21,1.0,1.0,holdout,5,0.10533241799341586,0.10871376388269938,-0.0033813458892835158,-0.13251259033654547,-0.1325125903365455,1.0647918005360215,-0.3060631075562226
momentum_w21_e20_v10,momentum,21,2.0,1.0,train,6,-0.035720444783516214,0.08602906249629738,-0.1217495072798136,-0.730734491713709,-0.730734491713709,1.629641236437898,momentum,21,2.0,1.0,holdout,5,0.09959251959359428,0.10871376388269938,-0.009121244289105102,-0.14699699964463134,-0.1469969996446313,1.1526479001062542,-0.34937846744445034
