name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
momentum_w252_e05_v05,2015,257,-0.09116408728291203,1.0000000000000002,-0.09266408728291203,0.1318997108790032
momentum_w252_e05_v05,2016,258,0.44295496372739573,0.366982918861237,0.44240448934910387,0.13939289494698648
momentum_w252_e05_v05,2017,260,0.4536209197761847,0.3178389142268654,0.45314416140484437,0.09869747716374477
momentum_w252_e05_v05,2018,262,0.29413263781790344,0.3552096291802801,0.29359982337413304,0.06393224883871174
momentum_w252_e05_v05,2019,266,0.6515250972578817,0.40368443260295483,0.6509195706089772,0.05933780936875266
momentum_w252_e05_v05,2020,268,0.07251797091427625,1.425008182158237,0.0703804586410389,0.0274025853352573
momentum_w252_e05_v05,2021,273,0.15237704848563283,1.3704447849861263,0.15032138130815365,0.04415820920482849
momentum_w252_e05_v05,2022,297,-0.035704956879847205,0.44674192487093367,-0.03637506976715361,0.12294915546054375
momentum_w252_e05_v05,2023,332,0.3331702854926546,0.3818840888677757,0.3325974593593529,0.1293265758525719
momentum_w252_e05_v05,2024,333,-0.10697842901821253,0.3103258825808216,-0.10744391784208376,0.10777090353467478
momentum_w252_e05_v05,2025,325,0.29359642748322434,0.27540043061935626,0.2931833268372953,0.14209253474057149
