name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
momentum_w21_e20_v00,2015,257,-0.08343416508273327,0.9999999999999999,-0.08493416508273327,0.1318997108790032
momentum_w21_e20_v00,2016,258,0.5095676646961897,0.9292572532861789,0.5081737788162605,0.13939289494698648
momentum_w21_e20_v00,2017,260,0.5090016014433538,0.9122157993929007,0.5076332777442645,0.09869747716374477
momentum_w21_e20_v00,2018,262,0.23321142463080147,1.0059105769302754,0.23170255876540605,0.06393224883871174
momentum_w21_e20_v00,2019,266,0.6348329438079257,0.8988055717673676,0.6334847354502746,0.05933780936875266
momentum_w21_e20_v00,2020,268,0.16351045206834458,0.9324029987721213,0.1621118475701864,0.0274025853352573
momentum_w21_e20_v00,2021,273,0.1446956729748725,0.990619996706601,0.14320974297981262,0.04415820920482849
momentum_w21_e20_v00,2022,297,-0.09219212600844973,1.044328756586282,-0.09375861914332916,0.12294915546054375
momentum_w21_e20_v00,2023,332,0.32629301368664243,0.9764658419980599,0.32482831492364533,0.1293265758525719
momentum_w21_e20_v00,2024,333,-0.1691574871357927,1.0204485202381508,-0.17068815991614994,0.10777090353467478
momentum_w21_e20_v00,2025,325,0.14008030035708052,0.9606848611422811,0.1386392730653671,0.14209253474057149
