name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
reversal_w126_e10_v10,2015,257,-0.09559262941602009,1.0,-0.0970926294160201,0.1318997108790032
reversal_w126_e10_v10,2016,258,0.5895643786221232,1.076532370001975,0.5879495800671202,0.13939289494698648
reversal_w126_e10_v10,2017,260,0.32598511120064133,1.067591859050134,0.3243837234120661,0.09869747716374477
reversal_w126_e10_v10,2018,262,1.0919910146538823,1.4940501853116874,1.0897499393759147,0.06393224883871174
reversal_w126_e10_v10,2019,266,0.5870576588568863,1.7615417685274521,0.5844153462040952,0.05933780936875266
reversal_w126_e10_v10,2020,268,4.8580881464532766e-05,1.9995589557791429,-0.0029507575522041817,0.0274025853352573
reversal_w126_e10_v10,2021,273,0.06524700592974009,1.9995027510783543,0.06224775180312256,0.04415820920482849
reversal_w126_e10_v10,2022,297,-0.13401558565441962,1.0375191701748967,-0.13557186440968197,0.12294915546054375
reversal_w126_e10_v10,2023,332,0.24327654926174547,1.0062138818424975,0.2417672284389817,0.1293265758525719
reversal_w126_e10_v10,2024,333,-0.16041563933759917,0.7146772412053009,-0.1614876551994071,0.10777090353467478
reversal_w126_e10_v10,2025,325,0.26300366026707134,1.0133393666685693,0.26148365121706846,0.14209253474057149
