name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
momentum_w252_e05_v00,2015,257,-0.08940859610480512,1.0,-0.09090859610480512,0.1318997108790032
momentum_w252_e05_v00,2016,258,0.6478115626973702,0.2940558168662559,0.6473704789720708,0.13939289494698648
momentum_w252_e05_v00,2017,260,0.5118007905334936,0.30646492065136816,0.5113410931525165,0.09869747716374477
momentum_w252_e05_v00,2018,262,0.25370822251170266,0.3359739492641013,0.2532042615878065,0.06393224883871174
momentum_w252_e05_v00,2019,266,0.6567733919887933,0.32233340362372365,0.6562898918833576,0.05933780936875266
momentum_w252_e05_v00,2020,268,0.28702986689956633,0.3086317871826247,0.2865669192187924,0.0274025853352573
momentum_w252_e05_v00,2021,273,0.14541933681284336,0.37604635884751025,0.1448552672745721,0.04415820920482849
momentum_w252_e05_v00,2022,297,-0.05557695081105252,0.3803163034079228,-0.056147425266164404,0.12294915546054375
momentum_w252_e05_v00,2023,332,0.3412959404777489,0.37989538173461757,0.340726097405147,0.1293265758525719
momentum_w252_e05_v00,2024,333,-0.11585879409371669,0.3039231346126079,-0.1163146787956356,0.10777090353467478
momentum_w252_e05_v00,2025,325,0.2651042980186551,0.2770238623631093,0.26468876222511045,0.14209253474057149
