name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
reversal_w126_e05_v05,2015,257,-0.13520256286914767,1.0,-0.13670256286914767,0.1318997108790032
reversal_w126_e05_v05,2016,258,0.9516312406151572,0.6642309506248112,0.95063489418922,0.13939289494698648
reversal_w126_e05_v05,2017,260,0.4348143476616191,0.6875669721750195,0.43378299720335656,0.09869747716374477
reversal_w126_e05_v05,2018,262,0.32027476481065165,0.7873083898123644,0.3190938022259331,0.06393224883871174
reversal_w126_e05_v05,2019,266,0.6846471090948714,0.9013769419761468,0.6832950436819072,0.05933780936875266
reversal_w126_e05_v05,2020,268,0.0445557496034823,1.6539297234081412,0.042074855018370085,0.0274025853352573
reversal_w126_e05_v05,2021,273,0.07328942766687785,1.6296893821193286,0.07084489359369886,0.04415820920482849
reversal_w126_e05_v05,2022,297,-0.11945477089862233,0.728450045962274,-0.12054744596756574,0.12294915546054375
reversal_w126_e05_v05,2023,332,0.3313186534400625,0.6602439526386346,0.33032828751110455,0.1293265758525719
reversal_w126_e05_v05,2024,333,-0.14332569004034013,0.6393878341061738,-0.1442847717914994,0.10777090353467478
reversal_w126_e05_v05,2025,325,0.2583292144308944,0.6421629539057817,0.25736597000003575,0.14209253474057149
