name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
momentum_w126_e10_v00,2015,257,-0.0986662991170636,1.0,-0.1001662991170636,0.1318997108790032
momentum_w126_e10_v00,2016,258,0.5099790349355493,0.4895041454340373,0.5092447787173983,0.13939289494698648
momentum_w126_e10_v00,2017,260,0.5299928110096928,0.6309561884355851,0.5290463767270394,0.09869747716374477
momentum_w126_e10_v00,2018,262,0.2611108958387063,0.5871742961507269,0.2602301343944802,0.06393224883871174
momentum_w126_e10_v00,2019,266,0.5832373967284836,0.6128960090730076,0.5823180527148741,0.05933780936875266
momentum_w126_e10_v00,2020,268,0.28670882593427716,0.6280351636315453,0.2857667731888298,0.0274025853352573
momentum_w126_e10_v00,2021,273,0.1457677783760165,0.7127364442240969,0.14469867370968037,0.04415820920482849
momentum_w126_e10_v00,2022,297,-0.016180545913043187,0.6043017321355696,-0.01708699851124654,0.12294915546054375
momentum_w126_e10_v00,2023,332,0.32945923956767054,0.6668972904600159,0.3284588936319805,0.1293265758525719
momentum_w126_e10_v00,2024,333,-0.11918065689479584,0.510909995557397,-0.11994702188813194,0.10777090353467478
momentum_w126_e10_v00,2025,325,0.2782373167844623,0.52728323267059,0.2774463919354564,0.14209253474057149
