name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
reversal_w63_e05_v00,2015,257,-0.09891957775449323,1.0,-0.10041957775449323,0.1318997108790032
reversal_w63_e05_v00,2016,258,1.4322377483252788,0.6488734291026624,1.4312644381816249,0.13939289494698648
reversal_w63_e05_v00,2017,260,0.4754984038153769,0.5799629548164394,0.47462845938315223,0.09869747716374477
reversal_w63_e05_v00,2018,262,0.21231630453054895,0.5644184542536677,0.21146967684916845,0.06393224883871174
reversal_w63_e05_v00,2019,266,0.7019378676743742,0.6572197521918184,0.7009520380460864,0.05933780936875266
reversal_w63_e05_v00,2020,268,0.3629005783045287,0.5745413604888503,0.36203876626379544,0.0274025853352573
reversal_w63_e05_v00,2021,273,0.07686746464033978,0.6911576073176982,0.07583072822936324,0.04415820920482849
reversal_w63_e05_v00,2022,297,-0.12784400795922424,0.6707370615051097,-0.1288501135514819,0.12294915546054375
reversal_w63_e05_v00,2023,332,0.33304318637677155,0.6279776403932615,0.33210121991618163,0.1293265758525719
reversal_w63_e05_v00,2024,333,-0.12478696664874889,0.6511645179844978,-0.12576371342572562,0.10777090353467478
reversal_w63_e05_v00,2025,325,0.2322647093914536,0.6652868616695242,0.23126677909894933,0.14209253474057149
