name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
momentum_w21_e10_v00,2015,257,-0.08389069687521356,1.0,-0.08539069687521356,0.1318997108790032
momentum_w21_e10_v00,2016,258,0.6110406775109676,0.6623611931353366,0.6100471357212646,0.13939289494698648
momentum_w21_e10_v00,2017,260,0.5134293791415916,0.6479343880004869,0.5124574775595908,0.09869747716374477
momentum_w21_e10_v00,2018,262,0.24488155371415776,0.6912493464798734,0.24384467969443796,0.06393224883871174
momentum_w21_e10_v00,2019,266,0.6505346656278255,0.615909863457458,0.6496108008326393,0.05933780936875266
momentum_w21_e10_v00,2020,268,0.19227088273301884,0.6717647832738075,0.19126323555810815,0.0274025853352573
momentum_w21_e10_v00,2021,273,0.12419443012938691,0.6965309755451208,0.12314963366606924,0.04415820920482849
momentum_w21_e10_v00,2022,297,-0.08389685194622165,0.7646073733939782,-0.08504376300631261,0.12294915546054375
momentum_w21_e10_v00,2023,332,0.33298017831520843,0.7092074033084161,0.3319163672102458,0.1293265758525719
momentum_w21_e10_v00,2024,333,-0.15433803748644892,0.7026336043200873,-0.15539198789292905,0.10777090353467478
momentum_w21_e10_v00,2025,325,0.1797511078928793,0.6373041304406072,0.17879515169721838,0.14209253474057149
