name,year,eligible_assets,gross_return,turnover,net_return,cdi_return
reversal_w252_e05_v10,2015,257,-0.09721028216719796,1.0,-0.09871028216719796,0.1318997108790032
reversal_w252_e05_v10,2016,258,0.48132826837878717,0.6816507104759494,0.48030579231307324,0.13939289494698648
reversal_w252_e05_v10,2017,260,0.27687494111576205,0.7013465690874976,0.2758229212621308,0.09869747716374477
reversal_w252_e05_v10,2018,262,0.5811174154790824,0.9360144113685169,0.5797133938620296,0.06393224883871174
reversal_w252_e05_v10,2019,266,0.6866434022534915,1.104630861761714,0.684986455960849,0.05933780936875266
reversal_w252_e05_v10,2020,268,3.986459095184358e-05,1.9996567869723194,-0.0029596205895066354,0.0274025853352573
reversal_w252_e05_v10,2021,273,0.0858015997872641,1.9996107993627934,0.0828021835882199,0.04415820920482849
reversal_w252_e05_v10,2022,297,-0.06787777154749908,0.8011424475338271,-0.06907948521879982,0.12294915546054375
reversal_w252_e05_v10,2023,332,0.32964392572851775,0.7893753177087972,0.32845986275195455,0.1293265758525719
reversal_w252_e05_v10,2024,333,-0.12329844937629708,0.7676459972370111,-0.1244499183721526,0.10777090353467478
reversal_w252_e05_v10,2025,325,0.28881254377288856,0.6923558393082911,0.2877740100139261,0.14209253474057149
