date,ITUB4.SA,MGLU3.SA,PETR4.SA,VALE3.SA,TITULO_CDI
2016-04-04,8.248,1.0085,1.917,6.9891,140.16084246478982
2016-04-05,8.2643,0.9882,1.9802,7.2254,140.23437224435528
2016-04-06,8.0276,0.96,1.917,7.1214,140.30794059837842
2016-04-07,8.1147,0.9512,1.9473,7.093,140.38154754709572
2016-04-08,8.6262,0.9914,2.089,7.6743,140.45519311075444
2016-04-11,8.6698,1.0123,2.1218,8.0192,140.52887730961228
2016-04-12,9.0616,1.0141,2.2837,8.8557,140.6026001639377
2016-04-13,9.1732,0.9952,2.4051,9.2479,140.6763616940097
2016-04-14,8.9065,0.9984,2.3166,8.6005,140.750161920118
2016-04-15,8.9637,0.9949,2.4506,8.7895,140.8240008625629
2016-04-18,8.8984,1.0019,2.3368,9.0022,140.89787854165542
2016-04-19,8.9473,1.0039,2.4329,9.6685,140.97179497771717
2016-04-20,8.7813,1.0141,2.3975,10.2828,141.04575019108043
2016-04-22,8.6208,1.0067,2.4658,9.1345,141.11974420208816
2016-04-25,8.5446,0.9994,2.3596,8.5343,141.19377703109404
2016-04-26,8.8412,1.0123,2.4455,8.832,141.26784869846233
2016-04-27,9.1433,1.2064,2.5922,9.1912,141.34195922456803
2016-04-28,9.0807,1.1307,2.5872,9.3519,141.41610862979684
2016-04-29,8.9446,1.1181,2.5872,9.3046,141.4902969345451
2016-05-02,8.6982,1.2183,2.572,9.3897,141.56452415921993
2016-05-03,8.1973,1.204,2.4734,8.8179,141.63879032423912
2016-05-04,8.3988,1.1188,2.5088,8.2224,141.71309545003112
2016-05-05,8.2735,0.9949,2.481,7.8728,141.78743955703516
2016-05-06,8.2763,1.1869,2.5492,7.9767,141.8618226657012
2016-05-09,8.328,1.2235,2.3975,7.197,141.93624479648986
2016-05-10,8.8507,1.2218,2.5821,7.4994,142.01070596987256
2016-05-11,8.7962,1.2322,2.5922,7.5325,142.0852062063314
2016-05-12,8.8834,1.2043,2.4759,7.2962,142.1597455263593
2016-05-13,8.5485,1.1739,2.3924,6.9371,142.2343239504599
2016-05-16,8.4178,1.1897,2.4658,7.0552,142.30894149914755
2016-05-17,8.2381,1.1942,2.4026,7.1497,142.3835981929474
2016-05-18,8.3661,1.2158,2.357,6.9513,142.45829405239542
2016-05-19,8.2953,1.204,2.266,7.0363,142.53302909803827
2016-05-20,8.1891,1.2218,2.2508,6.6772,142.6078033504334
2016-05-23,8.2164,1.1781,2.1497,6.8237,142.68261683014907
2016-05-24,8.2082,1.2064,2.1572,6.6252,142.75746955776435
2016-05-25,8.1701,1.1869,2.1926,6.9087,142.83236155386905
2016-05-27,8.0884,1.1729,2.0814,6.7528,142.9072928390638
2016-05-30,8.0857,1.2033,2.1193,6.7481,142.98226343396016
2016-05-31,7.9087,1.2134,2.0333,6.7197,143.05727335918024
2016-06-01,8.0272,1.1809,2.0687,6.819,143.1323226353572
2016-06-02,8.1171,1.2089,2.1244,7.0647,143.20741128313495
2016-06-03,8.1389,1.2214,2.1674,7.6743,143.28253932316818
2016-06-06,8.0599,1.3021,2.1395,7.9814,143.3577067761225
2016-06-07,8.1906,1.3282,2.18,7.8302,143.43291366267434
2016-06-08,8.3159,1.3282,2.3747,8.0334,143.5081600035109
2016-06-09,8.2969,1.3157,2.3216,7.4191,143.58344581933036
2016-06-10,7.872,1.2843,2.2205,7.0647,143.65877113084164
2016-06-13,7.9074,1.2249,2.18,7.1828,143.7341359587646
2016-06-14,7.793,1.2158,2.0991,6.9135,143.80954032382994
2016-06-15,7.7548,1.2144,2.1522,7.0883,143.88498424677923
2016-06-16,7.8965,1.1834,2.1497,7.197,143.96046774836492
2016-06-17,7.8774,1.2462,2.2635,7.2206,144.03599084935038
2016-06-20,8.0081,1.2846,2.3216,7.3577,144.11155357050987
2016-06-21,8.0054,1.3153,2.4101,7.3718,144.18715593262849
2016-06-22,7.8665,1.3108,2.3621,7.49,144.2627979565023
2016-06-23,8.1716,1.3247,2.4455,7.8397,144.33847966293828
2016-06-24,7.8856,1.2916,2.3393,7.1876,144.41420107275428
2016-06-27,7.6214,1.2912,2.2205,6.9938,144.48996220677907
2016-06-28,7.8883,1.3265,2.3267,7.3057,144.56576308585235
2016-06-29,8.0653,1.3352,2.4026,7.4238,144.64160373082484
2016-06-30,8.2533,1.3439,2.3823,7.6885,144.71748416255807
2016-07-01,8.4236,1.3614,2.4835,7.8539,144.79340440192462
2016-07-04,8.4182,1.3701,2.4961,8.0192,144.86936446980792
2016-07-05,8.3582,1.3666,2.3494,7.5892,144.94536438710242
2016-07-06,8.3909,1.3614,2.4026,7.6979,145.02140417471355
2016-07-07,8.4754,1.3823,2.4177,7.5703,145.09748385355766
2016-07-08,8.7043,1.4591,2.4885,7.6507,145.17360344456208
2016-07-11,8.7888,1.4536,2.62,7.9673,145.24976296866512
2016-07-12,8.7152,1.4591,2.6934,8.3595,145.32596244681613
2016-07-13,8.8951,1.4661,2.6883,8.4209,145.40220189997535
2016-07-14,9.1485,1.4888,2.7642,8.1988,145.4784813491141
2016-07-15,9.1185,1.4857,2.787,8.1941,145.55480081521466
2016-07-18,9.2739,1.4846,2.921,8.3075,145.63116031927032
2016-07-19,9.2194,1.501,2.9792,7.9578,145.70755988228544
2016-07-20,9.3638,1.5063,2.9893,7.8019,145.78399952527528
2016-07-21,9.2385,1.501,2.9969,8.2224,145.86047926926625
2016-07-22,9.2957,1.5021,3.0196,8.1043,145.9369991352957
2016-07-25,9.2248,1.5771,3.0424,8.2319,146.01355914441208
2016-07-26,9.1076,1.5817,3.0045,8.7045,146.09015931767485
2016-07-27,9.1431,1.5722,2.9109,8.9407,146.16679967615448
2016-07-28,9.0422,1.538,2.8932,8.9974,146.2434802409326
2016-07-29,9.2085,1.6058,3.0019,8.7423,146.32020103310182
2016-08-01,9.1144,1.6058,2.8451,8.4587,146.3969620737658
2016-08-02,9.2235,1.5307,2.8729,8.5013,146.47376338403933
2016-08-03,9.6079,1.5499,3.0095,8.8935,146.55060498504824
2016-08-04,9.6624,1.7454,3.0373,8.8651,146.62748689792946
2016-08-05,9.6052,1.8501,2.9463,8.9644,146.704409143831
2016-08-08,9.5425,1.8519,3.012,8.9691,146.78137174391193
2016-08-09,9.5616,1.9723,3.0045,8.9738,146.85837471934252
2016-08-10,9.4825,2.0316,2.9235,8.5485,146.93541809130403
2016-08-11,9.7251,2.0596,3.0601,8.6997,147.01250188098894
2016-08-12,9.7988,2.0934,3.0348,8.4871,147.08962610960072
2016-08-15,10.0135,2.0753,3.1132,8.7092,147.1667907983541
2016-08-16,9.9722,2.1692,3.1587,8.9691,147.24399596847482
2016-08-17,10.1045,2.2062,3.227,9.0352,147.32124164119983
2016-08-18,10.0852,2.1573,3.2574,8.9407,147.39852783777724
2016-08-19,10.019,2.1398,3.2346,9.0163,147.47585457946622
2016-08-22,9.826,2.1573,3.1233,8.6855,147.55322188753715
2016-08-23,9.8095,2.1957,3.2042,8.8604,147.63062978327156
2016-08-24,9.7626,2.1957,3.136,8.5769,147.70807828796217
2016-08-25,9.7323,2.1559,3.1688,8.591,147.78556742291283
2016-08-26,9.8509,2.1671,3.1739,8.3689,147.86309720943856
2016-08-29,10.0246,2.1957,3.2548,8.5532,147.9406676688656
2016-08-30,10.0907,2.1311,3.3105,8.3406,148.01827882253139
2016-08-31,9.8839,2.1119,3.2498,8.0051,148.09593069178447
2016-09-01,9.9819,2.2083,3.2877,8.2413,148.1736232979847
2016-09-02,10.128,2.2952,3.4319,8.6194,148.25135666250307
2016-09-05,10.1308,2.3032,3.4976,8.4587,148.3291308067218
2016-09-06,10.2273,2.3074,3.5355,8.6336,148.4069457520343
2016-09-08,10.106,2.3004,3.5962,8.4067,148.4848015198453
2016-09-09,9.7226,2.3001,3.4167,7.9673,148.5626981315706
2016-09-12,9.8495,2.2934,3.528,8.265,148.64063560863744
2016-09-13,9.6536,2.1643,3.2902,7.6885,148.71861397248406
2016-09-14,9.6619,2.1493,3.3155,7.8633,148.79663324456018
2016-09-15,9.8715,2.1664,3.4167,7.8633,148.87469344632663
2016-09-16,9.6481,2.1817,3.3282,7.7546,148.9527945992555
2016-09-19,9.7171,2.2411,3.3004,7.8728,149.03093672483024
2016-09-20,9.7391,2.283,3.4142,7.8917,149.10911984454543
2016-09-21,9.8329,2.4334,3.4546,8.3406,149.1873439799071
2016-09-22,9.9901,2.4586,3.5406,8.2933,149.26560915243238
2016-09-23,9.9653,2.4299,3.4622,8.3406,149.34391538364986
2016-09-26,9.8881,2.483,3.3889,8.2413,149.42226269509928
2016-09-27,10.0012,2.5936,3.3181,8.317,149.50065110833177
2016-09-28,10.0729,2.6181,3.5027,8.5958,149.5790806449097
2016-09-29,9.8164,2.623,3.3965,8.5013,149.65755132640686
2016-09-30,9.7971,2.6704,3.4319,8.4162,149.73606317440823
2016-10-03,10.0302,2.7162,3.533,8.5532,149.81461621051017
2016-10-04,10.1185,2.7577,3.5457,8.3406,149.89321045632036
2016-10-05,10.3172,2.8258,3.6873,8.4398,149.97184593345784
2016-10-06,10.4027,2.8886,3.8188,8.4115,150.050522663553
2016-10-07,10.4993,2.9672,3.8593,8.506,150.12924066824752
2016-10-10,10.5131,3.1591,3.9781,9.0022,150.2079999691945
2016-10-11,10.4772,3.1546,3.8921,8.7895,150.28680058805836
2016-10-13,10.5959,3.0893,3.9857,8.3878,150.3656425465149
2016-10-14,10.7973,3.1759,4.1122,8.5154,150.4445258662512
2016-10-17,11.0346,3.1417,4.274,8.6194,150.5234505689659
2016-10-18,10.171,3.1766,4.4055,8.8698,150.60241667636888
2016-10-19,10.0054,3.2112,4.4561,8.799,150.6814242101815
2016-10-20,10.0357,3.2115,4.4865,9.0258,150.75916226374576
2016-10-21,10.0192,3.2471,4.5396,9.4086,150.8369404231493
2016-10-24,9.9336,3.4286,4.6028,9.5929,150.914758709083
2016-10-25,9.8812,2.8973,4.5522,10.089,150.9926171422486
2016-10-26,9.9419,2.4261,4.5775,10.2875,151.07051574335847
2016-10-27,10.1544,3.1763,4.575,10.3962,151.14845453313566
2016-10-28,10.2399,3.0366,4.575,10.4624,151.22643353231388
2016-10-31,10.5959,3.2276,4.4738,10.434,151.30445276163752
2016-11-01,10.2826,3.215,4.2639,10.538,151.38251224186178
2016-11-03,10.0617,3.2115,4.0793,10.3773,151.46061199375248
2016-11-04,10.1446,3.2398,4.0439,10.2119,151.5387520380862
2016-11-07,10.5089,3.2813,4.3524,10.9302,151.61693239565017
2016-11-08,10.5338,3.3131,4.3094,11.3271,151.69515308724243
2016-11-09,10.197,3.4206,4.2108,11.8139,151.77341413367168
2016-11-10,9.6891,3.3103,3.92,12.6975,151.85171555575738
2016-11-11,9.5649,3.3068,3.5431,12.277,151.93005737432975
2016-11-14,9.5069,3.215,3.5406,12.5038,152.00843961022977
2016-11-16,9.9762,3.1979,3.7278,11.8847,152.08686228430906
2016-11-17,9.678,3.2031,3.6139,11.691,152.16532541743018
2016-11-18,9.7691,3.2569,3.6721,11.6107,152.2438290304663
2016-11-21,9.8492,3.3494,3.9402,12.2061,152.32237314430142
2016-11-22,9.8823,3.3693,4.0287,13.1228,152.4009577798303
2016-11-23,9.7912,3.4346,4.0085,13.3119,152.47958295795848
2016-11-24,9.6891,3.4,3.9402,13.0378,152.55824869960236
2016-11-25,9.6228,3.4,3.8694,13.6568,152.63695502568896
2016-11-28,9.8271,3.4283,3.9098,14.6539,152.71570195715628
2016-11-29,9.5897,3.5309,3.7075,13.7891,152.79448951495303
2016-11-30,9.7774,3.6304,4.0464,13.2599,152.8733177200387
2016-12-01,9.3342,3.5082,3.9048,13.4536,152.95085200931996
2016-12-02,9.3729,3.4559,4.0034,14.0175,153.02842562244203
2016-12-05,9.3397,3.414,3.9604,14.0698,153.10603857934925
2016-12-06,9.464,3.5588,4.0843,14.2599,153.18369089999592
2016-12-07,9.3894,3.5728,4.011,14.7495,153.26138260434658
2016-12-08,9.3342,3.6789,3.9705,14.3217,153.33911371237588
2016-12-09,9.3618,3.7072,3.9402,14.0745,153.4168842440685
2016-12-12,8.9752,3.6133,3.9452,14.0175,153.49469421941944
2016-12-13,9.0166,3.6758,3.9073,13.4661,153.57254365843366
2016-12-14,8.9973,3.5958,3.7278,13.2522,153.65043258112635
2016-12-15,8.9614,3.7055,3.7556,13.4186,153.72836100752286
2016-12-16,8.8012,3.7351,3.7328,13.1904,153.80632895765865
2016-12-19,8.5637,3.6583,3.6317,12.3824,153.8843364515794
2016-12-20,8.7819,3.6217,3.6291,12.6343,153.9623835093409
2016-12-21,8.7791,3.7149,3.6266,12.5868,154.0404701510092
2016-12-22,8.8509,3.6915,3.5431,12.0639,154.1185963966604
2016-12-23,9.1008,3.6932,3.6013,11.9736,154.19676226638086
2016-12-26,9.1736,3.7002,3.6468,12.3538,154.27496778026713
2016-12-27,9.168,3.6618,3.6443,12.2921,154.35321295842593
2016-12-28,9.3838,3.7048,3.7379,12.6818,154.4314978209742
2016-12-29,9.4875,3.7062,3.7606,12.2065,154.50982238803903
2017-01-02,9.402,3.5505,3.7075,11.9118,154.66659071627805
2017-01-03,9.8002,3.5396,3.92,12.4394,154.74503451775755
2017-01-04,9.8423,3.3511,3.92,12.216,154.82351810436427
2017-01-05,9.9769,3.4663,3.9832,12.6818,154.90204149627644
2017-01-06,10.0105,3.444,3.9604,12.3443,154.98060471368254
2017-01-09,10.0582,3.2873,3.877,12.5963,155.05920777678125
2017-01-10,10.0245,3.3655,3.9149,13.5659,155.1378507057815
2017-01-11,10.0441,3.4035,3.9604,13.8464,155.21653352090243
2017-01-12,10.2993,3.6304,4.0211,14.2932,155.2911755997073
2017-01-13,10.089,3.7002,3.9655,14.7305,155.36585357314144
2017-01-16,10.0974,3.6273,3.9832,15.125,155.4405674584662
2017-01-17,10.3694,3.7002,4.0009,14.5309,155.5153172729513
2017-01-18,10.2881,3.7194,3.9933,15.2629,155.5901030338747
2017-01-19,10.232,3.7491,3.9882,14.9587,155.66492475852266
2017-01-20,10.2629,4.1854,4.0464,15.2581,155.73978246418974
2017-01-23,10.6078,4.3635,4.0439,15.8333,155.81467616817895
2017-01-24,10.5825,4.5534,4.0565,16.223,155.88960588780145
2017-01-26,10.7255,4.4514,3.9958,15.9711,156.03957344323297
2017-01-27,10.6695,4.3387,3.9503,16.0186,156.11461131370606
2017-01-30,10.4423,4.0702,3.753,15.3294,156.1896852691407
2017-01-31,10.4423,4.4678,3.7986,15.2961,156.26479532688978
2017-02-01,10.5531,4.4333,3.7986,15.6336,156.33994150431454
2017-02-02,10.5223,4.4333,3.7657,15.5243,156.41512381878456
2017-02-03,10.7411,4.4333,3.8795,14.5499,156.49034228767775
2017-02-06,10.6625,4.8518,3.7834,14.2219,156.56559692838044
2017-02-07,10.8701,4.8871,3.7176,14.374,156.64088775828733
2017-02-08,11.1506,4.7824,3.8188,14.5404,156.7162147948014
2017-02-09,11.2011,4.7824,3.8062,14.7733,156.79157805533407
2017-02-10,11.2376,4.827,3.9402,15.5908,156.86697755730506
2017-02-13,11.1843,5.306,3.9503,17.0216,156.9424133181426
2017-02-14,11.2208,5.2187,4.0009,16.3514,157.01788535528317
2017-02-15,11.692,5.3758,4.0059,16.0757,157.09339368617165
2017-02-16,11.4648,5.4456,4.011,16.0519,157.1689383282614
2017-02-17,11.4592,5.7092,3.9478,16.1945,157.24451929901406
2017-02-20,11.5125,6.1438,4.0262,17.3163,157.32013661589977
2017-02-21,11.6799,6.6848,4.0692,16.8933,157.395790296397
2017-02-22,11.7142,6.7606,3.9705,16.4892,157.47148035799262
2017-02-23,11.5369,7.1589,3.9351,15.7667,157.54303854809692
2017-02-24,11.4454,7.2646,3.839,15.5528,157.61462925567395
2017-03-01,11.4268,7.5052,3.925,15.7667,157.6862524955003
2017-03-02,11.3096,6.9117,3.8213,14.9539,157.75790828235932
2017-03-03,11.5155,6.8074,3.8744,15.125,157.829596631041
2017-03-06,11.4697,6.8077,3.8188,14.7828,157.90131755634206
2017-03-07,11.2781,6.4614,3.839,14.6972,157.97307107306605
2017-03-08,11.1494,6.1438,3.6797,14.317,158.0448571960231
2017-03-09,11.1837,6.475,3.6671,14.3455,158.11667594003012
2017-03-10,11.1894,5.9692,3.619,14.0936,158.1885273199108
2017-03-13,11.3925,5.9364,3.6342,14.74,158.26041135049553
2017-03-14,11.281,6.039,3.4369,14.8161,158.33232804662143
2017-03-15,11.3897,6.1329,3.5912,15.838,158.40427742313238
2017-03-16,11.2438,6.8402,3.4673,15.4625,158.47625949487903
2017-03-17,10.9206,6.4195,3.3282,14.8779,158.5482742767187
2017-03-20,11.0407,6.8248,3.4394,15.0347,158.62032178351552
2017-03-21,10.8033,6.423,3.2877,13.8036,158.6924020301404
2017-03-22,10.892,6.3658,3.4546,13.9747,158.76451503147095
2017-03-23,10.8319,6.5976,3.4319,13.8987,158.83666080239155
2017-03-24,10.9492,6.3567,3.4091,13.7846,158.9088393577934
2017-03-27,11.0293,6.3358,3.4824,13.97,158.98105071257436
2017-03-28,10.9921,6.1664,3.528,14.1696,159.05329488163918
2017-03-29,11.1551,6.2956,3.6544,14.3122,159.1255718798993
2017-03-30,11.0235,6.3183,3.6544,14.3075,159.197881722273
2017-03-31,10.8405,6.1822,3.6645,14.1601,159.27022442368525
2017-04-03,11.0222,6.3878,3.71,14.027,159.34259999906786
2017-04-04,11.0794,6.4157,3.7556,14.5689,159.41500846335944
2017-04-05,10.8762,6.5218,3.6848,13.9985,159.4874498315054
2017-04-06,10.7904,6.5627,3.6746,13.7418,159.55992411845784
2017-04-07,10.8734,6.5469,3.7176,13.8559,159.63243133917575
2017-04-10,10.8534,6.4579,3.7783,13.7989,159.7049715086249
2017-04-11,10.8333,6.5386,3.7126,13.623,159.77754464177787
2017-04-12,10.819,6.2649,3.705,13.0336,159.850150753614
2017-04-13,10.6216,6.0045,3.5608,13.0336,159.91710558775864
2017-04-17,11.0966,6.6237,3.6114,13.0383,159.98408846660513
2017-04-18,11.0565,6.873,3.5659,12.6486,160.05109940190025
2017-04-19,10.9592,7.191,3.4394,12.6771,160.1181384053957
2017-04-20,10.799,7.4772,3.5103,13.333,160.18520548884817
2017-04-24,11.0079,7.3306,3.5482,13.4831,160.25230066401923
2017-04-25,11.0794,7.3132,3.6266,13.9252,160.31942394267534
2017-04-26,11.0994,7.4064,3.5406,13.6207,160.38657533658798
2017-04-27,11.1624,7.7866,3.4723,13.1786,160.45375485753343
2017-04-28,11.2339,7.815,3.533,13.4929,160.52096251729304
2017-05-02,11.4644,8.0322,3.5381,13.7827,160.58819832765303
2017-05-03,11.2754,8.068,3.5811,12.9281,160.65546230040454
2017-05-04,10.9062,7.9627,3.4394,12.4516,160.72275444734365
2017-05-05,11.0779,9.0852,3.5937,12.7955,160.79007478027145
2017-05-08,11.1037,9.2255,3.5608,12.7856,160.8574233109939
2017-05-09,11.1323,9.5139,3.576,13.0165,160.92480005132194
2017-05-10,11.1867,9.8219,3.7252,13.046,160.9922050130714
2017-05-11,11.3785,9.2431,3.748,12.9281,161.05963820806318
2017-05-12,11.4873,9.2957,3.9073,12.7267,161.127099648123
2017-05-15,11.5359,9.5588,3.9655,13.0902,161.1945893450816
2017-05-16,11.5216,9.892,3.9705,13.3898,161.26210731077467
2017-05-17,11.2869,9.8408,3.9478,13.1835,161.32965355704283
2017-05-18,9.9272,8.2433,3.3256,13.1933,161.39722809573172
2017-05-19,10.1848,8.7169,3.4445,13.3849,161.46483093869188
2017-05-22,9.9844,7.7831,3.3889,13.714,161.53246209777885
2017-05-23,10.1419,8.485,3.4116,13.881,161.6001215848531
2017-05-24,10.2249,8.7583,3.5254,13.5175,161.66780941178013
2017-05-25,10.0331,8.725,3.4749,13.6059,161.7355255904303
2017-05-26,10.305,8.9449,3.4597,13.6845,161.8032701326791
2017-05-29,10.2535,9.0677,3.4319,13.7827,161.87104305040685
2017-05-30,10.285,9.1203,3.3787,14.048,161.93884435549893
2017-05-31,10.1762,8.8046,3.2776,13.3456,162.00667405984566
2017-06-01,10.0602,8.686,3.2422,13.1,162.06877769827975
2017-06-02,10.1605,8.4713,3.3004,13.154,162.1309051435226
2017-06-05,10.149,8.3131,3.3332,13.0116,162.1930564047003
2017-06-06,10.3123,8.3135,3.3332,13.0558,162.25523149094246
2017-06-07,10.4812,8.7516,3.2548,12.9919,162.3174304113822
2017-06-08,10.3724,9.0224,3.2472,13.2719,162.3796531751561
2017-06-09,10.2092,8.8397,3.2498,13.4094,162.44189979140427
2017-06-12,10.2092,8.7102,3.2624,13.1835,162.50417026927028
2017-06-13,10.3352,8.9684,3.2725,12.9526,162.5664646179013
2017-06-14,10.4268,9.0151,3.1916,12.82,162.6287828464479
2017-06-16,10.3523,9.0852,3.1056,12.5548,162.69112496406427
2017-06-19,10.4068,9.0151,3.1081,12.9625,162.75349097990798
2017-06-20,10.1777,8.6246,2.9994,12.6285,162.8158809031402
2017-06-21,10.1891,8.5941,2.9438,13.0018,162.8782947429256
2017-06-22,10.1977,8.3837,3.0449,13.2719,162.94073250843232
2017-06-23,10.1633,8.5832,3.0171,13.38,163.00319420883213
2017-06-26,10.4497,8.8046,3.1031,13.4929,163.0656798533001
2017-06-27,10.3552,8.6292,3.0879,13.714,163.1281894510151
2017-06-28,10.3523,8.4538,3.055,14.1413,163.19072301115924
2017-06-29,10.4554,8.7162,3.0803,14.1953,163.25328054291833
2017-06-30,10.5242,8.98,3.1284,14.2445,163.31586205548163
2017-07-03,10.623,9.1203,3.1258,14.5637,163.37846755804196
2017-07-04,10.58,9.1203,3.1436,14.549,163.44109705979565
2017-07-05,10.6087,9.1203,3.0879,14.2101,163.50375056994255
2017-07-06,10.4597,9.0992,3.0778,14.2052,163.566428097686
2017-07-07,10.3594,10.0144,3.0171,14.1904,163.62912965223296
2017-07-10,10.4425,10.4469,3.0297,14.5932,163.69185524279385
2017-07-11,10.6001,10.6634,3.1183,14.7553,163.75460487858263
2017-07-12,10.7147,11.0496,3.2725,14.6865,163.81737856881676
2017-07-13,10.7433,10.5936,3.2548,14.3329,163.88017632271735
2017-07-14,10.7663,11.0847,3.3004,14.4999,163.94299814950887
2017-07-17,10.6631,11.5772,3.2599,14.5981,164.0058440584195
2017-07-18,10.6746,12.0668,3.2725,14.6865,164.06871405868085
2017-07-19,10.5199,12.1054,3.3459,14.6865,164.13160815952813
2017-07-20,10.5313,12.2205,3.313,14.1069,164.19452637019998
2017-07-21,10.5342,11.7547,3.2093,13.9989,164.25746869993873
2017-07-24,10.6001,11.7511,3.2574,14.3083,164.32043515799012
2017-07-25,10.6259,12.1514,3.3433,15.0353,164.38342575360358
2017-07-26,10.5772,12.0581,3.2826,14.5686,164.44644049603195
2017-07-27,10.5886,12.2079,3.2877,14.5883,164.50352478892134
2017-07-28,10.6287,12.8607,3.3206,14.9027,164.5606288974813
2017-07-31,10.6918,12.8694,3.361,15.3742,164.61775282859048
2017-08-01,11.0343,12.9912,3.3181,15.2563,164.67489658912987
2017-08-02,11.1489,13.0448,3.4167,15.2809,164.73206018598285
2017-08-03,11.1231,13.0645,3.3661,15.0697,164.7892436260352
2017-08-04,11.0944,13.7857,3.3889,15.3398,164.8464469161751
2017-08-07,11.2693,14.0312,3.4268,15.9243,164.9036700632931
2017-08-08,11.4068,13.8341,3.4116,15.7426,164.96091307428216
2017-08-09,11.3352,14.2231,3.4192,15.6787,165.01817595603762
2017-08-10,11.1919,13.9109,3.3358,15.4724,165.07545871545724
2017-08-11,11.2492,14.5213,3.2751,15.1286,165.13276135944113
2017-08-14,11.4527,15.6329,3.3079,15.3742,165.1900838948918
2017-08-15,11.5016,15.9346,3.3256,15.2858,165.24742632871425
2017-08-16,11.5248,17.1882,3.3206,15.5854,165.30478866781573
2017-08-17,11.4321,15.8202,3.3004,15.3251,165.36217091910598
2017-08-18,11.5422,16.0657,3.4394,15.497,165.41957308949713
2017-08-21,11.4582,16.5919,3.3737,15.5952,165.4769951859037
2017-08-22,11.7014,16.4155,3.4875,15.6493,165.53443721524258
2017-08-23,11.8288,16.2443,3.4799,15.9833,165.5918991844331
2017-08-24,11.9272,16.7357,3.49,16.6415,165.64938110039697
2017-08-25,11.8924,16.7943,3.5103,16.6169,165.70688297005836
2017-08-28,11.7882,17.3282,3.5077,16.8772,165.76440480034375
2017-08-29,11.8953,17.3987,3.5027,16.9165,165.8219465981821
2017-08-30,11.8316,18.0652,3.4015,16.8674,165.8795083705047
2017-08-31,11.6811,19.9243,3.4521,17.2309,165.93709012424534
2017-09-01,11.9258,19.7889,3.5457,17.5207,165.99469186634016
2017-09-04,11.865,21.8112,3.5836,17.7319,166.05231360372773
2017-09-05,11.8708,2.8764,3.6443,17.4863,166.109955343349
2017-09-06,12.1894,23.9681,3.7986,17.5845,166.1676170921473
2017-09-08,12.1749,22.1469,3.7202,16.9362,166.21922709233996
2017-09-11,12.3805,21.9729,3.791,17.2358,166.27085312208257
2017-09-12,12.3457,19.3687,3.7606,17.3193,166.32249518635376
2017-09-13,12.4326,20.2891,3.8011,17.0786,166.3741532901337
2017-09-14,12.4037,23.0112,3.8036,16.5138,166.42582743840407
2017-09-15,12.6353,23.3451,3.8036,16.6022,166.47751763614818
2017-09-18,12.7251,22.8007,3.8036,16.8232,166.5292238883508
2017-09-19,12.6788,22.1272,3.8289,16.6611,166.58094619999827
2017-09-20,12.5456,21.1871,4.0135,16.2927,166.6326845760785
2017-09-21,12.5629,21.3639,3.9629,15.9685,166.684439021581
2017-09-22,12.6064,21.0609,3.968,15.6738,166.73620954149672
2017-09-25,12.4819,20.1488,4.0059,15.271,166.78799614081822
2017-09-26,12.505,20.7634,3.9351,15.4724,166.8397988245396
2017-09-27,12.5137,19.1694,3.8719,15.6836,166.8916175976565
2017-09-28,12.4471,19.8542,3.8795,15.5952,166.9434524651662
2017-09-29,12.5543,20.8251,3.8694,15.6542,166.99530343206732
2017-10-02,12.576,21.855,3.8947,15.6689,167.0471705033603
2017-10-03,13.0076,22.1665,4.0413,16.052,167.0990536840469
2017-10-04,12.8918,22.3096,3.9604,16.0177,167.15095297913066
2017-10-05,13.0975,22.001,4.0211,15.8506,167.20286839361646
2017-10-06,12.9439,22.3658,3.968,15.7868,167.25479993251082
2017-10-09,12.7904,21.8298,4.0186,15.4724,167.30674760082186
2017-10-10,13.109,22.3433,4.0945,15.384,167.3587114035592
2017-10-11,13.0366,21.6081,4.0666,15.276,167.41069134573402
2017-10-13,12.9294,20.4014,4.0666,16.165,167.4626874323591
2017-10-16,12.8628,19.4473,4.0768,16.3811,167.5146996684487
2017-10-17,12.8425,17.9038,4.0793,16.0029,167.56672805901874
2017-10-18,12.8657,19.8458,4.0869,15.8506,167.61877260908656
2017-10-19,12.773,19.6409,4.0843,16.2092,167.67083332367122
2017-10-20,12.7469,20.3312,4.102,16.1847,167.72291020779323
2017-10-23,12.6281,19.4192,4.097,16.0668,167.77500326647467
2017-10-24,12.7208,19.307,4.1754,16.6169,167.8271125047392
2017-10-25,12.8077,19.3126,4.2285,16.4794,167.87923792761205
2017-10-26,12.7295,18.4314,4.231,16.0471,167.92674103677606
2017-10-27,12.6513,17.96,4.3069,15.9882,167.97425758741983
2017-10-30,12.4891,17.7495,4.2437,15.8899,168.0217875833468
2017-10-31,12.182,17.8898,4.2411,15.7671,168.06933102836138
2017-11-01,11.9777,18.799,4.274,16.1208,168.11688792626916
2017-11-03,12.1458,17.2668,4.2841,16.4745,168.16445828087677
2017-11-06,12.2008,15.9956,4.4081,16.8674,168.21204209599193
2017-11-07,11.911,14.4718,4.1729,16.4646,168.25963937542343
2017-11-08,12.3457,15.468,4.2867,16.6709,168.30725012298112
2017-11-09,12.0125,14.5139,4.2285,16.111,168.3548743424759
2017-11-10,12.0298,13.7674,4.2285,16.0962,168.40251203771987
