decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2026-01-02,TSLA34.SA,TSLA34,bdr,TESLA INC,DRN,BRTSLABDR008,2026-01-02,74.1,136282388.02783334,60,5862,1482755,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,U1BE34.SA,U1BE34,bdr,UBER TECH IN,DRN,BRU1BEBDR009,2026-01-02,113.21,1635650.2838333333,60,73,5369,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,NIKE34.SA,NIKE34,bdr,NIKE,DRN,BRNIKEBDR006,2026-01-02,34.15,1447685.312,60,182,40472,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,UNHH34.SA,UNHH34,bdr,UNITEDHEALTH,DRN,BRUNHHBDR000,2026-01-02,25.9,1402384.9030000002,60,65,28442,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,SSFO34.SA,SSFO34,bdr,SALESFOR INC,DRN,BRSSFOBDR003,2026-01-02,63.21,1337767.3118333332,60,71,8803,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BIDU34.SA,BIDU34,bdr,BAIDU INC,DRN,BRBIDUBDR002,2026-01-02,57.08,1329074.5645,60,551,25027,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,FCXO34.SA,FCXO34,bdr,FREEPORT,DRN,BRFCXOBDR007,2026-01-02,93.51,1277977.0321666668,60,378,12978,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,N1VO34.SA,N1VO34,bdr,NOVO NORDISK,DRN,BRN1VOBDR005,2026-01-02,35.73,1234750.9841666666,60,515,23290,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,Q2SC34.SA,Q2SC34,bdr,QUANTUMSCAPE,DRN,BRQ2SCBDR001,2026-01-02,19.74,1229469.3673333332,60,17,16899,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,ASML34.SA,ASML34,bdr,ASML HOLD,DRN,BRASMLBDR003,2026-01-02,114.1,1227389.4118333333,60,207,20122,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BOAC34.SA,BOAC34,bdr,BANK AMERICA,DRN,BRBOACBDR004,2026-01-02,75.12,1205938.7063333332,60,98,7471,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,MSCD34.SA,MSCD34,bdr,MASTERCARD,DRN,BRMSCDBDR006,2026-01-02,97.49,1199749.1935,60,210,21202,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BURA39.SA,BURA39,bdr,GX URANIUM,DRE EDB,BRBURABDR009,2026-01-02,41.39,1147172.7191666667,60,173,55632,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,VISA34.SA,VISA34,bdr,VISA INC,DRN,BRVISABDR000,2026-01-02,92.93,1141623.0683333331,60,1377,42309,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,S2EA34.SA,S2EA34,bdr,SEA LTD,DRN,BRS2EABDR003,2026-01-02,28.79,1075079.7151666665,60,109,76116,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,PAGS34.SA,PAGS34,bdr,PAGSEGURO,DRN,BRPAGSBDR006,2026-01-02,10.42,1040993.6013333333,60,434,49506,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BSIL39.SA,BSIL39,bdr,GX SILVER MN,DRE EDB,BRBSILBDR009,2026-01-02,45.5,988839.8911666666,60,340,29309,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BIEU39.SA,BIEU39,bdr,COREMSCI EUR,DRE,BRBIEUBDR000,2026-01-02,64.73,985770.5915,60,16,10250,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,GOGL35.SA,GOGL35,bdr,ALPHABET,DRN,BRGOGLBDR019,2026-01-02,143.0,908020.875,60,64,4695,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,GSGI34.SA,GSGI34,bdr,GOLDMANSACHS,DRN,BRGSGIBDR008,2026-01-02,163.33,853639.4368333333,60,1836,11089,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,QCOM34.SA,QCOM34,bdr,QUALCOMM,DRN,BRQCOMBDR007,2026-01-02,78.18,839893.4703333334,60,367,9398,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,A1NE34.SA,A1NE34,bdr,ARISTA NETWO,DRN,BRA1NEBDR008,2026-01-02,179.56,803114.4749152543,59,30,2053,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,AIRB34.SA,AIRB34,bdr,AIRBNB,DRN,BRAIRBBDR004,2026-01-02,35.79,783844.793,60,60,2434,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,P1DD34.SA,P1DD34,bdr,PDD HOLDING,DRN,BRP1DDBDR004,2026-01-02,63.85,765548.5116666667,60,48,14268,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,PEPB34.SA,PEPB34,bdr,PEPSICO INC,DRN,BRPEPBBDR005,2026-01-02,51.98,745357.8118333333,60,96,1190,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,A1PP34.SA,A1PP34,bdr,APPLOVIN CO,DRN,BRA1PPBDR009,2026-01-02,105.2,742508.6262711865,59,28,6597,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BKNG34.SA,BKNG34,bdr,BOOKING,DRN,BRBKNGBDR006,2026-01-02,163.2,699057.8998333333,60,59,1026,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,QUBT34.SA,QUBT34,bdr,QUANTUM COMP,DRN,BRQUBTBDR001,2026-01-02,59.94,663246.7523333334,60,45,1614,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,C2RW34.SA,C2RW34,bdr,CROWDSTRIKE,DRN,BRC2RWBDR007,2026-01-02,109.42,661387.4606666666,60,122,20829,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BEEM39.SA,BEEM39,bdr,MSCI EMGMARK,DRE,BRBEEMBDR006,2026-01-02,50.87,622793.3941666667,60,18,5748,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,N1EM34.SA,N1EM34,bdr,NEWMONT GOLD,DRN,BRN1EMBDR005,2026-01-02,552.29,613479.6989999999,60,125,1468,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,M2PM34.SA,M2PM34,bdr,MP MATERIALS,DRN,BRM2PMBDR000,2026-01-02,59.87,607199.3383333333,60,80,4460,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,PYPL34.SA,PYPL34,bdr,PAYPAL HOLD,DRN,BRPYPLBDR002,2026-01-02,16.12,597817.6146666667,60,226,68814,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BITB39.SA,BITB39,bdr,BKR HM CNSTR,DRE,BRBITBBDR008,2026-01-02,88.19,582406.76,1,2,6604,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,A1MT34.SA,A1MT34,bdr,APPLIED MATE,DRN,BRA1MTBDR008,2026-01-02,147.21,580303.635,60,32,2295,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,GDXB39.SA,GDXB39,bdr,VE GOLD ETF,DRE ED,BRGDXBBDR000,2026-01-02,153.22,562532.6931666665,60,7,226,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,ADBE34.SA,ADBE34,bdr,ADOBE INC,DRN,BRADBEBDR003,2026-01-02,35.98,558315.36,60,106,17294,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,W1DC34.SA,W1DC34,bdr,WESTERN DIG,DRN,BRW1DCBDR007,2026-01-02,1014.65,540868.5367796611,59,10,151,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,TMOS34.SA,TMOS34,bdr,THERMFISCHER,DRN,BRTMOSBDR007,2026-01-02,67.34,524926.5874137931,58,23,6877,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BCHI39.SA,BCHI39,bdr,MSCI CHINA,DRE,BRBCHIBDR001,2026-01-02,42.19,519572.4418333333,60,25,3275,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,PFIZ34.SA,PFIZ34,bdr,PFIZER,DRN,BRPFIZBDR006,2026-01-02,33.83,516786.5991666667,60,114,10215,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BIWM39.SA,BIWM39,bdr,RUSSELL 2000,DRE,BRBIWMBDR009,2026-01-02,67.61,505792.5,60,9,320,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,D1EL34.SA,D1EL34,bdr,DELL TECHNOL,DRN,BRD1ELBDR009,2026-01-02,693.06,494914.94649999996,60,10,146,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,M1RN34.SA,M1RN34,bdr,MODERNA INC,DRN,BRM1RNBDR006,2026-01-02,8.48,493295.687,60,50,11033,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BDVY39.SA,BDVY39,bdr,SELECT DIVID,DRE,BRBDVYBDR007,2026-01-02,76.53,469734.70690909086,55,11,98,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BURT39.SA,BURT39,bdr,BKR MS WLD,DRE,BRBURTBDR009,2026-01-02,67.9,463355.822,40,3,25,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,U2PS34.SA,U2PS34,bdr,UPSTART HOLD,DRN,BRU2PSBDR007,2026-01-02,13.39,461431.4825,60,50,11575,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,CATP34.SA,CATP34,bdr,CATERPILLAR,DRN,BRCATPBDR003,2026-01-02,201.03,460118.02099999995,60,124,1769,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BLAK34.SA,BLAK34,bdr,BLACKROCK,DRN,BRBLAKBDR003,2026-01-02,89.74,457437.6108333334,60,72,3861,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,A1PL34.SA,A1PL34,bdr,APPLIED DGTL,DRN,BRA1PLBDR008,2026-01-02,152.18,454814.096440678,59,34,6442,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,S1PO34.SA,S1PO34,bdr,SPOTIFY TECH,DRN,BRS1POBDR002,2026-01-02,774.5,451009.60666666663,60,10,164,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,M2RV34.SA,M2RV34,bdr,MARVELL TEC,DRN,BRM2RVBDR007,2026-01-02,48.9,437738.04083333333,60,32,24019,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BTIP39.SA,BTIP39,bdr,BKR TIP,DRE ED,BRBTIPBDR008,2026-01-02,59.6,421909.954893617,47,11,907,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,ARGT39.SA,ARGT39,bdr,GX ARGENTINA,DRE ED,BRARGTBDR000,2026-01-02,49.1,418873.94316666666,60,246,5215,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BCPX39.SA,BCPX39,bdr,GX COPPER MN,DRE EDB,BRBCPXBDR003,2026-01-02,40.2,415719.9218333333,60,142,20786,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,COWC34.SA,COWC34,bdr,COSTCO,DRN,BRCOWCBDR006,2026-01-02,116.71,408332.8935,60,96,1865,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,CHVX34.SA,CHVX34,bdr,CHEVRON,DRN,BRCHVXBDR008,2026-01-02,83.74,402875.3441666666,60,87,5104,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BAAX39.SA,BAAX39,bdr,MSCI ASIA JP,DRE,BRBAAXBDR009,2026-01-02,51.94,402118.89288135595,59,5,65,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BIVE39.SA,BIVE39,bdr,SP500 VALUE,DRE,BRBIVEBDR008,2026-01-02,76.84,390448.533,60,25,1044,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,L1RC34.SA,L1RC34,bdr,LAM RESEARCH,DRN,BRL1RCBDR000,2026-01-02,22.86,383599.73366666667,60,24,4586,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,D1DG34.SA,D1DG34,bdr,DATADOG INC,DRN,BRD1DGBDR001,2026-01-02,67.99,376961.859,60,14,154,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,SBUB34.SA,SBUB34,bdr,STARBUCKS,DRN,BRSBUBBDR005,2026-01-02,452.9,374324.7970689655,58,16,1162,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,S1TX34.SA,S1TX34,bdr,SEAGATE HOLD,DRN ED,BRS1TXBDR005,2026-01-02,1558.0,373305.0255932203,59,5,14,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,ETHA39.SA,ETHA39,bdr,BKR ETHEREUM,DRE,BRETHABDR006,2026-01-02,42.6,367681.1403333333,60,32,3450,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,K1LA34.SA,K1LA34,bdr,KLA CORP,DRN,BRK1LABDR008,2026-01-02,1730.68,365655.8605263158,57,9,81,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,W1BD34.SA,W1BD34,bdr,WARNER DISCO,DRN,BRW1BDBDR009,2026-01-02,158.56,364547.941,60,2,8,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BEWU39.SA,BEWU39,bdr,MSCI UK,DRE,BRBEWUBDR001,2026-01-02,80.0,349731.8911111111,36,2,6,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BEUW39.SA,BEUW39,bdr,BKR EQUALWG,DRE,BRBEUWBDR001,2026-01-02,70.83,348816.04,8,1,7200,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,S2HO34.SA,S2HO34,bdr,SHOPIFY INC,DRN,BRS2HOBDR007,2026-01-02,7.17,345048.3785,60,64,116013,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,RIOT34.SA,RIOT34,bdr,RIO TINTO,DRN,BRRIOTBDR007,2026-01-02,444.81,338072.75183333334,60,23,1662,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,DHER34.SA,DHER34,bdr,DANAHER CORP,DRN ED,BRDHERBDR004,2026-01-02,44.56,334173.25160714285,56,18,5684,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,GEOO34.SA,GEOO34,bdr,GEAEROSPACE,DRN ED,BRGEOOBDR000,2026-01-02,1748.44,331492.681,60,17,649,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,S1NP34.SA,S1NP34,bdr,SYNOPSYS INC,DRN,BRS1NPBDR004,2026-01-02,656.03,331243.0255932204,59,3,14,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,GMCO34.SA,GMCO34,bdr,GENERAL MOT,DRN,BRGMCOBDR008,2026-01-02,110.79,325653.2021666666,60,137,2649,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,EVEB31.SA,EVEB31,bdr,EVE BRASIL,DR1,BREVEBBDR007,2026-01-02,22.61,321305.415,60,68,2669,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,F1MC34.SA,F1MC34,bdr,FMC CORP,DRN ED,BRF1MCBDR009,2026-01-02,39.1,315884.28571428574,56,97,7065,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,L1MN34.SA,L1MN34,bdr,LUMEN TECH,DRN,BRL1MNBDR008,2026-01-02,41.48,314254.3440677966,59,11,1398,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,BOEF39.SA,BOEF39,bdr,BKR SP100,DRE,BRBOEFBDR009,2026-01-02,94.13,311200.17833333334,30,1,1,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
2026-01-02,MSBR34.SA,MSBR34,bdr,MORGAN STAN,DRN,BRMSBRBDR008,2026-01-02,198.79,303566.12583333335,60,1068,1181,B3 COTAHIST official annual file; last trading session 2026-01-02; 60-session average traded value,2026
