ticker,basis,reason,observations,corporate_actions_applied,first_date,last_date
PETR4,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
PETZ3,total_return_imputed_distribution,,1321,0,2020-09-11,2025-12-30
PFRM3,total_return_provider_spliced_with_cotahist,,3709,0,2011-01-03,2025-12-30
PGMN3,total_return_provider,,1325,0,2020-09-03,2025-12-30
PINE10,total_return_imputed_distribution,,21,0,2019-12-13,2025-12-23
PINE3,total_return_provider,,3211,0,2013-02-04,2025-12-30
PINE4,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
PLAS3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
PLPL3,total_return_provider,,1315,0,2020-09-18,2025-12-30
PNVL3,total_return_provider_spliced_with_cotahist,,3571,1,2011-01-03,2025-12-30
POMO3,total_return_provider_spliced_with_cotahist,,3723,3,2011-01-03,2025-12-30
POMO4,total_return_provider_spliced_with_cotahist,,3728,3,2011-01-03,2025-12-30
PORT3,total_return_imputed_distribution,,1028,1,2021-10-25,2025-12-03
POSI3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
POWE3,total_return_imputed_distribution,,271,0,2021-02-08,2022-03-11
PRBC4,total_return_imputed_distribution,,1631,0,2011-01-03,2017-10-17
PRIO3,total_return_provider,,3233,3,2013-01-02,2025-12-30
PRML3,total_return_provider,,1270,1,2013-01-02,2018-03-09
PRNR3,total_return_provider,,1462,0,2020-02-17,2025-12-30
PSSA3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
PTBL3,total_return_provider_spliced_with_cotahist,,3684,0,2011-01-03,2025-12-30
PTNT3,total_return_imputed_distribution,,1308,0,2011-01-05,2025-12-30
PTNT4,total_return_imputed_distribution,,3051,1,2011-01-03,2025-12-30
QGEP3,total_return_imputed_distribution,,2027,0,2011-02-09,2019-04-23
QUAL3,total_return_provider_spliced_with_cotahist,,3607,0,2011-06-29,2025-12-30
RADL3,total_return_provider_spliced_with_cotahist,,3488,3,2011-12-19,2025-12-30
RAIL3,total_return_provider,,2675,0,2015-04-02,2025-12-30
RAIZ4,total_return_provider,,1100,0,2021-08-05,2025-12-30
RANI3,total_return_provider_spliced_with_cotahist,,3440,0,2011-01-03,2025-12-30
RANI4,total_return_imputed_distribution,,857,0,2011-01-03,2020-12-11
RAPT3,total_return_provider_spliced_with_cotahist,,3551,1,2011-01-03,2025-12-30
RAPT4,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
RCSL3,total_return_provider_spliced_with_cotahist,,3455,5,2011-01-13,2025-12-30
RCSL4,total_return_provider_spliced_with_cotahist,,3727,3,2011-01-03,2025-12-30
RDNI3,total_return_imputed_distribution,,3625,0,2011-01-03,2025-12-16
RDOR3,total_return_provider_spliced_with_cotahist,,1259,0,2020-12-10,2025-12-30
RDTR3,total_return_imputed_distribution,,686,0,2011-01-03,2016-01-18
RECV3,total_return_provider,,1164,0,2021-05-05,2025-12-30
REDE3,total_return_provider_spliced_with_cotahist,,3334,0,2011-01-03,2025-12-30
RENT3,total_return_provider_spliced_with_cotahist,,3728,4,2011-01-03,2025-12-30
RHDS3,total_return_imputed_distribution,,828,0,2011-01-03,2014-10-16
RLOG3,total_return_imputed_distribution,,1584,1,2014-10-06,2021-03-05
RNEW3,total_return_provider,,3068,2,2013-08-30,2025-12-30
RNEW4,total_return_provider,,2184,2,2017-03-28,2025-12-30
ROMI3,total_return_provider_spliced_with_cotahist,,3722,4,2011-01-03,2025-12-30
RPAD3,total_return_provider_spliced_with_cotahist,,3341,0,2011-01-24,2025-12-30
RPAD5,total_return_provider_spliced_with_cotahist,,3348,0,2011-01-13,2025-12-30
RPAD6,total_return_provider_spliced_with_cotahist,,3349,0,2011-01-04,2025-12-30
RPMG3,total_return_provider_spliced_with_cotahist,,3722,1,2011-01-03,2025-12-30
RPMG4,total_return_imputed_distribution,,955,0,2011-01-03,2014-12-16
RSID3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
RSID9,total_return_imputed_distribution,,25,0,2012-12-26,2013-02-01
RSIP3,total_return_imputed_distribution,,504,0,2011-01-03,2013-07-04
RSUL4,total_return_provider_spliced_with_cotahist,,3241,1,2011-10-07,2025-12-30
RUMO3,total_return_imputed_distribution,,481,1,2015-04-01,2017-03-10
SANB3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
SANB4,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
SAPR3,total_return_provider,,3233,2,2013-01-02,2025-12-30
SAPR4,total_return_provider_spliced_with_cotahist,,3724,1,2011-01-03,2025-12-30
SBFG3,total_return_provider,,1670,0,2019-04-17,2025-12-30
SBSP3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
SCAR3,total_return_provider_spliced_with_cotahist,,3715,0,2011-01-03,2025-12-30
SEDU3,total_return_imputed_distribution,,857,0,2015-07-28,2019-05-20
SEER3,total_return_provider,,3026,0,2013-10-29,2025-12-30
SEQL3,total_return_provider,,1301,2,2020-10-08,2025-12-30
SFSA4,total_return_imputed_distribution,,1165,0,2011-01-03,2016-11-18
SGPS3,total_return_imputed_distribution,,3336,2,2011-01-03,2024-08-15
SHOW3,total_return_provider_spliced_with_cotahist,,3659,1,2011-04-13,2025-12-30
SHUL4,total_return_provider_spliced_with_cotahist,,3642,3,2011-01-03,2025-12-30
SIMH3,total_return_provider,,1315,1,2020-09-18,2025-12-30
SLCE3,total_return_provider_spliced_with_cotahist,,3728,6,2011-01-03,2025-12-30
SLED3,total_return_provider_spliced_with_cotahist,,2895,2,2011-03-02,2024-08-06
SLED4,total_return_provider_spliced_with_cotahist,,3378,0,2011-01-03,2024-08-06
SMFT3,total_return_provider,,1116,0,2021-07-14,2025-12-30
SMLE3,total_return_imputed_distribution,,1113,0,2013-04-29,2017-10-20
SMTO3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
SNSY3,total_return_provider_spliced_with_cotahist,,3303,0,2011-02-07,2025-12-30
SNSY5,total_return_provider_spliced_with_cotahist,,3727,1,2011-01-03,2025-12-30
SOJA3,total_return_provider,,1167,1,2021-04-30,2025-12-30
SOMA3,total_return_imputed_distribution,,996,0,2020-07-31,2024-07-31
SOND5,total_return_provider_spliced_with_cotahist,,3328,1,2011-01-05,2025-12-30
SPRI3,total_return_imputed_distribution,,1282,0,2011-01-03,2020-09-09
SPRI5,total_return_imputed_distribution,,623,0,2011-01-03,2020-09-02
SPRI6,total_return_imputed_distribution,,343,2,2011-01-03,2020-08-27
SQIA3,total_return_imputed_distribution,,1172,1,2019-02-18,2023-11-01
SRNA3,total_return_imputed_distribution,,489,0,2023-12-04,2025-11-13
STBP3,total_return_imputed_distribution,,2264,0,2016-08-22,2025-10-02
SUZB3,total_return_provider,,3233,0,2013-01-02,2025-12-30
SUZB5,total_return_imputed_distribution,,1700,0,2011-01-03,2017-11-09
SYNE3,total_return_provider,,3233,1,2013-01-02,2025-12-30
TAEE3,total_return_provider,,3233,0,2013-01-02,2025-12-30
TAEE4,total_return_provider,,2156,0,2017-05-10,2025-12-30
TASA3,total_return_provider,,3233,1,2013-01-02,2025-12-30
TASA4,total_return_provider,,3233,1,2013-01-02,2025-12-30
TBLE3,total_return_imputed_distribution,,1374,0,2011-01-03,2016-07-20
TCSA3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
TECN3,total_return_provider_spliced_with_cotahist,,3605,0,2011-07-01,2025-12-30
TEKA3,total_return_provider_spliced_with_cotahist,,3525,2,2011-01-06,2025-12-30
TEKA4,total_return_provider_spliced_with_cotahist,,3717,0,2011-01-03,2025-12-30
TELB3,total_return_provider_spliced_with_cotahist,,3585,0,2011-01-03,2025-12-30
TELB4,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
TEMP3,total_return_imputed_distribution,,1276,0,2011-01-03,2016-04-29
TEND3,total_return_provider,,3233,1,2013-01-02,2025-12-30
TERI3,total_return_provider_spliced_with_cotahist,,1937,1,2011-01-03,2018-10-04
TESA3,total_return_imputed_distribution,,1169,0,2016-11-07,2021-07-30
TFCO4,total_return_provider,,1290,0,2020-10-26,2025-12-30
TGMA3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
TIBR5,total_return_imputed_distribution,,699,0,2011-01-03,2015-08-24
TIBR6,total_return_imputed_distribution,,367,0,2011-01-03,2015-07-29
TIET3,total_return_imputed_distribution,,1198,0,2016-01-14,2021-03-26
TIET4,total_return_imputed_distribution,,1232,0,2016-01-04,2021-03-26
TOTS3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
TOYB3,total_return_imputed_distribution,,1656,0,2011-01-03,2019-07-31
TOYB4,total_return_imputed_distribution,,1828,1,2011-01-03,2019-08-01
TPIS3,total_return_provider_spliced_with_cotahist,,3726,1,2011-01-03,2025-12-30
TRIS3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
TRPN3,total_return_imputed_distribution,,2019,1,2011-01-03,2019-07-17
TTEN3,total_return_provider_spliced_with_cotahist,,1117,0,2021-07-12,2025-12-30
TXRX4,total_return_provider_spliced_with_cotahist,,3510,1,2011-01-04,2025-12-30
UCAS3,total_return_provider_spliced_with_cotahist,,3399,0,2012-04-27,2025-12-30
UGPA3,total_return_provider_spliced_with_cotahist,,3573,1,2011-08-05,2025-12-30
UNIP3,total_return_provider_spliced_with_cotahist,,3599,5,2011-01-03,2025-12-30
UNIP5,total_return_provider_spliced_with_cotahist,,3369,5,2011-01-07,2025-12-30
UNIP6,total_return_provider_spliced_with_cotahist,,3728,5,2011-01-03,2025-12-30
USIM3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
USIM5,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
USIM6,total_return_provider_spliced_with_cotahist,,3283,0,2011-01-04,2025-12-30
VALE3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
VAMO3,total_return_provider_spliced_with_cotahist,,1228,1,2021-01-29,2025-12-30
VBBR3,total_return_provider,,1939,1,2018-03-14,2025-12-30
VITT3,total_return_provider,,1080,1,2021-09-02,2025-12-30
VIVA3,total_return_provider,,1547,0,2019-10-11,2025-12-30
VIVR3,total_return_provider_spliced_with_cotahist,,3645,1,2011-05-05,2025-12-30
VIVT3,total_return_provider_spliced_with_cotahist,,3537,1,2011-10-06,2025-12-30
VLID3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
VSTE3,total_return_provider,,3233,0,2013-01-02,2025-12-30
VTRU3,total_return_provider,,391,0,2024-06-11,2025-12-30
VULC3,total_return_provider_spliced_with_cotahist,,3509,3,2011-01-03,2025-12-30
VVEO3,total_return_provider,,1098,0,2021-08-09,2025-12-30
WEGE3,total_return_provider_spliced_with_cotahist,,3728,4,2011-01-03,2025-12-30
WEST3,total_return_provider,,1218,1,2021-02-12,2025-12-30
WHRL3,total_return_provider_spliced_with_cotahist,,3576,0,2011-01-05,2025-12-30
WHRL4,total_return_provider_spliced_with_cotahist,,3673,0,2011-01-03,2025-12-30
WIZC3,total_return_provider,,2633,0,2015-06-05,2025-12-30
YDUQ3,total_return_provider,,3233,0,2013-01-02,2025-12-30
ZAMP3,total_return_imputed_distribution,,776,0,2022-10-26,2025-12-02
