decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source
2026-08-12,BEMV39.SA,BEMV39,bdr,MSCIEMMRKMI,DRE,BRBEMVBDR000,2026-08-12,64.2,32792.30735294118,34,2,1700,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1PA34.SA,A1PA34,bdr,APA CORP,DRN,BRA1PABDR001,2026-08-12,206.85,32746.1015625,32,1,5,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,EQIX34.SA,EQIX34,bdr,EQUINIX INC,DRN,BREQIXBDR002,2026-08-12,68.51,32665.4225,60,24,1014,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,PRXB31.SA,PRXB31,bdr,PROSUS N.V.,DR1,BRPRXBBDR001,2026-08-12,23.3,31566.584655172413,58,11,3416,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,JEPI39.SA,JEPI39,bdr,JPM JEPI,DRE ED,BRJEPIBDR003,2026-08-12,50.0,30808.549166666668,60,62,1169,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIEF39.SA,BIEF39,bdr,COREMSCIEAFE,DRE,BRBIEFBDR001,2026-08-12,65.43,30701.59890909091,55,11,619,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,C1GP34.SA,C1GP34,bdr,COSTAR GROUP,DRN,BRC1GPBDR006,2026-08-12,1.59,30494.364137931036,58,16,18972,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,K1SG34.SA,K1SG34,bdr,KEYSIGHT TEC,DRN,BRK1SGBDR000,2026-08-12,914.92,30470.647843137256,51,2,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,W1DA34.SA,W1DA34,bdr,WORKDAY INC,DRN,BRW1DABDR001,2026-08-12,57.06,30379.88340425532,47,1,20,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GROP31.SA,GROP31,bdr,POTASSIO BR,DR1,BRGROPBDR009,2026-08-12,11.55,30271.492931034485,58,23,543,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CVSH34.SA,CVSH34,bdr,CVS HEALTH,DRN,BRCVSHBDR008,2026-08-12,49.29,30262.57,50,1,10,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,T1AM34.SA,T1AM34,bdr,ATLASSIAN CO,DRN,BRT1AMBDR007,2026-08-12,40.16,30240.049655172414,58,24,471,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,F1IS34.SA,F1IS34,bdr,FISERV INC,DRN,BRF1ISBDR003,2026-08-12,132.72,29992.09037735849,53,4,21,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ABTT34.SA,ABTT34,bdr,ABBOTT,DRN,BRABTTBDR007,2026-08-12,47.75,29751.255666666668,60,11,293,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KHCB34.SA,KHCB34,bdr,KRAFT HEINZ,DRN,BRKHCBBDR007,2026-08-12,31.62,29505.3515,60,7,2045,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIET39.SA,BIET39,bdr,BKR TECHSOFT,DRE,BRBIETBDR002,2026-08-12,19.0,28901.99536585366,41,6,8957,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,T1RI34.SA,T1RI34,bdr,TRIPADVISOR,DRN,BRT1RIBDR009,2026-08-12,54.6,28316.787647058823,17,1,200,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A2RR34.SA,A2RR34,bdr,ARROWHEAD PH,DRN,BRA2RRBDR009,2026-08-12,56.76,28264.16081632653,49,6,296,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BFXI39.SA,BFXI39,bdr,CHINALARGECA,DRE,BRBFXIBDR001,2026-08-12,36.4,27971.00827586207,58,5,17,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,T1MU34.SA,T1MU34,bdr,T-MOBILE US,DRN,BRT1MUBDR005,2026-08-12,65.44,27778.13295454545,44,5,7,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,G1RM34.SA,G1RM34,bdr,GARMIN LTD,DRN,BRG1RMBDR006,2026-08-12,800.0,27696.216000000004,10,1,30,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1LL34.SA,A1LL34,bdr,BREAD FINAN,DRN,BRA1LLBDR007,2026-08-12,137.76,27588.053000000004,40,1,110,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,TURK39.SA,TURK39,bdr,MSCI TURKEY,DRE,BRTURKBDR000,2026-08-12,49.82,27347.0975,4,2,1000,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,C2OL34.SA,C2OL34,bdr,GRUPOCIBEST,DRN,BRC2OLBDR007,2026-08-12,123.6,26896.109649122805,57,9,599,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,AMGN34.SA,AMGN34,bdr,AMGEN,DRN,BRAMGNBDR004,2026-08-12,77.05,26331.145272727274,55,3,28,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,EBAY34.SA,EBAY34,bdr,EBAY,DRN,BREBAYBDR009,2026-08-12,265.0,26245.76620689655,29,4,6,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,E2PA34.SA,E2PA34,bdr,EPAM SYSTEMS,DRN,BRE2PABDR005,2026-08-12,8.65,26094.153333333332,42,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VLOE34.SA,VLOE34,bdr,VALERO ENER,DRN ED,BRVLOEBDR005,2026-08-12,848.11,26032.73105263158,38,2,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,K2CG34.SA,K2CG34,bdr,KINGSOFT CHL,DRN,BRK2CGBDR002,2026-08-12,10.11,25688.554576271184,59,2,3,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1IV34.SA,A1IV34,bdr,APARTMENT IN,DRN,BRA1IVBDR002,2026-08-12,13.52,25609.783833333335,60,10,36,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GPRO34.SA,GPRO34,bdr,GOPRO,DRN,BRGPROBDR009,2026-08-12,2.96,25454.343833333332,60,23,735,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A2MB34.SA,A2MB34,bdr,AMBARELLA IN,DRN,BRA2MBBDR004,2026-08-12,17.2,24800.976440677965,59,3,102,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,J2BL34.SA,J2BL34,bdr,JABIL INC,DRN,BRJ2BLBDR007,2026-08-12,238.0,24284.702641509433,53,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,K1SS34.SA,K1SS34,bdr,KOHLS CORP,DRN,BRK1SSBDR005,2026-08-12,98.99,24228.63,19,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SBUB34.SA,SBUB34,bdr,STARBUCKS,DRN,BRSBUBBDR005,2026-08-12,547.75,24134.345925925925,54,1,74,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,N1WS34.SA,N1WS34,bdr,NEWS CORP,DRN,BRN1WSBDR004,2026-08-12,150.6,23790.550000000003,4,1,6,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,V2RN34.SA,V2RN34,bdr,VARONIS SYS,DRN,BRV2RNBDR003,2026-08-12,35.94,23735.43193548387,31,2,4,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BLQD39.SA,BLQD39,bdr,BKR IBOX IGC,DRE ED,BRBLQDBDR004,2026-08-12,54.86,23585.151607142856,56,5,26,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,B2YN34.SA,B2YN34,bdr,BEYOND MEAT,DRN,BRB2YNBDR003,2026-08-12,2.27,23425.96183333333,60,61,8378,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,P1YC34.SA,P1YC34,bdr,PAYCOM SOFTW,DRN,BRP1YCBDR002,2026-08-12,35.37,23322.448333333334,24,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,EVTC31.SA,EVTC31,bdr,EVERTEC INC,DR1 ED,BREVTCBDR003,2026-08-12,157.1,23209.456666666665,60,8,24,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BDVY39.SA,BDVY39,bdr,SELECT DIVID,DRE,BRBDVYBDR007,2026-08-12,84.0,23102.08843137255,51,2,4,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,D1OC34.SA,D1OC34,bdr,DOCUSIGN INC,DRN,BRD1OCBDR007,2026-08-12,14.9,22890.228222222224,45,11,1402,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,D1VN34.SA,D1VN34,bdr,DEVON ENERGY,DRN,BRD1VNBDR009,2026-08-12,231.6,22784.4948,25,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,LBRD34.SA,LBRD34,bdr,LIBERTY BROA,DRN,BRLBRDBDR002,2026-08-12,15.18,22525.002631578947,57,4,68,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1TT34.SA,A1TT34,bdr,ALLSTATE COR,DRN,BRA1TTBDR003,2026-08-12,56.64,21741.618695652174,46,8,3481,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,D1LR34.SA,D1LR34,bdr,DIGITAL REAL,DRN,BRD1LRBDR001,2026-08-12,63.67,21457.401090909087,55,4,47,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,B2AP34.SA,B2AP34,bdr,CREDICORP LT,DRN,BRB2APBDR008,2026-08-12,161.76,21376.33181818182,22,2,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SIMN34.SA,SIMN34,bdr,SIMON PROP,DRN,BRSIMNBDR002,2026-08-12,284.33,20925.04122807018,57,1,140,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,U2PS34.SA,U2PS34,bdr,UPSTART HOLD,DRN,BRU2PSBDR007,2026-08-12,7.51,20502.626140350876,57,4,10022,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BEZU39.SA,BEZU39,bdr,MSCIEUROZONE,DRE,BRBEZUBDR004,2026-08-12,92.25,20397.445238095235,21,15,60,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,F1SL34.SA,F1SL34,bdr,FASTLY INC,DRN,BRF1SLBDR007,2026-08-12,14.98,20206.43350877193,57,15,1172,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,E2XE34.SA,E2XE34,bdr,EXELIXIS INC,DRN,BRE2XEBDR001,2026-08-12,131.95,20126.118333333336,6,1,4,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,C1AH34.SA,C1AH34,bdr,CARDINAL HEA,DRN,BRC1AHBDR006,2026-08-12,1221.4,19899.561612903228,31,3,3,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,DEOP34.SA,DEOP34,bdr,DIAGEO PL,DRN,BRDEOPBDR004,2026-08-12,26.92,19866.312413793104,58,5,246,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,B1NT34.SA,B1NT34,bdr,BIONTECH SE,DRN,BRB1NTBDR005,2026-08-12,30.06,19795.46275862069,58,14,2457,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,W1IX34.SA,W1IX34,bdr,WIX.COM LTD,DRN,BRW1IXBDR002,2026-08-12,11.99,19535.034915254237,59,14,1318,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,V1TA34.SA,V1TA34,bdr,VENTAS INC,DRN,BRV1TABDR008,2026-08-12,228.85,19403.933953488373,43,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,UBSG34.SA,UBSG34,bdr,UBS GROUP,DRN,BRUBSGBDR004,2026-08-12,69.58,19033.188695652174,46,2,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,W1EL34.SA,W1EL34,bdr,WELLTOWER IN,DRN ED,BRW1ELBDR006,2026-08-12,590.44,18962.8948,50,2,80,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BBUG39.SA,BBUG39,bdr,GX CYBERSECT,DRE,BRBBUGBDR000,2026-08-12,73.73,18802.620862068965,58,4,9,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,N1RG34.SA,N1RG34,bdr,NRG ENERGY I,DRN EB,BRN1RGBDR009,2026-08-12,62.88,18461.83823529412,34,2,37,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,L2PL34.SA,L2PL34,bdr,LPL FINCL HD,DRN,BRL2PLBDR003,2026-08-12,107.47,18454.326999999997,40,1,14,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,N1VS34.SA,N1VS34,bdr,NOVARTIS AG,DRN,BRN1VSBDR006,2026-08-12,79.0,17850.046666666665,54,4,207,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,WUNI34.SA,WUNI34,bdr,WESTERNUNION,DRN,BRWUNIBDR007,2026-08-12,37.0,17785.909814814815,54,6,329,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,R2NG34.SA,R2NG34,bdr,RINGCENTRAL,DRN ED,BRR2NGBDR002,2026-08-12,12.8,17768.248571428572,7,1,20,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CTSH34.SA,CTSH34,bdr,COGNIZANT,DRN,BRCTSHBDR002,2026-08-12,299.93,17029.64259259259,27,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HOND34.SA,HOND34,bdr,HONDA MO,DRN,BRHONDBDR002,2026-08-12,161.8,16690.381636363636,55,2,5,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,XRXB34.SA,XRXB34,bdr,XEROX CORP,DRN,BRXRXBBDR005,2026-08-12,16.26,16647.36543859649,57,4,62,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1SN34.SA,A1SN34,bdr,ASCENDIS PHA,DRN,BRA1SNBDR008,2026-08-12,88.38,16638.229230769233,13,3,20,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,S2NA34.SA,S2NA34,bdr,SNAP INC,DRN,BRS2NABDR004,2026-08-12,4.48,16613.019333333334,45,3,12,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,R2PD34.SA,R2PD34,bdr,RAPID7 INC,DRN,BRR2PDBDR004,2026-08-12,5.46,15857.030784313727,51,3,11,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,H1ST34.SA,H1ST34,bdr,HOST HOTELS,DRN,BRH1STBDR008,2026-08-12,117.36,15457.535,16,1,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,P1GR34.SA,P1GR34,bdr,THE PROGRESS,DRN,BRP1GRBDR007,2026-08-12,53.9,15025.282647058822,34,10,99,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BARY39.SA,BARY39,bdr,BKR FUT AIT,DRE,BRBARYBDR001,2026-08-12,196.65,14882.395681818183,44,3,29,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,X1YZ34.SA,X1YZ34,bdr,BLOCK INC.,DRN,BRX1YZBDR003,2026-08-12,16.02,14656.938139534883,43,2,1000,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MDLZ34.SA,MDLZ34,bdr,MONDELEZ INT,DRN,BRMDLZBDR002,2026-08-12,53.55,14536.3024,50,12,1035,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1WK34.SA,A1WK34,bdr,AMERICAN WAT,DRN ED,BRA1WKBDR006,2026-08-12,174.92,14367.6725,24,1,5,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,W1MB34.SA,W1MB34,bdr,WILLIAMS COS,DRN,BRW1MBBDR000,2026-08-12,379.25,14320.781111111111,45,1,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIXN39.SA,BIXN39,bdr,GLOBAL TECH,DRE,BRBIXNBDR005,2026-08-12,24.58,14230.825789473683,57,1,420,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,P2IN34.SA,P2IN34,bdr,PINTERESTINC,DRN,BRP2INBDR000,2026-08-12,19.73,14226.456923076923,26,2,800,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,T1AL34.SA,T1AL34,bdr,TAL EDUCATIO,DRN,BRT1ALBDR009,2026-08-12,6.12,13843.237068965518,58,4,557,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,D1EX34.SA,D1EX34,bdr,DEXCOM INC,DRN,BRD1EXBDR004,2026-08-12,9.28,13817.850869565218,46,7,364,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,L1YG34.SA,L1YG34,bdr,LLOYDS BANKI,DRN ED,BRL1YGBDR007,2026-08-12,31.94,13780.327796610169,59,11,3952,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,D2PZ34.SA,D2PZ34,bdr,DOMINOSPIZZA,DRN,BRD2PZBDR003,2026-08-12,36.47,13771.2090625,32,2,103,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BFAV39.SA,BFAV39,bdr,MSCIMINVOL F,DRE,BRBFAVBDR002,2026-08-12,60.36,13584.24,12,4,52,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,J2AZ34.SA,J2AZ34,bdr,JAZZ PHARMAC,DRN,BRJ2AZBDR009,2026-08-12,86.22,13426.705,38,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,W1AB34.SA,W1AB34,bdr,WABTEC CORP,DRN,BRW1ABBDR005,2026-08-12,766.47,13302.277272727271,11,1,10,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BEWA39.SA,BEWA39,bdr,MSCIAUSTRALI,DRE,BRBEWABDR003,2026-08-12,51.73,13123.833333333334,27,2,3,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,V1OD34.SA,V1OD34,bdr,VODAFONE GRO,DRN,BRV1ODBDR003,2026-08-12,41.4,13111.315689655174,58,5,85,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BPVE39.SA,BPVE39,bdr,GX INFRA DEV,DRE,BRBPVEBDR003,2026-08-12,50.67,12948.22290909091,55,3,6,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1UT34.SA,A1UT34,bdr,AUTODESK INC,DRN,BRA1UTBDR001,2026-08-12,63.98,12923.085799999999,50,8,855,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,H1DB34.SA,H1DB34,bdr,HDFC BANK LT,DRN,BRH1DBBDR008,2026-08-12,24.11,12659.41275,40,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BILB34.SA,BILB34,bdr,BILBAOVIZ,DRN,BRBILBBDR005,2026-08-12,147.75,12586.883023255814,43,2,12,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,U1RI34.SA,U1RI34,bdr,UNITED RENTA,DRN ED,BRU1RIBDR006,2026-08-12,210.0,12544.247659574468,47,1,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,E1OG34.SA,E1OG34,bdr,EOG RESOURCE,DRN,BRE1OGBDR007,2026-08-12,367.12,12532.545,8,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,B1CS34.SA,B1CS34,bdr,BARCLAYS PLC,DRN ED,BRB1CSBDR000,2026-08-12,145.88,12229.79625,48,5,24,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1JG34.SA,A1JG34,bdr,ARTHUR J GAL,DRN,BRA1JGBDR001,2026-08-12,658.02,12223.914444444445,9,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,N1XP34.SA,N1XP34,bdr,NXP SEMICOND,DRN,BRN1XPBDR008,2026-08-12,60.84,12156.726363636362,33,2,25,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BICL39.SA,BICL39,bdr,BKR GL CLEAN,DRE,BRBICLBDR003,2026-08-12,47.8,12061.196122448979,49,4,11,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,B2HI34.SA,B2HI34,bdr,BILL HOLD,DRN,BRB2HIBDR008,2026-08-12,1.39,12051.633833333333,60,25,592,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BHDV39.SA,BHDV39,bdr,BKR CORE HDV,DRE,BRBHDVBDR002,2026-08-12,15.02,12025.643518518518,54,10,4430,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A2FY34.SA,A2FY34,bdr,AFYA LTD,DRN,BRA2FYBDR000,2026-08-12,35.4,11608.06,44,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,F2RS34.SA,F2RS34,bdr,FRESHWORKS,DRN,BRF2RSBDR002,2026-08-12,20.22,11553.67,24,2,500,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,D2KN34.SA,D2KN34,bdr,DRAFTKINGS,DRN,BRD2KNBDR000,2026-08-12,22.0,11353.9835,40,4,107,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,N1WG34.SA,N1WG34,bdr,NATWEST GROU,DRN,BRN1WGBDR009,2026-08-12,100.18,11351.758490566037,53,2,6,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ORLY34.SA,ORLY34,bdr,OREILLY AUT,DRN,BRORLYBDR001,2026-08-12,1.53,11200.4075,60,6,4189,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,INGG34.SA,INGG34,bdr,ING GROEP,DRN ED,BRINGGBDR009,2026-08-12,184.96,11042.353958333333,48,5,42,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BMBB39.SA,BMBB39,bdr,BKR MBS,DRE ED,BRBMBBBDR008,2026-08-12,48.01,11009.363833333333,60,7,49,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,B1IL34.SA,B1IL34,bdr,BILIBILI INC,DRN,BRB1ILBDR002,2026-08-12,18.28,10880.194310344828,58,6,164,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BLPX39.SA,BLPX39,bdr,GX MLP EN IN,DRE ED,BRBLPXBDR004,2026-08-12,48.14,10595.38325,40,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,W1BO34.SA,W1BO34,bdr,WEIBO CORP,DRN,BRW1BOBDR006,2026-08-12,10.03,10522.169999999998,57,1,5,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,P2OD34.SA,P2OD34,bdr,INSULET CORP,DRN,BRP2ODBDR009,2026-08-12,24.68,10520.826666666668,9,4,1015,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,Z2IT34.SA,Z2IT34,bdr,ZOOMINFO TC,DRN,BRZ2ITBDR005,2026-08-12,2.48,10520.801016949154,59,17,8237,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIWF39.SA,BIWF39,bdr,RUSSEL1000GR,DRE,BRBIWFBDR003,2026-08-12,25.88,10498.467878787878,33,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,PHMO34.SA,PHMO34,bdr,PHILIP MORRI,DRN,BRPHMOBDR008,2026-08-12,60.48,10268.441034482757,29,4,10,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BEWI39.SA,BEWI39,bdr,MSCI ITALY,DRE,BRBEWIBDR006,2026-08-12,64.32,10151.8125,20,2,10,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,L1YB34.SA,L1YB34,bdr,LYONDELLBASE,DRN,BRL1YBBDR008,2026-08-12,162.1,9471.230454545455,22,1,5,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CHPX39.SA,CHPX39,bdr,GX AI SM QTM,DRE,BRCHPXBDR000,2026-08-12,50.06,9437.464375,16,7,454,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ACWX39.SA,ACWX39,bdr,MSCI ACWI US,DRE,BRACWXBDR001,2026-08-12,68.5,9384.91558139535,43,3,26,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BKSA39.SA,BKSA39,bdr,BKR SAUDARAB,DRE,BRBKSABDR008,2026-08-12,49.0,9254.855087719297,57,10,55,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,M1PC34.SA,M1PC34,bdr,MARATHON PET,DRN EB,BRM1PCBDR003,2026-08-12,110.53,9098.031333333334,15,2,3,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,EART39.SA,EART39,bdr,GX RAREARTH,DRE,BREARTBDR005,2026-08-12,39.53,9051.143529411765,17,7,15,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BPIC39.SA,BPIC39,bdr,BKR GBMM PRD,DRE,BRBPICBDR004,2026-08-12,82.72,9026.251860465116,43,3,70,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,JTEK39.SA,JTEK39,bdr,JPM TECHLEAD,DRE,BRJTEKBDR001,2026-08-12,53.38,8737.145625000001,16,23,358,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1ES34.SA,A1ES34,bdr,AES CORP,DRN,BRA1ESBDR007,2026-08-12,76.15,8502.247105263159,38,2,6,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
