decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source
2026-08-12,MUTC34.SA,MUTC34,bdr,MICRON TECHN,DRN,BRMUTCBDR008,2026-08-12,795.99,119605343.00983334,60,3169,145672,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,NVDC34.SA,NVDC34,bdr,NVIDIA CORP,DRN,BRNVDCBDR008,2026-08-12,24.1,99245534.73833333,60,8211,4266565,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SPCX34.SA,SPCX34,bdr,SPACE X,DRN,BRSPCXBDR007,2026-08-12,50.66,93251507.70159091,44,6506,2541387,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,AURA33.SA,AURA33,bdr,AURA 360,DR3,BRAURABDR001,2026-08-12,133.4,90011279.59783334,60,14456,931364,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,JBSS32.SA,JBSS32,bdr,JBS N.V.,DR2,BRJBSSBDR002,2026-08-12,68.1,81782274.405,60,12727,1793032,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ROXO34.SA,ROXO34,bdr,NU HOLDINGS,DRN,BRROXOBDR007,2026-08-12,11.61,75389271.803,60,21362,13093870,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,INBR32.SA,INBR32,bdr,INTER CO,DR2,BRINBRBDR007,2026-08-12,26.0,68559991.0925,60,15343,2367883,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,TSLA34.SA,TSLA34,bdr,TESLA INC,DRN,BRTSLABDR008,2026-08-12,52.71,60804340.28066667,60,2620,841841,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,AMZO34.SA,AMZO34,bdr,AMAZON,DRN,BRAMZOBDR002,2026-08-12,69.46,54451497.25016666,60,3877,491274,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,XPBR31.SA,XPBR31,bdr,XP INC,DR1,BRXPBRBDR001,2026-08-12,79.51,49842273.98833334,60,6067,400390,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MSFT34.SA,MSFT34,bdr,MICROSOFT,DRN,BRMSFTBDR005,2026-08-12,106.0,43321948.615,60,2102,413189,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GOGL34.SA,GOGL34,bdr,ALPHABET,DRN,BRGOGLBDR001,2026-08-12,148.5,40193885.953833334,60,1873,333761,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MELI34.SA,MELI34,bdr,MERCADOLIBRE,DRN,BRMELIBDR006,2026-08-12,79.21,40083772.1575,60,7107,756408,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ITLC34.SA,ITLC34,bdr,INTEL,DRN,BRITLCBDR005,2026-08-12,86.86,39110313.766,60,1991,143512,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,M1TA34.SA,M1TA34,bdr,META PLAT,DRN,BRM1TABDR009,2026-08-12,107.1,31632858.73383333,60,2463,215435,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1MD34.SA,A1MD34,bdr,ADVANCED MIC,DRN,BRA1MDBDR002,2026-08-12,310.49,31009800.501666665,60,1143,47520,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,TSMC34.SA,TSMC34,bdr,TAIWANSMFAC,DRN,BRTSMCBDR002,2026-08-12,277.0,29844420.653333332,60,2320,112461,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,AAPL34.SA,AAPL34,bdr,APPLE,DRN ED,BRAAPLBDR004,2026-08-12,77.9,24012202.991666667,60,1085,171414,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,M2ST34.SA,M2ST34,bdr,STRATEGY INC,DRN,BRM2STBDR009,2026-08-12,6.99,23697921.651166666,60,1412,3364395,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIAU39.SA,BIAU39,bdr,GOLD TRUST,DRE,BRBIAUBDR008,2026-08-12,107.36,21246938.9505,60,46,6331,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ORCL34.SA,ORCL34,bdr,ORACLE,DRN,BRORCLBDR007,2026-08-12,132.25,16960441.28533333,60,886,201762,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,P2LT34.SA,P2LT34,bdr,PALANTIRTECH,DRN,BRP2LTBDR001,2026-08-12,296.06,9077197.939666666,60,716,35704,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,M2RV34.SA,M2RV34,bdr,MARVELL TEC,DRN,BRM2RVBDR007,2026-08-12,113.74,8514274.5355,60,318,23277,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SKHY34.SA,SKHY34,bdr,SK HYNIX,DRN,BRSKHYBDR005,2026-08-12,50.4,7045193.746666667,3,1939,47381,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,JPMC34.SA,JPMC34,bdr,JPMORGAN,DRN,BRJPMCBDR009,2026-08-12,188.56,6731955.848166666,60,874,19522,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GSGI34.SA,GSGI34,bdr,GOLDMANSACHS,DRN,BRGSGIBDR008,2026-08-12,177.7,6685713.317166667,60,183,6281,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,AVGO34.SA,AVGO34,bdr,BROADCOM INC,DRN,BRAVGOBDR003,2026-08-12,30.86,6442503.694666667,60,1284,76636,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BACW39.SA,BACW39,bdr,MSCI ACWI,DRE,BRBACWBDR007,2026-08-12,83.69,6417719.309166667,60,5,481,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,STOC34.SA,STOC34,bdr,STONE CO,DRN,BRSTOCBDR024,2026-08-12,51.4,5976760.456833334,60,1855,48433,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,NFLX34.SA,NFLX34,bdr,NETFLIX,DRN,BRNFLXBDR000,2026-08-12,7.71,5425337.621666667,60,922,726348,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,LILY34.SA,LILY34,bdr,LILLY,DRN,BRLILYBDR006,2026-08-12,216.53,5282416.998333333,60,1877,75769,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BABA34.SA,BABA34,bdr,ALIBABAGR,DRN,BRBABABDR005,2026-08-12,23.19,5178351.917333334,60,6615,353961,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ASML34.SA,ASML34,bdr,ASML HOLD,DRN,BRASMLBDR003,2026-08-12,170.04,5147346.2129999995,60,1154,42553,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,D1EL34.SA,D1EL34,bdr,DELL TECHNOL,DRN,BRD1ELBDR009,2026-08-12,2505.23,5039065.863333333,60,113,858,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,W1DC34.SA,W1DC34,bdr,WESTERN DIG,DRN,BRW1DCBDR007,2026-08-12,2341.0,5012977.281666666,60,129,1146,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BERK34.SA,BERK34,bdr,BERKSHIRE,DRN,BRBERKBDR002,2026-08-12,131.6,4739185.109666666,60,1275,82379,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BSLV39.SA,BSLV39,bdr,SILVER TRUST,DRE,BRBSLVBDR002,2026-08-12,102.29,4613929.104499999,60,575,39906,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BEWY39.SA,BEWY39,bdr,MSCISOUTHKOR,DRE,BRBEWYBDR003,2026-08-12,113.7,3681491.1035,60,468,48531,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIVB39.SA,BIVB39,bdr,CORE SP 500,DRE,BRBIVBBDR004,2026-08-12,100.11,3407217.529166667,60,551,11187,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ABGD39.SA,ABGD39,bdr,ABDEN GOLD,DRE,BRABGDBDR008,2026-08-12,108.58,3271477.6520833336,24,4,42,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,S1TX34.SA,S1TX34,bdr,SEAGATE HOLD,DRN,BRS1TXBDR005,2026-08-12,4516.0,3131042.473166667,60,46,324,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,C2OI34.SA,C2OI34,bdr,COINBASEGLOB,DRN,BRC2OIBDR003,2026-08-12,30.79,2995157.6623333334,60,230,122766,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1MT34.SA,A1MT34,bdr,APPLIED MATE,DRN,BRA1MTBDR008,2026-08-12,285.24,2806143.8290000004,60,173,14446,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,QCOM34.SA,QCOM34,bdr,QUALCOMM,DRN,BRQCOMBDR007,2026-08-12,70.47,2667826.4385,60,184,11518,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,S2NW34.SA,S2NW34,bdr,SNOWFLAKE,DRN,BRS2NWBDR008,2026-08-12,43.23,2309522.6056666668,60,713,2859,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MSCD34.SA,MSCD34,bdr,MASTERCARD,DRN,BRMSCDBDR006,2026-08-12,93.29,2220740.3241666667,60,1061,113684,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,D1DG34.SA,D1DG34,bdr,DATADOG INC,DRN,BRD1DGBDR001,2026-08-12,125.0,2218158.2043333333,60,27,6446,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,K1LA34.SA,K1LA34,bdr,KLA CORP,DRN,BRK1LABDR008,2026-08-12,53.01,2200602.903220339,59,76,2721,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,COCA34.SA,COCA34,bdr,COCA COLA,DRN,BRCOCABDR002,2026-08-12,74.59,1962684.1681666668,60,429,24413,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BEEM39.SA,BEEM39,bdr,MSCI EMGMARK,DRE,BRBEEMBDR006,2026-08-12,57.4,1949551.9094999998,60,60,13245,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,L1RC34.SA,L1RC34,bdr,LAM RESEARCH,DRN,BRL1RCBDR000,2026-08-12,38.39,1933540.9515,60,138,12104,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BSOX39.SA,BSOX39,bdr,BKR SEMICOND,DRE,BRBSOXBDR002,2026-08-12,71.11,1904379.0505000001,60,322,60613,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GDXB39.SA,GDXB39,bdr,VE GOLD ETF,DRE,BRGDXBBDR000,2026-08-12,156.97,1899285.8090000001,60,99,11755,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIYT39.SA,BIYT39,bdr,BKR 7 10 YRT,DRE ED,BRBIYTBDR000,2026-08-12,48.19,1893719.0176363636,55,6,1000,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BCPX39.SA,BCPX39,bdr,GX COPPER MN,DRE,BRBCPXBDR003,2026-08-12,45.7,1855766.8083333333,60,127,32794,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BAAX39.SA,BAAX39,bdr,MSCI ASIA JP,DRE,BRBAAXBDR009,2026-08-12,59.49,1718226.6788333333,60,4,309,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,IBIT39.SA,IBIT39,bdr,BKR BITCOIN,DRE,BRIBITBDR003,2026-08-12,62.2,1666055.217,60,73,4549,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,U1BE34.SA,U1BE34,bdr,UBER TECH IN,DRN,BRU1BEBDR009,2026-08-12,97.55,1510630.8971666666,60,1203,10587,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,DISB34.SA,DISB34,bdr,WALT DISNEY,DRN,BRDISBBDR006,2026-08-12,35.27,1502149.2255,60,421,35526,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,N1OW34.SA,N1OW34,bdr,SERVICENOW,DRN,BRN1OWBDR003,2026-08-12,12.97,1446461.7716666667,60,84,54392,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,FCXO34.SA,FCXO34,bdr,FREEPORT,DRN,BRFCXOBDR007,2026-08-12,119.59,1420259.8346666666,60,1810,10669,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIEU39.SA,BIEU39,bdr,COREMSCI EUR,DRE,BRBIEUBDR000,2026-08-12,67.28,1340799.3716666666,60,303,761,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,EXXO34.SA,EXXO34,bdr,EXXON MOBIL,DRN,BREXXOBDR006,2026-08-12,102.93,1281096.2525000002,60,115,17723,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BEWJ39.SA,BEWJ39,bdr,MSCI JAPAN,DRE,BRBEWJBDR004,2026-08-12,63.41,1221576.143,60,1177,90920,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VISA34.SA,VISA34,bdr,VISA INC,DRN ED,BRVISABDR000,2026-08-12,92.6,1205589.8748333333,60,1077,7443,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,G1LW34.SA,G1LW34,bdr,CORNING INC,DRN,BRG1LWBDR008,2026-08-12,895.0,1194750.5118644068,59,795,1107,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,WALM34.SA,WALM34,bdr,WAL MART,DRN,BRWALMBDR005,2026-08-12,37.27,1187279.6926666668,60,508,64689,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BSIL39.SA,BSIL39,bdr,GX SILVER MN,DRE,BRBSILBDR009,2026-08-12,46.72,1178393.7501666667,60,201,30793,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RGTI34.SA,RGTI34,bdr,RIGETTI COMP,DRN,BRRGTIBDR003,2026-08-12,94.69,1092203.4675,60,78,4598,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BOAC34.SA,BOAC34,bdr,BANK AMERICA,DRN,BRBOACBDR004,2026-08-12,84.01,1071543.5466666666,60,552,12861,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,N2ET34.SA,N2ET34,bdr,CLOUDFLARE,DRN,BRN2ETBDR008,2026-08-12,89.34,1003615.2278333333,60,20,356,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BURA39.SA,BURA39,bdr,GX URANIUM,DRE,BRBURABDR009,2026-08-12,39.69,990660.877,60,87,12499,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,PAGS34.SA,PAGS34,bdr,PAGSEGURO,DRN,BRPAGSBDR006,2026-08-12,8.9,985142.2451666667,60,438,167831,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BUSM39.SA,BUSM39,bdr,MSCI US MVOL,DRE,BRBUSMBDR002,2026-08-12,65.24,959105.8247368422,38,2,135,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1NE34.SA,A1NE34,bdr,ARISTA NETWO,DRN,BRA1NEBDR008,2026-08-12,271.81,942557.0341666666,60,39,1390,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,S1NP34.SA,S1NP34,bdr,SYNOPSYS INC,DRN,BRS1NPBDR004,2026-08-12,53.99,919527.5198275861,58,5,918,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ADBE34.SA,ADBE34,bdr,ADOBE INC,DRN,BRADBEBDR003,2026-08-12,26.64,912669.269,60,74,14507,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,S2GM34.SA,S2GM34,bdr,SIGMA LITHM,DRN,BRS2GMBDR003,2026-08-12,20.57,903102.332,60,171,45999,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CATP34.SA,CATP34,bdr,CATERPILLAR,DRN,BRCATPBDR003,2026-08-12,279.24,894189.3595,60,83,3473,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,IBMB34.SA,IBMB34,bdr,IBM,DRN ED,BRIBMBBDR003,2026-08-12,1197.09,892981.987,60,35,115,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RIOT34.SA,RIOT34,bdr,RIO TINTO,DRN,BRRIOTBDR007,2026-08-12,521.26,881715.6431666666,60,1366,3364,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,C2RW34.SA,C2RW34,bdr,CROWDSTRIKE,DRN,BRC2RWBDR007,2026-08-12,52.51,844717.5968333334,60,104,13019,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SSFO34.SA,SSFO34,bdr,SALESFOR INC,DRN,BRSSFOBDR003,2026-08-12,45.69,825772.4158333334,60,74,17420,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,NIKE34.SA,NIKE34,bdr,NIKE,DRN,BRNIKEBDR006,2026-08-12,21.15,792711.8766666667,60,148,29334,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIVW39.SA,BIVW39,bdr,SP500GROWTH,DRE,BRBIVWBDR000,2026-08-12,91.35,766748.9178,50,2,5,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,C1DN34.SA,C1DN34,bdr,CADENCE DESI,DRN,BRC1DNBDR008,2026-08-12,838.2,741736.8214035088,57,3,10,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,P1HC34.SA,P1HC34,bdr,PARKER-HANNI,DRN EB,BRP1HCBDR007,2026-08-12,69.02,738492.9354545454,22,3,331,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,TXSA34.SA,TXSA34,bdr,TERNIUMSA,DRN,BRTXSABDR003,2026-08-12,282.8,732890.2174545454,55,11,458,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,N1VO34.SA,N1VO34,bdr,NOVO NORDISK,DRN,BRN1VOBDR005,2026-08-12,29.96,722738.2123333333,60,125,29592,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,M1RN34.SA,M1RN34,bdr,MODERNA INC,DRN,BRM1RNBDR006,2026-08-12,16.36,713412.0223333334,60,107,23245,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,JNJB34.SA,JNJB34,bdr,JOHNSON,DRN,BRJNJBBDR002,2026-08-12,89.6,711968.9365,60,358,4494,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CHVX34.SA,CHVX34,bdr,CHEVRON,DRN,BRCHVXBDR008,2026-08-12,101.32,707324.5166666667,60,76,6881,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,A1PL34.SA,A1PL34,bdr,APPLIED DGTL,DRN,BRA1PLBDR008,2026-08-12,160.96,694064.8300000001,57,4,35,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,P2AN34.SA,P2AN34,bdr,PALOALTO NET,DRN,BRP2ANBDR007,2026-08-12,33.74,645428.5843333334,60,70,24248,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BCOM39.SA,BCOM39,bdr,BKR COMT ROL,DRE,BRBCOMBDR009,2026-08-12,58.08,640425.4083333333,60,24,188,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BKNG34.SA,BKNG34,bdr,BOOKING,DRN,BRBKNGBDR006,2026-08-12,6.25,605776.2486666667,60,1622,68108,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,N1EM34.SA,N1EM34,bdr,NEWMONT GOLD,DRN,BRN1EMBDR005,2026-08-12,607.38,593375.7303333334,60,126,2684,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIYF39.SA,BIYF39,bdr,US FINANCIAL,DRE,BRBIYFBDR009,2026-08-12,47.67,581015.0208333334,60,31,713,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,M1MC34.SA,M1MC34,bdr,MARSH E MCLE,DRN EB,BRM1MCBDR000,2026-08-12,60.84,559251.523235294,34,1,10,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,T1TW34.SA,T1TW34,bdr,TAKE-TWO INT,DRN,BRT1TWBDR006,2026-08-12,315.74,545326.5085,60,89,642,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CTGP34.SA,CTGP34,bdr,CITIGROUP,DRN,BRCTGPBDR000,2026-08-12,118.43,542865.4521666666,60,40,2115,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIEM39.SA,BIEM39,bdr,COREMSCI EMK,DRE,BRBIEMBDR007,2026-08-12,69.8,540846.5691666667,60,10,9752,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MSBR34.SA,MSBR34,bdr,MORGAN STAN,DRN,BRMSBRBDR008,2026-08-12,225.5,534335.4161666667,60,100,869,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BSHV39.SA,BSHV39,bdr,BKR 0 1 SHV,DRE ED,BRBSHVBDR000,2026-08-12,57.0,506646.8125,60,12,1694,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BCHI39.SA,BCHI39,bdr,MSCI CHINA,DRE,BRBCHIBDR001,2026-08-12,35.58,499484.9,59,23,60279,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SCHW34.SA,SCHW34,bdr,SCHWAB,DRN,BRSCHWBDR006,2026-08-12,67.0,493643.6793333333,60,8,202,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,UNHH34.SA,UNHH34,bdr,UNITEDHEALTH,DRN,BRUNHHBDR000,2026-08-12,29.91,486049.3458333333,60,84,10743,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,WFCO34.SA,WFCO34,bdr,WELLS FARGO,DRN ED,BRWFCOBDR009,2026-08-12,115.77,480469.62266666663,60,15,2303,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,P1DD34.SA,P1DD34,bdr,PDD HOLDING,DRN,BRP1DDBDR004,2026-08-12,45.85,478671.33416666667,60,325,10233,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BMIL39.SA,BMIL39,bdr,GX MILLECONM,DRE,BRBMILBDR002,2026-08-12,59.61,456631.38149999996,40,15,32,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VRTX34.SA,VRTX34,bdr,VERTEX PHARM,DRN,BRVRTXBDR001,2026-08-12,84.87,436365.7957142857,42,2,4,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BAIQ39.SA,BAIQ39,bdr,GX AI TECH,DRE,BRBAIQBDR006,2026-08-12,55.0,431668.1326666667,60,75,11495,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VERZ34.SA,VERZ34,bdr,VERIZON,DRN,BRVERZBDR008,2026-08-12,40.3,426169.7106666667,60,174,5473,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,AIRB34.SA,AIRB34,bdr,AIRBNB,DRN,BRAIRBBDR004,2026-08-12,46.52,420827.71016666666,60,1066,20723,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CSCO34.SA,CSCO34,bdr,CISCO,DRN,BRCSCOBDR004,2026-08-12,129.06,416607.2515,60,60,6157,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BCTE39.SA,BCTE39,bdr,GX CLEANCH,DRE,BRBCTEBDR005,2026-08-12,38.88,413799.4952083333,48,7,16,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,V1RT34.SA,V1RT34,bdr,VERTIV HOLDS,DRN,BRV1RTBDR002,2026-08-12,148.01,411630.7175,60,33,1243,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,E1TN34.SA,E1TN34,bdr,EATON CORP P,DRN ED,BRE1TNBDR002,2026-08-12,170.0,410715.3447457627,59,5,161,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,NEXT34.SA,NEXT34,bdr,NEXTERA ENER,DRN,BRNEXTBDR006,2026-08-12,110.21,408320.6133333333,60,17,1029,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MCDC34.SA,MCDC34,bdr,MCDONALDS,DRN,BRMCDCBDR000,2026-08-12,70.93,405145.46683333337,60,149,11785,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,F1TN34.SA,F1TN34,bdr,FORTINET INC,DRN EB,BRF1TNBDR001,2026-08-12,69.58,403014.73862068966,58,11,160,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,PYPL34.SA,PYPL34,bdr,PAYPAL HOLD,DRN,BRPYPLBDR002,2026-08-12,15.3,398235.0173333333,60,39,16822,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GOGL35.SA,GOGL35,bdr,ALPHABET,DRN,BRGOGLBDR019,2026-08-12,147.3,375728.68783333333,60,41,1613,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,INTU34.SA,INTU34,bdr,INTUIT INC,DRN,BRINTUBDR003,2026-08-12,39.07,370296.2445,60,8,1199,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BIDU34.SA,BIDU34,bdr,BAIDU INC,DRN,BRBIDUBDR002,2026-08-12,38.72,362377.8858333333,60,41,1394,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,B1SX34.SA,B1SX34,bdr,BOSTON SCIEN,DRN,BRB1SXBDR006,2026-08-12,66.71,357155.4055102041,49,1,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
