decision_date,ticker,status,reason
2019-01-02,PETR4.SA,accepted,
2019-01-02,VALE3.SA,accepted,
2019-01-02,ITUB4.SA,accepted,
2019-01-02,BBAS3.SA,accepted,
2019-01-02,BBDC4.SA,accepted,
2019-01-02,PETR3.SA,accepted,
2019-01-02,ABEV3.SA,accepted,
2019-01-02,B3SA3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,ITSA4.SA,accepted,
2019-01-02,GGBR4.SA,accepted,
2019-01-02,MGLU3.SA,accepted,
2019-01-02,SUZB3.SA,accepted,
2019-01-02,CMIG4.SA,accepted,
2019-01-02,USIM5.SA,accepted,
2019-01-02,LREN3.SA,accepted,
2019-01-02,RAIL3.SA,accepted,
2019-01-02,RENT3.SA,accepted,
2019-01-02,CIEL3.SA,accepted,
2019-01-02,GOLL4.SA,accepted,
2019-01-02,FIBR3.SA,accepted,
2019-01-02,PCAR4.SA,accepted,
2019-01-02,BRFS3.SA,accepted,
2019-01-02,ELET3.SA,accepted,
2019-01-02,BBSE3.SA,accepted,
2019-01-02,UGPA3.SA,accepted,
2019-01-02,BRDT3.SA,blocked,no_fre_share_count
2019-01-02,GOAU4.SA,accepted,
2019-01-02,BRML3.SA,accepted,
2019-01-02,BRKM5.SA,blocked,ambiguous_preferred_class_share_count
2019-01-02,RADL3.SA,accepted,
2019-01-02,LAME4.SA,blocked,no_fre_share_count
2019-01-02,KLBN11.SA,blocked,unsupported_share_class:UNT EJ  N2
2019-01-02,ESTC3.SA,accepted,
2019-01-02,BBDC3.SA,accepted,
2019-01-02,ELET6.SA,blocked,ambiguous_preferred_class_share_count
2019-01-02,NATU3.SA,accepted,
2019-01-02,BRAP4.SA,accepted,
2019-01-02,EQTL3.SA,accepted,
2019-01-02,AZUL4.SA,accepted,
2019-01-02,SANB11.SA,blocked,unsupported_share_class:UNT
2019-01-02,CSNA3.SA,accepted,
2019-01-02,SBSP3.SA,accepted,
2019-01-02,EMBR3.SA,accepted,
2019-01-02,IRBR3.SA,accepted,
2019-01-02,CVCB3.SA,accepted,
2019-01-02,MULT3.SA,accepted,
2019-01-02,WEGE3.SA,accepted,
2019-01-02,MRVE3.SA,accepted,
2019-01-02,CRFB3.SA,accepted,
2019-01-02,CSAN3.SA,accepted,
2019-01-02,HYPE3.SA,accepted,
2019-01-02,ENBR3.SA,accepted,
2019-01-02,CYRE3.SA,accepted,
2019-01-02,QUAL3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,TAEE11.SA,blocked,unsupported_share_class:UNT EJ  N2
2019-01-02,EGIE3.SA,accepted,
2019-01-02,SMLS3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,HGTX3.SA,accepted,
2019-01-02,GNDI3.SA,blocked,no_fre_share_count
2019-01-02,FLRY3.SA,accepted,
2019-01-02,SULA11.SA,blocked,unsupported_share_class:UNT EJ  N2
2019-01-02,PSSA3.SA,accepted,
2019-01-02,CSMG3.SA,accepted,
2019-01-02,SLCE3.SA,accepted,
2019-01-02,HAPV3.SA,blocked,no_fre_share_count
2019-01-02,BRSR6.SA,accepted,
2019-01-02,CESP6.SA,blocked,ambiguous_preferred_class_share_count
2019-01-02,ECOR3.SA,accepted,
2019-01-02,CPLE6.SA,accepted,
2019-01-02,LOGG3.SA,accepted,
2019-01-02,ENGI11.SA,blocked,unsupported_share_class:UNT     N2
2019-01-02,LIGT3.SA,accepted,
2019-01-02,SAPR11.SA,blocked,unsupported_share_class:UNT EJ  N2
2019-01-02,OIBR3.SA,accepted,
2019-01-02,MDIA3.SA,accepted,
2019-01-02,CMIG3.SA,accepted,
2019-01-02,GFSA3.SA,accepted,
2019-01-02,RAPT4.SA,accepted,
2019-01-02,BIDI4.SA,blocked,no_fre_share_count
2019-01-02,MRFG3.SA,accepted,
2019-01-02,MYPK3.SA,accepted,
2019-01-02,DTEX3.SA,blocked,no_fre_share_count
2019-01-02,TEND3.SA,accepted,
2019-01-02,TOTS3.SA,accepted,
2019-01-02,SMTO3.SA,accepted,
2019-01-02,MAGG3.SA,accepted,
2019-01-02,VIVR3.SA,accepted,
2019-01-02,BPAC11.SA,blocked,unsupported_share_class:UNT
2019-01-02,LCAM3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,EZTC3.SA,accepted,
2019-01-02,LAME3.SA,blocked,no_fre_share_count
2019-01-02,TIET11.SA,blocked,unsupported_share_class:UNT     N2
2019-01-02,QGEP3.SA,accepted,
2019-01-02,ALSC3.SA,accepted,
2019-01-02,SEER3.SA,accepted,
2019-01-02,POMO4.SA,accepted,
2019-01-02,CPFE3.SA,accepted,
2019-01-02,PDGR3.SA,blocked,no_fre_share_count
2019-01-02,BEEF3.SA,accepted,
2019-01-02,BRPR3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,PARD3.SA,accepted,
2019-01-02,ALUP11.SA,blocked,unsupported_share_class:UNT     N2
2019-01-02,GRND3.SA,accepted,
2019-01-02,TGMA3.SA,accepted,
2019-01-02,MPLU3.SA,accepted,
2019-01-02,VLID3.SA,accepted,
2019-01-02,ITUB3.SA,accepted,
2019-01-02,ENEV3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,ALPA4.SA,accepted,
2019-01-02,PRIO3.SA,accepted,
2019-01-02,UNIP6.SA,accepted,
2019-01-02,MOVI3.SA,blocked,Missing annual/current/comparative CVM value for 3.01 of MOVI3.SA
2019-01-02,LEVE3.SA,accepted,
2019-01-02,DIRR3.SA,accepted,
2019-01-02,ABCB4.SA,accepted,
2019-01-02,RLOG3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,MEAL3.SA,accepted,
2019-01-02,OIBR4.SA,accepted,
2019-01-02,EVEN3.SA,accepted,
2019-01-02,STBP3.SA,accepted,
2019-01-02,AMAR3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,CAML3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,ANIM3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,FESA4.SA,accepted,
2019-01-02,CPLE3.SA,accepted,
2019-01-02,TCSA3.SA,accepted,
2019-01-02,OMGE3.SA,accepted,
2019-01-02,SAPR4.SA,accepted,
2019-01-02,MILS3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,LOGN3.SA,blocked,no_fre_share_count
2019-01-02,CGAS5.SA,blocked,ambiguous_preferred_class_share_count
2019-01-02,VULC3.SA,accepted,
2019-01-02,HBOR3.SA,accepted,
2019-01-02,AALR3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,SEDU3.SA,accepted,
2019-01-02,JHSF3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,PTBL3.SA,accepted,
2019-01-02,LPSB3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,JSLG3.SA,accepted,
2019-01-02,CLSC4.SA,accepted,
2019-01-02,CPRE3.SA,accepted,
2019-01-02,CARD3.SA,accepted,
2019-01-02,TRIS3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,ITSA3.SA,accepted,
2019-01-02,ROMI3.SA,accepted,
2019-01-02,RSID3.SA,accepted,
2019-01-02,SHOW3.SA,accepted,
2019-01-02,FHER3.SA,accepted,
2019-01-02,TPIS3.SA,accepted,
2019-01-02,VIVT3.SA,accepted,
2019-01-02,AGRO3.SA,accepted,
2019-01-02,GGBR3.SA,accepted,
2019-01-02,APER3.SA,blocked,ambiguous_ordinary_share_count
2019-01-02,ETER3.SA,accepted,
2019-01-02,PFRM3.SA,accepted,
2019-01-02,KLBN4.SA,accepted,
2019-01-02,BRAP3.SA,accepted,
2019-01-02,KEPL3.SA,accepted,
2019-01-02,SHUL4.SA,accepted,
2019-01-02,CESP3.SA,accepted,
