decision_date,ticker,status,reason
2025-01-02,VALE3.SA,blocked,no_fre_share_count
2025-01-02,PETR4.SA,accepted,
2025-01-02,ITUB4.SA,accepted,
2025-01-02,B3SA3.SA,accepted,
2025-01-02,BBDC4.SA,accepted,
2025-01-02,BBAS3.SA,accepted,
2025-01-02,ABEV3.SA,accepted,
2025-01-02,RENT3.SA,accepted,
2025-01-02,SUZB3.SA,accepted,
2025-01-02,PETR3.SA,accepted,
2025-01-02,SBSP3.SA,accepted,
2025-01-02,PRIO3.SA,accepted,
2025-01-02,ELET3.SA,accepted,
2025-01-02,WEGE3.SA,accepted,
2025-01-02,EMBR3.SA,accepted,
2025-01-02,EQTL3.SA,accepted,
2025-01-02,BPAC11.SA,blocked,unsupported_share_class:UNT EX  N2
2025-01-02,RAIL3.SA,accepted,
2025-01-02,HAPV3.SA,accepted,
2025-01-02,GGBR4.SA,accepted,
2025-01-02,ITSA4.SA,accepted,
2025-01-02,LREN3.SA,accepted,
2025-01-02,MGLU3.SA,accepted,
2025-01-02,BRFS3.SA,accepted,
2025-01-02,VBBR3.SA,accepted,
2025-01-02,RADL3.SA,accepted,
2025-01-02,ASAI3.SA,accepted,
2025-01-02,CPLE6.SA,accepted,
2025-01-02,BRAV3.SA,accepted,
2025-01-02,RDOR3.SA,accepted,
2025-01-02,BBSE3.SA,accepted,
2025-01-02,HYPE3.SA,accepted,
2025-01-02,CSAN3.SA,accepted,
2025-01-02,CMIG4.SA,accepted,
2025-01-02,MRFG3.SA,blocked,no_fre_share_count
2025-01-02,CYRE3.SA,accepted,
2025-01-02,NTCO3.SA,accepted,
2025-01-02,ENGI11.SA,blocked,unsupported_share_class:UNT     N2
2025-01-02,TIMS3.SA,blocked,no_fre_share_count
2025-01-02,VIVT3.SA,accepted,
2025-01-02,KLBN11.SA,blocked,unsupported_share_class:UNT     N2
2025-01-02,TOTS3.SA,accepted,
2025-01-02,AZUL4.SA,blocked,no_fre_share_count
2025-01-02,UGPA3.SA,accepted,
