alert_drawdown,severe_drawdown,alert_volatility,severe_volatility,alert_equity_cap,severe_equity_cap,recovery_days,cost_bps,volatility_window,peak_window,train_cagr,train_max_drawdown,train_score,holdout_cumulative_return,holdout_cagr,holdout_annual_volatility,holdout_sharpe_excess_cdi,holdout_max_drawdown,holdout_overlay_turnover
0.08,0.18,0.3,0.5,0.5,0.25,20,10.0,20,126,0.13369412199262998,-0.2660557987490715,0.0671801723053621,1.9559734151708854,0.16746247975552286,0.15958126484934376,0.5203357922949059,-0.221996565314726,7.799999999999999
0.08,0.18,0.3,0.5,0.5,0.35,5,10.0,20,126,0.16292654631009684,-0.2600908449207785,0.09790383507990222,1.8378543174570314,0.16068098869443692,0.17338633364850267,0.4580439119986756,-0.25693794615646537,12.299999999999999
0.08,0.18,0.3,0.5,0.5,0.35,10,10.0,20,126,0.14976955081627685,-0.26301068569750286,0.08401687939190114,1.9316347429652168,0.166084385590078,0.17175226843144856,0.48827046703140586,-0.2569379461564657,9.5
0.08,0.18,0.3,0.5,0.5,0.35,20,10.0,20,126,0.13293393693403255,-0.26231016384338646,0.06735639597318593,1.9222972117460255,0.16555307589345758,0.1654056498918547,0.4977608721880768,-0.2569379461564656,7.199999999999999
0.08,0.18,0.3,0.5,0.55,0.2,5,10.0,20,126,0.1692424459342894,-0.27345514499926404,0.10087865968447338,1.945762765484095,0.16688552524845557,0.16943003836133042,0.496612361142237,-0.20828485261369845,11.999999999999996
0.08,0.18,0.3,0.5,0.55,0.2,10,10.0,20,126,0.16009014067354377,-0.28013170744658444,0.09005721381189766,2.007556046655001,0.1703513139202273,0.16772643671649537,0.517946598100969,-0.20828485261369845,9.299999999999997
0.08,0.18,0.3,0.5,0.55,0.2,20,10.0,20,126,0.14058315518911502,-0.2785636945015948,0.07094223156371632,2.0771111406268323,0.1741801667473657,0.16159093951471504,0.5519369729961832,-0.20828485261369845,7.299999999999998
0.08,0.18,0.3,0.5,0.55,0.25,5,10.0,20,126,0.1681855994918069,-0.27233452751532305,0.10010196761297613,1.9345264464497012,0.16624863065177076,0.17138160108542588,0.4896823541334705,-0.2258576940731204,11.599999999999996
0.08,0.18,0.3,0.5,0.55,0.25,10,10.0,20,126,0.1586556149972611,-0.27806818175256665,0.08913856955911945,2.005163718528261,0.1702182766503768,0.16975133464154177,0.513121910760634,-0.2258576940731205,8.999999999999998
0.08,0.18,0.3,0.5,0.55,0.25,20,10.0,20,126,0.1402507225280505,-0.27670782856299936,0.07107376538730065,2.0620953173983776,0.17335990448635563,0.16377363146954504,0.5424329156395297,-0.2258576940731204,6.999999999999998
0.08,0.18,0.3,0.5,0.55,0.35,5,10.0,20,126,0.16600764529700784,-0.27010847827201734,0.09848052572900351,1.9076116799317977,0.16471451121586145,0.1764775611691729,0.4730667540616832,-0.26062628650260045,10.799999999999997
0.08,0.18,0.3,0.5,0.55,0.35,10,10.0,20,126,0.15571696581647743,-0.27394536334187747,0.08723062498100806,1.9955475188041127,0.16968260269515434,0.17503485620523532,0.5002598702398154,-0.26062628650260034,8.399999999999999
0.08,0.18,0.3,0.5,0.55,0.35,20,10.0,20,126,0.13948610795483218,-0.27301660284939866,0.07123195724248252,2.027207789795436,0.17144072701021096,0.16945466745621968,0.5200970381601804,-0.26062628650260067,6.399999999999998
0.08,0.18,0.3,0.5,0.65,0.2,5,10.0,20,126,0.17924709493717406,-0.2930986219193983,0.10597243945732449,2.0669940402671507,0.17362788289167752,0.1744190475570554,0.5208969583627793,-0.21617740335549473,9.999999999999998
0.08,0.18,0.3,0.5,0.65,0.2,10,10.0,20,126,0.17361582296029954,-0.3014353709645726,0.09825698021915638,2.0669022458251116,0.17362286476750155,0.17275433111125035,0.5242410715015698,-0.2161774033554945,7.899999999999998
