date,decision_year,strategy,mvo,cdi,equity_sleeve,IBOVESPA,BOVA11,phase,benevente1_daily_return,cdi_daily_return,mvo_daily_return,ibovespa_daily_return,market_drawdown,market_volatility,stress_at_close,tradable_stress,risk_state,base_equity_weight,benevente2_equity_weight,overlay_turnover,overlay_sale_rate,overlay_buy_rate,overlay_cost_rate,benevente1_return,benevente2_return,cdi_return,benevente1,benevente2,cdi_rebased
2015-01-05,2015,99.15224774958315,99.05968688532413,100.04345515215547,98.5645048038654,97.94896125485648,98.0110054183764,evaluated,-0.008477526346616915,0.00043455365305389293,-0.009403130919022562,-0.02051038841456121,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,-0.008477526346616915,-0.008477526346616915,0.00043455365305389293,0.9915224736533831,0.9915224736533831,1.000434553653054
2015-01-06,2015,98.77950539089764,98.15484647158628,100.08692870227394,97.85122071630032,98.94665260212838,98.56115852104872,evaluated,-0.003759293078528181,0.00043454666826869826,-0.009134295112252167,0.010185828767249161,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,-0.003759293078528181,-0.003759293078528181,0.00043454666826869826,0.9877950500809728,0.9877950500809728,1.0008692891551647
2015-01-07,2015,99.41234032647888,98.51833510052582,100.13042148662632,98.96624658364128,101.96033942369398,101.88320628491653,evaluated,0.00640654084141179,0.0004345500947657843,0.0037032163159131937,0.030457693537990105,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,0.00640654084141179,0.00640654084141179,0.0004345500947657843,0.9941233994122609,0.9941233994122609,1.0013042169996154
2015-01-08,2015,99.7493688157394,98.62835035415014,100.17393350521267,99.54342471981283,102.94978613453512,102.64494304997189,evaluated,0.0033902077765566307,0.0004345534348135782,0.0011166982624306598,0.009704231237692484,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,0.0033902077765566307,0.0033902077765566307,0.0004345534348135782,0.9974936842918053,0.9974936842918053,1.0017393371864058
2015-01-09,2015,99.22717151057309,97.80347269546893,100.21746392176196,98.558358522895,100.6761208096466,100.5713081700585,evaluated,-0.005235093829324744,0.00043454834033274103,-0.00836349442852169,-0.022085187451650223,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,-0.005235093829324744,-0.005235093829324744,0.00043454834033274103,0.9922717112603788,0.9922717112603788,1.0021746413528263
2015-01-12,2015,98.8873481422451,98.0104877961848,100.26101357254522,97.90486660898875,99.23317986890386,99.0901471310431,evaluated,-0.00342470074632506,0.0004345515150658841,0.0021166436631596675,-0.014332504362886467,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,-0.00342470074632506,-0.00342470074632506,0.0004345515150658841,0.9888734775902681,0.9888734775902681,1.0026101378615868
2015-01-13,2015,98.27072754409784,97.4909957500026,100.3045816212914,96.74809128070387,99.0311672575818,98.6881101322723,evaluated,-0.0062355863488247065,0.00043454626273708996,-0.00530037200980471,-0.002035736550909051,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,-0.0062355863488247065,-0.0062355863488247065,0.00043454626273708996,0.9827072716326914,0.9827072716326914,1.0030458183499769
2015-01-14,2015,98.1178557367918,97.15052145900066,100.34816890427152,96.43448064094116,98.214874553209,98.34955836440508,evaluated,-0.0015556189633118,0.0004345492725814637,-0.003492366534803115,-0.008242785851949042,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,-0.0015556189633118,-0.0015556189633118,0.0004345492725814637,0.9811785535655553,0.9811785535655553,1.0034816911807067
2015-01-15,2015,98.27654832402855,97.5777409320677,100.39177542148563,96.68733461613232,98.99818633451274,99.44985514445796,evaluated,0.0016173670535815088,0.00043455219652011046,0.004397500565628265,0.007975490320250467,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,0.0016173670535815088,0.0016173670535815088,0.00043455219652011046,0.982765479431773,0.982765479431773,1.0039177563537771
2015-01-16,2015,99.51893911431074,98.96892592579432,100.43540033666264,98.91053314184536,101.04097925455244,100.71942427396006,evaluated,0.012641782922471867,0.0004345467045865359,0.014257196164186192,0.020634649943354955,,,0,0,0,0.5499999998686043,0.5499999998686043,0.0,0.0,-0.0,0.0,0.012641782922471867,0.012641782922471867,0.0004345467045865359,0.9951893872864485,0.9951893872864485,1.0043540055064766
