date,decision_year,strategy,mvo,cdi,equity_sleeve,IBOVESPA,BOVA11,strategy_daily_return,cdi_daily_return,market_drawdown,market_volatility,stress_at_close,tradable_stress,risk_state,risk_multiplier,base_equity_weight,protected_equity_weight,overlay_turnover,overlay_cost_rate,protected_return,base_rebased,protected_rebased,cdi_rebased
2015-01-05,2015,99.398112,98.822538,100.043455,98.330215,97.948961,98.011006,-0.00601888425988284,0.00043455050886920255,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,-0.00601888425988284,0.9939811157401172,0.9939811157401172,1.0004345505088692
2015-01-06,2015,99.255778,98.905421,100.086929,97.856606,98.946652,98.561158,-0.0014319587881105322,0.00043455116579083075,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,-0.0014319587881105322,0.9925577757462172,0.9925577757462172,1.0008692905090903
2015-01-07,2015,99.996022,100.528579,100.130422,99.839084,101.96034,101.883206,0.007457943657446231,0.0004345522480762032,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,0.007457943657446231,0.9999602157144926,0.9999602157144926,1.0013042205093114
2015-01-08,2015,100.458197,99.715933,100.173933,101.04769,102.949786,102.644943,0.004621933860528893,0.00043454325998948384,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,0.004621933860528893,1.004581965694685,1.004581965694685,1.0017393305095328
2015-01-09,2015,99.645277,98.348553,100.217464,98.70781,100.676121,100.571309,-0.008092122139122249,0.0004345541669008579,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,-0.008092122139122249,0.9964527657295241,0.9964527657295241,1.0021746405097542
2015-01-12,2015,98.713548,100.430495,100.261013,96.037265,99.233179,99.090147,-0.009350458225932723,0.00043454502101547554,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,-0.009350458225932723,0.987135475769455,0.987135475769455,1.0026101305099757
2015-01-13,2015,98.473105,98.98349,100.304582,95.29046,99.031168,98.688111,-0.0024357649468743636,0.0004345557529923383,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,-0.0024357649468743636,0.9847310457797597,0.9847310457797597,1.0030458205101973
2015-01-14,2015,98.765022,97.689551,100.348169,96.025122,98.214875,98.349558,0.00296443379133815,0.0004345464497323981,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,0.00296443379133815,0.987650215767249,0.987650215767249,1.003481690510419
2015-01-15,2015,98.823871,98.040755,100.391775,96.111146,98.998186,99.449855,0.0005958485991122142,0.00043454704190959426,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,0.0005958485991122142,0.9882387057647267,0.9882387057647267,1.0039177505106407
2015-01-16,2015,99.859983,100.035423,100.435401,98.916756,101.04098,100.719425,0.010484430426733748,0.00043455751230614403,,,0,0,0,1.0,0.3593383172199678,0.3593383172199678,0.0,0.0,0.010484430426733748,0.9985998257203224,0.9985998257203224,1.0043540105108626
