year,month,stock_sales_brl,stock_gain_brl,etf_sales_brl,etf_gain_brl,exempt_month,exempt_gain,taxable_base,loss_offset,tax,carryforward_brl,wealth_brl
2015,1,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,997423.6146575019
2015,2,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1037607.979638503
2015,3,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1057523.1103130723
2015,4,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1074691.700320451
2015,5,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1060878.1135915243
2015,6,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1060345.2285515054
2015,7,141613.4540434439,985.6342111392705,0.0,0.0,False,0.0,985.6342111392705,0.0,147.84513167089057,0.0,1059640.390193402
2015,8,116439.659485373,-24188.160346931545,0.0,0.0,False,0.0,-24188.160346931545,0.0,0.0,24188.160346931545,1025007.8974875367
2015,9,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,24188.160346931545,1034301.4300284756
2015,10,112586.4720750764,-17838.06642544271,0.0,0.0,False,0.0,-17838.06642544271,0.0,0.0,42026.226772374255,1048963.003775361
2015,11,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,42026.226772374255,1050779.8846640098
2015,12,105111.72809265062,-18844.799359558696,0.0,0.0,False,0.0,-18844.799359558696,0.0,0.0,60871.02613193295,1045517.6649133121
2016,1,102643.13655330833,-19237.063410009665,49331.65053007743,16144.104329474423,False,0.0,-3092.959080535242,0.0,0.0,63963.98521246819,1029830.0126964411
2016,2,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,63963.98521246819,1053752.3823461542
2016,3,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,63963.98521246819,1150362.5481477822
2016,4,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,63963.98521246819,1157214.592438565
2016,5,170315.3802833814,17650.333666782586,0.0,0.0,False,0.0,17650.333666782586,17650.333666782586,0.0,46313.65154568561,1138256.666600909
2016,6,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,46313.65154568561,1184941.903484468
2016,7,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,46313.65154568561,1306942.6100877975
2016,8,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,46313.65154568561,1302032.470875488
2016,9,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,46313.65154568561,1308948.0115458309
2016,10,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,46313.65154568561,1440497.0690581377
2016,11,222265.87273749942,57638.99319705393,0.0,0.0,False,0.0,57638.99319705393,46313.65154568561,1698.801247705249,0.0,1322797.7845447608
2016,12,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1310563.1989952177
2017,1,307260.5306472274,89844.68983680033,0.0,0.0,False,0.0,89844.68983680033,0.0,13476.70347552005,0.0,1391391.1272115675
2017,2,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1470423.5455280095
2017,3,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1427467.5121852332
2017,4,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1421528.5019253232
2017,5,182476.97272123548,16958.384990805127,0.0,0.0,False,0.0,16958.384990805127,0.0,2543.757748620769,0.0,1365925.354864778
2017,6,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1373462.4444442545
2017,7,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1394927.808238498
2017,8,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1442263.4338153638
2017,9,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1492502.415954496
2017,10,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1541359.176599
2017,11,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1510015.0129792131
2017,12,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1548226.99599404
2018,1,639871.7130141144,145799.47140617357,0.0,0.0,False,0.0,145799.47140617357,0.0,21869.920710926035,0.0,1598924.075995232
2018,2,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1634823.0296631567
2018,3,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1682281.3348392479
2018,4,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1708680.061884166
2018,5,223566.8817390913,28594.383823258544,0.0,0.0,False,0.0,28594.383823258544,0.0,4289.157573488781,0.0,1638221.49970419
2018,6,221136.41385075447,26163.915934921737,0.0,0.0,False,0.0,26163.915934921737,0.0,3924.5873902382605,0.0,1638703.7884415733
2018,7,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1668122.941167591
2018,8,234113.53631733265,15183.49217920121,0.0,0.0,False,0.0,15183.49217920121,0.0,2277.5238268801813,0.0,1669326.3107707524
2018,9,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1672447.618160572
2018,10,274190.8177005194,49273.44262082749,0.0,0.0,False,0.0,49273.44262082749,0.0,7391.016393124123,0.0,1801917.9439144065
2018,11,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1855831.0687498902
2018,12,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1882494.9590730774
2019,1,660899.0977618806,141745.26499728195,0.0,0.0,False,0.0,141745.26499728195,0.0,21261.78974959229,0.0,1934303.5382891982
2019,2,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2001578.0191719425
2019,3,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2072913.627557134
2019,4,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2090123.565742902
2019,5,293692.47376436484,74016.94358492084,0.0,0.0,False,0.0,74016.94358492084,0.0,11102.541537738125,0.0,2120185.5845280928
2019,6,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2170983.532824762
2019,7,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2216736.312934884
2019,8,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2237304.321309822
2019,9,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2238761.6026222557
2019,10,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2266459.9885840183
2019,11,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2295974.4778734073
2019,12,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2390706.453000779
2020,1,1076214.2774676937,412711.4103175366,26148.425307378195,13817.04116184218,False,0.0,426528.4514793788,0.0,63979.267721906814,0.0,2406097.7781029986
2020,2,305851.00192222965,-2391.776318646167,0.0,0.0,False,0.0,-2391.776318646167,0.0,0.0,2391.776318646167,2326256.9118388607
2020,3,257121.4082946177,-51121.36994625797,0.0,0.0,False,0.0,-51121.36994625797,0.0,0.0,53513.146264904135,2133883.97450775
2020,4,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,53513.146264904135,2235374.586796022
2020,5,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,53513.146264904135,2253968.9186939187
2020,6,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,53513.146264904135,2297960.6664373633
2020,7,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,53513.146264904135,2340721.89034031
2020,8,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,53513.146264904135,2421489.4275948512
2020,9,262852.23638551973,-26352.79494720547,0.0,0.0,False,0.0,-26352.79494720547,0.0,0.0,79865.94121210961,2340022.820948233
2020,10,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,79865.94121210961,2293641.4524364816
2020,11,253905.58704168606,-30782.71832204494,0.0,0.0,False,0.0,-30782.71832204494,0.0,0.0,110648.65953415455,2424726.996664623
2020,12,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,110648.65953415455,2461519.6731620166
2021,1,472759.33006656513,32595.59811526056,131984.58705880557,90469.66455821929,False,0.0,123065.26267347985,110648.65953415455,1862.490470898796,0.0,2448445.2824421544
2021,2,319706.4214689602,5499.131410185979,0.0,0.0,False,0.0,5499.131410185979,0.0,824.8697115278968,0.0,2461768.7861877354
2021,3,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2580780.530969092
2021,4,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2654457.7710194797
2021,5,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2645583.0700536305
2021,6,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2605242.7874618345
2021,7,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2652515.513887036
2021,8,368164.93029034056,37117.46597023371,0.0,0.0,False,0.0,37117.46597023371,0.0,5567.6198955350565,0.0,2610809.6694050473
2021,9,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2689327.7836422953
2021,10,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2728567.1154323476
2021,11,391086.75995804084,60039.29563793415,0.0,0.0,False,0.0,60039.29563793415,0.0,9005.894345690122,0.0,2704244.146584989
2021,12,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2742711.4343579453
2022,1,1118098.6041165711,23354.998122752782,78819.76417949692,61223.101526307386,False,0.0,84578.09964906017,0.0,12686.714947359025,0.0,2657169.1551601132
2022,2,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2607983.037489974
2022,3,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2738153.5576355113
2022,4,358889.5667553853,5050.509555920928,0.0,0.0,False,0.0,5050.509555920928,0.0,757.5764333881391,0.0,2667644.472684693
2022,5,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,2679660.047764154
2022,6,347802.1558589659,-10151.33721561002,0.0,0.0,False,0.0,-10151.33721561002,0.0,0.0,10151.33721561002,2576433.237005481
2022,7,312059.648892018,-45893.8441825578,0.0,0.0,False,0.0,-45893.8441825578,0.0,0.0,56045.18139816781,2628185.143951467
2022,8,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,56045.18139816781,2613453.9784882087
2022,9,325682.71251009934,-15402.532890223247,0.0,0.0,False,0.0,-15402.532890223247,0.0,0.0,71447.71428839106,2604998.2671821844
2022,10,336532.0491865875,-3160.150038452055,0.0,0.0,False,0.0,-3160.150038452055,0.0,0.0,74607.86432684312,2653216.1839299286
2022,11,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,74607.86432684312,2797861.326825495
