decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2020-01-02,IDVL4.SA,IDVL4,equity,INDUSVAL,PN      N2,BRIDVLACNPR2,2020-01-02,4.39,100898.53333333334,60,42,50300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,MNPR3.SA,MNPR3,equity,MINUPAR,ON,BRMNPRACNOR5,2020-01-02,5.73,99019.86440677966,59,37,11300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ATOM3.SA,ATOM3,equity,ATOMPAR,ON,BRATOMACNOR1,2020-01-02,1.72,98855.8,60,92,49200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,AFLT3.SA,AFLT3,equity,AFLUENTE T,ON,BRAFLTACNOR1,2020-01-02,11.23,95369.56666666667,60,24,4300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,JBDU4.SA,JBDU4,equity,J B DUARTE,PN,BRJBDUACNPR3,2020-01-02,2.17,93205.45,60,242,148500,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ENGI3.SA,ENGI3,equity,ENERGISA,ON      N2,BRENGIACNOR0,2020-01-02,13.26,92581.65,60,146,28800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,TRPL3.SA,TRPL3,equity,TRAN PAULIST,ON      N1,BRTRPLACNOR4,2020-01-02,27.5,84235.46666666666,60,34,10300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ALUP4.SA,ALUP4,equity,ALUPAR,PN      N2,BRALUPACNPR5,2020-01-02,8.42,82822.76666666666,60,108,20600,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,RANI3.SA,RANI3,equity,CELUL IRANI,ON,BRRANIACNOR5,2020-01-02,4.14,82662.08333333333,60,42,18200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,INEP3.SA,INEP3,equity,INEPAR,ON,BRINEPACNOR1,2020-01-02,7.98,80421.11666666667,60,6,1400,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BMEB4.SA,BMEB4,equity,MERC BRASIL,PN,BRBMEBACNPR5,2020-01-02,13.14,80118.58333333333,60,22,6300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CGAS3.SA,CGAS3,equity,COMGAS,ON,BRCGASACNOR0,2020-01-02,142.88,78742.47368421052,38,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BAUH4.SA,BAUH4,equity,EXCELSIOR,PN,BRBAUHACNPR3,2020-01-02,77.8,77926.77551020408,49,11,1100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,IDVL3.SA,IDVL3,equity,INDUSVAL,ON      N2,BRIDVLACNOR5,2020-01-02,3.9,70049.42372881356,59,65,65100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CEBR3.SA,CEBR3,equity,CEB,ON,BRCEBRACNOR5,2020-01-02,55.7,69046.9,30,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BAHI3.SA,BAHI3,equity,BAHEMA,ON      MA,BRBAHIACNOR1,2020-01-02,100.5,68660.27777777778,54,8,4000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,GEPA4.SA,GEPA4,equity,GER PARANAP,PN  EJ,BRGEPAACNPR9,2020-01-02,49.01,68547.36666666667,60,27,3600,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CRDE3.SA,CRDE3,equity,CR2,ON      NM,BRCRDEACNOR1,2020-01-02,32.55,65922.08695652174,23,5,500,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,WHRL3.SA,WHRL3,equity,WHIRLPOOL,ON,BRWHRLACNOR5,2020-01-02,10.0,61363.333333333336,60,38,4800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,RCSL3.SA,RCSL3,equity,RECRUSUL,ON,BRRCSLACNOR4,2020-01-02,1.75,61224.15,60,311,291700,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BRSR3.SA,BRSR3,equity,BANRISUL,ON      N1,BRBRSRACNOR3,2020-01-02,23.2,57987.066666666666,60,15,1800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,AZEV3.SA,AZEV3,equity,AZEVEDO,ON,BRAZEVACNOR0,2020-01-02,7.0,57579.3275862069,58,27,9000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BNBR3.SA,BNBR3,equity,NORD BRASIL,ON,BRBNBRACNOR8,2020-01-02,93.9,55595.333333333336,30,10,1000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BSEV3.SA,BSEV3,equity,BIOSEV,ON      NM,BRBSEVACNOR3,2020-01-02,2.81,55319.4,60,88,43300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BAZA3.SA,BAZA3,equity,AMAZONIA,ON,BRBAZAACNOR0,2020-01-02,39.0,52297.51851851852,54,10,2300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ENMT4.SA,ENMT4,equity,ENERGISA MT,PN,BRENMTACNPR2,2020-01-02,30.0,51585.71428571428,21,15,2100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,RAPT3.SA,RAPT3,equity,RANDON PART,ON  EJ  N1,BRRAPTACNOR7,2020-01-02,11.42,44658.066666666666,60,32,6300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CRPG6.SA,CRPG6,equity,CRISTAL,PNB,BRCRPGACNPB1,2020-01-02,24.97,44423.53448275862,58,3,400,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ELEK4.SA,ELEK4,equity,ELEKEIROZ,PN  EJ,BRELEKACNPR2,2020-01-02,17.7,44384.69565217391,23,4,400,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ENGI4.SA,ENGI4,equity,ENERGISA,PN      N2,BRENGIACNPR7,2020-01-02,9.98,43666.38333333333,60,112,27100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,UNIP5.SA,UNIP5,equity,UNIPAR,PNA,BRUNIPACNPA0,2020-01-02,35.0,40851.77777777778,45,2,200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BDLL4.SA,BDLL4,equity,BARDELLA,PN,BRBDLLACNPR8,2020-01-02,8.07,40503.813559322036,59,15,4700,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,MNDL3.SA,MNDL3,equity,MUNDIAL,ON,BRMNDLACNOR4,2020-01-02,35.0,40352.7037037037,27,4,500,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CGRA3.SA,CGRA3,equity,GRAZZIOTIN,ON  EJ,BRCGRAACNOR2,2020-01-02,29.01,39490.771929824565,57,14,2100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,OSXB3.SA,OSXB3,equity,OSX BRASIL,ON      NM,BROSXBACNOR8,2020-01-02,3.33,38683.05,60,13,1700,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,DASA3.SA,DASA3,equity,DASA,ON  EJ,BRDASAACNOR1,2020-01-02,57.73,37479.15,20,2,2100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BMEB3.SA,BMEB3,equity,MERC BRASIL,ON,BRBMEBACNOR8,2020-01-02,13.25,37454.230769230766,39,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BGIP4.SA,BGIP4,equity,BANESE,PN,BRBGIPACNPR8,2020-01-02,37.5,36607.36842105263,38,6,900,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,EALT3.SA,EALT3,equity,ACO ALTONA,ON,BREALTACNOR4,2020-01-02,13.97,35781.545454545456,44,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BRGE3.SA,BRGE3,equity,ALFA CONSORC,ON,BRBRGEACNOR6,2020-01-02,11.81,34595.41176470588,34,118,16600,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,MERC4.SA,MERC4,equity,MERC FINANC,PN,BRMERCACNPR9,2020-01-02,12.5,32584.23076923077,26,4,800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CEEB3.SA,CEEB3,equity,COELBA,ON,BRCEEBACNOR3,2020-01-02,40.5,30857.32,25,3,600,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CTSA3.SA,CTSA3,equity,SANTANENSE,ON,BRCTSAACNOR3,2020-01-02,6.25,30075.433333333334,60,42,12300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,SNSY5.SA,SNSY5,equity,SANSUY,PNA,BRSNSYACNPA5,2020-01-02,94.0,30051.11111111111,9,5,500,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,LUXM4.SA,LUXM4,equity,TREVISA,PN,BRLUXMACNPR4,2020-01-02,26.0,29155.62222222222,45,4,1100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,WLMM4.SA,WLMM4,equity,WLM IND COM,PN,BRWLMMACNPR3,2020-01-02,13.37,29101.89285714286,56,20,3100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,PLAS3.SA,PLAS3,equity,PLASCAR PART,ON,BRPLASACNOR2,2020-01-02,7.34,28732.862068965518,58,18,5300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BRIV4.SA,BRIV4,equity,ALFA INVEST,PN,BRBRIVACNPR3,2020-01-02,10.04,28345.814814814814,54,51,22100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,TXRX4.SA,TXRX4,equity,TEX RENAUX,PN,BRTXRXACNPR0,2020-01-02,3.61,26533.42,50,14,4700,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,FRTA3.SA,FRTA3,equity,POMIFRUTAS,ON      NM,BRFRTAACNOR8,2020-01-02,8.55,25761.98214285714,56,39,6900,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BRGE8.SA,BRGE8,equity,ALFA CONSORC,PND,BRBRGEACNPD3,2020-01-02,12.51,25517.42105263158,19,106,12200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,MGEL4.SA,MGEL4,equity,MANGELS INDL,PN,BRMGELACNPR3,2020-01-02,8.31,24976.20408163265,49,10,4600,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BPAC5.SA,BPAC5,equity,BTGP BANCO,PNA     N2,BRBPACACNPA0,2020-01-02,21.8,24575.204545454544,44,6,700,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CTNM3.SA,CTNM3,equity,COTEMINAS,ON,BRCTNMACNOR9,2020-01-02,11.79,24525.95,20,11,2700,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,HOOT4.SA,HOOT4,equity,HOTEIS OTHON,PN,BRHOOTACNPR9,2020-01-02,2.43,24461.949152542373,59,36,13500,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BPAC3.SA,BPAC3,equity,BTGP BANCO,ON      N2,BRBPACACNOR7,2020-01-02,40.0,24377.377358490565,53,9,900,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ENMA3B.SA,ENMA3B,equity,CEMAR,ON      MB,BRENMAACNOR5,2020-01-02,49.0,24357.875,8,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,SPRI3.SA,SPRI3,equity,SPRINGER,ON,BRSPRIACNOR2,2020-01-02,9.9,24241.222222222223,36,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,SULA4.SA,SULA4,equity,SUL AMERICA,PN  EJ  N2,BRSULAACNPR9,2020-01-02,18.38,22949.037735849055,53,21,3000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,REDE3.SA,REDE3,equity,REDE ENERGIA,ON,BRREDEACNOR7,2020-01-02,8.56,22653.745454545453,55,8,4900,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BTTL3.SA,BTTL3,equity,BATTISTELLA,ON,BRBTTLACNOR0,2020-01-02,6.0,22264.531914893618,47,11,4800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CCXC3.SA,CCXC3,equity,CCX CARVAO,ON      NM,BRCCXCACNOR5,2020-01-02,2.16,22227.383333333335,60,94,35200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CRIV3.SA,CRIV3,equity,ALFA FINANC,ON,BRCRIVACNOR4,2020-01-02,6.24,22167.338983050846,59,38,13300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,EKTR4.SA,EKTR4,equity,ELEKTRO,PN,BREKTRACNPR7,2020-01-02,24.99,21809.52,25,1,200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,MWET4.SA,MWET4,equity,WETZEL S/A,PN,BRMWETACNPR3,2020-01-02,6.26,20970.543859649122,57,5,1000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,RSUL4.SA,RSUL4,equity,RIOSULENSE,PN,BRRSULACNPR3,2020-01-02,132.9,20857.473684210527,19,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ENMT3.SA,ENMT3,equity,ENERGISA MT,ON,BRENMTACNOR5,2020-01-02,32.0,20738.09677419355,31,2,200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CEBR5.SA,CEBR5,equity,CEB,PNA,BRCEBRACNPA8,2020-01-02,58.5,20071.866666666665,15,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BRGE5.SA,BRGE5,equity,ALFA CONSORC,PNA,BRBRGEACNPA9,2020-01-02,21.75,19962.38888888889,18,19,2200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BRIV3.SA,BRIV3,equity,ALFA INVEST,ON,BRBRIVACNOR6,2020-01-02,8.97,19518.879310344826,58,35,6400,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CPRE3.SA,CPRE3,equity,CPFL RENOVAV,ON      NM,BRCPREACNOR5,2020-01-02,18.15,18229.428571428572,49,3,300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,SULA3.SA,SULA3,equity,SUL AMERICA,ON  EJ  N2,BRSULAACNOR2,2020-01-02,26.4,17718.1875,48,18,1800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,HAGA3.SA,HAGA3,equity,HAGA S/A,ON,BRHAGAACNOR7,2020-01-02,4.5,17531.923076923078,52,7,800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CRIV4.SA,CRIV4,equity,ALFA FINANC,PN,BRCRIVACNPR1,2020-01-02,7.15,16831.0,47,23,11500,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CEGR3.SA,CEGR3,equity,CEG,ON,BRCEGRACNOR4,2020-01-02,48.0,16525.0,2,1,200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,LIPR3.SA,LIPR3,equity,ELETROPAR,ON,BRLIPRACNOR7,2020-01-02,75.2,15660.90909090909,22,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CBEE3.SA,CBEE3,equity,AMPLA ENERG,ON,BRCBEEACNOR3,2020-01-02,19.8,15429.09090909091,33,6,800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,HETA4.SA,HETA4,equity,HERCULES,PN,BRHETAACNPR9,2020-01-02,9.0,15026.48076923077,52,15,2500,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,JBDU3.SA,JBDU3,equity,J B DUARTE,ON,BRJBDUACNOR6,2020-01-02,3.08,14929.172413793103,58,34,13300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BEES4.SA,BEES4,equity,BANESTES,PN  EJ,BRBEESACNPR6,2020-01-02,6.67,14848.566666666668,60,25,3800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,RPAD3.SA,RPAD3,equity,ALFA HOLDING,ON,BRRPADACNOR1,2020-01-02,8.31,14799.694444444445,36,193,30800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BRGE12.SA,BRGE12,equity,ALFA CONSORC,PNF,BRBRGEACNPF8,2020-01-02,6.56,14131.589743589744,39,78,11500,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,RANI4.SA,RANI4,equity,CELUL IRANI,PN,BRRANIACNPR2,2020-01-02,4.41,12591.77358490566,53,5,700,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CEDO4.SA,CEDO4,equity,CEDRO,PN      N1,BRCEDOACNPR5,2020-01-02,8.31,12464.58,50,6,1000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,WLMM3.SA,WLMM3,equity,WLM IND COM,ON,BRWLMMACNOR6,2020-01-02,12.38,12315.612903225807,31,3,400,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,EKTR3.SA,EKTR3,equity,ELEKTRO,ON,BREKTRACNOR0,2020-01-02,24.98,10594.666666666666,3,2,200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CTSA4.SA,CTSA4,equity,SANTANENSE,PN,BRCTSAACNPR0,2020-01-02,6.97,10271.22033898305,59,7,700,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,EQPA7.SA,EQPA7,equity,EQTL PARA,PNC,BREQPAACNPC0,2020-01-02,6.85,10180.333333333334,6,9,2600,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,DTCY3.SA,DTCY3,equity,DTCOM-DIRECT,ON,BRDTCYACNOR5,2020-01-02,5.15,9714.357142857143,28,2,200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BRGE11.SA,BRGE11,equity,ALFA CONSORC,PNE,BRBRGEACNPE1,2020-01-02,15.98,9373.375,8,6,1000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,GEPA3.SA,GEPA3,equity,GER PARANAP,ON  EJ,BRGEPAACNOR2,2020-01-02,48.0,9247.766666666666,30,3,300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,MEND5.SA,MEND5,equity,MENDES JR,PNA,BRMENDACNPA2,2020-01-02,8.8,8600.76,25,2,300,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,NORD3.SA,NORD3,equity,NORDON MET,ON,BRNORDACNOR7,2020-01-02,4.65,8195.689655172413,58,8,900,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,RPAD5.SA,RPAD5,equity,ALFA HOLDING,PNA,BRRPADACNPA4,2020-01-02,9.5,8048.846153846154,13,7,3000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,RPAD6.SA,RPAD6,equity,ALFA HOLDING,PNB,BRRPADACNPB2,2020-01-02,8.85,7434.4915254237285,59,7,700,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BMKS3.SA,BMKS3,equity,BIC MONARK,ON,BRBMKSACNOR9,2020-01-02,274.99,6940.736129032257,31,1,2,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,CSAB4.SA,CSAB4,equity,SEG AL BAHIA,PN,BRCSABACNPR8,2020-01-02,43.5,6612.833333333333,6,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,SPRI6.SA,SPRI6,equity,SPRINGER,PNB,BRSPRIACNPB3,2020-01-02,9.98,3795.8,15,2,200,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,EQPA6.SA,EQPA6,equity,EQTL PARA,PNB,BREQPAACNPB2,2020-01-02,10.01,1001.0,1,1,100,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BOVA11.SA,BOVA11,etf,ISHARES BOVA,CI,BRBOVACTF003,2020-01-02,114.24,487685259.3316667,60,44941,5684380,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BOVV11.SA,BOVV11,etf,IT NOW IBOV,CI,BRBOVVCTF009,2020-01-02,119.21,92328240.48833333,60,410,454180,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,SMAL11.SA,SMAL11,etf,ISHARES SMAL,CI,BRSMALCTF002,2020-01-02,139.5,30018292.0,60,5757,631240,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BOVB11.SA,BOVB11,etf,ETF BRAD BOV,CI,BRBOVBCTF001,2020-01-02,118.62,14512824.441666666,60,944,631470,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,IVVB11.SA,IVVB11,etf,ISHARE SP500,CI,BRIVVBCTF001,2020-01-02,140.6,13826159.506666666,60,836,152740,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,PIBB11.SA,PIBB11,etf,IT NOW PIBB,CI,BRPIBBCTF005,2020-01-02,199.9,5715460.258333334,60,584,37460,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,VIGT11.SA,VIGT11,etf,FIP VINCI IE,CI,BRVIGTCTF004,2020-01-02,115.5,1926385.9705405405,37,309,4207,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,DIVO11.SA,DIVO11,etf,IT NOW IDIV,CI,BRDIVOCTF002,2020-01-02,70.12,1890563.7716666667,60,516,166610,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,SPXI11.SA,SPXI11,etf,IT NOW SPXI,CI,BRSPXICTF003,2020-01-02,137.0,1581444.6633333333,60,213,9620,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,FIND11.SA,FIND11,etf,IT NOW IFNC,CI,BRFINDCTF007,2020-01-02,130.75,714413.115,60,14,3910,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,XBOV11.SA,XBOV11,etf,CAIXAETFXBOV,CI,BRXBOVCTF005,2020-01-02,116.3,380034.975,60,3,30,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ISUS11.SA,ISUS11,etf,IT NOW ISE,CI,BRISUSCTF003,2020-01-02,41.75,216200.91694915254,59,29,31800,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,MATB11.SA,MATB11,etf,IT NOW IMAT,CI,BRMATBCTF001,2020-01-02,37.0,191608.79166666666,60,45,9690,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BRAX11.SA,BRAX11,etf,ISHARES BRAX,CI,BRBRAXCTF002,2020-01-02,98.1,190307.9,60,31,3810,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,BBSD11.SA,BBSD11,etf,BB ETF SP DV,CI,BRBBSDCTF000,2020-01-02,96.47,163914.89827586207,58,7,280,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,FSRF11.SA,FSRF11,etf,FISET FL REF,CI,BRFSRFCTF010,2020-01-02,0.25,128245.93220338984,59,56,238000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,XPOM11.SA,XPOM11,etf,FIP XP OMEGA,CI,BRXPOMCTF004,2020-01-02,105.0,117268.62473684212,57,16,2081,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,ECOO11.SA,ECOO11,etf,ISHARES ECOO,CI,BRECOOCTF008,2020-01-02,122.78,114722.77166666667,60,11,4110,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,GOVE11.SA,GOVE11,etf,IT NOW IGCT,CI,BRGOVECTF004,2020-01-02,51.5,113968.935,60,11,7140,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,XPIE11.SA,XPIE11,etf,FIP XP INFRA,CI,BRXPIECTF003,2020-01-02,102.98,99135.34352941175,51,25,10017,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,FNAM11.SA,FNAM11,etf,FINAM,CI *,BRFNAMCTF013,2020-01-02,0.17,41958.65933333334,60,521,242494000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,FNOR11.SA,FNOR11,etf,FINOR,CI *,BRFNORCTF013,2020-01-02,0.23,24335.3165,60,655,28596000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,FSTU11.SA,FSTU11,etf,FISET TUR,CI,BRFSTUCTF015,2020-01-02,0.37,15640.555555555555,54,17,29000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,FDES11.SA,FDES11,etf,FUNDES,CI,BRFDESCTF005,2020-01-02,0.52,11338.08510638298,47,3,4000,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
2020-01-02,FCCQ11.SA,FCCQ11,etf,FIP CONQUEST,CI,BRFCCQCTF005,2020-01-02,5.34,8439.38388888889,36,8,52,B3 COTAHIST official annual file; last trading session 2020-01-02; 60-session average traded value,2020
