decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2015-01-02,DAGB33.SA,DAGB33,bdr,DUFRY AG,DR3,BRDAGBBDR008,2015-01-02,400.0,12944248.822333334,60,601,15431,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,EVEN3.SA,EVEN3,equity,EVEN,ON      NM,BREVENACNOR8,2015-01-02,5.27,11851223.683333334,60,4177,1464700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,MPLU3.SA,MPLU3,equity,MULTIPLUS,ON      NM,BRMPLUACNOR3,2015-01-02,32.55,11140938.916666666,60,1283,252300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TAEE11.SA,TAEE11,equity,TAESA,UNT     N2,BRTAEECDAM10,2015-01-02,18.65,11076521.816666666,60,1463,344200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,GETI4.SA,GETI4,equity,AES TIETE,PN,BRGETIACNPR4,2015-01-02,17.42,10969234.9,60,2337,484300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,VLID3.SA,VLID3,equity,VALID,ON      NM,BRVLIDACNOR5,2015-01-02,42.2,10614495.5,60,2247,299000,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,RSID3.SA,RSID3,equity,ROSSI RESID,ON      NM,BRRSIDACNOR8,2015-01-02,3.35,10443548.033333333,60,5315,7876400,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,IGTA3.SA,IGTA3,equity,IGUATEMI,ON      NM,BRIGTAACNOR5,2015-01-02,24.0,10147149.183333334,60,1894,414800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TRPL4.SA,TRPL4,equity,TRAN PAULIST,PN      N1,BRTRPLACNPR1,2015-01-02,40.7,10061098.35,60,1975,476200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,EZTC3.SA,EZTC3,equity,EZTEC,ON      NM,BREZTCACNOR0,2015-01-02,21.56,9781399.833333334,60,1530,291800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,LINX3.SA,LINX3,equity,LINX,ON      NM,BRLINXACNOR0,2015-01-02,51.35,9449926.45,60,371,129400,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,MDIA3.SA,MDIA3,equity,M.DIASBRANCO,ON      NM,BRMDIAACNOR7,2015-01-02,88.73,9261926.3,60,598,94400,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,RLOG3.SA,RLOG3,equity,COSAN LOG,ON      NM,BRRLOGACNOR4,2015-01-02,2.93,8992410.416666666,60,5047,2672600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BEEF3.SA,BEEF3,equity,MINERVA,ON      NM,BRBEEFACNOR6,2015-01-02,9.48,8816435.866666667,60,935,252900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,SEER3.SA,SEER3,equity,SER EDUCA,ON  EJ  NM,BRSEERACNOR5,2015-01-02,27.4,8179723.833333333,60,1085,261700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ELPL4.SA,ELPL4,equity,ELETROPAULO,PN      N2,BRELPLACNPR6,2015-01-02,9.2,7942693.75,60,4386,2251100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,USIM3.SA,USIM3,equity,USIMINAS,ON      N1,BRUSIMACNOR3,2015-01-02,13.0,7626074.1,60,891,408600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ARTR3.SA,ARTR3,equity,ARTERIS,ON      NM,BRARTRACNOR3,2015-01-02,12.09,7456918.216666667,60,2423,893500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,LAME3.SA,LAME3,equity,LOJAS AMERIC,ON,BRLAMEACNOR9,2015-01-02,13.19,7271801.416666667,60,1567,361800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,RAPT4.SA,RAPT4,equity,RANDON PART,PN      N1,BRRAPTACNPR4,2015-01-02,4.64,7050027.05,60,1277,531600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ANIM3.SA,ANIM3,equity,ANIMA,ON      NM,BRANIMACNOR6,2015-01-02,33.55,6793268.883333334,60,859,276000,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ALSC3.SA,ALSC3,equity,ALIANSCE,ON  EJ  NM,BRALSCACNOR0,2015-01-02,15.85,6530073.266666667,60,1192,298500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,SMTO3.SA,SMTO3,equity,SAO MARTINHO,ON      NM,BRSMTOACNOR3,2015-01-02,36.68,6219847.416666667,60,1222,274300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,MYPK3.SA,MYPK3,equity,IOCHP-MAXION,ON      NM,BRMYPKACNOR7,2015-01-02,11.88,5840990.083333333,60,908,212300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,OIBR3.SA,OIBR3,equity,OI,ON  EG  N1,BROIBRACNOR1,2015-01-02,9.12,5607293.033333333,60,691,323800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,GETI3.SA,GETI3,equity,AES TIETE,ON,BRGETIACNOR7,2015-01-02,14.7,5493388.016666667,60,790,199900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ITUB3.SA,ITUB3,equity,ITAUUNIBANCO,ON  ED  N1,BRITUBACNOR4,2015-01-02,31.0,5288135.05,60,491,121700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ALPA4.SA,ALPA4,equity,ALPARGATAS,PN      N1,BRALPAACNPR7,2015-01-02,6.98,5074619.816666666,60,871,298400,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,GRND3.SA,GRND3,equity,GRENDENE,ON      NM,BRGRNDACNOR3,2015-01-02,14.9,4990516.95,60,889,321400,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ABRE3.SA,ABRE3,equity,ABRIL EDUCA,ON      NM,BRABREACNOR9,2015-01-02,10.91,4897359.566666666,60,878,255000,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,DIRR3.SA,DIRR3,equity,DIRECIONAL,ON      NM,BRDIRRACNOR0,2015-01-02,8.09,4561557.633333334,60,431,245500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,MGLU3.SA,MGLU3,equity,MAGAZ LUIZA,ON      NM,BRMGLUACNOR2,2015-01-02,7.45,4531731.366666666,60,1249,201800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ARZZ3.SA,ARZZ3,equity,AREZZO CO,ON      NM,BRARZZACNOR3,2015-01-02,25.8,4399792.483333333,60,459,102500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,HRTP3.SA,HRTP3,equity,HRT PETROLEO,ON      NM,BRHRTPACNOR2,2015-01-02,4.4,3872366.2666666666,60,316,84000,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TCSA3.SA,TCSA3,equity,TECNISA,ON      NM,BRTCSAACNOR3,2015-01-02,3.74,3732823.283333333,60,471,364900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,IMCH3.SA,IMCH3,equity,IMC HOLDINGS,ON      NM,BRIMCHACNOR4,2015-01-02,11.8,3669001.3833333333,60,691,592700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,FLRY3.SA,FLRY3,equity,FLEURY,ON      NM,BRFLRYACNOR5,2015-01-02,16.0,3667047.183333333,60,317,116200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,GUAR3.SA,GUAR3,equity,GUARARAPES,ON,BRGUARACNOR4,2015-01-02,81.5,3502769.1166666667,60,85,11000,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ALUP11.SA,ALUP11,equity,ALUPAR,UNT     N2,BRALUPCDAM15,2015-01-02,17.5,3475679.2,60,386,91500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,QGEP3.SA,QGEP3,equity,QGEP PART,ON      NM,BRQGEPACNOR8,2015-01-02,6.96,3402719.8333333335,60,1026,243100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,LLIS3.SA,LLIS3,equity,LE LIS BLANC,ON      NM,BRLLISACNOR4,2015-01-02,7.25,3123727.1,60,582,105200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BISA3.SA,BISA3,equity,BROOKFIELD,ON,BRBISAACNOR8,2015-01-02,1.58,3037646.603448276,58,121,581200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,LEVE3.SA,LEVE3,equity,METAL LEVE,ON  EJ  NM,BRLEVEACNOR2,2015-01-02,20.96,2884775.6666666665,60,428,87900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ABCB4.SA,ABCB4,equity,ABC BRASIL,PN  EJS N2,BRABCBACNPR4,2015-01-02,12.55,2802608.5,60,531,117100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BBRK3.SA,BBRK3,equity,BR BROKERS,ON      NM,BRBBRKACNOR4,2015-01-02,2.43,2650192.95,60,1597,457300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,PRML3.SA,PRML3,equity,PRUMO,ON      NM,BRPRMLACNOR9,2015-01-02,0.48,2611825.433333333,60,1429,5893800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CVCB3.SA,CVCB3,equity,CVC BRASIL,ON      NM,BRCVCBACNOR1,2015-01-02,15.2,2537589.8,60,299,95400,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TUPY3.SA,TUPY3,equity,TUPY,ON  EJ  NM,BRTUPYACNOR1,2015-01-02,16.5,2534590.4166666665,60,424,106600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TGMA3.SA,TGMA3,equity,TEGMA,ON      NM,BRTGMAACNOR7,2015-01-02,15.65,2461695.2,60,212,53400,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,AMAR3.SA,AMAR3,equity,LOJAS MARISA,ON      NM,BRAMARACNOR4,2015-01-02,14.51,2434104.0,60,146,34100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ENEV3.SA,ENEV3,equity,ENEVA,ON      NM,BRENEVACNOR8,2015-01-02,0.42,2389285.183333333,60,987,1028700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,HBOR3.SA,HBOR3,equity,HELBOR,ON      NM,BRHBORACNOR3,2015-01-02,4.57,2325759.65,60,752,215600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,OSXB3.SA,OSXB3,equity,OSX BRASIL,ON      NM,BROSXBACNOR8,2015-01-02,0.25,2293710.283333333,60,122,1589400,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,JSLG3.SA,JSLG3,equity,JSL,ON  EJ  NM,BRJSLGACNOR2,2015-01-02,12.33,2209978.3833333333,60,168,98800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,KLBN4.SA,KLBN4,equity,KLABIN S/A,PN      N2,BRKLBNACNPR9,2015-01-02,2.79,1937203.8,60,133,82700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CGAS5.SA,CGAS5,equity,COMGAS,PNA,BRCGASACNPA3,2015-01-02,46.95,1912217.6666666667,60,139,27300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,STBP11.SA,STBP11,equity,SANTOS BRP,UNT EDJ N2,BRSTBPCDAM10,2015-01-02,15.0,1897583.4666666666,60,292,71600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BPHA3.SA,BPHA3,equity,BR PHARMA,ON      NM,BRBPHAACNOR6,2015-01-02,2.44,1871418.1666666667,60,416,439500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,SLCE3.SA,SLCE3,equity,SLC AGRICOLA,ON      NM,BRSLCEACNOR2,2015-01-02,13.6,1853307.3,60,953,240200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CMIG3.SA,CMIG3,equity,CEMIG,ON  EJ  N1,BRCMIGACNOR6,2015-01-02,13.45,1706294.9333333333,60,126,35800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,VAGR3.SA,VAGR3,equity,V-AGRO,ON      NM,BRVAGRACNOR2,2015-01-02,1.01,1652999.4,60,338,310700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,LPSB3.SA,LPSB3,equity,LOPES BRASIL,ON      NM,BRLPSBACNOR0,2015-01-02,6.3,1639346.7833333334,60,194,125500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,SLED4.SA,SLED4,equity,SARAIVA LIVR,PN  EJ  N2,BRSLEDACNPR7,2015-01-02,5.85,1569992.9333333333,60,300,212700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CPLE3.SA,CPLE3,equity,COPEL,ON      N1,BRCPLEACNOR8,2015-01-02,23.98,1481930.9,60,75,19300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,KEPL3.SA,KEPL3,equity,KEPLER WEBER,ON,BRKEPLACNOR1,2015-01-02,48.56,1422415.0666666667,60,50,8300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,OGXP3.SA,OGXP3,equity,OGX PETROLEO,ON      NM,BROGXPACNOR3,2015-01-02,0.09,1316378.7,60,138,13390900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BEMA3.SA,BEMA3,equity,BEMATECH,ON      NM,BRBEMAACNOR0,2015-01-02,9.68,1314035.6333333333,60,386,155800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BRIN3.SA,BRIN3,equity,BR INSURANCE,ON      NM,BRBRINACNOR3,2015-01-02,3.23,1220846.1833333333,60,402,124100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,PFRM3.SA,PFRM3,equity,PROFARMA,ON      NM,BRPFRMACNOR1,2015-01-02,8.76,1174811.95,60,74,64900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,COCE5.SA,COCE5,equity,COELCE,PNA,BRCOCEACNPA3,2015-01-02,36.51,1173974.0,60,71,33900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,LOGN3.SA,LOGN3,equity,LOG-IN,ON      NM,BRLOGNACNOR3,2015-01-02,3.1,1150320.5666666667,60,236,164100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BHGR3.SA,BHGR3,equity,BHG,ON      NM,BRBHGRACNOR9,2015-01-02,17.75,1141448.8833333333,60,313,41900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CTAX11.SA,CTAX11,equity,CONTAX,UNT     N2,BRCTAXCDAM19,2015-01-02,11.16,1070863.7,60,17,26300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,SCAR3.SA,SCAR3,equity,SAO CARLOS,ON      NM,BRSCARACNOR7,2015-01-02,32.95,1054940.1666666667,60,13,3900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TPIS3.SA,TPIS3,equity,TRIUNFO PART,ON      NM,BRTPISACNOR8,2015-01-02,7.6,1038781.1333333333,60,295,104300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BICB4.SA,BICB4,equity,BICBANCO,PN      N1,BRBICBACNPR7,2015-01-02,5.85,976788.1666666666,60,11,3100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,MAGG3.SA,MAGG3,equity,MAGNESITA SA,ON      NM,BRMAGGACNOR4,2015-01-02,2.05,947928.9166666666,60,146,1423500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,LCAM3.SA,LCAM3,equity,LOCAMERICA,ON      NM,BRLCAMACNOR3,2015-01-02,3.94,931886.2333333333,60,140,74200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,MMXM3.SA,MMXM3,equity,MMX MINER,ON      NM,BRMMXMACNOR2,2015-01-02,0.69,928112.5666666667,60,328,806600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,JHSF3.SA,JHSF3,equity,JHSF PART,ON      NM,BRJHSFACNOR2,2015-01-02,2.23,910857.8333333334,60,505,433200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CPRE3.SA,CPRE3,equity,CPFL RENOVAV,ON      NM,BRCPREACNOR5,2015-01-02,11.7,868415.5666666667,60,5,500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,SSBR3.SA,SSBR3,equity,SIERRABRASIL,ON      NM,BRSSBRACNOR1,2015-01-02,16.6,833667.1333333333,60,18,8500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,VIVT3.SA,VIVT3,equity,TELEF BRASIL,ON  EJ,BRVIVTACNOR0,2015-01-02,37.82,734039.8333333334,60,44,7300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,RDNI3.SA,RDNI3,equity,RODOBENSIMOB,ON      NM,BRRDNIACNOR9,2015-01-02,10.0,731158.1666666666,60,2,200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,IDNT3.SA,IDNT3,equity,IDEIASNET,ON      NM,BRIDNTACNOR5,2015-01-02,1.75,722014.9333333333,60,56,104800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ITSA3.SA,ITSA3,equity,ITAUSA,ON  EJ  N1,BRITSAACNOR0,2015-01-02,9.45,678799.2333333333,60,57,22400,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TECN3.SA,TECN3,equity,TECHNOS,ON  EJ  NM,BRTECNACNOR6,2015-01-02,7.15,657742.6,60,59,27800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,GSHP3.SA,GSHP3,equity,GENERALSHOPP,ON      NM,BRGSHPACNOR7,2015-01-02,6.8,639140.1833333333,60,7,2500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,DAYC4.SA,DAYC4,equity,DAYCOVAL,PN  EJ  N2,BRDAYCACNPR2,2015-01-02,8.21,629421.8644067796,59,10,23200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,GGBR3.SA,GGBR3,equity,GERDAU,ON      N1,BRGGBRACNOR1,2015-01-02,8.25,612889.8833333333,60,111,82800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,PMAM3.SA,PMAM3,equity,PARANAPANEMA,ON      NM,BRPMAMACNOR3,2015-01-02,2.35,587683.9666666667,60,60,22100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BPAN4.SA,BPAN4,equity,BANCO PAN,PN      N1,BRBPANACNPR1,2015-01-02,2.3,566691.65,60,66,33600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,SAPR4.SA,SAPR4,equity,SANEPAR,PN  EJ,BRSAPRACNPR6,2015-01-02,5.75,564865.4166666666,60,82,39500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,PRVI3.SA,PRVI3,equity,PROVIDENCIA,ON      NM,BRPRVIACNOR6,2015-01-02,8.6,550657.3166666667,60,6,1900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,RNEW11.SA,RNEW11,equity,RENOVA,UNT     N2,BRRNEWCDAM15,2015-01-02,37.16,548022.8,60,2,1600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,PNVL3.SA,PNVL3,equity,DIMED,ON  EJ,BRPNVLACNOR9,2015-01-02,214.99,499197.6724137931,58,4,1300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ETER3.SA,ETER3,equity,ETERNIT,ON  EJ  NM,BRETERACNOR3,2015-01-02,3.25,493208.13333333336,60,144,65700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,POSI3.SA,POSI3,equity,POSITIVO INF,ON      NM,BRPOSIACNOR9,2015-01-02,2.03,462594.38333333336,60,404,250800,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TEMP3.SA,TEMP3,equity,TEMPO PART,ON      NM,BRTEMPACNOR0,2015-01-02,3.84,437433.76666666666,60,7,194900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,DASA3.SA,DASA3,equity,DASA,ON      NM,BRDASAACNOR1,2015-01-02,10.21,380900.1666666667,60,38,49300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,ROMI3.SA,ROMI3,equity,INDS ROMI,ON      NM,BRROMIACNOR8,2015-01-02,2.87,380808.0833333333,60,153,54100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CCXC3.SA,CCXC3,equity,CCX CARVAO,ON      NM,BRCCXCACNOR5,2015-01-02,0.19,367250.38333333336,60,93,1712600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TCNO4.SA,TCNO4,equity,TECNOSOLO,PN,BRTCNOACNPR2,2015-01-02,0.1,352983.51666666666,60,272,6293000,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,UCAS3.SA,UCAS3,equity,UNICASA,ON  EJ  NM,BRUCASACNOR1,2015-01-02,2.35,346677.0,60,121,17300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,BRAP3.SA,BRAP3,equity,BRADESPAR,ON      N1,BRBRAPACNOR5,2015-01-02,10.9,312641.56666666665,60,72,18500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,GUAR4.SA,GUAR4,equity,GUARARAPES,PN,BRGUARACNPR1,2015-01-02,71.0,309794.1785714286,56,8,900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,SHOW3.SA,SHOW3,equity,TIME FOR FUN,ON      NM,BRSHOWACNOR7,2015-01-02,2.97,299840.48333333334,60,154,23200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,RPMG3.SA,RPMG3,equity,PET MANGUINH,ON,BRRPMGACNOR9,2015-01-02,0.26,298607.86666666664,60,13,82600,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TRPN3.SA,TRPN3,equity,TARPON INV,ON      NM,BRTRPNACNOR0,2015-01-02,10.89,295155.5,58,8,1900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,FHER3.SA,FHER3,equity,FER HERINGER,ON      NM,BRFHERACNOR5,2015-01-02,5.19,278327.2166666667,60,8,2500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,AGRO3.SA,AGRO3,equity,BRASILAGRO,ON      NM,BRAGROACNOR7,2015-01-02,8.65,271336.0333333333,60,81,60300,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,PINE4.SA,PINE4,equity,PINE,PN  EJ  N2,BRPINEACNPR8,2015-01-02,6.04,268055.88333333336,60,37,10200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,FESA4.SA,FESA4,equity,FERBASA,PN  EJ  N1,BRFESAACNPR5,2015-01-02,8.02,267830.8,60,94,25900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,TERI3.SA,TERI3,equity,TEREOS,ON      NM,BRTERIACNOR4,2015-01-02,1.37,250565.21666666667,60,48,37200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,LUPA3.SA,LUPA3,equity,LUPATECH,ON      NM,BRLUPAACNOR8,2015-01-02,0.07,238904.31666666668,60,59,768700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CLSC4.SA,CLSC4,equity,CELESC,PN      N2,BRCLSCACNPR3,2015-01-02,14.7,209972.35,60,6,1900,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CARD3.SA,CARD3,equity,CSU CARDSYST,ON  EJ  NM,BRCARDACNOR9,2015-01-02,2.9,193981.15,60,53,26000,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,GOAU3.SA,GOAU3,equity,GERDAU MET,ON      N1,BRGOAUACNOR1,2015-01-02,8.11,191914.08333333334,60,20,5700,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,UNIP6.SA,UNIP6,equity,UNIPAR,PNB,BRUNIPACNPB8,2015-01-02,0.47,186637.96666666667,60,11,14100,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CGRA3.SA,CGRA3,equity,GRAZZIOTIN,ON  EJ,BRCGRAACNOR2,2015-01-02,17.72,176086.71698113208,53,5,1200,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
2015-01-02,CGRA4.SA,CGRA4,equity,GRAZZIOTIN,PN  EJ,BRCGRAACNPR9,2015-01-02,17.2,155840.2,60,7,2500,B3 COTAHIST official annual file; last trading session 2015-01-02; 60-session average traded value,2015
