decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2023-01-02,XPBR31.SA,XPBR31,bdr,XP INC,DR1,BRXPBRBDR001,2023-01-02,75.61,81388567.96483333,60,8171,452524,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,FIQE3.SA,FIQE3,equity,UNIFIQUE,ON      NM,BRFIQEACNOR5,2023-01-02,3.75,1694975.65,60,578,136800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,LAND3.SA,LAND3,equity,TERRASANTAPA,ON      NM,BRLANDACNOR9,2023-01-02,28.75,1520564.6166666667,60,60,13000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MDNE3.SA,MDNE3,equity,MOURA DUBEUX,ON      NM,BRMDNEACNOR9,2023-01-02,5.48,1477205.9333333333,60,434,104200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,GGBR3.SA,GGBR3,equity,GERDAU,ON      N1,BRGGBRACNOR1,2023-01-02,24.62,1457642.2666666666,60,185,27200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PRNR3.SA,PRNR3,equity,PRINER,ON      NM,BRPRNRACNOR4,2023-01-02,6.9,1412806.4166666667,60,615,190500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRIT3.SA,BRIT3,equity,BRISANET,ON      NM,BRBRITACNOR0,2023-01-02,2.54,1395036.7333333334,60,811,830500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TECN3.SA,TECN3,equity,TECHNOS,ON      NM,BRTECNACNOR6,2023-01-02,2.15,1350842.1166666667,60,468,203800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CSUD3.SA,CSUD3,equity,CSU DIGITAL,ON      NM,BRCSUDACNOR5,2023-01-02,11.6,1343167.3,60,427,86900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ENJU3.SA,ENJU3,equity,ENJOEI,ON      NM,BRENJUACNOR9,2023-01-02,0.93,1301665.6333333333,60,1175,993800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,NGRD3.SA,NGRD3,equity,NEOGRID,ON      NM,BRNGRDACNOR3,2023-01-02,1.45,1224497.4,60,1011,589900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MELK3.SA,MELK3,equity,MELNICK,ON      NM,BRMELKACNOR8,2023-01-02,2.97,1221849.2666666666,60,2427,1099600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRBI11.SA,BRBI11,equity,BR PARTNERS,UNT     N2,BRBRBICDAM10,2023-01-02,11.41,1092983.9666666666,60,351,61600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,SHOW3.SA,SHOW3,equity,TIME FOR FUN,ON      NM,BRSHOWACNOR7,2023-01-02,2.45,1034816.8166666667,60,390,131500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,LVTC3.SA,LVTC3,equity,WDC NETWORKS,ON      NM,BRLVTCACNOR4,2023-01-02,5.8,997198.5333333333,60,817,138700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,OIBR4.SA,OIBR4,equity,OI,PN      N1,BROIBRACNPR8,2023-01-02,0.53,984996.6833333333,60,478,1350700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PFRM3.SA,PFRM3,equity,PROFARMA,ON  EJ  NM,BRPFRMACNOR1,2023-01-02,3.48,852332.6166666667,60,682,132100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,WEST3.SA,WEST3,equity,WESTWING,ON      NM,BRWESTACNOR3,2023-01-02,1.25,842544.1,60,333,224800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,LPSB3.SA,LPSB3,equity,LOPES BRASIL,ON      NM,BRLPSBACNOR0,2023-01-02,1.8,789931.35,60,278,93500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TPIS3.SA,TPIS3,equity,TRIUNFO PART,ON      NM,BRTPISACNOR8,2023-01-02,0.91,783858.9666666667,60,234,607800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TCSA3.SA,TCSA3,equity,TECNISA,ON      NM,BRTCSAACNOR3,2023-01-02,2.57,728796.2833333333,60,99,81900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PMAM3.SA,PMAM3,equity,PARANAPANEMA,ON      NM,BRPMAMACNOR3,2023-01-02,4.7,684704.8,60,148,44700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,AGXY3.SA,AGXY3,equity,AGROGALAXY,ON      NM,BRAGXYACNOR4,2023-01-02,9.82,666822.4333333333,60,272,151400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,LLIS3.SA,LLIS3,equity,LE LIS BLANC,ON  ES  NM,BRLLISACNOR4,2023-01-02,1.85,653933.5833333334,60,310,271900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,APER3.SA,APER3,equity,ALPER S.A.,ON      NM,BRAPERACNOR9,2023-01-02,25.88,617293.7,60,21,10000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TASA3.SA,TASA3,equity,TAURUS ARMAS,ON      N2,BRTASAACNOR7,2023-01-02,12.12,601406.7,60,547,124800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,AZEV4.SA,AZEV4,equity,AZEVEDO,PN,BRAZEVACNPR7,2023-01-02,1.42,586186.7833333333,60,358,288600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRKM3.SA,BRKM3,equity,BRASKEM,ON      N1,BRBRKMACNOR1,2023-01-02,24.96,581388.45,60,62,9400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,IGTI3.SA,IGTI3,equity,IGUATEMI S.A,ON      N1,BRIGTIACNOR8,2023-01-02,2.48,540760.55,60,190,55000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,NINJ3.SA,NINJ3,equity,GETNINJAS,ON      NM,BRNINJACNOR5,2023-01-02,2.71,505751.3333333333,60,421,76000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CRPG5.SA,CRPG5,equity,CRISTAL,PNA,BRCRPGACNPA3,2023-01-02,28.94,469213.8333333333,60,34,4000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RCSL3.SA,RCSL3,equity,RECRUSUL,ON  ES,BRRCSLACNOR4,2023-01-02,1.55,433913.6,60,1212,580400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CGRA4.SA,CGRA4,equity,GRAZZIOTIN,PN  EJ,BRCGRAACNPR9,2023-01-02,26.89,378979.98333333334,60,72,13300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MOAR3.SA,MOAR3,equity,MONT ARANHA,ON  ED,BRMOARACNOR5,2023-01-02,452.0,377927.5789473684,38,9,900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,KRSA3.SA,KRSA3,equity,KORA SAUDE,ON      NM,BRKRSAACNOR0,2023-01-02,0.79,368017.15,60,219,297500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CGAS5.SA,CGAS5,equity,COMGAS,PNA EJ,BRCGASACNPA3,2023-01-02,127.0,365596.0,58,10,1300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,EUCA4.SA,EUCA4,equity,EUCATEX,PN      N1,BREUCAACNPR8,2023-01-02,8.46,357559.8,60,349,127200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CAMB3.SA,CAMB3,equity,CAMBUCI,ON,BRCAMBACNOR4,2023-01-02,6.26,356896.11666666664,60,152,29300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,POMO3.SA,POMO3,equity,MARCOPOLO,ON  EJ  N2,BRPOMOACNOR0,2023-01-02,2.31,347020.45,60,394,282200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RCSL4.SA,RCSL4,equity,RECRUSUL,PN  ES,BRRCSLACNPR1,2023-01-02,0.6,326479.7,60,304,169800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ALLD3.SA,ALLD3,equity,ALLIED,ON  EJ  NM,BRALLDACNOR3,2023-01-02,5.8,314250.65,60,102,43900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,OFSA3.SA,OFSA3,equity,OUROFINO S/A,ON      NM,BROFSAACNOR7,2023-01-02,23.65,303389.1,60,6,8300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BAZA3.SA,BAZA3,equity,AMAZONIA,ON,BRBAZAACNOR0,2023-01-02,49.32,301465.73333333334,60,17,1900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,EMAE4.SA,EMAE4,equity,EMAE,PN,BREMAEACNPR1,2023-01-02,63.0,281972.1186440678,59,93,15100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PTNT4.SA,PTNT4,equity,PETTENATI,PN,BRPTNTACNPR3,2023-01-02,6.22,256658.0,60,19,5700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,HBRE3.SA,HBRE3,equity,HBR REALTY,ON      NM,BRHBREACNOR4,2023-01-02,4.3,237503.96666666667,60,126,101600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CLSC4.SA,CLSC4,equity,CELESC,PN  EJ  N2,BRCLSCACNPR3,2023-01-02,53.7,237256.71666666667,60,5,5400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,EQPA3.SA,EQPA3,equity,EQTL PARA,ON,BREQPAACNOR1,2023-01-02,6.4,236621.1754385965,57,10,2900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ALPK3.SA,ALPK3,equity,ESTAPAR,ON      NM,BRALPKACNOR9,2023-01-02,1.59,208988.43333333332,60,113,25500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,SGPS3.SA,SGPS3,equity,SPRINGS,ON      NM,BRSGPSACNOR4,2023-01-02,1.27,208577.46666666667,60,291,222100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PINE4.SA,PINE4,equity,PINE,PN      N2,BRPINEACNPR8,2023-01-02,1.62,208300.3,60,63,44900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,DMVF3.SA,DMVF3,equity,D1000VFARMA,ON      NM,BRDMVFACNOR9,2023-01-02,3.99,205250.76666666666,60,46,7500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,AZEV3.SA,AZEV3,equity,AZEVEDO,ON,BRAZEVACNOR0,2023-01-02,1.5,200642.23333333334,60,154,134700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PDTC3.SA,PDTC3,equity,PADTEC,ON      NM,BRPDTCACNOR3,2023-01-02,3.1,184008.75,60,111,13700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,SCAR3.SA,SCAR3,equity,SAO CARLOS,ON      NM,BRSCARACNOR7,2023-01-02,18.1,177756.43859649124,57,21,2500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CEBR6.SA,CEBR6,equity,CEB,PNB,BRCEBRACNPB6,2023-01-02,10.2,174490.35,60,37,27300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RSID3.SA,RSID3,equity,ROSSI RESID,ON      NM,BRRSIDACNOR8,2023-01-02,2.65,174120.18333333332,60,93,21200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BAHI3.SA,BAHI3,equity,BAHEMA,ON      MA,BRBAHIACNOR1,2023-01-02,11.99,167311.8076923077,52,4,400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ALUP4.SA,ALUP4,equity,ALUPAR,PN      N2,BRALUPACNPR5,2023-01-02,9.1,166743.23333333334,60,53,8400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ALUP3.SA,ALUP3,equity,ALUPAR,ON      N2,BRALUPACNOR8,2023-01-02,9.05,161406.08333333334,60,94,16200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,EALT4.SA,EALT4,equity,ACO ALTONA,PN,BREALTACNPR1,2023-01-02,6.56,160864.61666666667,60,164,46000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MTSA4.SA,MTSA4,equity,METISA,PN,BRMTSAACNPR9,2023-01-02,45.92,157944.74545454545,55,10,1100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BEES3.SA,BEES3,equity,BANESTES,ON  EJ,BRBEESACNOR9,2023-01-02,5.19,157418.63333333333,60,524,138800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RSUL4.SA,RSUL4,equity,RIOSULENSE,PN,BRRSULACNPR3,2023-01-02,71.49,149375.15254237287,59,18,2500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RNEW4.SA,RNEW4,equity,RENOVA,PN      N2,BRRNEWACNPR5,2023-01-02,1.96,146969.1,60,47,25200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,NEXP3.SA,NEXP3,equity,NEXPE,ON      NM,BRNEXPACNOR0,2023-01-02,0.3,146878.68333333332,60,255,197700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,IGTI4.SA,IGTI4,equity,IGUATEMI S.A,PN      N1,BRIGTIACNPR5,2023-01-02,7.52,143808.30357142858,56,8,1600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,JFEN3.SA,JFEN3,equity,JOAO FORTES,ON,BRJFENACNOR0,2023-01-02,0.65,138091.61016949153,59,106,76700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RDNI3.SA,RDNI3,equity,RNI,ON      NM,BRRDNIACNOR9,2023-01-02,6.96,131260.41666666666,60,73,9800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ALPA3.SA,ALPA3,equity,ALPARGATAS,ON      N1,BRALPAACNOR0,2023-01-02,11.7,124957.36666666667,60,11,2700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BMEB4.SA,BMEB4,equity,MERC BRASIL,PN      N1,BRBMEBACNPR5,2023-01-02,10.0,114064.46666666666,60,27,24200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,UCAS3.SA,UCAS3,equity,UNICASA,ON      NM,BRUCASACNOR1,2023-01-02,2.49,111771.41666666667,60,24,9600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ENGI4.SA,ENGI4,equity,ENERGISA,PN      N2,BRENGIACNPR7,2023-01-02,7.28,110876.76666666666,60,44,8500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BIOM3.SA,BIOM3,equity,BIOMM,ON      MA,BRBIOMACNOR2,2023-01-02,6.8,92685.15,60,147,33800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BPAC3.SA,BPAC3,equity,BTGP BANCO,ON      N2,BRBPACACNOR7,2023-01-02,13.0,90598.26666666666,60,89,11900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,DOTZ3.SA,DOTZ3,equity,DOTZ SA,ON      NM,BRDOTZACNOR7,2023-01-02,1.27,88419.76666666666,60,114,29400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RAPT3.SA,RAPT3,equity,RANDON PART,ON  EJ  N1,BRRAPTACNOR7,2023-01-02,7.81,87057.5,60,49,8000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TRPL3.SA,TRPL3,equity,TRAN PAULIST,ON  EJ  N1,BRTRPLACNOR4,2023-01-02,28.9,73941.56666666667,60,14,1700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,HAGA3.SA,HAGA3,equity,HAGA S/A,ON,BRHAGAACNOR7,2023-01-02,3.53,71809.55,60,4,400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ENGI3.SA,ENGI3,equity,ENERGISA,ON      N2,BRENGIACNOR0,2023-01-02,13.6,69718.01666666666,60,31,3200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,OSXB3.SA,OSXB3,equity,OSX BRASIL,ON      NM,BROSXBACNOR8,2023-01-02,6.6,68745.35,60,4,1500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CGAS3.SA,CGAS3,equity,COMGAS,ON  EJ,BRCGASACNOR0,2023-01-02,128.08,65791.12,25,1,100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ENMT4.SA,ENMT4,equity,ENERGISA MT,PN,BRENMTACNPR2,2023-01-02,81.0,65233.444444444445,27,2,300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRSR3.SA,BRSR3,equity,BANRISUL,ON      N1,BRBRSRACNOR3,2023-01-02,10.63,64094.76666666667,60,29,3400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CEBR3.SA,CEBR3,equity,CEB,ON,BRCEBRACNOR5,2023-01-02,10.1,62951.71666666667,60,5,1500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TEKA4.SA,TEKA4,equity,TEKA,PN,BRTEKAACNPR3,2023-01-02,22.5,60234.09090909091,55,1,300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BPAC5.SA,BPAC5,equity,BTGP BANCO,PNA     N2,BRBPACACNPA0,2023-01-02,5.14,59820.76666666667,60,135,38200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RNEW3.SA,RNEW3,equity,RENOVA,ON      N2,BRRNEWACNOR8,2023-01-02,1.95,59625.35,60,32,18000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CEBR5.SA,CEBR5,equity,CEB,PNA,BRCEBRACNPA8,2023-01-02,10.31,56768.22641509434,53,1,100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RNEW11.SA,RNEW11,equity,RENOVA,UNT     N2,BRRNEWCDAM15,2023-01-02,5.87,55778.666666666664,60,10,1200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CGRA3.SA,CGRA3,equity,GRAZZIOTIN,ON  EJ,BRCGRAACNOR2,2023-01-02,27.75,55268.754385964916,57,7,900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,AVLL3.SA,AVLL3,equity,ALPHAVILLE,ON      NM,BRAVLLACNOR5,2023-01-02,7.05,54382.88888888889,45,5,500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CRPG6.SA,CRPG6,equity,CRISTAL,PNB,BRCRPGACNPB1,2023-01-02,26.68,51029.565217391304,46,19,4100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CLSC3.SA,CLSC3,equity,CELESC,ON  EJ  N2,BRCLSCACNOR6,2023-01-02,48.06,50139.0,45,5,900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TELB4.SA,TELB4,equity,TELEBRAS,PN,BRTELBACNPR9,2023-01-02,10.12,48703.16949152543,59,27,6900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,IGBR3.SA,IGBR3,equity,IGB S/A,ON,BRIGBRACNOR7,2023-01-02,34.45,46042.30357142857,56,10,4400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,UNIP5.SA,UNIP5,equity,UNIPAR,PNA,BRUNIPACNPA0,2023-01-02,91.68,45081.95652173913,46,5,500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,WLMM4.SA,WLMM4,equity,WLM IND COM,PN,BRWLMMACNPR3,2023-01-02,22.3,43926.0,59,15,2100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BOBR4.SA,BOBR4,equity,BOMBRIL,PN,BRBOBRACNPR3,2023-01-02,1.26,41797.53333333333,60,14,13100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRIV4.SA,BRIV4,equity,ALFA INVEST,PN,BRBRIVACNPR3,2023-01-02,8.99,39316.8,55,7,1900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,HAGA4.SA,HAGA4,equity,HAGA S/A,PN,BRHAGAACNPR4,2023-01-02,1.11,37813.1,60,14,5900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRIV3.SA,BRIV3,equity,ALFA INVEST,ON,BRBRIVACNOR6,2023-01-02,9.0,36963.54,50,1,100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MGEL4.SA,MGEL4,equity,MANGELS INDL,PN,BRMGELACNPR3,2023-01-02,12.01,36689.5,50,6,2600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PATI3.SA,PATI3,equity,PANATLANTICA,ON,BRPATIACNOR6,2023-01-02,35.0,36678.77777777778,9,2,300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BEES4.SA,BEES4,equity,BANESTES,PN  EJ,BRBEESACNPR6,2023-01-02,6.19,36380.7,60,37,8400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,EKTR4.SA,EKTR4,equity,ELEKTRO,PN,BREKTRACNPR7,2023-01-02,35.01,34426.756097560974,41,3,300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,WHRL4.SA,WHRL4,equity,WHIRLPOOL,PN,BRWHRLACNPR2,2023-01-02,4.92,34108.71666666667,60,26,5300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MWET4.SA,MWET4,equity,WETZEL S/A,PN,BRMWETACNPR3,2023-01-02,10.07,33202.125,56,7,800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ATMP3.SA,ATMP3,equity,ATMASA,ON      NM,BRATMPACNOR8,2023-01-02,1.14,32913.1,60,32,7900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ATOM3.SA,ATOM3,equity,ATOMPAR,ON,BRATOMACNOR1,2023-01-02,2.4,32214.783333333333,60,26,7100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,EQMA3B.SA,EQMA3B,equity,EQTLMARANHAO,ON      MB,BREQMAACNOR8,2023-01-02,25.5,28406.88888888889,27,5,2000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CTSA4.SA,CTSA4,equity,SANTANENSE,PN,BRCTSAACNPR0,2023-01-02,1.62,28092.266666666666,60,7,1300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,EUCA3.SA,EUCA3,equity,EUCATEX,ON      N1,BREUCAACNOR1,2023-01-02,12.2,23863.925925925927,54,18,11400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,GEPA3.SA,GEPA3,equity,GER PARANAP,ON,BRGEPAACNOR2,2023-01-02,26.0,21047.064516129034,31,5,900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RPMG3.SA,RPMG3,equity,PET MANGUINH,ON,BRRPMGACNOR9,2023-01-02,1.68,20450.083333333332,60,49,23900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PTNT3.SA,PTNT3,equity,PETTENATI,ON,BRPTNTACNOR6,2023-01-02,9.0,20427.050847457627,59,2,200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PEAB3.SA,PEAB3,equity,PAR AL BAHIA,ON,BRPEABACNOR3,2023-01-02,50.5,19519.08695652174,23,1,100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CTNM4.SA,CTNM4,equity,COTEMINAS,PN,BRCTNMACNPR6,2023-01-02,1.74,19179.716666666667,60,52,25300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CSRN3.SA,CSRN3,equity,COSERN,ON,BRCSRNACNOR0,2023-01-02,21.39,18497.11111111111,36,4,400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ESTR4.SA,ESTR4,equity,ESTRELA,PN,BRESTRACNPR0,2023-01-02,39.99,17448.75,8,1,500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,SLED4.SA,SLED4,equity,SARAIVA LIVR,PN      N2,BRSLEDACNPR7,2023-01-02,2.27,16928.827586206895,58,13,2600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MNPR3.SA,MNPR3,equity,MINUPAR,ON,BRMNPRACNOR5,2023-01-02,6.09,15978.655172413793,58,5,600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,FESA3.SA,FESA3,equity,FERBASA,ON      N1,BRFESAACNOR8,2023-01-02,59.0,15898.70588235294,17,3,500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
