decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2016-01-04,DAGB33.SA,DAGB33,bdr,DUFRY AG,DR3,BRDAGBBDR008,2016-01-04,468.5,7771998.013166667,60,936,21595,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,OGXP3.SA,OGXP3,equity,OGX PETROLEO,ON      NM,BROGXPACNOR3,2016-01-04,0.03,136169.88333333333,60,79,1392300,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ROMI3.SA,ROMI3,equity,INDS ROMI,ON      NM,BRROMIACNOR8,2016-01-04,1.68,135348.4,60,103,117400,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SHUL4.SA,SHUL4,equity,SCHULZ,PN,BRSHULACNPR4,2016-01-04,3.8,120709.33898305085,59,44,13300,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CRDE3.SA,CRDE3,equity,CR2,ON      NM,BRCRDEACNOR1,2016-01-04,1.4,120478.9,30,81,89200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ENGI11.SA,ENGI11,equity,ENERGISA,UNT,BRENGICDAM16,2016-01-04,14.0,117427.26190476191,42,1,1000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CCXC3.SA,CCXC3,equity,CCX CARVAO,ON      NM,BRCCXCACNOR5,2016-01-04,3.16,116801.0,58,1,1000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CARD3.SA,CARD3,equity,CSU CARDSYST,ON  EJ  NM,BRCARDACNOR9,2016-01-04,2.9,107668.56666666667,60,32,12900,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SHOW3.SA,SHOW3,equity,TIME FOR FUN,ON      NM,BRSHOWACNOR7,2016-01-04,2.95,103537.41666666667,60,74,66000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BGIP4.SA,BGIP4,equity,BANESE,PN,BRBGIPACNPR8,2016-01-04,11.35,99991.91891891892,37,1,100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CESP3.SA,CESP3,equity,CESP,ON      N1,BRCESPACNOR3,2016-01-04,10.52,99165.1551724138,58,3,300,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RPMG3.SA,RPMG3,equity,PET MANGUINH,ON,BRRPMGACNOR9,2016-01-04,0.19,95761.01666666666,60,22,149700,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,UCAS3.SA,UCAS3,equity,UNICASA,ON      NM,BRUCASACNOR1,2016-01-04,1.68,94900.5,60,54,62500,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FHER3.SA,FHER3,equity,FER HERINGER,ON      NM,BRFHERACNOR5,2016-01-04,1.39,93794.86666666667,60,42,47400,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,PEAB3.SA,PEAB3,equity,PAR AL BAHIA,ON,BRPEABACNOR3,2016-01-04,28.0,89365.0,2,3,400,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SANB3.SA,SANB3,equity,SANTANDER BR,ON  EDJ,BRSANBACNOR8,2016-01-04,7.8,85510.40677966102,59,12,4000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SANB4.SA,SANB4,equity,SANTANDER BR,PN  EDJ,BRSANBACNPR5,2016-01-04,6.52,84269.21666666666,60,25,4000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,EUCA4.SA,EUCA4,equity,EUCATEX,PN      N1,BREUCAACNPR8,2016-01-04,2.88,83428.66666666667,60,6,14700,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CGRA4.SA,CGRA4,equity,GRAZZIOTIN,PN  EJ,BRCGRAACNPR9,2016-01-04,9.0,79204.13793103448,58,10,15600,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,POSI3.SA,POSI3,equity,POSITIVO INF,ON      NM,BRPOSIACNOR9,2016-01-04,1.61,77027.58333333333,60,239,30100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SGPS3.SA,SGPS3,equity,SPRINGS,ON      NM,BRSGPSACNOR4,2016-01-04,2.72,74401.0,60,47,19800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RDNI3.SA,RDNI3,equity,RODOBENSIMOB,ON      NM,BRRDNIACNOR9,2016-01-04,4.25,70380.1551724138,58,56,25000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MMXM3.SA,MMXM3,equity,MMX MINER,ON      NM,BRMMXMACNOR2,2016-01-04,0.24,63478.78333333333,60,34,56800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,PINE4.SA,PINE4,equity,PINE,PN      N2,BRPINEACNPR8,2016-01-04,3.7,62360.28813559322,59,132,53400,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,OSXB3.SA,OSXB3,equity,OSX BRASIL,ON      NM,BROSXBACNOR8,2016-01-04,0.14,55178.03389830508,59,5,24600,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FJTA4.SA,FJTA4,equity,FORJA TAURUS,PN      N2,BRFJTAACNPR2,2016-01-04,1.15,52552.661016949154,59,52,43200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CELP3.SA,CELP3,equity,CELPA,ON,BRCELPACNOR8,2016-01-04,1.75,51608.307692307695,26,6,212600,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CTAX4.SA,CTAX4,equity,CONTAX,PN      N2,BRCTAXACNPR0,2016-01-04,0.09,34245.912280701756,57,93,668500,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,INEP4.SA,INEP4,equity,INEPAR,PN      N1,BRINEPACNPR8,2016-01-04,0.18,34073.45,60,84,234100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CGRA3.SA,CGRA3,equity,GRAZZIOTIN,ON  EJ,BRCGRAACNOR2,2016-01-04,10.1,31884.07894736842,38,13,5000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CEBR3.SA,CEBR3,equity,CEB,ON,BRCEBRACNOR5,2016-01-04,14.9,31266.666666666668,3,4,2500,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MLFT4.SA,MLFT4,equity,JEREISSATI,PN,BRMLFTACNPR3,2016-01-04,0.69,30827.441860465115,43,4,5000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TELB4.SA,TELB4,equity,TELEBRAS,PN,BRTELBACNPR9,2016-01-04,0.67,27974.783333333333,60,5,1900,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,WHRL4.SA,WHRL4,equity,WHIRLPOOL,PN,BRWHRLACNPR2,2016-01-04,2.4,27825.55172413793,58,4,600,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TCNO3.SA,TCNO3,equity,TECNOSOLO,ON,BRTCNOACNOR5,2016-01-04,0.16,27721.070175438595,57,14,46900,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ELEK4.SA,ELEK4,equity,ELEKEIROZ,PN,BRELEKACNPR2,2016-01-04,6.97,23353.5,6,3,300,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,IDVL4.SA,IDVL4,equity,INDUSVAL,PN      N2,BRIDVLACNPR2,2016-01-04,1.02,22913.9375,48,1,100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,VVAR4.SA,VVAR4,equity,VIAVAREJO,PN      N2,BRVVARACNPR8,2016-01-04,1.05,19438.782608695652,46,3,48800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,PLAS3.SA,PLAS3,equity,PLASCAR PART,ON,BRPLASACNOR2,2016-01-04,1.97,18871.090909090908,55,14,32200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MTSA4.SA,MTSA4,equity,METISA,PN,BRMTSAACNPR9,2016-01-04,8.98,18455.48888888889,45,3,1100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FRIO3.SA,FRIO3,equity,METALFRIO,ON      NM,BRFRIOACNOR2,2016-01-04,1.78,17945.92,50,23,19400,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,UNIP5.SA,UNIP5,equity,UNIPAR,PNA,BRUNIPACNPA0,2016-01-04,5.39,17587.545454545456,33,4,700,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BTTL4.SA,BTTL4,equity,BATTISTELLA,PN,BRBTTLACNPR7,2016-01-04,11.0,17429.51724137931,29,2,200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CPRE3.SA,CPRE3,equity,CPFL RENOVAV,ON      NM,BRCPREACNOR5,2016-01-04,11.9,17241.933333333334,60,1,100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,IGBR3.SA,IGBR3,equity,IGB S/A,ON,BRIGBRACNOR7,2016-01-04,2.31,17199.15254237288,59,3,2200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,LIXC4.SA,LIXC4,equity,LIX DA CUNHA,PN,BRLIXCACNPR0,2016-01-04,1.17,15871.833333333334,42,6,3000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,DTCY3.SA,DTCY3,equity,DTCOM-DIRECT,ON,BRDTCYACNOR5,2016-01-04,0.45,15683.021276595744,47,6,1800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CRPG5.SA,CRPG5,equity,CRISTAL,PNA,BRCRPGACNPA3,2016-01-04,3.3,15451.136363636364,22,1,300,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MNPR3.SA,MNPR3,equity,MINUPAR,ON,BRMNPRACNOR5,2016-01-04,0.04,14530.388888888889,54,2,20000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BEES3.SA,BEES3,equity,BANESTES,ON  EJ,BRBEESACNOR9,2016-01-04,1.75,14272.464285714286,56,14,15000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,VVAR3.SA,VVAR3,equity,VIAVAREJO,ON      N2,BRVVARACNOR1,2016-01-04,1.2,14061.91111111111,45,34,17800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RAPT3.SA,RAPT3,equity,RANDON PART,ON      N1,BRRAPTACNOR7,2016-01-04,1.66,13739.37037037037,54,21,3800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BAUH4.SA,BAUH4,equity,EXCELSIOR,PN,BRBAUHACNPR3,2016-01-04,8.0,13729.0,33,1,100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SWET3.SA,SWET3,equity,SWEETCOSMET,ON,BRSWETACNOR3,2016-01-04,0.12,13351.830508474577,59,5,21000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,HAGA4.SA,HAGA4,equity,HAGA S/A,PN,BRHAGAACNPR4,2016-01-04,1.59,12761.415094339623,53,4,600,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ENGI4.SA,ENGI4,equity,ENERGISA,PN,BRENGIACNPR7,2016-01-04,2.75,12626.290322580646,31,3,2900,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,LUPA3.SA,LUPA3,equity,LUPATECH,ON      NM,BRLUPAACNOR8,2016-01-04,2.27,11227.745454545455,55,8,1400,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TEKA4.SA,TEKA4,equity,TEKA,PN,BRTEKAACNPR3,2016-01-04,0.11,11017.092592592593,54,20,189800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SNSY5.SA,SNSY5,equity,SANSUY,PNA,BRSNSYACNPA5,2016-01-04,0.2,10487.875,40,6,19000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,VIVR3.SA,VIVR3,equity,VIVER,ON      NM,BRVIVRACNOR4,2016-01-04,0.03,10106.866666666667,60,12,60000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,EEEL4.SA,EEEL4,equity,CEEE-GT,PN      N1,BREEELACNPR5,2016-01-04,0.9,9655.636363636364,11,1,200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CAMB4.SA,CAMB4,equity,CAMBUCI,PN,BRCAMBACNPR1,2016-01-04,0.83,9596.166666666666,42,18,11700,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RCSL4.SA,RCSL4,equity,RECRUSUL,PN,BRRCSLACNPR1,2016-01-04,2.05,9591.851851851852,54,5,1000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CTAX3.SA,CTAX3,equity,CONTAX,ON      N2,BRCTAXACNOR3,2016-01-04,0.11,8345.711111111112,45,64,251700,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,KLBN3.SA,KLBN3,equity,KLABIN S/A,ON      N2,BRKLBNACNOR2,2016-01-04,9.0,8219.588235294117,34,8,1900,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,GPCP3.SA,GPCP3,equity,GPC PART,ON,BRGPCPACNOR4,2016-01-04,0.11,8107.87037037037,54,15,118500,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,INEP3.SA,INEP3,equity,INEPAR,ON      N1,BRINEPACNOR1,2016-01-04,0.25,6732.1,50,6,3700,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,REDE4.SA,REDE4,equity,REDE ENERGIA,PN,BRREDEACNPR4,2016-01-04,1.18,6697.833333333333,24,9,6200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,WHRL3.SA,WHRL3,equity,WHIRLPOOL,ON,BRWHRLACNOR5,2016-01-04,2.63,6347.380952380952,42,11,2700,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ENGI3.SA,ENGI3,equity,ENERGISA,ON,BRENGIACNOR0,2016-01-04,2.7,6243.041666666667,24,7,7100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FESA3.SA,FESA3,equity,FERBASA,ON  EJ  N1,BRFESAACNOR8,2016-01-04,9.0,6039.666666666667,15,1,300,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MWET4.SA,MWET4,equity,WETZEL S/A,PN,BRMWETACNPR3,2016-01-04,1.4,5913.884615384615,26,6,1400,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RCSL3.SA,RCSL3,equity,RECRUSUL,ON,BRRCSLACNOR4,2016-01-04,2.5,5210.473684210527,38,4,2700,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RANI3.SA,RANI3,equity,CELUL IRANI,ON,BRRANIACNOR5,2016-01-04,3.0,4650.888888888889,36,1,100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,VULC3.SA,VULC3,equity,VULCABRAS,ON,BRVULCACNOR2,2016-01-04,0.48,4230.315789473684,38,1,100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MTIG4.SA,MTIG4,equity,METAL IGUACU,PN,BRMTIGACNPR7,2016-01-04,0.97,3932.5757575757575,33,1,100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CBMA4.SA,CBMA4,equity,COBRASMA,PN,BRCBMAACNPR1,2016-01-04,0.01,3815.151515151515,33,3,40000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CTKA4.SA,CTKA4,equity,KARSTEN,PN,BRCTKAACNPR7,2016-01-04,0.25,3741.6326530612246,49,101,132000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BEES4.SA,BEES4,equity,BANESTES,PN  EJ,BRBEESACNPR6,2016-01-04,1.78,2961.45,40,9,9500,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CBEE3.SA,CBEE3,equity,AMPLA ENERG,ON *,BRCBEEACNOR3,2016-01-04,0.87,2942.75,20,2,900000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,EMAE4.SA,EMAE4,equity,EMAE,PN,BREMAEACNPR1,2016-01-04,3.85,2717.0,24,4,800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TIET4.SA,TIET4,equity,AES TIETE E,PN      N2,BRTIETACNPR7,2016-01-04,3.13,2504.0,1,2,800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BMKS3.SA,BMKS3,equity,BIC MONARK,ON,BRBMKSACNOR9,2016-01-04,257.0,2018.25,29,1,1,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BMEB3.SA,BMEB3,equity,MERC BRASIL,ON,BRBMEBACNOR8,2016-01-04,7.0,1339.888888888889,9,1,200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TENE7.SA,TENE7,equity,TEC BLUMENAU,PNC,BRTENEACNPC1,2016-01-04,0.54,1322.75,4,1,1000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,AZEV4.SA,AZEV4,equity,AZEVEDO,PN,BRAZEVACNPR7,2016-01-04,1.35,994.9411764705883,17,2,1100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TEKA3.SA,TEKA3,equity,TEKA,ON,BRTEKAACNOR6,2016-01-04,0.13,785.05,20,4,12200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TOYB4.SA,TOYB4,equity,TECTOY,PN,BRTOYBACNPR1,2016-01-04,0.71,745.1176470588235,34,2,200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SAPR3.SA,SAPR3,equity,SANEPAR,ON  EJ,BRSAPRACNOR9,2016-01-04,4.0,734.625,8,1,400,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TOYB3.SA,TOYB3,equity,TECTOY,ON,BRTOYBACNOR4,2016-01-04,1.37,714.3103448275862,29,2,200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BOVA11.SA,BOVA11,etf,ISHARES BOVA,CI,BRBOVACTF003,2016-01-04,41.1,150198982.66833335,60,3628,1709240,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,PIBB11.SA,PIBB11,etf,IT NOW PIBB,CI,BRPIBBCTF005,2016-01-04,72.84,17108441.351666667,60,42,215020,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,XBOV11.SA,XBOV11,etf,CAIXAETFXBOV,CI,BRXBOVCTF005,2016-01-04,42.61,4331427.2620689655,58,12,7250,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,IVVB11.SA,IVVB11,etf,ISHARE SP500,CI,BRIVVBCTF001,2016-01-04,83.11,3662685.7183333333,60,12,44350,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SPXI11.SA,SPXI11,etf,IT NOW SPXI,CI,BRSPXICTF003,2016-01-04,82.35,1230416.2883333333,60,8,250000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BBSD11.SA,BBSD11,etf,BB ETF SP DV,CI,BRBBSDCTF000,2016-01-04,28.25,342011.0016949153,59,3,1140,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FIND11.SA,FIND11,etf,IT NOW IFNC,CI,BRFINDCTF007,2016-01-04,41.02,220765.25777777776,45,22,22100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ISUS11.SA,ISUS11,etf,IT NOW ISE,CI,BRISUSCTF003,2016-01-04,20.35,190358.81,60,24,6410,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,XPTD11.SA,XPTD11,etf,FIA TOP DIV,CI,BRXPTDCTF002,2016-01-04,77.0,176009.5375,60,18,732,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,DIVO11.SA,DIVO11,etf,IT NOW IDIV,CI,BRDIVOCTF002,2016-01-04,20.0,164569.60166666665,60,24,1870,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SMAL11.SA,SMAL11,etf,ISHARES SMAL,CI,BRSMALCTF002,2016-01-04,39.94,146787.24833333335,60,22,7460,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BRAX11.SA,BRAX11,etf,ISHARES BRAX,CI,BRBRAXCTF002,2016-01-04,35.07,111153.58936170214,47,11,11740,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ECOO11.SA,ECOO11,etf,ISHARES ECOO,CI,BRECOOCTF008,2016-01-04,50.79,108687.94528301888,53,4,200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,GOVE11.SA,GOVE11,etf,IT NOW IGCT,CI,BRGOVECTF004,2016-01-04,17.61,45720.53333333333,60,23,1510,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FNAM11.SA,FNAM11,etf,FINAM,CI *,BRFNAMCTF013,2016-01-04,0.04,17093.46549019608,51,1,2000000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FNOR11.SA,FNOR11,etf,FINOR,CI *,BRFNORCTF013,2016-01-04,0.14,5350.161282051282,39,8,19603000,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BRCR11.SA,BRCR11,fii,FII BC FUND,CI,BRBRCRCTF000,2016-01-04,91.6,6226956.875833333,60,701,18433,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BBPO11.SA,BBPO11,fii,FII BB PRGII,CI  ER,BRBBPOCTF003,2016-01-04,95.5,2869110.5571666667,60,184,25290,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,KNRI11.SA,KNRI11,fii,FII KINEA,CI  ER,BRKNRICTF007,2016-01-04,106.0,1529284.0780000002,60,127,7632,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,KNCR11.SA,KNCR11,fii,FII KINEA RI,CI  ER,BRKNCRCTF000,2016-01-04,107.0,1304714.3013333334,60,83,8673,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,HGRE11.SA,HGRE11,fii,FII HG REAL,CI  ER,BRHGRECTF006,2016-01-04,1110.0,1193052.588,60,57,1034,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,HGJH11.SA,HGJH11,fii,FII CSHGJHSF,CI  ER,BRHGJHCTF006,2016-01-04,999.99,940396.9757142857,56,9,93,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,HGBS11.SA,HGBS11,fii,FII CSHGSHOP,CI  ER,BRHGBSCTF000,2016-01-04,1390.0,758580.1976666667,60,33,713,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CEOC11B.SA,CEOC11B,fii,FII CEO CCP,CI      MB,BRCEOCCTF003,2016-01-04,47.0,733658.7722033899,59,6,278,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,JSRE11.SA,JSRE11,fii,FII JS REAL,CI  ER,BRJSRECTF007,2016-01-04,89.93,687602.1075,60,15,912,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TBOF11.SA,TBOF11,fii,FII TBOFFICE,CI,BRTBOFCTF006,2016-01-04,57.97,492300.3436666667,60,22,2268,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,PRSV11.SA,PRSV11,fii,FII P VARGAS,CI,BRPRSVCTF008,2016-01-04,540.0,474492.80517241376,58,6,203,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SAAG11.SA,SAAG11,fii,FII SANT AGE,CI  ER,BRSAAGCTF007,2016-01-04,83.22,449545.9905,60,58,1631,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BCFF11B.SA,BCFF11B,fii,FII BC FFII,CI      MB,BRBCFFCTF000,2016-01-04,57.5,326612.48099999997,60,27,1806,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,HGLG11.SA,HGLG11,fii,FII CSHG LOG,CI  ER,BRHGLGCTF004,2016-01-04,998.88,300978.1896666667,60,16,152,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,JRDM11B.SA,JRDM11B,fii,FII SHOPJSUL,CI      MB,BRJRDMCTF002,2016-01-04,61.5,284156.6078333333,60,7,219,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CXRI11.SA,CXRI11,fii,FII CX RBRAV,CI,BRCXRICTF003,2016-01-04,814.9,274537.69405405404,37,20,58,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,AGCX11.SA,AGCX11,fii,FII AG CAIXA,CI  ER,BRAGCXCTF003,2016-01-04,985.0,273380.69916666666,60,23,75,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MXRF11.SA,MXRF11,fii,FII MAXI REN,CI  ER,BRMXRFCTF008,2016-01-04,83.0,266431.6475,60,74,2906,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
