decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2022-01-03,XPBR31.SA,XPBR31,bdr,XP INC,DR1,BRXPBRBDR001,2022-01-03,164.84,223887268.54466668,60,10395,369633,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CAML3.SA,CAML3,equity,CAMIL,ON      NM,BRCAMLACNOR3,2022-01-03,11.26,17353502.233333334,60,5814,1558600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BLAU3.SA,BLAU3,equity,BLAU,ON      NM,BRBLAUACNOR8,2022-01-03,33.29,17338217.45,60,3371,741300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SAPR4.SA,SAPR4,equity,SANEPAR,PN  EJ  N2,BRSAPRACNPR6,2022-01-03,3.68,17147354.35,60,8760,7567400,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,AESB3.SA,AESB3,equity,AES BRASIL,ON      NM,BRAESBACNOR7,2022-01-03,10.9,17138745.533333335,60,4571,846800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,LOGN3.SA,LOGN3,equity,LOG-IN,ON      NM,BRLOGNACNOR3,2022-01-03,23.7,16885877.383333333,60,3150,658500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,LOGG3.SA,LOGG3,equity,LOG COM PROP,ON      NM,BRLOGGACNOR7,2022-01-03,24.29,16574589.483333332,60,5608,1402600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TUPY3.SA,TUPY3,equity,TUPY,ON  EJ  NM,BRTUPYACNOR1,2022-01-03,20.48,16564427.316666666,60,2723,499800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BMOB3.SA,BMOB3,equity,BEMOBI TECH,ON      NM,BRBMOBACNOR7,2022-01-03,14.3,16493776.666666666,60,3049,516500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BRPR3.SA,BRPR3,equity,BR PROPERT,ON      NM,BRBRPRACNOR9,2022-01-03,7.08,16142565.316666666,60,3071,2095000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ABCB4.SA,ABCB4,equity,ABC BRASIL,PN  EJ  N2,BRABCBACNPR4,2022-01-03,15.55,15721649.083333334,60,7350,1230500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CPLE11.SA,CPLE11,equity,COPEL,UNT EJ  N2,BRCPLECDAM13,2022-01-03,31.54,15596388.366666667,60,3684,505800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RECV3.SA,RECV3,equity,PETRORECSA,ON      NM,BRRECVACNOR3,2022-01-03,17.57,15114040.716666667,60,6179,1112300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CLSA3.SA,CLSA3,equity,CLEARSALE,ON      NM,BRCLSAACNOR0,2022-01-03,8.7,14866018.283333333,60,5072,1212600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,AERI3.SA,AERI3,equity,AERIS,ON      NM,BRAERIACNOR4,2022-01-03,6.55,14638147.9,60,8390,2606700,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HBSA3.SA,HBSA3,equity,HIDROVIAS,ON      NM,BRHBSAACNOR0,2022-01-03,3.39,13942684.45,60,6405,3135500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,POMO4.SA,POMO4,equity,MARCOPOLO,PN  EJ  N2,BRPOMOACNPR7,2022-01-03,2.96,12793579.033333333,60,7025,5112600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,EVEN3.SA,EVEN3,equity,EVEN,ON  ED  NM,BREVENACNOR8,2022-01-03,6.32,12572094.433333334,60,3902,1142800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PNVL3.SA,PNVL3,equity,DIMED,ON  EJ  NM,BRPNVLACNOR9,2022-01-03,12.72,12385420.8,60,2657,492200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MOSI3.SA,MOSI3,equity,MOSAICO,ON      NM,BRMOSIACNOR6,2022-01-03,8.27,12307955.883333333,60,1272,320600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ROMI3.SA,ROMI3,equity,INDS ROMI,ON  EJ  NM,BRROMIACNOR8,2022-01-03,17.25,12220351.316666666,60,6076,1432600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RANI3.SA,RANI3,equity,IRANI,ON      NM,BRRANIACNOR5,2022-01-03,6.56,11922183.966666667,60,3733,1021700,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GETT11.SA,GETT11,equity,GETNET BR,UNT,BRGETTCDAM17,2022-01-03,3.88,11825944.48076923,52,2644,995000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PTBL3.SA,PTBL3,equity,PORTOBELLO,ON      NM,BRPTBLACNOR8,2022-01-03,8.9,11418444.783333333,60,3803,1254500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MATD3.SA,MATD3,equity,MATER DEI,ON      NM,BRMATDACNOR4,2022-01-03,13.54,11287834.433333334,60,3915,535000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ORVR3.SA,ORVR3,equity,ORIZON,ON      NM,BRORVRACNOR0,2022-01-03,25.3,11025404.516666668,60,4783,1469600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ENJU3.SA,ENJU3,equity,ENJOEI,ON      NM,BRENJUACNOR9,2022-01-03,2.68,10476441.233333332,60,3430,2320100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PGMN3.SA,PGMN3,equity,PAGUE MENOS,ON      NM,BRPGMNACNOR8,2022-01-03,9.2,10246788.033333333,60,5458,1002800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GUAR3.SA,GUAR3,equity,GUARARAPES,ON  EJ,BRGUARACNOR4,2022-01-03,9.46,10174157.783333333,60,2893,715400,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TRIS3.SA,TRIS3,equity,TRISUL,ON      NM,BRTRISACNOR4,2022-01-03,5.67,10136716.333333334,60,3123,1617600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SEER3.SA,SEER3,equity,SER EDUCA,ON      NM,BRSEERACNOR5,2022-01-03,10.05,10010815.233333332,60,4711,811500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BRAP3.SA,BRAP3,equity,BRADESPAR,ON      N1,BRBRAPACNOR5,2022-01-03,21.7,9890331.533333333,60,645,164500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KEPL3.SA,KEPL3,equity,KEPLER WEBER,ON,BRKEPLACNOR1,2022-01-03,38.43,9884375.416666666,60,1559,234800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TTEN3.SA,TTEN3,equity,3TENTOS,ON      NM,BRTTENACNOR0,2022-01-03,9.17,9789582.3,60,4619,864700,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CPLE3.SA,CPLE3,equity,COPEL,ON  EJ  N2,BRCPLEACNOR8,2022-01-03,5.97,9708645.933333334,60,4648,1839200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DASA3.SA,DASA3,equity,DASA,ON  EJ  NM,BRDASAACNOR1,2022-01-03,32.5,9306087.55,60,1172,227900,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TECN3.SA,TECN3,equity,TECHNOS,ON      NM,BRTECNACNOR6,2022-01-03,2.15,8716874.15,60,1336,1639800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BOAS3.SA,BOAS3,equity,BOA VISTA,ON  EJ  NM,BRBOASACNOR6,2022-01-03,6.4,8716777.616666667,60,4576,1390500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MILS3.SA,MILS3,equity,MILLS,ON      NM,BRMILSACNOR2,2022-01-03,6.1,8593927.566666666,60,2099,818000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VULC3.SA,VULC3,equity,VULCABRAS,ON      NM,BRVULCACNOR2,2022-01-03,8.84,8287204.95,60,2803,680600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MEAL3.SA,MEAL3,equity,IMC S/A,ON      NM,BRMEALACNOR9,2022-01-03,2.35,7926949.1,60,2733,2233300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DESK3.SA,DESK3,equity,DESKTOP,ON      NM,BRDESKACNOR2,2022-01-03,16.63,7523855.9,60,3228,700500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,JALL3.SA,JALL3,equity,JALLESMACHAD,ON      NM,BRJALLACNOR0,2022-01-03,10.05,7424893.233333333,60,10503,3064800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CMIG3.SA,CMIG3,equity,CEMIG,ON  EJ  N1,BRCMIGACNOR6,2022-01-03,18.1,7388776.833333333,60,2814,647600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PARD3.SA,PARD3,equity,IHPARDINI,ON      NM,BRPARDACNOR1,2022-01-03,18.93,7337038.85,60,1008,177400,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,NGRD3.SA,NGRD3,equity,NEOGRID,ON      NM,BRNGRDACNOR3,2022-01-03,2.42,7240987.35,60,4454,3646600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,LAVV3.SA,LAVV3,equity,LAVVI,ON      NM,BRLAVVACNOR4,2022-01-03,4.9,7145765.466666667,60,2251,1057500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HBOR3.SA,HBOR3,equity,HELBOR,ON      NM,BRHBORACNOR3,2022-01-03,4.42,7015085.45,60,2480,687800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TGMA3.SA,TGMA3,equity,TEGMA,ON      NM,BRTGMAACNOR7,2022-01-03,14.74,6392541.383333334,60,1598,283200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MODL11.SA,MODL11,equity,MODALMAIS,UNT     N2,BRMODLCDAM13,2022-01-03,10.93,6313456.866666666,60,3729,725000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PDGR3.SA,PDGR3,equity,PDG REALT,ON      NM,BRPDGRACNOR8,2022-01-03,1.29,6139821.316666666,60,650,429300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CURY3.SA,CURY3,equity,CURY S/A,ON      NM,BRCURYACNOR3,2022-01-03,6.67,6039370.75,60,3256,610900,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,POWE3.SA,POWE3,equity,FOCUS ON,ON      NM,BRPOWEACNOR0,2022-01-03,10.35,5868045.466666667,60,582,610400,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CSED3.SA,CSED3,equity,CRUZEIRO EDU,ON      NM,BRCSEDACNOR9,2022-01-03,7.3,5635653.783333333,60,5455,1157900,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MELK3.SA,MELK3,equity,MELNICK,ON  ED  NM,BRMELKACNOR8,2022-01-03,3.88,5592362.95,60,2005,594600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ALLD3.SA,ALLD3,equity,ALLIED,ON      NM,BRALLDACNOR3,2022-01-03,17.05,5581609.75,60,1961,308000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DEXP3.SA,DEXP3,equity,DEXXOS PAR,ON      N1,BRDEXPACNOR1,2022-01-03,10.0,5464929.933333334,60,1714,375500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VVEO3.SA,VVEO3,equity,VIVEO,ON  EJ  NM,BRVVEOACNOR0,2022-01-03,18.1,5451898.433333334,60,658,198000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MTRE3.SA,MTRE3,equity,MITRE REALTY,ON      NM,BRMTREACNOR6,2022-01-03,7.94,5292879.833333333,60,1772,378900,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,JSLG3.SA,JSLG3,equity,JSL,ON  EJ  NM,BRJSLGACNOR2,2022-01-03,7.37,5235403.75,60,2072,410300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TPIS3.SA,TPIS3,equity,TRIUNFO PART,ON      NM,BRTPISACNOR8,2022-01-03,2.13,4977409.216666667,60,1180,1102100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,UNIP3.SA,UNIP3,equity,UNIPAR,ON  ED,BRUNIPACNOR7,2022-01-03,99.0,4770432.416666667,60,375,66400,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SOJA3.SA,SOJA3,equity,BOA SAFRA,ON      NM,BRSOJAACNOR9,2022-01-03,15.61,4724480.95,60,1360,275200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,USIM3.SA,USIM3,equity,USIMINAS,ON      N1,BRUSIMACNOR3,2022-01-03,14.23,4672547.383333334,60,714,171900,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CARD3.SA,CARD3,equity,CSU CARDSYST,ON      NM,BRCARDACNOR9,2022-01-03,12.58,4618307.35,60,1896,284500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,LVTC3.SA,LVTC3,equity,WDC NETWORKS,ON      NM,BRLVTCACNOR4,2022-01-03,15.9,4521394.95,60,1662,321800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MBLY3.SA,MBLY3,equity,MOBLY,ON      NM,BRMBLYACNOR5,2022-01-03,4.59,4482976.283333333,60,1130,226300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BRIT3.SA,BRIT3,equity,BRISANET,ON      NM,BRBRITACNOR0,2022-01-03,4.7,4436419.466666667,60,2716,893100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PMAM3.SA,PMAM3,equity,PARANAPANEMA,ON      NM,BRPMAMACNOR3,2022-01-03,9.77,4176578.8333333335,60,848,251300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BRBI11.SA,BRBI11,equity,BR PARTNERS,UNT     N2,BRBRBICDAM10,2022-01-03,14.1,4047033.5,60,245,66500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,WEST3.SA,WEST3,equity,WESTWING,ON      NM,BRWESTACNOR3,2022-01-03,3.14,3897566.2333333334,60,3354,1912000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TCSA3.SA,TCSA3,equity,TECNISA,ON      NM,BRTCSAACNOR3,2022-01-03,3.4,3897529.8666666667,60,1602,1321000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BMGB4.SA,BMGB4,equity,BANCO BMG,PN  EJ  N1,BRBMGBACNPR0,2022-01-03,3.05,3838868.8833333333,60,2733,982700,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,FIQE3.SA,FIQE3,equity,UNIFIQUE,ON      NM,BRFIQEACNOR5,2022-01-03,6.17,3801077.683333333,60,2460,468000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,NINJ3.SA,NINJ3,equity,GETNINJAS,ON      NM,BRNINJACNOR5,2022-01-03,5.23,3752260.8833333333,60,1637,640500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VLID3.SA,VLID3,equity,VALID,ON      NM,BRVLIDACNOR5,2022-01-03,8.4,3669521.4,60,2364,701500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GETT3.SA,GETT3,equity,GETNET BR,ON,BRGETTACNOR4,2022-01-03,1.94,3532457.903846154,52,817,576600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,IGTI3.SA,IGTI3,equity,IGUATEMI S.A,ON  EB  N1,BRIGTIACNOR8,2022-01-03,2.5,3499122.9310344825,29,1133,581900,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PLPL3.SA,PLPL3,equity,PLANOEPLANO,ON      NM,BRPLPLACNOR5,2022-01-03,3.11,3464762.95,60,1142,599500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,LPSB3.SA,LPSB3,equity,LOPES BRASIL,ON      NM,BRLPSBACNOR0,2022-01-03,2.14,3422383.2666666666,60,1915,1552200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,OPCT3.SA,OPCT3,equity,OCEANPACT,ON      NM,BROPCTACNOR0,2022-01-03,2.93,3418811.5,60,1722,785700,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KLBN4.SA,KLBN4,equity,KLABIN S/A,PN      N2,BRKLBNACNPR9,2022-01-03,5.02,2816367.683333333,60,842,546100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ELMD3.SA,ELMD3,equity,ELETROMIDIA,ON      NM,BRELMDACNOR3,2022-01-03,9.6,2789731.05,60,616,130100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GETT4.SA,GETT4,equity,GETNET BR,PN,BRGETTACNPR1,2022-01-03,1.94,2702792.0576923075,52,949,514300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BBRK3.SA,BBRK3,equity,BR BROKERS,ON      NM,BRBBRKACNOR4,2022-01-03,1.06,2672436.4,60,670,979500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CRPG5.SA,CRPG5,equity,CRISTAL,PNA EJ,BRCRPGACNPA3,2022-01-03,67.28,2568107.35,60,54,7200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SHUL4.SA,SHUL4,equity,SCHULZ,PN,BRSHULACNPR4,2022-01-03,8.23,2494974.55,60,1516,402100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DMMO3.SA,DMMO3,equity,DOMMO,ON,BRDMMOACNOR0,2022-01-03,0.49,2468234.45,60,1144,2984400,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SHOW3.SA,SHOW3,equity,TIME FOR FUN,ON      NM,BRSHOWACNOR7,2022-01-03,3.36,2406901.9166666665,60,1755,730000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,FRAS3.SA,FRAS3,equity,FRAS-LE,ON  EJ  N1,BRFRASACNOR0,2022-01-03,13.6,2327000.85,60,518,213600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BRKM3.SA,BRKM3,equity,BRASKEM,ON      N1,BRBRKMACNOR1,2022-01-03,56.1,2311297.95,60,96,30000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TAEE4.SA,TAEE4,equity,TAESA,PN      N2,BRTAEEACNPR6,2022-01-03,12.1,2298757.55,60,882,216700,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ITSA3.SA,ITSA3,equity,ITAUSA,ON  EB  N1,BRITSAACNOR0,2022-01-03,9.19,2219477.933333333,60,554,187100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SAPR3.SA,SAPR3,equity,SANEPAR,ON  EJ  N2,BRSAPRACNOR9,2022-01-03,3.59,2215897.6666666665,60,2282,990100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,AZEV4.SA,AZEV4,equity,AZEVEDO,PN,BRAZEVACNPR7,2022-01-03,4.12,2174833.2333333334,60,879,438000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TFCO4.SA,TFCO4,equity,TRACK FIELD,PN  EJ  N2,BRTFCOACNPR8,2022-01-03,12.15,2081694.65,60,1049,223600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PORT3.SA,PORT3,equity,WILSON SONS,ON      NM,BRPORTACNOR8,2022-01-03,54.81,2063968.4042553192,47,199,46200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,INEP3.SA,INEP3,equity,INEPAR,ON,BRINEPACNOR1,2022-01-03,1.45,2024865.0666666667,60,773,739400,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RCSL4.SA,RCSL4,equity,RECRUSUL,PN,BRRCSLACNPR1,2022-01-03,1.39,2020377.8,60,712,645000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,INEP4.SA,INEP4,equity,INEPAR,PN,BRINEPACNPR8,2022-01-03,1.4,1984838.15,60,452,793300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MDNE3.SA,MDNE3,equity,MOURA DUBEUX,ON      NM,BRMDNEACNOR9,2022-01-03,5.4,1871391.1166666667,60,803,211400,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GGBR3.SA,GGBR3,equity,GERDAU,ON      N1,BRGGBRACNOR1,2022-01-03,22.38,1803866.3333333333,60,483,89500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,APER3.SA,APER3,equity,ALPER S.A.,ON      NM,BRAPERACNOR9,2022-01-03,30.27,1801697.3333333333,60,293,57100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BLUT3.SA,BLUT3,equity,B TECH EQI,ON,BRBLUTACNOR8,2022-01-03,1.63,1680330.611111111,36,138,59800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GOAU3.SA,GOAU3,equity,GERDAU MET,ON      N1,BRGOAUACNOR1,2022-01-03,10.62,1612865.2166666666,60,336,75900,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,IGBR3.SA,IGBR3,equity,IGB S/A,ON,BRIGBRACNOR7,2022-01-03,26.48,1399384.9666666666,60,24,3100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SANB4.SA,SANB4,equity,SANTANDER BR,PN,BRSANBACNPR5,2022-01-03,16.04,1385192.7,60,777,117700,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VITT3.SA,VITT3,equity,VITTIA,ON      NM,BRVITTACNOR4,2022-01-03,14.52,1378874.4833333334,60,134,78600,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MOAR3.SA,MOAR3,equity,MONT ARANHA,ON,BRMOARACNOR5,2022-01-03,399.0,1317551.2881355933,59,8,1300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,OIBR4.SA,OIBR4,equity,OI,PN      N1,BROIBRACNPR8,2022-01-03,1.27,1310480.0666666667,60,448,487900,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PDTC3.SA,PDTC3,equity,PADTEC,ON      NM,BRPDTCACNOR3,2022-01-03,7.3,1270307.9166666667,60,1185,286800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,LLIS3.SA,LLIS3,equity,LE LIS BLANC,ON      NM,BRLLISACNOR4,2022-01-03,1.4,1226321.5333333334,60,924,525800,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PFRM3.SA,PFRM3,equity,PROFARMA,ON      NM,BRPFRMACNOR1,2022-01-03,5.9,1189455.3833333333,60,1203,239500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KRSA3.SA,KRSA3,equity,KORA SAUDE,ON      NM,BRKRSAACNOR0,2022-01-03,4.95,1188004.2,60,305,81100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BLUT4.SA,BLUT4,equity,B TECH EQI,PN,BRBLUTACNPR5,2022-01-03,0.66,1159702.888888889,36,337,369300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TAEE3.SA,TAEE3,equity,TAESA,ON      N2,BRTAEEACNOR9,2022-01-03,12.17,1064377.85,60,568,80200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,LAND3.SA,LAND3,equity,TERRASANTAPA,ON      NM,BRLANDACNOR9,2022-01-03,22.48,1036793.9833333333,60,94,16300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PRNR3.SA,PRNR3,equity,PRINER,ON  EJ  NM,BRPRNRACNOR4,2022-01-03,6.79,1005681.9,60,283,61200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TASA3.SA,TASA3,equity,TAURUS ARMAS,ON      N2,BRTASAACNOR7,2022-01-03,24.59,993410.1666666666,60,126,18500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SANB3.SA,SANB3,equity,SANTANDER BR,ON,BRSANBACNOR8,2022-01-03,14.6,939564.3166666667,60,751,114300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RSID3.SA,RSID3,equity,ROSSI RESID,ON      NM,BRRSIDACNOR8,2022-01-03,8.72,918332.1333333333,60,208,76300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,COCE5.SA,COCE5,equity,COELCE,PNA,BRCOCEACNPA3,2022-01-03,56.16,868756.15,60,21,3100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
