decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2024-01-02,BLPX39.SA,BLPX39,bdr,GX MLP EN IN,DRE,BRBLPXBDR004,2024-01-02,51.9,18406.94,6,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1FL34.SA,A1FL34,bdr,AFLAC INC,DRN,BRA1FLBDR009,2024-01-02,406.0,18402.23363636364,11,2,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIGF39.SA,BIGF39,bdr,GLOBAL INFRA,DRE ED,BRBIGFBDR006,2024-01-02,57.66,18342.798846153848,26,2,106,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A2RE34.SA,A2RE34,bdr,ARES MANAGEM,DRN,BRA2REBDR007,2024-01-02,56.43,18280.147368421054,57,1,28,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BILF39.SA,BILF39,bdr,LATIN AMER40,DRE ED,BRBILFBDR006,2024-01-02,47.05,18169.163500000002,20,1,107,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MDTC34.SA,MDTC34,bdr,MEDTRONIC,DRN ED,BRMDTCBDR004,2024-01-02,204.0,17684.361707317075,41,4,253,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MOSC34.SA,MOSC34,bdr,MOSAIC CO,DRN,BRMOSCBDR003,2024-01-02,30.18,17082.906727272726,55,15,4040,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,L1MN34.SA,L1MN34,bdr,LUMEN TECH,DRN,BRL1MNBDR008,2024-01-02,9.41,17075.723,60,49,1908,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,R1KU34.SA,R1KU34,bdr,ROKU INC,DRN,BRR1KUBDR001,2024-01-02,21.84,16983.7625,52,4,61,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,GPSI34.SA,GPSI34,bdr,GAP,DRN ED,BRGPSIBDR009,2024-01-02,100.1,16769.8075,48,2,172,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,T1EC34.SA,T1EC34,bdr,TECHNIPFMC P,DRN,BRT1ECBDR000,2024-01-02,97.6,16618.542564102565,39,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1UT34.SA,A1UT34,bdr,AUTODESK INC,DRN,BRA1UTBDR001,2024-01-02,286.5,16126.405740740742,54,1,42,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TSNF34.SA,TSNF34,bdr,TYSON FOODS,DRN,BRTSNFBDR003,2024-01-02,272.44,15878.985999999999,25,3,27,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M1TC34.SA,M1TC34,bdr,MATCH GROUP,DRN,BRM1TCBDR005,2024-01-02,8.99,15358.023023255813,43,2,8,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TLNC34.SA,TLNC34,bdr,TELEFONIC,DRN,BRTLNCBDR005,2024-01-02,19.44,15220.1395,60,33,1091,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,B1SX34.SA,B1SX34,bdr,BOSTON SCIEN,DRN,BRB1SXBDR006,2024-01-02,284.2,15102.38113207547,53,2,7,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,H1RB34.SA,H1RB34,bdr,HER BLOCK IN,DRN,BRH1RBBDR008,2024-01-02,239.25,14579.216842105263,38,1,60,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BGRT39.SA,BGRT39,bdr,GLOBAL REIT,DRE ED,BRBGRTBDR008,2024-01-02,39.68,14256.149056603774,53,7,2046,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M2RT34.SA,M2RT34,bdr,MIRATI THERA,DRN,BRM2RTBDR001,2024-01-02,19.28,14150.9494,50,2,311,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,WGBA34.SA,WGBA34,bdr,WALGREENS,DRN,BRWGBABDR008,2024-01-02,65.76,14148.231607142856,56,3,106,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BWCL39.SA,BWCL39,bdr,WT CLOU COMP,DRE,BRBWCLBDR004,2024-01-02,56.18,14143.867647058823,17,1,89,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,N1BI34.SA,N1BI34,bdr,NEUROCRINE B,DRN,BRN1BIBDR009,2024-01-02,32.13,13965.591764705883,51,427,492,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1KA34.SA,A1KA34,bdr,AKAMAI TECHN,DRN,BRA1KABDR002,2024-01-02,47.66,13891.008235294119,17,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,C1BR34.SA,C1BR34,bdr,CBRE GROUP I,DRN,BRC1BRBDR003,2024-01-02,459.45,13722.516666666668,3,1,10,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,H1DB34.SA,H1DB34,bdr,HDFC BANK LT,DRN,BRH1DBBDR008,2024-01-02,65.45,13686.29724137931,58,4,19,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,C1BS34.SA,C1BS34,bdr,PARAMOUNT GL,DRN,BRC1BSBDR001,2024-01-02,70.87,13367.15813559322,59,2,17,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BFAV39.SA,BFAV39,bdr,MSCIMINVOL F,DRE ED,BRBFAVBDR002,2024-01-02,42.2,13342.499642857143,28,2,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,D2KN34.SA,D2KN34,bdr,DRAFTKINGS,DRN,BRD2KNBDR000,2024-01-02,27.36,13157.383818181817,55,7,333,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,T1WL34.SA,T1WL34,bdr,TWILIO INC,DRN,BRT1WLBDR003,2024-01-02,15.19,12862.572142857143,42,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEWT39.SA,BEWT39,bdr,MSCI TAIWAN,DRE ED,BRBEWTBDR003,2024-01-02,36.88,12788.584333333332,30,4,33,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,NMRH34.SA,NMRH34,bdr,NOMURA HO,DRN,BRNMRHBDR006,2024-01-02,21.74,12782.794210526316,19,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIXN39.SA,BIXN39,bdr,GLOBAL TECH,DRE ED,BRBIXNBDR005,2024-01-02,10.77,12661.542372881357,59,5,1900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,B2HI34.SA,B2HI34,bdr,BILL HOLD,DRN,BRB2HIBDR008,2024-01-02,2.1,12526.818448275862,58,16,282,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEWA39.SA,BEWA39,bdr,MSCIAUSTRALI,DRE ED,BRBEWABDR003,2024-01-02,38.83,12194.477333333334,30,9,25,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,E1QR34.SA,E1QR34,bdr,EQUITY RESID,DRN ED,BRE1QRBDR009,2024-01-02,149.6,11957.834571428572,35,4,8,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,U2PW34.SA,U2PW34,bdr,UPWORK INC,DRN,BRU2PWBDR009,2024-01-02,14.33,11955.742285714285,35,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,U2PS34.SA,U2PS34,bdr,UPSTART HOLD,DRN,BRU2PSBDR007,2024-01-02,9.42,11930.291694915253,59,27,2572,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,I1QV34.SA,I1QV34,bdr,IQVIA HOLDIN,DRN,BRI1QVBDR007,2024-01-02,269.36,11894.921428571428,7,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,U1AL34.SA,U1AL34,bdr,UNITED AIRLI,DRN,BRU1ALBDR006,2024-01-02,101.75,10993.582325581396,43,3,362,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MOOO34.SA,MOOO34,bdr,ALTRIA GROUP,DRN ED,BRMOOOBDR007,2024-01-02,205.0,10896.120217391304,46,1,3,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,I1LM34.SA,I1LM34,bdr,ILLUMINA INC,DRN,BRI1LMBDR007,2024-01-02,135.24,10733.41888888889,18,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CSXC34.SA,CSXC34,bdr,CSX CORP,DRN,BRCSXCBDR005,2024-01-02,84.95,10640.492833333334,60,7,52,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,L1CA34.SA,L1CA34,bdr,LABORATORY C,DRN,BRL1CABDR006,2024-01-02,283.97,10363.21588235294,51,1,5,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VLOE34.SA,VLOE34,bdr,VALERO ENER,DRN,BRVLOEBDR005,2024-01-02,320.65,10038.504090909091,44,6,82,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,F2NV34.SA,F2NV34,bdr,FRANCONEVADA,DRN,BRF2NVBDR005,2024-01-02,3.05,10034.656833333334,60,7,116,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,UBSG34.SA,UBSG34,bdr,UBS GROUP,DRN,BRUBSGBDR004,2024-01-02,151.47,10032.75888888889,36,4,9,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BCWV39.SA,BCWV39,bdr,MSCIGLMIVOLF,DRE ED,BRBCWVBDR003,2024-01-02,49.4,10028.0575,24,2,202,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A2RW34.SA,A2RW34,bdr,ARROW ELECTR,DRN,BRA2RWBDR009,2024-01-02,39.02,9972.261428571428,7,1,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,L1EN34.SA,L1EN34,bdr,LENNAR CORP,DRN,BRL1ENBDR005,2024-01-02,722.88,9968.25,38,1,3,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,K1EL34.SA,K1EL34,bdr,KELLANOVA,DRN,BRK1ELBDR000,2024-01-02,141.79,9914.194528301889,53,6,11,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M2PR34.SA,M2PR34,bdr,MONOLI POWER,DRN ED,BRM2PRBDR009,2024-01-02,50.48,9913.154615384616,13,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,H2UB34.SA,H2UB34,bdr,HUBSPOT INC,DRN,BRH2UBBDR000,2024-01-02,56.34,9613.584814814814,27,2,3,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SRXM34.SA,SRXM34,bdr,SIRIUS XM HD,DRN,BRSRXMBDR002,2024-01-02,26.8,9521.5128,25,61,61,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,C1NC34.SA,C1NC34,bdr,CENTENE CORP,DRN,BRC1NCBDR000,2024-01-02,376.2,9425.810576923077,52,2,8,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M2PW34.SA,M2PW34,bdr,MEDICAL P TR,DRN,BRM2PWBDR009,2024-01-02,12.41,9401.908166666666,60,49,1128,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,K2CG34.SA,K2CG34,bdr,KINGSOFT CHL,DRN,BRK2CGBDR002,2024-01-02,2.94,9225.312033898306,59,14,1659,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,N1VS34.SA,N1VS34,bdr,NOVARTIS AG,DRN,BRN1VSBDR006,2024-01-02,49.55,8878.85804347826,46,4,212,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1LL34.SA,A1LL34,bdr,BREAD FINAN,DRN,BRA1LLBDR007,2024-01-02,40.49,8759.435666666666,60,43,454,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ADPR34.SA,ADPR34,bdr,AUTOMATIC DT,DRN,BRADPRBDR005,2024-01-02,47.7,8508.645882352941,34,4,48,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,O1KT34.SA,O1KT34,bdr,OKTA INC,DRN,BRO1KTBDR006,2024-01-02,21.9,8281.903888888888,18,1,230,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,E1WL34.SA,E1WL34,bdr,EDWARDS LIFE,DRN,BRE1WLBDR000,2024-01-02,92.31,8195.249818181817,55,1,14,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1AP34.SA,A1AP34,bdr,ADVANCE AUTO,DRN,BRA1APBDR001,2024-01-02,19.29,8109.574310344828,58,7,17,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,WUNI34.SA,WUNI34,bdr,WESTERNUNION,DRN ED,BRWUNIBDR007,2024-01-02,59.22,7474.357999999999,45,4,10,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,N2LY34.SA,N2LY34,bdr,ANNALY CAPTL,DRN ED,BRN2LYBDR003,2024-01-02,94.4,7452.453518518519,54,7,48,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BLBT39.SA,BLBT39,bdr,GX LITHIUM B,DRE ED,BRBLBTBDR002,2024-01-02,30.96,7384.0645762711865,59,7,93,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M1TT34.SA,M1TT34,bdr,MARRIOTT INT,DRN,BRM1TTBDR009,2024-01-02,272.68,7195.671600000001,50,1,3,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1MP34.SA,A1MP34,bdr,AMERIPRISE F,DRN,BRA1MPBDR006,2024-01-02,463.24,7189.9152631578945,57,1,6,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,WABC34.SA,WABC34,bdr,WESTERN BCOR,DRN,BRWABCBDR007,2024-01-02,319.0,7069.1775,40,1,60,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,W1EL34.SA,W1EL34,bdr,WELLTOWER IN,DRN,BRW1ELBDR006,2024-01-02,220.66,7002.2410344827595,58,1,4,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,F1TV34.SA,F1TV34,bdr,FORTIVE CORP,DRN,BRF1TVBDR004,2024-01-02,177.69,6875.882692307691,52,1,6,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,L1YV34.SA,L1YV34,bdr,LIVE NATION,DRN,BRL1YVBDR006,2024-01-02,90.32,6786.170357142857,56,1,32,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIJS39.SA,BIJS39,bdr,BKR SPSM600V,DRE ED,BRBIJSBDR003,2024-01-02,63.52,6776.936363636363,33,1,11,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,W1AB34.SA,W1AB34,bdr,WABTEC CORP,DRN,BRW1ABBDR005,2024-01-02,308.56,6496.4226,50,1,9,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,C1NS34.SA,C1NS34,bdr,CELANESE COR,DRN,BRC1NSBDR006,2024-01-02,378.3,6484.219574468085,47,1,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,B1SA34.SA,B1SA34,bdr,BANCO SANTAN,DRN,BRB1SABDR004,2024-01-02,47.4,6456.0535,60,16,281,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,O2NS34.SA,O2NS34,bdr,ON SEMICONDU,DRN,BRO2NSBDR000,2024-01-02,50.16,6390.46649122807,57,1,19,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,S2NA34.SA,S2NA34,bdr,SNAP INC,DRN,BRS2NABDR004,2024-01-02,13.11,6312.165964912281,57,4,858,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ABUD34.SA,ABUD34,bdr,AB INBEV,DRN,BRABUDBDR009,2024-01-02,52.75,6309.875581395348,43,2,3,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,O1MC34.SA,O1MC34,bdr,OMNICOM GROU,DRN ED,BRO1MCBDR008,2024-01-02,213.99,6183.558000000001,50,1,4,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,L1YG34.SA,L1YG34,bdr,LLOYDS BANKI,DRN,BRL1YGBDR007,2024-01-02,11.84,6167.659,60,13,415,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,S2ED34.SA,S2ED34,bdr,SOLAR TECH,DRN,BRS2EDBDR007,2024-01-02,12.99,6160.098245614035,57,14,109,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,DDNB34.SA,DDNB34,bdr,DUPONT N INC,DRN,BRDDNBBDR008,2024-01-02,380.73,5904.512222222223,9,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,N2ET34.SA,N2ET34,bdr,CLOUDFLARE,DRN,BRN2ETBDR008,2024-01-02,22.1,5731.51375,40,2,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,G1SK34.SA,G1SK34,bdr,GSK PLC,DRN,BRG1SKBDR008,2024-01-02,37.06,5729.929,40,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M1LC34.SA,M1LC34,bdr,MELCO RESORT,DRN,BRM1LCBDR002,2024-01-02,21.28,5682.383076923076,13,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,EBAY34.SA,EBAY34,bdr,EBAY,DRN,BREBAYBDR009,2024-01-02,107.9,5593.825,40,1,100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,H1SB34.SA,H1SB34,bdr,HSBC HOLDING,DRN,BRH1SBBDR006,2024-01-02,49.55,5509.862666666667,60,7,115,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,F1NI34.SA,F1NI34,bdr,FIDELITY NAT,DRN,BRF1NIBDR004,2024-01-02,18.64,5426.261351351352,37,1,10,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1GI34.SA,A1GI34,bdr,AGILENT TECH,DRN ED,BRA1GIBDR003,2024-01-02,339.66,5299.901666666667,6,2,3,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,I1QY34.SA,I1QY34,bdr,IQIYI INC,DRN,BRI1QYBDR001,2024-01-02,11.7,5272.412222222222,54,1,72,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,N2TN34.SA,N2TN34,bdr,NUTANIX,DRN,BRN2TNBDR009,2024-01-02,55.6,5128.175357142857,28,1,10,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,W1MG34.SA,W1MG34,bdr,WARNER MUSIC,DRN,BRW1MGBDR009,2024-01-02,44.28,5078.199622641509,53,1,31,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TXSA34.SA,TXSA34,bdr,TERNIUMSA,DRN,BRTXSABDR003,2024-01-02,204.75,4971.850285714286,35,5,16,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SIVR39.SA,SIVR39,bdr,ABDEN SILV,DRE,BRSIVRBDR004,2024-01-02,37.1,4874.064666666667,30,2,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEWP39.SA,BEWP39,bdr,MSCI SPAIN,DRE ED,BRBEWPBDR001,2024-01-02,49.61,4860.614615384615,13,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,L1DO34.SA,L1DO34,bdr,LEIDOS HOLDI,DRN,BRL1DOBDR005,2024-01-02,53.0,4845.49509090909,55,1,20,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,P1AY34.SA,P1AY34,bdr,PAYCHEX INC,DRN,BRP1AYBDR006,2024-01-02,290.5,4805.088333333333,6,3,7,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,N1UE34.SA,N1UE34,bdr,NUCOR CORP,DRN ED,BRN1UEBDR008,2024-01-02,71.4,4606.193220338983,59,2,9,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,T1EV34.SA,T1EV34,bdr,TEVA PHARMAC,DRN,BRT1EVBDR000,2024-01-02,25.71,4571.940952380952,21,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,S2CH34.SA,S2CH34,bdr,SOCIEDQM CHI,DRN,BRS2CHBDR002,2024-01-02,49.0,4446.477297297298,37,9,63,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BSDV39.SA,BSDV39,bdr,GX SUPERDIVD,DRE ED,BRBSDVBDR009,2024-01-02,55.6,4438.002424242424,33,4,114,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A2XO34.SA,A2XO34,bdr,AXON ENTERPR,DRN,BRA2XOBDR004,2024-01-02,69.22,4384.104285714286,7,1,4,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,B1CS34.SA,B1CS34,bdr,BARCLAYS PLC,DRN,BRB1CSBDR000,2024-01-02,38.96,4173.2657407407405,54,11,187,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,Q2SC34.SA,Q2SC34,bdr,QUANTUMSCAPE,DRN,BRQ2SCBDR001,2024-01-02,11.25,4138.524761904762,21,3,5001,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,F2VR34.SA,F2VR34,bdr,FIVERR INTL,DRN,BRF2VRBDR006,2024-01-02,6.43,4126.025111111112,45,8,132,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BOXP34.SA,BOXP34,bdr,BOSTON PROP,DRN ED,BRBOXPBDR008,2024-01-02,34.65,3953.7292156862745,51,1,1,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,NOKI34.SA,NOKI34,bdr,NOKIA CORP,DRN,BRNOKIBDR005,2024-01-02,16.74,3757.378245614035,57,16,174,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIHI39.SA,BIHI39,bdr,USMEDICDEVIC,DRE ED,BRBIHIBDR008,2024-01-02,7.5,3742.9253488372096,43,2,3,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,V1RS34.SA,V1RS34,bdr,VERISK ANALY,DRN,BRV1RSBDR004,2024-01-02,15.32,3737.4526666666666,15,10,120,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1IV34.SA,A1IV34,bdr,APARTMENT IN,DRN,BRA1IVBDR002,2024-01-02,38.4,3689.5268421052633,57,5,15,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,S2TA34.SA,S2TA34,bdr,STAG INDUSTR,DRN ED,BRS2TABDR001,2024-01-02,38.92,3540.5964406779663,59,11,355,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,Q1RV34.SA,Q1RV34,bdr,QORVO INC,DRN,BRQ1RVBDR005,2024-01-02,270.0,3435.952222222222,9,1,5,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,I1PC34.SA,I1PC34,bdr,INTERNATIONA,DRN,BRI1PCBDR009,2024-01-02,174.42,3205.8263157894735,19,1,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BDVD39.SA,BDVD39,bdr,GX SUPDIV US,DRE ED,BRBDVDBDR001,2024-01-02,42.39,3169.235454545454,11,1,5,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,D2AS34.SA,D2AS34,bdr,DOORDASH INC,DRN,BRD2ASBDR000,2024-01-02,32.01,3132.3985714285714,7,1,300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,I1VZ34.SA,I1VZ34,bdr,INVESCO LTD,DRN,BRI1VZBDR008,2024-01-02,87.48,3071.5672000000004,25,2,7,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,G1DS34.SA,G1DS34,bdr,GDS HOLDINGS,DRN,BRG1DSBDR003,2024-01-02,4.29,3070.77625,40,2,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CLOV34.SA,CLOV34,bdr,CLOVERHEALTH,DRN,BRCLOVBDR009,2024-01-02,4.73,2990.695128205128,39,3,216,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1ES34.SA,A1ES34,bdr,AES CORP,DRN,BRA1ESBDR007,2024-01-02,95.94,2961.430512820513,39,7,197,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BSTI39.SA,BSTI39,bdr,BKR STIP,DRE,BRBSTIBDR002,2024-01-02,48.1,2765.068181818182,22,1,50,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BTFL39.SA,BTFL39,bdr,BKR FLOT RTE,DRE,BRBTFLBDR003,2024-01-02,49.3,2603.3987500000003,16,1,25,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,P2AX34.SA,P2AX34,bdr,PATRIA INVST,DRN,BRP2AXBDR006,2024-01-02,36.69,2598.62,3,1,30,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
