decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2024-01-02,IRDM11.SA,IRDM11,fii,FII IRIDIUM,CI,BRIRDMCTF004,2024-01-02,82.09,5310782.988333333,60,8554,77276,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VISC11.SA,VISC11,fii,FII VINCI SC,CI  ER,BRVISCCTF005,2024-01-02,122.65,4851457.5709999995,60,13947,59235,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,HSRE11.SA,HSRE11,fii,FII HSIRENDA,CI  ER,BRHSRECTF001,2024-01-02,106.0,4635861.861875,48,23,146,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VGIR11.SA,VGIR11,fii,FII VALREIII,CI,BRVGIRCTF008,2024-01-02,9.83,4374884.456333334,60,14248,368677,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PVBI11.SA,PVBI11,fii,FII VBI PRI,CI  ER,BRPVBICTF003,2024-01-02,103.14,4309553.171166667,60,8007,33607,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,LVBI11.SA,LVBI11,fii,FII VBI LOG,CI  ER,BRLVBICTF002,2024-01-02,117.46,4067060.04,60,10259,32642,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RZAK11.SA,RZAK11,fii,FII RIZA AKN,CI,BRRZAKCTF008,2024-01-02,89.0,4024431.2153333337,60,5235,22648,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,HGRU11.SA,HGRU11,fii,FII CSHG URB,CI  ER,BRHGRUCTF002,2024-01-02,139.4,3922063.2795,60,4353,23867,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VGIA11.SA,VGIA11,fii,FIAGRO VGIA,CI,BRVGIACTF004,2024-01-02,8.94,3901442.9113333332,60,15461,376713,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,LASC11.SA,LASC11,fii,FII LEGATUS,CI  ER,BRLASCCTF003,2024-01-02,105.5,3887592.7959322035,59,68,266,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,KNRI11.SA,KNRI11,fii,FII KINEA,CI  ER,BRKNRICTF007,2024-01-02,165.15,3879742.3478333335,60,4224,20930,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,HGBS11.SA,HGBS11,fii,FII HEDGEBS,CI  ER,BRHGBSCTF000,2024-01-02,225.4,3836015.8558333335,60,10235,26461,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MCCI11.SA,MCCI11,fii,FII MAUA,CI,BRMCCICTF008,2024-01-02,95.21,3653500.2191666667,60,5487,30104,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,HGCR11.SA,HGCR11,fii,FII CSHG CRI,CI  ER,BRHGCRCTF000,2024-01-02,104.8,3482141.7308333335,60,5237,37526,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,KNCA11.SA,KNCA11,fii,FIAGRO KINEA,CI  ER,BRKNCACTF006,2024-01-02,104.91,3308643.884666667,60,2360,32019,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VGHF11.SA,VGHF11,fii,FII VALOR HE,CI  ER,BRVGHFCTF005,2024-01-02,9.44,3268238.541833333,60,18023,504629,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RBRR11.SA,RBRR11,fii,FII RBRHGRAD,CI,BRRBRRCTF008,2024-01-02,90.01,3174347.047666667,60,5011,29873,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RBRF11.SA,RBRF11,fii,FII RBRALPHA,CI,BRRBRFCTF003,2024-01-02,81.19,3150736.316166667,60,6330,26699,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BRCO11.SA,BRCO11,fii,FII BRESCO,CI  ER,BRBRCOCTF007,2024-01-02,121.82,3079642.9050000003,60,4425,35147,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,KNSC11.SA,KNSC11,fii,FII KINEA SC,CI  ER,BRKNSCCTF008,2024-01-02,9.09,2951833.4093333334,60,17058,393483,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,URPR11.SA,URPR11,fii,FII URCA REN,CI  ER,BRURPRCTF002,2024-01-02,86.14,2899401.3505,60,2800,29896,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RECR11.SA,RECR11,fii,FII REC RECE,CI,BRRECRCTF004,2024-01-02,88.06,2854746.6383333337,60,2715,26572,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BCFF11.SA,BCFF11,fii,FII BC FFII,CI,BRBCFFCTF000,2024-01-02,9.46,2828572.0885,60,17872,421869,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CPSH11.SA,CPSH11,fii,FII CPSH,CI  ER,BRCPSHCTF017,2024-01-02,110.29,2796461.295423729,59,97,441,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RURA11.SA,RURA11,fii,FIAGRO RURA,CI  ER,BRRURACTF004,2024-01-02,10.84,2632487.0828333334,60,2664,122184,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
