decision_year,decision_date,holding_end_exclusive,gross_return,estimated_cost_brl,estimated_cost_rate,net_return,opening_wealth_brl,closing_wealth_brl,turnover,weights_at_decision,known_snapshot_count,factor,target_equity_weight,mvo_eligible_net_return,cdi_net_return
2018,2018-01-02,2019-01-02,0.059088123862239605,1663.0907264626053,0.0016630907264626052,0.057425033135777,1000000.0,1057425.033135777,0.4500000003348395,BPAC3.SA:12.00% | BRSR3.SA:12.00% | BRSR6.SA:8.35% | QUAL3.SA:12.00% | SANB4.SA:10.65% | TITULO_CDI:45.00%,201,value_quality,0.5499999996651606,0.05321950080085233,0.06367037319283275
2019,2019-01-02,2020-01-02,0.1369766251496598,1549.8471581487752,0.0014656804119273857,0.13551094473773242,1057425.033135777,1200717.6983653344,0.503450329886181,BBAS3.SA:2.94% | BRSR6.SA:12.00% | IRBR3.SA:12.00% | ITSA3.SA:12.00% | PSSA3.SA:4.06% | SANB4.SA:12.00% | TITULO_CDI:45.00%,211,value_quality,0.5500000004919278,0.1473256021760252,0.05915681006147966
2020,2020-01-02,2021-01-04,-0.08812145192505916,2238.735521680056,0.0018644978122067215,-0.08998594973726588,1200717.6983653344,1092669.9759115858,0.912555753658975,ABCB4.SA:2.93% | BBDC3.SA:2.64% | BBSE3.SA:12.00% | BPAC3.SA:12.00% | IRBR3.SA:12.00% | QUAL3.SA:12.00% | SANB3.SA:1.44% | TITULO_CDI:45.00%,225,value_quality,0.5499999999619882,-0.09133978232781242,0.027325854367195035
2021,2021-01-04,2022-01-03,0.1926430578100211,1064.5171812489034,0.0009742348602200813,0.19166882294980103,1092669.9759115858,1302100.7440671471,0.5873384644214321,BPAC3.SA:12.00% | BSLI3.SA:12.00% | QUAL3.SA:1.19% | SANB4.SA:12.00% | TITULO_CDI:62.81%,239,value_quality,0.3718916046003825,0.1727513599044067,0.04379550070628868
2022,2022-01-03,2023-01-02,0.08245535882072619,525.3695545296559,0.0004034784227898141,0.08205188039793637,1302100.7440671471,1408940.5585854088,0.30866901194489493,BPAC3.SA:12.00% | BSLI3.SA:12.00% | TITULO_CDI:76.00%,271,value_quality,0.24000000064321256,0.08193824292089186,0.12294915546054419
2023,2023-01-02,2024-01-02,0.27778305680998483,2585.1875754597327,0.0018348450257229362,0.2759482117842619,1408940.5585854088,1797735.1862373713,0.9599997138646869,ABCB4.SA:12.00% | BBAS3.SA:12.00% | BBSE3.SA:12.00% | ITUB4.SA:12.00% | TITULO_CDI:52.00%,312,value_quality,0.4799998617116178,0.2924066831543475,0.129326575852571
2024,2024-01-02,2025-01-02,0.013831354808655494,2538.153307085754,0.001411861617059443,0.012419493191596052,1797735.1862373713,1820062.1461431389,0.8599999924276208,BBAS3.SA:12.00% | BEES3.SA:12.00% | BPAC3.SA:7.00% | BRSR6.SA:12.00% | CXSE3.SA:12.00% | TITULO_CDI:45.00%,319,value_quality,0.549999999978463,0.011583300731029299,0.04189391442617829
