decision_year,decision_date,ticker,previous_weight,new_weight,reason,decision_action,factor,selected_configuration
2015,2015-01-02,BBSE3.SA,0.0,0.1099999987570072,entered_after_point_in_time_screen,entered,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,CESP6.SA,0.1218415828228734,8.240662800687017e-09,removed_by_constrained_allocator,exited,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,CIEL3.SA,0.1277576634936794,0.1099999971199235,rebalanced_after_point_in_time_review,reduced,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,ITUB3.SA,2.0162583433471912e-10,0.0692040759410716,entered_after_point_in_time_screen,entered,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,ITUB4.SA,1.9572246525496655e-10,0.0407958750601281,entered_after_point_in_time_screen,entered,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,MDIA3.SA,0.0926630693001762,0.0,removed_by_constrained_allocator,exited,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,PSSA3.SA,0.1127966791153318,2.096066411181428e-09,removed_by_constrained_allocator,exited,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,UGPA3.SA,0.0957617734566409,0.0,removed_by_constrained_allocator,exited,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,VLID3.SA,0.0,0.1099999986762079,entered_after_point_in_time_screen,entered,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,WEGE3.SA,1.040886564071384e-09,0.1099999981753918,entered_after_point_in_time_screen,entered,low_volatility,eq55_n8_low_volatility
2015,2015-01-02,TITULO_CDI,0.4491791325691294,0.4500000001313957,defensive_residual_adjustment,increased,low_volatility,eq55_n8_low_volatility
2016,2016-01-04,ABEV3.SA,7.911535344396427e-12,0.1373994501082111,entered_after_point_in_time_screen,entered,value_quality,eq75_n5_value_quality
2016,2016-01-04,BBSE3.SA,0.2174717418383313,0.0,removed_by_constrained_allocator,exited,value_quality,eq75_n5_value_quality
2016,2016-01-04,BRSR6.SA,0.0028668015069326,0.0,removed_or_blocked_by_eligibility,exited,value_quality,eq75_n5_value_quality
2016,2016-01-04,CIEL3.SA,0.0792733343422032,5.152895370758105e-13,removed_by_constrained_allocator,exited,value_quality,eq75_n5_value_quality
2016,2016-01-04,CMIG4.SA,0.0435951137329234,8.664250328384742e-12,removed_by_constrained_allocator,exited,value_quality,eq75_n5_value_quality
2016,2016-01-04,ENBR3.SA,0.0,0.2399999977712374,entered_after_point_in_time_screen,entered,value_quality,eq75_n5_value_quality
2016,2016-01-04,ITUB3.SA,0.0824639695499838,3.003982433594758e-12,removed_by_constrained_allocator,exited,value_quality,eq75_n5_value_quality
2016,2016-01-04,SANB3.SA,0.0,0.2399999996398827,entered_after_point_in_time_screen,entered,value_quality,eq75_n5_value_quality
2016,2016-01-04,SANB4.SA,0.0,0.1326005516483127,entered_after_point_in_time_screen,entered,value_quality,eq75_n5_value_quality
2016,2016-01-04,VLID3.SA,0.099398030215914,0.0,removed_or_blocked_by_eligibility,exited,value_quality,eq75_n5_value_quality
2016,2016-01-04,WEGE3.SA,0.172398148887692,1.3917621187330124e-11,removed_by_constrained_allocator,exited,value_quality,eq75_n5_value_quality
2016,2016-01-04,TITULO_CDI,0.3025328548521556,0.2500000006277646,defensive_residual_adjustment,reduced,value_quality,eq75_n5_value_quality
2017,2017-01-02,ABEV3.SA,0.0896068142219142,1.5707368475991226e-12,removed_by_constrained_allocator,exited,value_quality,eq75_n5_value_quality
2017,2017-01-02,BRSR6.SA,0.0,0.0163442145137853,entered_after_point_in_time_screen,entered,value_quality,eq75_n5_value_quality
2017,2017-01-02,CVCB3.SA,0.0,0.0136557790136514,entered_after_point_in_time_screen,entered,value_quality,eq75_n5_value_quality
2017,2017-01-02,ENBR3.SA,0.19017480499419,0.0,removed_or_blocked_by_eligibility,exited,value_quality,eq75_n5_value_quality
2017,2017-01-02,FLRY3.SA,0.0,0.2399999980576597,entered_after_point_in_time_screen,entered,value_quality,eq75_n5_value_quality
2017,2017-01-02,SANB3.SA,0.3960073111478284,0.2399999992458269,rebalanced_after_point_in_time_review,reduced,value_quality,eq75_n5_value_quality
2017,2017-01-02,SANB4.SA,0.136220050187821,2.0180347631176983e-10,removed_by_constrained_allocator,exited,value_quality,eq75_n5_value_quality
2017,2017-01-02,SAPR4.SA,0.0,0.2399999999477219,entered_after_point_in_time_screen,entered,value_quality,eq75_n5_value_quality
2017,2017-01-02,TITULO_CDI,0.18799101927133,0.2500000000471053,defensive_residual_adjustment,increased,value_quality,eq75_n5_value_quality
2018,2018-01-02,BPAC3.SA,0.0,0.2206827615302376,entered_after_point_in_time_screen,entered,value_quality,eq95_n5_value_quality
2018,2018-01-02,BRSR3.SA,0.0,0.2114081195641382,entered_after_point_in_time_screen,entered,value_quality,eq95_n5_value_quality
2018,2018-01-02,BRSR6.SA,0.0677074380583203,3.2774503479762756e-10,removed_by_constrained_allocator,exited,value_quality,eq95_n5_value_quality
2018,2018-01-02,CVCB3.SA,0.1906787609854252,0.0,removed_or_blocked_by_eligibility,exited,value_quality,eq95_n5_value_quality
2018,2018-01-02,FLRY3.SA,0.3094768378013852,5.922988289973453e-10,removed_by_constrained_allocator,exited,value_quality,eq95_n5_value_quality
2018,2018-01-02,GRND3.SA,1.245015596292643e-11,0.2056492467989989,entered_after_point_in_time_screen,entered,value_quality,eq95_n5_value_quality
2018,2018-01-02,PNVL3.SA,0.004233146438531,0.0,removed_or_blocked_by_eligibility,exited,value_quality,eq95_n5_value_quality
2018,2018-01-02,QUAL3.SA,3.953847022620009e-11,0.0731926034193682,entered_after_point_in_time_screen,entered,value_quality,eq95_n5_value_quality
2018,2018-01-02,SANB3.SA,0.1844479243229897,1.0867866843704428e-10,removed_by_constrained_allocator,exited,value_quality,eq95_n5_value_quality
2018,2018-01-02,SAPR3.SA,0.0,0.2347678544580279,entered_after_point_in_time_screen,entered,value_quality,eq95_n5_value_quality
2018,2018-01-02,SAPR4.SA,0.2042927101512366,1.2064822510308107e-10,removed_by_constrained_allocator,exited,value_quality,eq95_n5_value_quality
2018,2018-01-02,SEER3.SA,0.0,0.0042994068268812,entered_after_point_in_time_screen,entered,value_quality,eq95_n5_value_quality
2018,2018-01-02,TITULO_CDI,0.0391631812550256,0.0500000000783623,defensive_residual_adjustment,increased,value_quality,eq95_n5_value_quality
2019,2019-01-02,BRSR6.SA,0.1639687798384365,0.25,rebalanced_after_point_in_time_review,increased,triple_factor,eq95_n5_triple_factor
2019,2019-01-02,CMIG3.SA,0.0,0.084137628834834,entered_after_point_in_time_screen,entered,triple_factor,eq95_n5_triple_factor
2019,2019-01-02,CSNA3.SA,0.0,0.25,entered_after_point_in_time_screen,entered,triple_factor,eq95_n5_triple_factor
2019,2019-01-02,CVCB3.SA,0.163688029499458,0.0,removed_by_constrained_allocator,exited,triple_factor,eq95_n5_triple_factor
2019,2019-01-02,IRBR3.SA,0.0,0.1158623711651657,entered_after_point_in_time_screen,entered,triple_factor,eq95_n5_triple_factor
2019,2019-01-02,ITSA3.SA,0.210915124918861,0.0,removed_or_blocked_by_eligibility,exited,triple_factor,eq95_n5_triple_factor
2019,2019-01-02,MGLU3.SA,0.3633631682146733,0.25,rebalanced_after_point_in_time_review,reduced,triple_factor,eq95_n5_triple_factor
2019,2019-01-02,SAPR4.SA,0.064304411116265,0.0,removed_or_blocked_by_eligibility,exited,triple_factor,eq95_n5_triple_factor
2019,2019-01-02,TITULO_CDI,0.033760486412306,0.0500000000000001,defensive_residual_adjustment,increased,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,AZUL4.SA,0.0,0.25,entered_after_point_in_time_screen,entered,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,BBSE3.SA,0.0,0.2476146367647337,entered_after_point_in_time_screen,entered,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,BRSR6.SA,0.1682883825855129,0.0,removed_by_constrained_allocator,exited,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,CMIG3.SA,0.0591989217676095,0.0960116733048385,rebalanced_after_point_in_time_review,increased,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,CSNA3.SA,0.27654890810375,0.0,removed_by_constrained_allocator,exited,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,EQTL3.SA,0.0,0.1063736899304276,entered_after_point_in_time_screen,entered,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,IRBR3.SA,0.1131114136514261,0.0,removed_by_constrained_allocator,exited,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,MGLU3.SA,0.3471594130546527,0.0,removed_by_constrained_allocator,exited,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,MRFG3.SA,0.0,0.25,entered_after_point_in_time_screen,entered,triple_factor,eq95_n5_triple_factor
2020,2020-01-02,TITULO_CDI,0.0356929608370485,0.05,defensive_residual_adjustment,increased,triple_factor,eq95_n5_triple_factor
2021,2021-01-04,AZUL4.SA,0.1666725031605324,0.0,removed_or_blocked_by_eligibility,exited,triple_factor,eq95_n5_triple_factor
2021,2021-01-04,BBSE3.SA,0.2128513314885082,0.25,rebalanced_after_point_in_time_review,increased,triple_factor,eq95_n5_triple_factor
2021,2021-01-04,CMIG3.SA,0.1064925675275703,0.0,removed_by_constrained_allocator,exited,triple_factor,eq95_n5_triple_factor
2021,2021-01-04,CSMG3.SA,0.0,0.0718656148655316,entered_after_point_in_time_screen,entered,triple_factor,eq95_n5_triple_factor
2021,2021-01-04,EQTL3.SA,0.1039460666445488,0.1281343851344682,rebalanced_after_point_in_time_review,increased,triple_factor,eq95_n5_triple_factor
2021,2021-01-04,MRFG3.SA,0.359652056502278,0.25,rebalanced_after_point_in_time_review,reduced,triple_factor,eq95_n5_triple_factor
2021,2021-01-04,TASA4.SA,0.0,0.25,entered_after_point_in_time_screen,entered,triple_factor,eq95_n5_triple_factor
2021,2021-01-04,TITULO_CDI,0.0503854746765621,0.0500000000000001,defensive_residual_adjustment,reduced,triple_factor,eq95_n5_triple_factor
2022,2022-01-03,BBSE3.SA,0.1236853740110979,0.0,removed_by_constrained_allocator,exited,triple_factor,eq75_n5_triple_factor
2022,2022-01-03,CSMG3.SA,0.0277949489170662,0.0,removed_by_constrained_allocator,exited,triple_factor,eq75_n5_triple_factor
2022,2022-01-03,EQTL3.SA,0.0610839719313881,0.0,removed_by_constrained_allocator,exited,triple_factor,eq75_n5_triple_factor
2022,2022-01-03,FHER3.SA,0.0,0.24,entered_after_point_in_time_screen,entered,triple_factor,eq75_n5_triple_factor
2022,2022-01-03,GOAU4.SA,0.0,0.2023246168653002,entered_after_point_in_time_screen,entered,triple_factor,eq75_n5_triple_factor
2022,2022-01-03,MRFG3.SA,0.2799172839495902,0.0,removed_by_constrained_allocator,exited,triple_factor,eq75_n5_triple_factor
2022,2022-01-03,TASA4.SA,0.2912422931483116,0.0691513802961797,rebalanced_after_point_in_time_review,reduced,triple_factor,eq75_n5_triple_factor
2022,2022-01-03,UNIP6.SA,0.0,0.1508479047238212,entered_after_point_in_time_screen,entered,triple_factor,eq75_n5_triple_factor
2022,2022-01-03,USIM5.SA,0.0,0.0876760981146987,entered_after_point_in_time_screen,entered,triple_factor,eq75_n5_triple_factor
2022,2022-01-03,TITULO_CDI,0.2162761280425458,0.25,defensive_residual_adjustment,increased,triple_factor,eq75_n5_triple_factor
2023,2023-01-02,BRAP4.SA,0.0,0.057447091025944,entered_after_point_in_time_screen,entered,triple_factor,eq55_n5_triple_factor
2023,2023-01-02,CURY3.SA,0.0,0.0352723243784418,entered_after_point_in_time_screen,entered,triple_factor,eq55_n5_triple_factor
2023,2023-01-02,FHER3.SA,0.1626774763850913,0.0,removed_or_blocked_by_eligibility,exited,triple_factor,eq55_n5_triple_factor
2023,2023-01-02,GOAU4.SA,0.1808118762857287,0.0,removed_by_constrained_allocator,exited,triple_factor,eq55_n5_triple_factor
2023,2023-01-02,KEPL3.SA,0.0,0.1365488652351884,entered_after_point_in_time_screen,entered,triple_factor,eq55_n5_triple_factor
2023,2023-01-02,TASA4.SA,0.0280415394090199,0.0,removed_by_constrained_allocator,exited,triple_factor,eq55_n5_triple_factor
2023,2023-01-02,UNIP6.SA,0.1158929200308024,0.1447317193604257,rebalanced_after_point_in_time_review,increased,triple_factor,eq55_n5_triple_factor
2023,2023-01-02,USIM5.SA,0.0308958456654176,0.0,removed_by_constrained_allocator,exited,triple_factor,eq55_n5_triple_factor
2023,2023-01-02,VIVA3.SA,0.0,0.176,entered_after_point_in_time_screen,entered,triple_factor,eq55_n5_triple_factor
2023,2023-01-02,TITULO_CDI,0.4816803422239399,0.4499999999999999,defensive_residual_adjustment,reduced,triple_factor,eq55_n5_triple_factor
2024,2024-01-02,BBSE3.SA,0.0,0.0729748652879293,entered_after_point_in_time_screen,entered,triple_factor,eq55_n5_triple_factor
2024,2024-01-02,BRAP4.SA,0.0457502368293431,0.0,removed_by_constrained_allocator,exited,triple_factor,eq55_n5_triple_factor
2024,2024-01-02,CMIN3.SA,0.0,0.0847470068483974,entered_after_point_in_time_screen,entered,triple_factor,eq55_n5_triple_factor
2024,2024-01-02,CURY3.SA,0.0473177196875537,0.176,rebalanced_after_point_in_time_review,increased,triple_factor,eq55_n5_triple_factor
2024,2024-01-02,KEPL3.SA,0.1368506275624227,0.0,removed_by_constrained_allocator,exited,triple_factor,eq55_n5_triple_factor
2024,2024-01-02,PLPL3.SA,0.0,0.0402781278636731,entered_after_point_in_time_screen,entered,triple_factor,eq55_n5_triple_factor
