decision_year,decision_date,ticker,weight,previous_weight,decision_action,factor,value_quality_score,factor_signal_at_decision,trailing_12m_return_at_decision,trailing_12m_volatility_at_decision,eligible_at_decision,fundamental_status,decision_rationale,realised_next_year_return,selected_configuration
2015,2015-01-02,BBSE3.SA,0.1099999987570072,0.0,entered,low_volatility,0.4809523809523809,0.7529411764705882,0.3704341338937569,0.2718010003710978,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.1528914281246811,eq55_n8_low_volatility
2015,2015-01-02,CIEL3.SA,0.1099999971199235,0.1277576634936794,reduced,low_volatility,0.5047619047619047,0.8235294117647058,0.2931603954545538,0.266834303943103,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,-0.1340789781807104,eq55_n8_low_volatility
2015,2015-01-02,ITUB3.SA,0.0692040759410716,2.0162583433471912e-10,entered,low_volatility,0.5976190476190476,0.1529411764705881,0.264351677344097,0.3449697103503039,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.0794242256634185,eq55_n8_low_volatility
2015,2015-01-02,ITUB4.SA,0.0407958750601281,1.9572246525496655e-10,entered,low_volatility,0.5642857142857143,0.2235294117647059,0.2616405736022114,0.3375381686842137,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.1003699246527715,eq55_n8_low_volatility
2015,2015-01-02,VLID3.SA,0.1099999986762079,0.0,entered,low_volatility,0.2476190476190476,0.7176470588235293,0.3593592851326632,0.2785980287755247,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.03056157762985,eq55_n8_low_volatility
2015,2015-01-02,WEGE3.SA,0.1099999981753918,1.040886564071384e-09,entered,low_volatility,0.4119047619047619,1.0,0.3028983547141632,0.205455360335883,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.0064211187692786,eq55_n8_low_volatility
2015,2015-01-02,TITULO_CDI,0.4500000001313957,0.4491791325691294,increased,low_volatility,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.1313058205754336,eq55_n8_low_volatility
2016,2016-01-04,ABEV3.SA,0.1373994501082111,7.911535344396427e-12,entered,value_quality,0.5978835978835979,,0.2380804567655627,0.2245009969857083,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.0123291254266646,eq75_n5_value_quality
2016,2016-01-04,ENBR3.SA,0.2399999977712374,0.0,entered,value_quality,0.3174603174603175,,0.3860096321721147,0.3623327730666904,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.2000461456651499,eq75_n5_value_quality
2016,2016-01-04,SANB3.SA,0.2399999996398827,0.0,entered,value_quality,0.5423280423280423,,0.3856748987100484,0.5418783534582144,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,1.4988959169042473,eq75_n5_value_quality
2016,2016-01-04,SANB4.SA,0.1326005516483127,0.0,entered,value_quality,0.5740740740740741,,0.265852048124227,0.4715510841929282,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.5557933455744537,eq75_n5_value_quality
2016,2016-01-04,TITULO_CDI,0.2500000006277646,0.3025328548521556,reduced,value_quality,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.1388153105977607,eq75_n5_value_quality
2017,2017-01-02,BRSR6.SA,0.0163442145137853,0.0,entered,value_quality,0.5584415584415584,,1.0065182043788097,0.4973355155680103,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.4618894935332827,eq75_n5_value_quality
2017,2017-01-02,CVCB3.SA,0.0136557790136514,0.0,entered,value_quality,0.5800865800865801,,0.9884899269345973,0.3939746777345828,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,1.1314626857628194,eq75_n5_value_quality
2017,2017-01-02,FLRY3.SA,0.2399999980576597,0.0,entered,value_quality,0.2987012987012987,,1.543807444914845,0.3120530219946915,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.7364341211801695,eq75_n5_value_quality
2017,2017-01-02,SANB3.SA,0.2399999992458269,0.3960073111478284,reduced,value_quality,0.5606060606060607,,1.416799796928232,0.5008072091958491,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,0.0349132155310887,eq75_n5_value_quality
2017,2017-01-02,SAPR4.SA,0.2399999999477219,0.0,entered,value_quality,0.5194805194805194,,2.6541896281313977,0.44574248730881,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.1462597170256676,eq75_n5_value_quality
2017,2017-01-02,TITULO_CDI,0.2500000000471053,0.18799101927133,increased,value_quality,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.0986974771637441,eq75_n5_value_quality
2018,2018-01-02,BPAC3.SA,0.2206827615302376,0.0,entered,value_quality,0.638655462184874,,0.985044258371122,1.1546842957431744,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.0105371539098103,eq95_n5_value_quality
2018,2018-01-02,BRSR3.SA,0.2114081195641382,0.0,entered,value_quality,0.5063025210084033,,1.3671076495385477,1.483533528119916,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.0472171282615619,eq95_n5_value_quality
2018,2018-01-02,GRND3.SA,0.2056492467989989,1.245015596292643e-11,entered,value_quality,0.5294117647058824,,0.750184764153272,0.2866105412765529,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.1101303600796569,eq95_n5_value_quality
2018,2018-01-02,QUAL3.SA,0.0731926034193682,3.953847022620009e-11,entered,value_quality,0.4705882352941176,,0.7670541005549114,0.3375547143336051,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.5656776678528133,eq95_n5_value_quality
2018,2018-01-02,SAPR3.SA,0.2347678544580279,0.0,entered,value_quality,0.6176470588235293,,1.2192018352961105,1.11069206808815,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.3027797499935709,eq95_n5_value_quality
2018,2018-01-02,SEER3.SA,0.0042994068268812,0.0,entered,value_quality,0.4747899159663866,,0.7945286672897387,0.3673746813709933,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.4948570335299797,eq95_n5_value_quality
2018,2018-01-02,TITULO_CDI,0.0500000000783623,0.0391631812550256,increased,value_quality,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.0636703731928327,eq95_n5_value_quality
2019,2019-01-02,BRSR6.SA,0.25,0.1639687798384365,increased,triple_factor,0.9791666666666666,,0.636752128953179,0.3842352123950092,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,-0.0012384386746349,eq95_n5_triple_factor
2019,2019-01-02,CMIG3.SA,0.084137628834834,0.0,entered,triple_factor,0.9166666666666666,,1.4702605745136212,0.3987828346422646,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.043929619221112,eq95_n5_triple_factor
2019,2019-01-02,CSNA3.SA,0.25,0.0,entered,triple_factor,0.9583333333333334,,0.1929826063018653,0.4964823362108373,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.6412684880382429,eq95_n5_triple_factor
2019,2019-01-02,IRBR3.SA,0.1158623711651657,0.0,entered,triple_factor,0.9375,,1.669867085608196,0.2736688449921549,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.4484773541977358,eq95_n5_triple_factor
2019,2019-01-02,MGLU3.SA,0.25,0.3633631682146733,reduced,triple_factor,1.0,,1.72938503375565,0.4800566975455465,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,1.0603292519914582,eq95_n5_triple_factor
2019,2019-01-02,TITULO_CDI,0.0500000000000001,0.033760486412306,increased,triple_factor,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.0591568100614803,eq95_n5_triple_factor
2020,2020-01-02,AZUL4.SA,0.25,0.0,entered,triple_factor,1.0,,0.779212089480126,0.3626425670159646,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.3203320091432496,eq95_n5_triple_factor
2020,2020-01-02,BBSE3.SA,0.2476146367647337,0.0,entered,triple_factor,0.9701492537313432,,0.5089985789291356,0.2312502156402461,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.1236594123038186,eq95_n5_triple_factor
2020,2020-01-02,CMIG3.SA,0.0960116733048385,0.0591989217676095,increased,triple_factor,0.9402985074626866,,0.1422846276184419,0.3034544237736461,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,0.1307539857172772,eq95_n5_triple_factor
2020,2020-01-02,EQTL3.SA,0.1063736899304276,0.0,entered,triple_factor,0.9552238805970148,,0.6351040129285948,0.2248096281619417,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.0037996187067993,eq95_n5_triple_factor
2020,2020-01-02,MRFG3.SA,0.25,0.0,entered,triple_factor,0.9850746268656716,,0.9219170495893172,0.4152600354115006,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.4666125846502873,eq95_n5_triple_factor
2020,2020-01-02,TITULO_CDI,0.05,0.0356929608370485,increased,triple_factor,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.0273258543671959,eq95_n5_triple_factor
2021,2021-01-04,BBSE3.SA,0.25,0.2128513314885082,increased,triple_factor,0.9722222222222222,,-0.1153002726100652,0.4053140801396465,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,-0.2643846312386368,eq95_n5_triple_factor
2021,2021-01-04,CSMG3.SA,0.0718656148655316,0.0,entered,triple_factor,0.9444444444444444,,-0.0964582577590348,0.5611455884448024,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.16998516048705,eq95_n5_triple_factor
2021,2021-01-04,EQTL3.SA,0.1281343851344682,0.1039460666445488,increased,triple_factor,0.9583333333333334,,0.0510982623697116,0.4370735771376129,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,0.0230637629204357,eq95_n5_triple_factor
2021,2021-01-04,MRFG3.SA,0.25,0.359652056502278,reduced,triple_factor,0.9861111111111112,,0.5553521207054708,0.7000382265547518,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,0.5859015742547142,eq95_n5_triple_factor
2021,2021-01-04,TASA4.SA,0.25,0.0,entered,triple_factor,1.0,,1.7927927969482984,0.8780533100750928,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.5848327326413045,eq95_n5_triple_factor
2021,2021-01-04,TITULO_CDI,0.0500000000000001,0.0503854746765621,reduced,triple_factor,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.0437955007062884,eq95_n5_triple_factor
2022,2022-01-03,FHER3.SA,0.24,0.0,entered,triple_factor,1.0,,5.164429772367859,1.212738417992174,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.0303199901387591,eq75_n5_triple_factor
2022,2022-01-03,GOAU4.SA,0.2023246168653002,0.0,entered,triple_factor,0.9888888888888888,,0.2592453517249979,0.3509649013240201,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.2784698306709192,eq75_n5_triple_factor
2022,2022-01-03,TASA4.SA,0.0691513802961797,0.2912422931483116,reduced,triple_factor,0.9555555555555556,,0.6855771142119613,0.526455395499407,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,-0.4198861207380552,eq75_n5_triple_factor
2022,2022-01-03,UNIP6.SA,0.1508479047238212,0.0,entered,triple_factor,0.9777777777777776,,1.7308719417176968,0.4778480731222317,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.099081457599401,eq75_n5_triple_factor
2022,2022-01-03,USIM5.SA,0.0876760981146987,0.0,entered,triple_factor,0.9666666666666668,,0.1529293916997705,0.4993459380360093,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.4958832464516034,eq75_n5_triple_factor
2022,2022-01-03,TITULO_CDI,0.25,0.2162761280425458,increased,triple_factor,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.1229491554605446,eq75_n5_triple_factor
2023,2023-01-02,BRAP4.SA,0.057447091025944,0.0,entered,triple_factor,0.9666666666666668,,0.3697219878351798,0.3448039945564982,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.0283219862584664,eq55_n5_triple_factor
2023,2023-01-02,CURY3.SA,0.0352723243784418,0.0,entered,triple_factor,0.9555555555555556,,0.9616563165111338,0.5192792784661208,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.6367667681989224,eq55_n5_triple_factor
2023,2023-01-02,KEPL3.SA,0.1365488652351884,0.0,entered,triple_factor,0.9777777777777776,,0.7898527324392997,0.4169418207518215,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.2228009555158898,eq55_n5_triple_factor
2023,2023-01-02,UNIP6.SA,0.1447317193604257,0.1158929200308024,increased,triple_factor,0.9888888888888888,,0.1221422364361142,0.3241216496368609,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,-0.061774444934329,eq55_n5_triple_factor
2023,2023-01-02,VIVA3.SA,0.176,0.0,entered,triple_factor,1.0,,-0.0918148142554139,0.4405354088991585,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.6794996373150517,eq55_n5_triple_factor
2023,2023-01-02,TITULO_CDI,0.4499999999999999,0.4816803422239399,reduced,triple_factor,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.1293265758525708,eq55_n5_triple_factor
2024,2024-01-02,BBSE3.SA,0.0729748652879293,0.0,entered,triple_factor,0.9666666666666668,,0.1109188623581018,0.1994368726120336,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.1510146810069668,eq55_n5_triple_factor
2024,2024-01-02,CMIN3.SA,0.0847470068483974,0.0,entered,triple_factor,0.9777777777777776,,1.2280729173227516,0.3618503305862375,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.2675108847429137,eq55_n5_triple_factor
2024,2024-01-02,CURY3.SA,0.176,0.0473177196875537,increased,triple_factor,0.9888888888888888,,0.5936584318087692,0.3769575714608009,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,0.0803318671829196,eq55_n5_triple_factor
2024,2024-01-02,PLPL3.SA,0.0402781278636731,0.0,entered,triple_factor,0.9555555555555556,,1.998460126614098,0.5305741881290769,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,-0.1588292127686714,eq55_n5_triple_factor
2024,2024-01-02,VIVA3.SA,0.176,0.2422676968997378,reduced,triple_factor,1.0,,0.6277500430266183,0.3635011872153572,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,-0.4248241960531731,eq55_n5_triple_factor
2024,2024-01-02,TITULO_CDI,0.4499999999999999,0.4165191664464605,increased,triple_factor,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.1077709035346763,eq55_n5_triple_factor
2025,2025-01-02,BBSE3.SA,0.116126147266301,0.0866091400226759,increased,triple_factor,0.9791666666666666,,0.1686005412541211,0.1535765256525788,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,0.1152569554531373,eq55_n5_triple_factor
2025,2025-01-02,CMIN3.SA,0.0342593497569395,0.0640081249653722,reduced,triple_factor,0.9583333333333334,,-0.2543416185642289,0.3852665427169379,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,0.1690908517731095,eq55_n5_triple_factor
2025,2025-01-02,CURY3.SA,0.1731729421502704,0.196055674210804,reduced,triple_factor,0.9895833333333334,,0.0675505507318721,0.3010900674386946,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,1.1277275466757857,eq55_n5_triple_factor
2025,2025-01-02,STBP3.SA,0.050441560826489,0.0,entered,triple_factor,0.96875,,0.4115364610206207,0.3787091006299043,True,eligible_on_decision_date,Entered because it passed the point-in-time screen and the constrained allocator assigned weight.,0.1750389625200206,eq55_n5_triple_factor
2025,2025-01-02,VIVA3.SA,0.176,0.1043813326793617,increased,triple_factor,1.0,,-0.4260052390284198,0.3646493950230171,True,eligible_on_decision_date,Maintained because it remained eligible under the point-in-time screen and its constrained allocation remained positive.,0.8920169423846473,eq55_n5_triple_factor
2025,2025-01-02,TITULO_CDI,0.4499999999999999,0.5140105453748142,reduced,triple_factor,,,,,True,CDI residual,"Defensive residual after equity, issuer and eligibility constraints.",0.142092534740571,eq55_n5_triple_factor
