equity_positions,distinct_sectors,unclassified_sector_positions,largest_sector_positions,decision_year,decision_date,holding_end_exclusive,gross_return,estimated_cost_brl,estimated_cost_rate,net_return,opening_wealth_brl,closing_wealth_brl,turnover,weights_at_decision,known_snapshot_count,factor,target_equity_weight,mvo_eligible_net_return,mvo_turnover,mvo_equity_gain_rate,mvo_cash_weight,equity_gain_rate,cash_weight,cdi_net_return,eligible_universe_size,priced_universe_size,risk_profile,risk_state_at_decision,equity_weight_before_risk,estimated_volatility_before_risk,estimated_volatility_after_risk,trailing_drawdown_at_decision,recent_volatility_at_decision,benchmark_IBOVESPA,benchmark_BOVA11,realised_share_for_tax,tax_rate,net_return_after_tax,mvo_realised_share_for_tax,mvo_tax_rate,mvo_net_return_after_tax,cdi_net_return_after_tax
12,8,0,2,2013,2013-01-02,2014-01-02,0.05213789400290314,288.92105805654523,0.0002889210580565451,0.0518489729448466,1000000.0,1051848.9729448466,0.6500000000000001,AMBV3.SA:4.24% | BBDC3.SA:3.82% | BISA3.SA:1.22% | BRAP4.SA:2.42% | CIEL3.SA:4.67% | CMIG4.SA:4.67% | EQTL3.SA:2.82% | EZTC3.SA:2.14% | ITSA4.SA:2.85% | KLBN4.SA:2.16% | SBSP3.SA:1.43% | VALE3.SA:2.59% | TITULO_CDI:65.00%,109,triple_factor,0.3499999999999999,-0.06310991756749043,3.557354016454995e-12,-0.062184456932928844,3.557354016454995e-12,0.0001639883104174733,0.6500000000000001,0.07995985491151636,37,109,,não aplicado,0.3499999999999999,,,,,-0.17654676258992807,-0.18002282841339912,0.09645707729120193,0.0008796916067084211,0.050969281338138175,0.6254292704847803,3.113259597924209e-14,-0.06310991756752156,0.065966880302001
12,7,0,3,2014,2014-01-02,2015-01-02,0.10816354839839204,179.40823219541537,0.0002757689002018071,0.10788777949819023,1051848.9729448466,1165330.6230033182,0.19291415458240385,BBAS3.SA:4.48% | BBDC3.SA:2.19% | CIEL3.SA:4.67% | CMIG4.SA:4.67% | CSAN3.SA:2.33% | EQTL3.SA:2.09% | ESTC3.SA:3.67% | EZTC3.SA:2.60% | ITSA4.SA:2.31% | ITUB4.SA:2.54% | RAPT4.SA:1.19% | TBLE3.SA:2.26% | TITULO_CDI:65.00%,139,triple_factor,0.3500000000000001,0.12203530104821117,1.2508585409695605,0.12348271536389266,6.055657701248575e-11,0.038451640480483495,0.6499999999999999,0.10724908910447484,41,139,,não aplicado,0.3500000000000001,,,,,-0.006634750998192329,-0.011002463231076454,0.1568394211800807,0.002817985630718217,0.105069793867472,0.8213275038557832,0.015212962557807509,0.10682233849040366,0.08848049851119175
12,8,0,2,2015,2015-01-02,2016-01-04,0.04379388883816193,194.29035848012896,0.0003059638663515655,0.043487924971810366,1165330.6230033182,1216008.4337038395,0.3136788423601614,ABEV3.SA:2.02% | BBDC4.SA:3.48% | BBSE3.SA:3.89% | CIEL3.SA:4.67% | CMIG4.SA:4.67% | EQTL3.SA:1.72% | ITSA4.SA:3.68% | ITUB4.SA:4.10% | LREN3.SA:1.33% | MRVE3.SA:1.39% | PSSA3.SA:2.86% | TOTS3.SA:1.19% | TITULO_CDI:65.00%,162,triple_factor,0.35,0.18808213166651935,1.6426550077115665,0.1896007393493746,1.6610829833765114e-10,-0.04155489453586991,0.65,0.1313058205754336,39,162,,não aplicado,0.35,,,,,-0.10640666226912932,-0.1085484010921044,0.1688563829223737,0.0025220451982887423,0.040965879773521625,0.7310282907218616,0.020790525663716454,0.1672916060028029,0.10832730197473273
12,6,0,3,2016,2016-01-04,2017-01-02,0.28175049366803884,259.03398451753634,0.00031222007482310083,0.2814382735932157,1216008.4337038395,1558239.7479602385,0.3377127658447474,ABEV3.SA:1.29% | BBAS3.SA:2.65% | BRSR6.SA:4.67% | CMIG4.SA:4.66% | ENBR3.SA:3.22% | EQTL3.SA:2.75% | ITSA4.SA:2.57% | ITUB4.SA:2.81% | LREN3.SA:2.87% | PSSA3.SA:1.00% | RADL3.SA:1.84% | SMLE3.SA:4.67% | TITULO_CDI:65.00%,175,triple_factor,0.35,0.35523738014386624,1.4620565814437232,0.2824873795443933,0.5298686494500003,0.19152054177949418,0.65,0.13881531059776075,33,175,,não aplicado,0.35,,,,,0.4291782349730666,0.41703172361765506,0.262081597969128,0.011667433190757219,0.2697708404024585,0.9999999971301236,0.055245035974260684,0.2999923441696056,0.11452263124315262
12,8,0,3,2017,2017-01-02,2018-01-02,0.1605087268164067,334.63666296510485,0.00039832952041870845,0.160110397295988,1558239.7479602385,1807730.1330885526,0.524163195938256,BBAS3.SA:1.54% | BBDC4.SA:2.27% | CMIG4.SA:4.67% | CPLE6.SA:4.28% | CSAN3.SA:1.12% | CVCB3.SA:1.93% | ELET3.SA:4.34% | ITSA4.SA:1.91% | ITUB4.SA:2.29% | SAPR4.SA:4.67% | SMLE3.SA:4.67% | SUZB5.SA:1.31% | TITULO_CDI:65.00%,183,triple_factor,0.3499999999999999,0.26818262202478416,1.999999994260247,0.26961957701813843,1.5555452581305435e-10,0.09635536665997296,0.6500000000000001,0.09869747716374411,39,183,,não aplicado,0.3499999999999999,,,,,0.28214938998808514,0.28093004210729355,0.23470998810791294,0.006027386064329237,0.15408301123165877,0.8448553303540947,0.0341684305240085,0.23401419150077565,0.08142541866008889
12,10,0,3,2018,2018-01-02,2019-01-02,0.1729581141346277,444.550907969867,0.0005406961181560526,0.17241741801647165,1807730.1330885526,2119414.2951062536,0.4694199762158259,ABEV3.SA:1.37% | BBDC3.SA:1.93% | BBSE3.SA:3.17% | BRAP4.SA:2.14% | BRSR6.SA:3.96% | CVCB3.SA:4.55% | EGIE3.SA:1.25% | GRND3.SA:1.37% | ITSA3.SA:4.67% | ITUB3.SA:2.66% | MGLU3.SA:4.67% | SAPR4.SA:3.26% | TITULO_CDI:65.00%,169,triple_factor,0.35,0.5503010643319062,1.6897106607081893,0.5522257159030635,1.188221025314688e-10,0.1315723715592863,0.65,0.06367037319283275,44,169,,não aplicado,0.35,,,,,0.12833318355137302,0.12649800523329735,0.2389818507292957,0.0064473385660428414,0.1659700794504288,0.5620857247217244,0.04655972876074615,0.5037413355711601,0.05252805788408702
12,8,0,3,2019,2019-01-02,2020-01-02,0.18742798292540286,439.43718052957195,0.00039403419937083877,0.18703394872603202,2119414.2951062536,2515816.7197063756,0.4779637014585914,BBDC3.SA:1.81% | BBSE3.SA:2.85% | BRSR6.SA:4.67% | CMIG3.SA:2.96% | CSNA3.SA:4.67% | EGIE3.SA:1.93% | IRBR3.SA:3.42% | ITSA4.SA:1.29% | ITUB4.SA:2.88% | MGLU3.SA:4.67% | SLCE3.SA:1.76% | TEND3.SA:2.09% | TITULO_CDI:65.00%,182,triple_factor,0.35,0.42807284273177926,1.1241714494434487,0.4296447904167966,3.877087055231941e-12,0.14897605638544076,0.65,0.059156810061480325,48,182,,não aplicado,0.35,,,,,0.27416164901331697,0.265415260819831,0.2644060283107953,0.00768773631337465,0.17934621241265736,0.7947831533328172,0.05122116620110374,0.37685167653067553,0.04880436830072127
12,9,0,3,2020,2020-01-02,2021-01-04,0.009721601135657343,613.9716409488215,0.0004808840628623798,0.009240717072794963,2515816.7197063756,2539064.6702201897,0.5288120566215906,AZUL4.SA:4.67% | BBSE3.SA:4.67% | BPAN4.SA:2.58% | BRAP4.SA:1.67% | CMIG3.SA:3.88% | CSAN3.SA:1.09% | EQTL3.SA:3.99% | IRBR3.SA:2.56% | LIGT3.SA:2.91% | MRFG3.SA:4.67% | POSI3.SA:1.21% | TEND3.SA:1.11% | TITULO_CDI:65.00%,235,triple_factor,0.3499999999999999,-0.17343269449237972,1.5895663066656345,-0.17161514457713067,7.396192562406299e-11,-0.008040204203020096,0.6500000000000001,0.027325854367195923,67,235,,não aplicado,0.3499999999999999,,,,,0.006181845782766704,0.0035889676976212925,0.17089678740055153,0.0005312012073924368,0.008709515865402527,0.9361734097784348,3.311130589157824e-13,-0.17343269449271084,0.022543829852936636
12,8,0,3,2021,2021-01-04,2022-01-03,0.05874072219473514,529.1863276472944,0.00033024313932927303,0.05841047905540587,2539064.6702201897,2687372.6539604072,0.34179357480110306,B3SA3.SA:1.14% | BBSE3.SA:4.67% | BEEF3.SA:2.95% | BMGB4.SA:1.93% | CMIG3.SA:1.95% | CSMG3.SA:3.61% | ELET3.SA:1.22% | EQTL3.SA:4.50% | JHSF3.SA:1.34% | MRFG3.SA:4.67% | TASA4.SA:4.67% | WEGE3.SA:2.35% | TITULO_CDI:65.00%,258,triple_factor,0.35000000000000003,0.05878540506028274,1.8723468195568695,0.034151836380677314,0.5909730268365796,0.030273646735647863,0.6499999999999999,0.04379550070628846,72,258,,não aplicado,0.35000000000000003,,,,,-0.11585890450243763,-0.1164869288519651,0.3066515680660927,0.0029201770187471734,0.055490302036658695,0.9222890443848136,0.00890204304582395,0.049883362014458796,0.03613128808268798
12,7,0,3,2022,2022-01-03,2023-01-02,0.06861334791524842,876.6871697516353,0.0005106201889132168,0.0681027277263352,2687372.6539604072,2870390.062112272,0.6133031361321853,BRAP4.SA:3.48% | CSNA3.SA:2.24% | ENAT3.SA:1.35% | FHER3.SA:4.67% | GOAU4.SA:4.67% | MRFG3.SA:0.65% | PETR4.SA:2.50% | SIMH3.SA:0.57% | TASA4.SA:4.32% | UNIP6.SA:4.67% | USIM5.SA:4.47% | VALE3.SA:1.41% | TITULO_CDI:65.00%,265,triple_factor,0.34999999999999987,-0.03151593028637403,1.8445780887696273,-0.03035021041665642,3.504470799871206e-11,-0.011303603134105611,0.6500000000000001,0.12294915546054463,89,265,,não aplicado,0.34999999999999987,,,,,0.058784472970112134,0.06024213574183901,0.2013464927309893,0.0028159246156197783,0.06528680311071543,0.9470707159071894,7.141154881536835e-13,-0.03151593028708815,0.10143305325494932
