decision_year,eq55_n5_value_quality,eq55_n5_triple_factor,eq55_n5_momentum_12m,eq55_n5_low_volatility,eq55_n8_value_quality,eq55_n8_triple_factor,eq55_n8_momentum_12m,eq55_n8_low_volatility,eq55_n12_value_quality,eq55_n12_triple_factor,eq55_n12_momentum_12m,eq55_n12_low_volatility,eq75_n5_value_quality,eq75_n5_triple_factor,eq75_n5_momentum_12m,eq75_n5_low_volatility,eq75_n8_value_quality,eq75_n8_triple_factor,eq75_n8_momentum_12m,eq75_n8_low_volatility,eq75_n12_value_quality,eq75_n12_triple_factor,eq75_n12_momentum_12m,eq75_n12_low_volatility,eq95_n5_value_quality,eq95_n5_triple_factor,eq95_n5_momentum_12m,eq95_n5_low_volatility,eq95_n8_value_quality,eq95_n8_triple_factor,eq95_n8_momentum_12m,eq95_n8_low_volatility,eq95_n12_value_quality,eq95_n12_triple_factor,eq95_n12_momentum_12m,eq95_n12_low_volatility
2015,-0.027324945764189378,-0.07884090791337099,0.0320621996795797,0.03298360995617298,-0.024211760058284612,-0.04900067895294674,0.0020344248311676746,0.020333236657528703,-0.028037765834692245,-0.0066667220931479155,-0.013181912039209051,-0.011526672534179527,-0.0656985060902917,-0.15526242197037507,-0.0027834228621047125,-0.0027807296249370878,-0.06404095012153475,-0.11457014011980941,-0.035516841616658135,-0.01986591809765713,-0.07685363275944873,-0.05684177666291581,-0.06572884922746243,-0.0645889190154517,-0.10217096296289396,-0.21063762518932294,-0.05169669990797018,-0.05334779463893292,-0.10794138403318099,-0.180140892210808,-0.07307385804575718,-0.060068671028341375,-0.13236962403462896,-0.10701803247367772,-0.11827801139266185,-0.12504222183832261
2016,0.4435947300051133,0.35147325313344663,0.45761412744019,0.3437173852417009,0.32337711317627266,0.3781965778727253,0.33201619174303265,0.3319968077549106,0.27528751511514465,0.37360933957807846,0.2913688255392967,0.2913677069031916,0.5129501888571638,0.42877015459434187,0.5431003503999245,0.33778328795112966,0.39039390181981004,0.46520955332275693,0.4021753257797031,0.4005946989146705,0.3063964937903471,0.45896714181486514,0.3467783314520516,0.3467772311879164,0.5159608837694091,0.5083769485464933,0.5381823150550855,0.370686525983144,0.4573779985729505,0.5521995213752039,0.47229638968672105,0.4524689197396014,0.3510027966634012,0.5443116045281441,0.39183834586189614,0.3994164791999219
2017,0.21488943347970144,0.2091217808595601,0.19322266915076566,0.1323652387011154,0.3195903779516337,0.1918689777245241,0.14332117027237679,0.22707675864017457,0.22662178071029834,0.19290497650502958,0.2291295477588262,0.23728903944598922,0.26648905774359466,0.24926970426109038,0.211140832694025,0.14488715088979143,0.3860716367988331,0.22577047836493616,0.1665867896180671,0.2737999162143333,0.28553584328396125,0.22718811884764484,0.27655612089427256,0.2882193500611283,0.401010578848711,0.23970901519961446,0.15674244711653337,0.13645320524500718,0.42743057262715006,0.25966929864146004,0.21908841519964614,0.3206400606520838,0.33658905903981556,0.26147571944312203,0.3240127586732846,0.3393581810619858
2018,0.05707278078058688,0.3885200231585637,0.057011228397210956,0.033603635737203354,-0.019054691124682627,0.29696430103660354,-0.0013641674217417829,0.011047370533169903,-0.035549027240741375,0.23480691270085147,-0.0597302503129357,-0.020467741064991128,0.0274454548431424,0.5066279195152457,0.04091132865746244,0.014681223888282694,-0.05795724965381166,0.38178440264809926,-0.02536061976995442,-0.023406271786522846,-0.07168610386486159,0.2970302401596043,-0.10150271731131859,-0.07269127443602964,-0.028770184099448128,0.5745120868572084,-0.03179167813040985,-0.01975405387898698,-0.08776025103725078,0.4666050023146234,-0.04951664897643867,-0.05787050155019575,-0.10311772283181783,0.35925388746420245,-0.14233112694281877,-0.13257887218449466
2019,0.15476560266130923,0.31335624446431654,0.15492556607452632,0.14705499250264306,0.11982647831393618,0.28725975142039323,0.1199097795568439,0.13342497222340463,0.11564791833133789,0.2601235409137205,0.11561181029833031,0.12271483531019155,0.18522402290134585,0.4058190530482425,0.18958176003613397,0.17931158664415064,0.1413917024020334,0.37022342885128673,0.14159517416830605,0.16150178363897547,0.14028871150806527,0.333212846608014,0.13612344634958265,0.1457519466600548,0.19693835619667208,0.4823550659480539,0.20557299943485302,0.1978878295457354,0.16276065115549812,0.4531890167142687,0.1650356154669235,0.19046271336367243,0.1653993035494326,0.40630778702907694,0.16059336713584316,0.16873516868664923
2020,0.06605777090648303,0.02382036811291422,0.008374329682362444,0.07334775573160913,0.06580713952130722,-0.002346384098431285,0.06587086131798481,0.08669751528097207,0.059062433463073646,-0.0010776984816737458,0.08364526131845496,0.07623765871848008,0.0795079758761609,0.022568996262037493,0.0029670795885427155,0.08964477508314184,0.07946037983702248,-0.013118612436766342,0.07957116592860569,0.10792939023393272,0.07036932896764556,-0.011389491545724568,0.10397247640228896,0.09363490175278431,0.08595567547452856,0.017815830332550183,0.04059950424257289,0.10017278611267952,0.09276399181223209,-0.02388452065540913,0.0931160960764198,0.1286309917140714,0.08159775550060488,-0.021695097960872992,0.12425505248576446,0.1148797897714587
2021,0.3359552204186304,0.16272055556676499,0.2595300005455398,0.23378746875879514,0.22273280831336761,0.12301024128830369,0.22253409598903262,0.218099907001465,0.1215956297429542,0.06675367909088162,0.12772455870453905,0.1148175290406138,0.3894779785654813,0.20595467440496232,0.3043141044344594,0.2559415453358962,0.28754357157068133,0.15180420477555473,0.28730219769630644,0.28282572029196035,0.1605953168087371,0.07508981396609386,0.16033909005218214,0.17458078901860433,0.45732615791826414,0.2188310215681857,0.3849023199914233,0.3072906908291532,0.35233202192492863,0.18059213067296429,0.35202433980453696,0.33945337031565564,0.230557897153426,0.08341929087552835,0.19691625740660026,0.24251969124087774
2022,-0.028576864848364504,0.048011472217365486,0.04827299985715444,0.012603808060949805,0.01896759579511477,0.04107887883130638,0.015916045127018986,0.03373020821967565,0.04805573715953866,0.04452006135663839,0.05146000261123042,0.06123070886782337,-0.0837696784741963,0.02075423637132077,0.009952063213198949,-0.02319462247788705,-0.012564880428025624,0.011305181996356693,-0.014554378130954733,0.002165728756253645,0.02328162091578177,0.015990580303738844,0.025299681791896435,0.053778392200651094,-0.09950759073299821,-0.017811896700092086,-0.032892408224760236,-0.06849436844549786,-0.04416833861728429,-0.018469653559183074,-0.04350403501455769,-0.029540607842383937,0.0050029036374853435,-0.012543737257556125,-0.0008932863990997668,0.05053796716981657
2023,0.23994756094043448,0.2193249728690961,0.23916006037651596,0.23912667196757517,0.2873246836366473,0.19054246181702816,0.2873614577092419,0.15120584703107184,0.2849831586517233,0.19838709479949024,0.2813367280720427,0.23521705768698198,0.2803439712307861,0.2519896575630277,0.2789999333586536,0.27894437261000804,0.344603823358647,0.21276795812242305,0.3446647981443533,0.15719646531978318,0.32411750608991136,0.22346754466764893,0.30891317848616484,0.2736242205321047,0.3468231053141256,0.26013284888019117,0.2967300951239863,0.2383393988208508,0.4018072042950091,0.2349739141686325,0.36647150048693233,0.17422677485899582,0.36491321087491596,0.24852915390035926,0.3340731038972192,0.3119964843982887
2024,0.0076120743925576695,-0.03080775469014295,-0.09203983644199176,-0.09706216046944179,8.883566222153477e-05,-0.020452292484598348,-0.029504704347063097,-0.03617626774140827,-0.02057231330055518,0.0006771251083579876,0.008078649371553505,0.008858130250321512,-0.028849734609476332,-0.08121457285679472,-0.1647189052899447,-0.17156034032348605,-0.0337220123356188,-0.0670874091015645,-0.07955989562524068,-0.0921895014731085,-0.054382819101842075,-0.0382661866013767,-0.031762395946434194,-0.02721055925876878,-0.0512739769975319,-0.12291436318372417,-0.16626316286784285,-0.21155150499227077,-0.05810063705052942,-0.11372624941803204,-0.1297045150917631,-0.1481506538502022,-0.07770073381339807,-0.07720924808151108,-0.07169495907157408,-0.06331193910567585
