date,decision_year,strategy,mvo,cdi,equity_sleeve,IBOVESPA,BOVA11,strategy_daily_return,cdi_daily_return,market_drawdown,market_volatility,stress_at_close,tradable_stress,risk_state,risk_multiplier,base_equity_weight,protected_equity_weight,overlay_turnover,overlay_cost_rate,protected_return,base_rebased,protected_rebased,cdi_rebased
2013-01-03,2013,100.421597,100.070628,100.026555,101.237795,101.218225,101.060874,0.004215972811488555,0.0002655545490772848,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,0.004215972811488555,1.0042159728114886,1.0042159728114886,1.0002655545490773
2013-01-04,2013,99.834732,100.594832,100.053155,99.511638,99.956835,100.081605,-0.005844011821480977,0.0002659293824525122,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,-0.005844011821480977,0.9983473227950582,0.9983473227950582,1.000531554550287
2013-01-07,2013,99.393362,99.405332,100.079724,98.201237,99.013589,99.151297,-0.004421006509037428,0.00026554884751006647,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,-0.004421006509037428,0.9939336227827011,0.9939336227827011,1.0007972445514954
2013-01-08,2013,99.162408,99.680386,100.106263,97.492084,97.726619,97.780316,-0.002323636059317513,0.00026517858902175284,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,-0.002323636059317513,0.9916240827762351,0.9916240827762351,1.0010626345527025
2013-01-09,2013,99.608766,101.269473,100.132772,98.71816,98.447642,98.335237,0.004501282381121685,0.0002648086064305222,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,0.004501282381121685,0.9960876627887317,0.9960876627887317,1.001327724553908
2013-01-10,2013,99.625678,99.845439,100.159326,98.717166,98.605915,98.726948,0.00016978425372715655,0.0002651879047150807,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,0.00016978425372715655,0.9962567827892052,0.9962567827892052,1.0015932645551155
2013-01-11,2013,99.540629,99.882128,100.185923,98.424775,98.316547,98.416841,-0.0008536855327598847,0.0002655469147228029,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,-0.0008536855327598847,0.9954062927868241,0.9954062927868241,1.0018592345563253
2013-01-14,2013,99.741386,99.878974,100.212565,98.948888,99.2502,99.151297,0.0020168347539777365,0.00026592558317783954,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,0.0020168347539777365,0.9974138627924447,0.9974138627924447,1.0021256545575368
2013-01-15,2013,99.755566,99.49457,100.239252,98.93984,98.685851,98.77591,0.00014216766548647009,0.0002663039310488724,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,0.00014216766548647009,0.9975556627928418,0.9975556627928418,1.0023925245587504
2013-01-16,2013,99.975531,100.764138,100.265946,99.518739,98.780176,98.808553,0.002205039867148928,0.00026630286506934553,,,0,0,0,1.0,0.3499999999999999,0.3499999999999999,0.0,0.0,0.002205039867148928,0.9997553127990002,0.9997553127990002,1.0026594645599645
