reference,reference_column,strategy_column,years,years_strategy_wins,win_rate,strategy_cagr,reference_cagr,annualised_excess
CDI,cdi_net_return,net_return,11,7,0.6363636363636364,0.11649860321223904,0.09609571930908412,0.020402883903154923
MVO de referência,mvo_eligible_net_return,net_return,11,8,0.7272727272727273,0.11649860321223904,0.09301385663813355,0.023484746574105486
Ibovespa,benchmark_IBOVESPA,net_return,11,4,0.36363636363636365,0.11649860321223904,0.11769711878033418,-0.0011985155680951376
BOVA11 (ETF investível),benchmark_BOVA11,net_return,11,4,0.36363636363636365,0.11649860321223904,0.11724118199980071,-0.0007425787875616763
CDI após IR,cdi_net_return_after_tax,net_return_after_tax,11,7,0.6363636363636364,0.10461125289877038,0.07937542023896715,0.025235832659803226
MVO de referência após IR,mvo_net_return_after_tax,net_return_after_tax,11,8,0.7272727272727273,0.10461125289877038,0.077459165553039,0.02715208734573138
