decision_year,decision_date,holding_end_exclusive,gross_return,estimated_cost_brl,estimated_cost_rate,net_return,opening_wealth_brl,closing_wealth_brl,turnover,weights_at_decision,known_snapshot_count,factor,target_equity_weight,mvo_eligible_net_return,cdi_net_return
2015,2015-01-02,2016-01-04,-0.004067483234986402,421.8512867315436,0.0004218512867315436,-0.004489334521717946,1000000.0,995510.665478282,0.5000000180611307,BBDC4.SA:10.00% | BBSE3.SA:10.00% | ITSA4.SA:10.00% | ITUB3.SA:10.00% | ITUB4.SA:10.00% | TITULO_CDI:50.00%,137,value_quality,0.4999999819388692,-0.016098616263316434,0.1313058205754336
2016,2016-01-04,2017-01-02,0.29611234896435756,740.0960376191214,0.0007434335595626698,0.2953689154047949,995510.665478282,1289553.571014508,0.8588954021450345,SANB3.SA:10.00% | SANB4.SA:10.00% | TITULO_CDI:80.00%,153,value_quality,0.1999999982916654,0.29450641799194316,0.13881531059776075
2017,2017-01-02,2018-01-02,0.26393497370506935,934.5863513772858,0.000724736352474318,0.263210237352595,1289553.571014508,1628977.272520123,1.200000000508644,BBAS3.SA:10.00% | BBDC3.SA:10.00% | BBDC4.SA:10.00% | BRSR6.SA:10.00% | ITUB3.SA:10.00% | QUAL3.SA:10.00% | SANB3.SA:10.00% | SANB4.SA:10.00% | TITULO_CDI:20.00%,155,value_quality,0.799999999781232,0.2641678494654876,0.09485614678200971
2018,2018-01-02,2019-01-02,0.184870770469582,2989.156104994784,0.0018349894473176933,0.1830357810222643,1628977.272520123,1927138.3998633616,0.6490874706673455,BPAC3.SA:10.00% | BRSR3.SA:10.00% | BRSR6.SA:10.00% | ITSA3.SA:10.00% | ITUB3.SA:10.00% | PSSA3.SA:10.00% | QUAL3.SA:10.00% | SANB4.SA:10.00% | TITULO_CDI:20.00%,170,value_quality,0.800000000028696,0.18803123485476655,0.06367037319283275
2019,2019-01-02,2020-01-02,0.16220180460840505,3175.120267860089,0.0016475828970483968,0.16055422171135666,1927138.3998633616,2236548.605783493,0.7441738163028868,BBAS3.SA:10.00% | BRSR6.SA:10.00% | IRBR3.SA:10.00% | ITSA3.SA:10.00% | ITUB4.SA:10.00% | PSSA3.SA:10.00% | SANB3.SA:10.00% | SANB4.SA:10.00% | TITULO_CDI:20.00%,184,value_quality,0.7999999998913128,0.16522972644285724,0.05915681006147966
2020,2020-01-02,2021-01-04,-0.11294840100702275,4214.056020514992,0.0018841781527206077,-0.11483257915974336,2236548.605783493,1979719.9609652462,1.0336043793299174,ABCB4.SA:10.00% | BBDC3.SA:10.00% | BBSE3.SA:10.00% | BPAC3.SA:10.00% | IRBR3.SA:10.00% | PSSA3.SA:2.27% | QUAL3.SA:10.00% | SANB3.SA:10.00% | SANB4.SA:7.73% | TITULO_CDI:20.00%,204,value_quality,0.7999999996579584,-0.13664185158799194,0.027325854367195035
