decision_year,decision_date,holding_end_exclusive,gross_return,estimated_cost_brl,estimated_cost_rate,net_return,opening_wealth_brl,closing_wealth_brl,turnover,weights_at_decision,known_snapshot_count,factor,target_equity_weight,mvo_eligible_net_return,cdi_net_return
2015,2015-01-02,2016-01-04,0.012443844436805351,288.5052078284956,0.0002885052078284956,0.012155339228976856,1000000.0,1012155.3392289769,0.6500000000000001,ABEV3.SA:3.40% | BBDC4.SA:2.79% | BBSE3.SA:5.51% | CMIG4.SA:8.99% | ITSA4.SA:2.97% | ITUB4.SA:3.57% | LREN3.SA:1.74% | PSSA3.SA:2.91% | RENT3.SA:1.06% | TOTS3.SA:2.06% | TITULO_CDI:65.00%,137,triple_factor,0.3499999999999999,0.1247694273143793,0.1313058205754336
2016,2016-01-04,2017-01-02,0.2634960082251483,117.718982614032,0.00011630525281199034,0.2633797029723363,1012155.3392289769,1278736.511836969,0.22705194095812134,ABEV3.SA:5.03% | BBAS3.SA:2.63% | BBSE3.SA:6.52% | BRSR6.SA:3.96% | CMIG4.SA:4.81% | EQTL3.SA:1.40% | ITSA4.SA:2.04% | ITUB4.SA:3.25% | LREN3.SA:3.81% | TOTS3.SA:1.55% | TITULO_CDI:65.00%,153,triple_factor,0.35,0.23251154737632182,0.13881531059776075
2017,2017-01-02,2018-01-02,0.1466980223599892,303.8813323492628,0.00023764186721525766,0.14646038049277393,1278736.511836969,1466020.7479106141,0.5042746582117024,ABEV3.SA:2.14% | BBDC4.SA:2.11% | BBSE3.SA:4.07% | CMIG4.SA:9.11% | CVCB3.SA:5.42% | EGIE3.SA:2.04% | ITSA4.SA:1.14% | ITUB4.SA:1.66% | RADL3.SA:2.64% | SAPR4.SA:4.66% | TITULO_CDI:65.00%,155,triple_factor,0.35000000000000003,0.18757137432856302,0.09485614678200971
2018,2018-01-02,2019-01-02,0.2145458423686475,353.81099007071816,0.00024134105235207125,0.21430450131629541,1466020.7479106141,1780195.5932109407,0.4798133517330955,ABEV3.SA:1.70% | BBDC3.SA:1.32% | BBSE3.SA:3.85% | BRSR6.SA:3.24% | CVCB3.SA:5.36% | EGIE3.SA:1.33% | ITSA3.SA:4.42% | ITUB3.SA:2.19% | MGLU3.SA:10.00% | SAPR4.SA:1.61% | TITULO_CDI:65.00%,170,triple_factor,0.35,0.23687354971954194,0.06367037319283275
2019,2019-01-02,2020-01-02,0.18203877528638857,472.80097474745935,0.0002655893411659714,0.1817731859452226,1780195.5932109407,2103787.4177945387,0.526205861541899,BBDC3.SA:1.45% | BBSE3.SA:2.96% | BRSR6.SA:6.89% | CMIG3.SA:2.58% | CSNA3.SA:5.97% | EGIE3.SA:1.83% | IRBR3.SA:3.42% | ITUB4.SA:2.52% | MGLU3.SA:6.03% | SLCE3.SA:1.35% | TITULO_CDI:65.00%,184,triple_factor,0.35,0.18170153700867622,0.05915681006147966
2020,2020-01-02,2021-01-04,0.025399507037638047,557.9806133406794,0.0002652267090396551,0.025134280328598393,2103787.4177945387,2156664.600505165,0.6048354235567948,BBSE3.SA:8.50% | BRAP4.SA:2.41% | CMIG3.SA:4.43% | CSAN3.SA:1.99% | EQTL3.SA:4.93% | IRBR3.SA:4.08% | LIGT3.SA:3.30% | MGLU3.SA:1.88% | POSI3.SA:2.34% | QUAL3.SA:1.15% | TITULO_CDI:65.00%,204,triple_factor,0.35,0.05877892923499731,0.027325854367195035
