decision_year,decision_date,holding_end_exclusive,gross_return,estimated_cost_brl,estimated_cost_rate,net_return,opening_wealth_brl,closing_wealth_brl,turnover,weights_at_decision,known_snapshot_count,factor,target_equity_weight,mvo_eligible_net_return,cdi_net_return
2015,2015-01-02,2016-01-04,-0.07259303705969478,666.0733827856927,0.0006660733827856928,-0.07325911044248047,1000000.0,926740.8895575196,0.20000000000000007,ABEV3.SA:10.00% | BBDC4.SA:8.23% | BBSE3.SA:10.00% | CMIG4.SA:10.00% | ITSA4.SA:8.79% | ITUB4.SA:10.00% | LREN3.SA:5.15% | PSSA3.SA:8.59% | RENT3.SA:3.14% | TOTS3.SA:6.10% | TITULO_CDI:20.00%,137,triple_factor,0.7999999999999999,0.0532895723980684,0.1313058205754336
2016,2016-01-04,2017-01-02,0.4443179029493667,297.8657942887214,0.0003214121634699209,0.44399649078589676,926740.8895575196,1338210.5923888586,0.5057408056870067,ABEV3.SA:10.00% | BBAS3.SA:7.25% | BBSE3.SA:10.00% | BRSR6.SA:10.00% | CMIG4.SA:10.00% | EQTL3.SA:3.86% | ITSA4.SA:5.62% | ITUB4.SA:8.97% | LREN3.SA:10.00% | TOTS3.SA:4.29% | TITULO_CDI:20.00%,153,triple_factor,0.7999999999999999,0.31599520103465584,0.13881531059776075
2017,2017-01-02,2018-01-02,0.22392292937003333,580.9565596798709,0.00043412939860444324,0.2234887999714289,1338210.5923888586,1637285.6717908995,0.8975886867442834,ABEV3.SA:7.30% | BBDC4.SA:7.20% | BBSE3.SA:10.00% | CMIG4.SA:10.00% | CVCB3.SA:10.00% | EGIE3.SA:6.95% | ITSA4.SA:3.88% | ITUB4.SA:5.66% | RADL3.SA:9.01% | SAPR4.SA:10.00% | TITULO_CDI:20.00%,155,triple_factor,0.8000000000000002,0.26138075803760624,0.09485614678200971
2018,2018-01-02,2019-01-02,0.2941502528626163,766.7332367889419,0.00046829533171830184,0.293681957530898,1637285.6717908995,2118126.932919742,0.9264318853431326,ABEV3.SA:6.27% | BBDC3.SA:4.86% | BBSE3.SA:10.00% | BRSR6.SA:10.00% | CVCB3.SA:10.00% | EGIE3.SA:4.89% | ITSA3.SA:10.00% | ITUB3.SA:8.06% | MGLU3.SA:10.00% | SAPR4.SA:5.92% | TITULO_CDI:20.00%,170,triple_factor,0.8,0.2157067572793849,0.06367037319283275
2019,2019-01-02,2020-01-02,0.32790274527893626,932.7421118090932,0.00044036176364716277,0.3274623835152891,2118126.932919742,2811733.8269615695,0.8206368285708916,BBDC3.SA:4.56% | BBSE3.SA:9.34% | BRSR6.SA:10.00% | CMIG3.SA:8.13% | CSNA3.SA:10.00% | EGIE3.SA:5.78% | IRBR3.SA:10.00% | ITUB4.SA:7.95% | MGLU3.SA:10.00% | SLCE3.SA:4.25% | TITULO_CDI:20.00%,184,triple_factor,0.8000000000000002,0.29307174227269467,0.05915681006147966
2020,2020-01-02,2021-01-04,0.006983103740260788,1412.7431767482253,0.0005024455598184667,0.006480658180442321,2811733.8269615695,2829955.712788495,1.038141876002428,BBSE3.SA:10.00% | BRAP4.SA:7.39% | CMIG3.SA:10.00% | CSAN3.SA:6.12% | EQTL3.SA:10.00% | IRBR3.SA:10.00% | LIGT3.SA:10.00% | MGLU3.SA:5.77% | POSI3.SA:7.19% | QUAL3.SA:3.52% | TITULO_CDI:20.00%,204,triple_factor,0.8,0.10059531978623382,0.027325854367195035
