ticker,as_of_date,available_date,sector,is_financial,market_cap_brl,price_to_earnings,price_to_book,ev_to_ebit,free_cash_flow_yield,roe,roic,debt_to_ebitda,interest_coverage,operating_margin,revenue_growth_3y,average_daily_value_brl,source,decision_date,mapping_method,snapshot_vintage
PETR4.SA,2012-09-30,2012-10-26,Petróleo e Gás,False,110304222495.72,5.98813030235806,0.32004857569856315,8.046661648764951,-0.12241227665172949,0.05344716289365505,0.06614712473346165,,,0.12129246646872575,,491222973.06666666,"CVM ITR 2012, ref 2012-09-30, receipt 2012-10-26; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 15367, received 2012-03-26",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BBDC4.SA,2012-09-30,2012-10-22,Bancos,True,68884546819.82,6.109635062078594,1.0429613073847113,,,0.17070762767128017,,,,,,207229517.06666663,"CVM ITR 2012, ref 2012-09-30, receipt 2012-10-22; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 15163, received 2012-03-20",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
OGXP3.SA,2012-09-30,2012-11-08,Emp. Adm. Part. - Petróleo e Gás,False,15402880620.4,,1.9199465482638516,,-0.23087564512381775,-0.15202821245146653,-0.10850150988806394,,,-7.928294599365568,,186636581.91666663,"CVM ITR 2012, ref 2012-09-30, receipt 2012-11-08; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 18188, received 2012-05-24",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
VALE3.SA,2012-09-30,2012-10-24,Extração Mineral,False,143621549656.2,6.210568951779964,0.862138948431381,5.588374590142058,0.03164247991251093,0.1388180302199672,0.1592896967781275,,,0.34975635676123706,,168709339.2,"CVM ITR 2012, ref 2012-09-30, receipt 2012-10-24; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 18068, received 2012-05-21",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
PETR3.SA,2012-09-30,2012-10-26,Petróleo e Gás,False,147658290177.28,8.015985805432411,0.42843169909617274,9.173791716954177,-0.0914448554414971,0.05344716289365505,0.06614712473346165,,,0.12129246646872575,,143718248.96666667,"CVM ITR 2012, ref 2012-09-30, receipt 2012-10-26; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 15367, received 2012-03-26",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
CIEL3.SA,2012-09-30,2012-10-23,Intermediação Financeira,True,31925022649.6,14.402426124561385,15.404416999130019,,,1.0695709782437193,,,,,,127657155.81666666,"CVM ITR 2012, ref 2012-09-30, receipt 2012-10-23; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 15971, received 2012-04-03",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
AMBV4.SA,2012-09-30,2012-10-31,Bebidas e Fumo,False,117465642323.90001,11.838770496401223,4.090099823235115,8.946760873647271,0.06683957831985168,0.3454834963207061,0.4765026075856596,,,0.42523115228651925,,117709166.41666669,"CVM ITR 2012, ref 2012-09-30, receipt 2012-10-31; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 17128, received 2012-05-09",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
ITSA4.SA,2012-09-30,2012-10-30,Emp. Adm. Part. - Intermediação Financeira,True,29901137035.789997,5.558865409144822,0.9288375073244904,,,0.1670912027833002,,,,,,113807478.85,"CVM ITR 2012, ref 2012-09-30, receipt 2012-10-30; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 17017, received 2012-05-08",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
GGBR4.SA,2012-09-30,2012-11-01,Metalurgia e Siderurgia,False,21625609593.15,11.848525916803505,0.7486523112660048,14.016626252629543,0.051143575640537474,0.06318527017814687,0.05906580672565399,,,0.06547276369152569,,110195298.75,"CVM ITR 2012, ref 2012-09-30, receipt 2012-11-01; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 16881, received 2012-05-07",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
CMIG4.SA,2012-09-30,2012-11-14,Energia Elétrica,False,11044166289.0,3.832456534684181,0.7982828856118471,4.992565569839243,-0.17576292761305054,0.20829535270323182,0.18026925872264885,,,0.2833391640212689,,104610390.8,"CVM ITR 2012, ref 2012-09-30, receipt 2012-11-14; CVM DFP 2011 TTM bridge; market snapshot: B3 COTAHIST 2013-01-02; CVM FRE document 18074, received 2012-05-21",2013-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
