decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2012-01-02,MILK11.SA,MILK11,bdr,LAEP,DR3,BRMILKBDR003,2012-01-02,0.42,6804436.516666667,60,460,7114200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,AGEN11.SA,AGEN11,bdr,AGRENCO,DR3,BRAGENBDR001,2012-01-02,0.15,2303928.9833333334,60,106,401900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,WSON11.SA,WSON11,bdr,WILSON SONS,DR3,BRWSONBDR009,2012-01-02,25.4,1405474.65,60,4,1700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,DAGB11.SA,DAGB11,bdr,DUFRY AG,DR3,BRDAGBBDR008,2012-01-02,170.0,1246940.0666666667,60,5,919,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GPIV11.SA,GPIV11,bdr,GP INVEST,DR3,BRGPIVBDR003,2012-01-02,4.01,1162056.0333333334,60,66,122000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CZLT11.SA,CZLT11,bdr,COSAN LTD,DR3,BRCZLTBDR009,2012-01-02,20.0,1146855.7833333334,60,49,5900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,VALE5.SA,VALE5,equity,VALE,PNA     N1,BRVALEACNPA3,2012-01-02,38.9,681416174.05,60,24290,8821800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PETR4.SA,PETR4,equity,PETROBRAS,PN,BRPETRACNPR6,2012-01-02,21.73,446069198.85,60,34122,20482400,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ITUB4.SA,ITUB4,equity,ITAUUNIBANCO,PN  EDJ N1,BRITUBACNPR1,2012-01-02,34.03,269950199.0,60,7192,3403800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,OGXP3.SA,OGXP3,equity,OGX PETROLEO,ON      NM,BROGXPACNOR3,2012-01-02,13.75,235986152.86666667,60,12253,13262500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BBDC4.SA,BBDC4,equity,BRADESCO,PN      N1,BRBBDCACNPR8,2012-01-02,30.71,176420359.28333333,60,6513,2266100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,VALE3.SA,VALE3,equity,VALE,ON      N1,BRVALEACNOR0,2012-01-02,40.9,175759088.0,60,6379,2111100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BBAS3.SA,BBAS3,equity,BRASIL,ON  EJ  NM,BRBBASACNOR3,2012-01-02,24.29,159225708.61666667,60,6346,3572100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PDGR3.SA,PDGR3,equity,PDG REALT,ON      NM,BRPDGRACNOR8,2012-01-02,6.23,132601089.71666667,60,18600,25190000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PETR3.SA,PETR3,equity,PETROBRAS,ON,BRPETRACNOR9,2012-01-02,23.21,125794251.25,60,11808,3781500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BVMF3.SA,BVMF3,equity,BMFBOVESPA,ON      NM,BRBVMFACNOR3,2012-01-02,9.75,121450996.8,60,10123,7169300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GGBR4.SA,GGBR4,equity,GERDAU,PN      N1,BRGGBRACNPR8,2012-01-02,14.6,105301423.05,60,12196,5719000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ITSA4.SA,ITSA4,equity,ITAUSA,PN  EJ  N1,BRITSAACNPR7,2012-01-02,11.14,100176627.93333334,60,6790,4473200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,AMBV4.SA,AMBV4,equity,AMBEV,PN,BRAMBVACNPR1,2012-01-02,67.6,81742650.73333333,60,1876,577600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RDCD3.SA,RDCD3,equity,REDECARD,ON  EJ  NM,BRRDCDACNOR3,2012-01-02,29.2,79347718.71666667,60,6328,1703800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CIEL3.SA,CIEL3,equity,CIELO,ON      NM,BRCIELACNOR3,2012-01-02,48.35,69475996.1,60,4469,1252000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GFSA3.SA,GFSA3,equity,GAFISA,ON      NM,BRGFSAACNOR3,2012-01-02,4.48,69141495.0,60,13599,21373200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,USIM5.SA,USIM5,equity,USIMINAS,PNA     N1,BRUSIMACNPA6,2012-01-02,10.53,64434528.81666667,60,7720,4348700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HYPE3.SA,HYPE3,equity,HYPERMARCAS,ON      NM,BRHYPEACNOR0,2012-01-02,9.0,64021673.11666667,60,11128,10503800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CYRE3.SA,CYRE3,equity,CYRELA REALT,ON      NM,BRCYREACNOR7,2012-01-02,15.39,61604892.766666666,60,5666,2527500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRFS3.SA,BRFS3,equity,BRF FOODS,ON  EJ  NM,BRBRFSACNOR8,2012-01-02,35.55,61577010.266666666,60,2652,992300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CSNA3.SA,CSNA3,equity,SID NACIONAL,ON,BRCSNAACNOR6,2012-01-02,15.11,55336298.25,60,5535,1663000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MRVE3.SA,MRVE3,equity,MRV,ON      NM,BRMRVEACNOR2,2012-01-02,11.39,53746674.61666667,60,7777,5549900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,LREN3.SA,LREN3,equity,LOJAS RENNER,ON      NM,BRLRENACNOR1,2012-01-02,51.0,51484716.3,60,1844,550100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CMIG4.SA,CMIG4,equity,CEMIG,PN      N1,BRCMIGACNPR3,2012-01-02,32.8,47912272.21666667,60,2716,925300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CCRO3.SA,CCRO3,equity,CCR SA,ON      NM,BRCCROACNOR2,2012-01-02,12.24,42944861.6,60,6225,1848500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HGTX3.SA,HGTX3,equity,CIA HERING,ON      NM,BRHGTXACNOR9,2012-01-02,34.49,40505065.166666664,60,3341,1105800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SANB11.SA,SANB11,equity,SANTANDER BR,UNT ED  N2,BRSANBCDAM13,2012-01-02,15.42,40423606.7,60,2449,782400,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MRFG3.SA,MRFG3,equity,MARFRIG,ON      NM,BRMRFGACNOR0,2012-01-02,8.99,38870087.31666667,60,4662,2117900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TIMP3.SA,TIMP3,equity,TIM PART S/A,ON      NM,BRTIMPACNOR1,2012-01-02,9.5,37284652.28333333,60,7430,2474300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,VIVT4.SA,VIVT4,equity,TELEF BRASIL,PN  EJ,BRVIVTACNPR7,2012-01-02,51.09,36544651.288135596,59,2154,460700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,NATU3.SA,NATU3,equity,NATURA,ON      NM,BRNATUACNOR6,2012-01-02,36.9,35835162.5,60,1913,414800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HRTP3.SA,HRTP3,equity,HRT PETROLEO,ON      NM,BRHRTPACNOR2,2012-01-02,580.0,35429383.46666667,60,56,8500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRML3.SA,BRML3,equity,BR MALLS PAR,ON      NM,BRBRMLACNOR9,2012-01-02,19.0,33830131.71666667,60,5409,2012600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PCAR4.SA,PCAR4,equity,P.ACUCAR-CBD,PN      N1,BRPCARACNPR0,2012-01-02,66.0,33682429.416666664,60,1503,425100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MMXM3.SA,MMXM3,equity,MMX MINER,ON      NM,BRMMXMACNOR2,2012-01-02,7.05,33623987.416666664,60,8794,4870100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CTIP3.SA,CTIP3,equity,CETIP,ON  EJ  NM,BRCTIPACNOR2,2012-01-02,27.0,33612264.93333333,60,1468,672500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,LAME4.SA,LAME4,equity,LOJAS AMERIC,PN  INT,BRLAMEACNPR6,2012-01-02,14.83,33054257.866666667,60,4067,1239400,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RSID3.SA,RSID3,equity,ROSSI RESID,ON      NM,BRRSIDACNOR8,2012-01-02,8.6,32398523.35,60,8672,6681400,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CSAN3.SA,CSAN3,equity,COSAN,ON      NM,BRCSANACNOR6,2012-01-02,26.7,29132391.316666666,60,2590,748600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,DASA3.SA,DASA3,equity,DASA,ON      NM,BRDASAACNOR1,2012-01-02,16.0,27995556.9,60,5658,3818300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRAP4.SA,BRAP4,equity,BRADESPAR,PN      N1,BRBRAPACNPR2,2012-01-02,32.69,27932716.716666665,60,2059,356500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ALLL3.SA,ALLL3,equity,ALL AMER LAT,ON      NM,BRALLLACNOR6,2012-01-02,9.35,26437038.016666666,60,4174,1621300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GOLL4.SA,GOLL4,equity,GOL,PN  ES  N2,BRGOLLACNPR4,2012-01-02,12.65,25921392.566666666,60,2915,1285200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FIBR3.SA,FIBR3,equity,FIBRIA,ON      NM,BRFIBRACNOR9,2012-01-02,14.24,25747669.3,60,2604,844200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ENBR3.SA,ENBR3,equity,ENERGIAS BR,ON      NM,BRENBRACNOR2,2012-01-02,41.5,25467018.95,60,1790,372200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,LIGT3.SA,LIGT3,equity,LIGHT S/A,ON      NM,BRLIGTACNOR2,2012-01-02,28.55,24016332.466666665,60,1793,539800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RENT3.SA,RENT3,equity,LOCALIZA,ON  EJ  NM,BRRENTACNOR4,2012-01-02,26.89,24011274.2,60,3635,2443600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,JBSS3.SA,JBSS3,equity,JBS,ON      NM,BRJBSSACNOR8,2012-01-02,5.62,23332184.983333334,60,6762,10389100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CRUZ3.SA,CRUZ3,equity,SOUZA CRUZ,ON  EJ,BRCRUZACNOR0,2012-01-02,23.34,23067588.15,60,2035,504200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRKM5.SA,BRKM5,equity,BRASKEM,PNA     N1,BRBRKMACNPA4,2012-01-02,13.7,22954948.55,60,3197,2518700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,UGPA3.SA,UGPA3,equity,ULTRAPAR,ON      NM,BRUGPAACNOR8,2012-01-02,32.01,22660940.583333332,60,1239,249300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ELPL4.SA,ELPL4,equity,ELETROPAULO,PN      N2,BRELPLACNPR6,2012-01-02,35.9,22220712.533333335,60,1898,875200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,KLBN4.SA,KLBN4,equity,KLABIN S/A,PN      N1,BRKLBNACNPR9,2012-01-02,7.75,22173494.4,60,5027,4721000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CPLE6.SA,CPLE6,equity,COPEL,PNB     N1,BRCPLEACNPB9,2012-01-02,38.3,21850029.683333334,60,1876,466700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,AEDU3.SA,AEDU3,equity,ANHANGUERA,ON      NM,BRAEDUACNOR9,2012-01-02,20.46,20755970.85,60,579,132100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GOAU4.SA,GOAU4,equity,GERDAU MET,PN      N1,BRGOAUACNPR8,2012-01-02,17.7,19723482.95,60,2980,1028300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BISA3.SA,BISA3,equity,BROOKFIELD,ON      NM,BRBISAACNOR8,2012-01-02,5.35,18692528.116666667,60,6030,6296700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ECOR3.SA,ECOR3,equity,ECORODOVIAS,ON      NM,BRECORACNOR8,2012-01-02,13.42,18317486.266666666,60,2583,912200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,EMBR3.SA,EMBR3,equity,EMBRAER,ON      NM,BREMBRACNOR4,2012-01-02,11.8,18283927.333333332,60,1855,1462000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TOTS3.SA,TOTS3,equity,TOTVS,ON  EJ  NM,BRTOTSACNOR8,2012-01-02,33.54,16705324.8,60,400,86800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ELET6.SA,ELET6,equity,ELETROBRAS,PNB     N1,BRELETACNPB7,2012-01-02,26.5,16157920.383333333,60,1720,794700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TNLP4.SA,TNLP4,equity,TELEMAR,PN,BRTNLPACNPR0,2012-01-02,18.2,15790829.633333333,60,1402,469100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ELET3.SA,ELET3,equity,ELETROBRAS,ON      N1,BRELETACNOR6,2012-01-02,17.65,15470767.166666666,60,1810,818400,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CESP6.SA,CESP6,equity,CESP,PNB     N1,BRCESPACNPB4,2012-01-02,33.2,15145703.566666666,60,1800,556700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TAMM4.SA,TAMM4,equity,TAM S/A,PN      N2,BRTAMMACNPR2,2012-01-02,35.22,14720183.15,60,885,303700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRPR3.SA,BRPR3,equity,BR PROPERT,ON      NM,BRBRPRACNOR9,2012-01-02,18.11,14688864.683333334,60,722,248100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MPXE3.SA,MPXE3,equity,MPX ENERGIA,ON      NM,BRMPXEACNOR2,2012-01-02,48.25,14286079.55,60,591,262000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TBLE3.SA,TBLE3,equity,TRACTEBEL,ON      NM,BRTBLEACNOR2,2012-01-02,30.0,13874646.05,60,1592,219800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BTOW3.SA,BTOW3,equity,B2W VAREJO,ON      NM,BRBTOWACNOR8,2012-01-02,9.49,13534610.866666667,60,3877,2053300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CPFE3.SA,CPFE3,equity,CPFL ENERGIA,ON      NM,BRCPFEACNOR0,2012-01-02,25.81,13461224.466666667,60,2162,518300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,LLXL3.SA,LLXL3,equity,LLX LOG,ON      NM,BRLLXLACNOR8,2012-01-02,3.35,13170125.133333333,60,5464,3733300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BBDC3.SA,BBDC3,equity,BRADESCO,ON      N1,BRBBDCACNOR1,2012-01-02,25.31,13138017.583333334,60,609,290700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,DTEX3.SA,DTEX3,equity,DURATEX,ON      NM,BRDTEXACNOR3,2012-01-02,9.15,13038167.5,60,2774,1286000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RPMG3.SA,RPMG3,equity,PET MANGUINH,ON,BRRPMGACNOR9,2012-01-02,1.33,12748056.1,60,259,1767900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RADL3.SA,RADL3,equity,RAIADROGASIL,ON  EJ  NM,BRRADLACNOR0,2012-01-02,13.2,12451923.0,10,555,168400,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,VAGR3.SA,VAGR3,equity,V-AGRO,ON      NM,BRVAGRACNOR2,2012-01-02,0.33,12392751.49090909,55,5571,55806200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SULA11.SA,SULA11,equity,SUL AMERICA,UNT     N2,BRSULACDAM12,2012-01-02,14.6,11608900.85,60,1886,375700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SBSP3.SA,SBSP3,equity,SABESP,ON      NM,BRSBSPACNOR5,2012-01-02,50.42,11278619.266666668,60,1087,184700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,AMIL3.SA,AMIL3,equity,AMIL,ON      NM,BRAMILACNOR0,2012-01-02,16.92,10923107.8,60,1110,349200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SUZB5.SA,SUZB5,equity,SUZANO PAPEL,PNA EJ  N1,BRSUZBACNPA3,2012-01-02,6.89,10890243.466666667,60,2753,787100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ODPV3.SA,ODPV3,equity,ODONTOPREV,ON  EJ  NM,BRODPVACNOR4,2012-01-02,26.53,10752207.516666668,60,430,84500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,USIM3.SA,USIM3,equity,USIMINAS,ON      N1,BRUSIMACNOR3,2012-01-02,16.62,10624138.083333334,60,2148,677700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MYPK3.SA,MYPK3,equity,IOCHP-MAXION,ON      NM,BRMYPKACNOR7,2012-01-02,25.7,10255183.233333332,60,899,148300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,POMO4.SA,POMO4,equity,MARCOPOLO,PN      N2,BRPOMOACNPR7,2012-01-02,7.07,9135473.933333334,60,951,534000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MULT3.SA,MULT3,equity,MULTIPLAN,ON      N2,BRMULTACNOR5,2012-01-02,38.85,8996613.683333334,60,472,137300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,AMBV3.SA,AMBV3,equity,AMBEV,ON,BRAMBVACNOR4,2012-01-02,54.4,8876477.716666667,60,132,23900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GETI4.SA,GETI4,equity,AES TIETE,PN,BRGETIACNPR4,2012-01-02,26.72,8298153.333333333,60,835,162200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MPLU3.SA,MPLU3,equity,MULTIPLUS,ON  EJ  NM,BRMPLUACNOR3,2012-01-02,32.8,8130625.05,60,239,62900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,OSXB3.SA,OSXB3,equity,OSX BRASIL,ON      NM,BROSXBACNOR8,2012-01-02,11.59,7849206.016666667,60,356,220800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MGLU3.SA,MGLU3,equity,MAGAZ LUIZA,ON      NM,BRMGLUACNOR2,2012-01-02,9.3,7800433.566666666,60,943,271300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRTO4.SA,BRTO4,equity,BRASIL TELEC,PN,BRBRTOACNPR5,2012-01-02,11.53,7773420.316666666,60,1361,350700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CSMG3.SA,CSMG3,equity,COPASA,ON  INT NM,BRCSMGACNOR5,2012-01-02,33.9,7590259.583333333,60,681,86900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,QGEP3.SA,QGEP3,equity,QGEP PART,ON      NM,BRQGEPACNOR8,2012-01-02,16.48,7525443.833333333,60,355,84500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RAPT4.SA,RAPT4,equity,RANDON PART,PN      N1,BRRAPTACNPR4,2012-01-02,8.65,7465484.633333334,60,901,554600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TRPL4.SA,TRPL4,equity,TRAN PAULIST,PN      N1,BRTRPLACNPR1,2012-01-02,57.32,7421115.9,60,714,154600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,EVEN3.SA,EVEN3,equity,EVEN,ON      NM,BREVENACNOR8,2012-01-02,6.34,7395090.966666667,60,3910,1274700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PSSA3.SA,PSSA3,equity,PORTO SEGURO,ON  EJ  NM,BRPSSAACNOR7,2012-01-02,21.25,7370201.183333334,60,509,164900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRSR6.SA,BRSR6,equity,BANRISUL,PNB     N1,BRBRSRACNPB4,2012-01-02,19.5,6404142.85,60,986,203800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,IGTA3.SA,IGTA3,equity,IGUATEMI,ON      NM,BRIGTAACNOR5,2012-01-02,36.5,5993568.95,60,243,46800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,EZTC3.SA,EZTC3,equity,EZTEC,ON      NM,BREZTCACNOR0,2012-01-02,16.1,5829031.033333333,60,668,270700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TCSA3.SA,TCSA3,equity,TECNISA,ON      NM,BRTCSAACNOR3,2012-01-02,10.1,5596915.65,60,816,206300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,LUPA3.SA,LUPA3,equity,LUPATECH,ON      NM,BRLUPAACNOR8,2012-01-02,4.56,5585359.633333334,60,313,439700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BBRK3.SA,BBRK3,equity,BR BROKERS,ON      NM,BRBBRKACNOR4,2012-01-02,5.66,5540906.233333333,60,1754,771200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MILS3.SA,MILS3,equity,MILLS,ON  EJ  NM,BRMILSACNOR2,2012-01-02,17.18,5423009.366666666,60,247,52000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,WEGE3.SA,WEGE3,equity,WEG,ON  EJ  NM,BRWEGEACNOR0,2012-01-02,18.66,5239209.3,60,127,54300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,LPSB3.SA,LPSB3,equity,LOPES BRASIL,ON      NM,BRLPSBACNOR0,2012-01-02,26.2,4950254.866666666,60,250,40800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ITUB3.SA,ITUB3,equity,ITAUUNIBANCO,ON  EDJ N1,BRITUBACNOR4,2012-01-02,28.21,4933670.116666666,60,634,217000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TNLP3.SA,TNLP3,equity,TELEMAR,ON,BRTNLPACNOR3,2012-01-02,22.3,4640619.516666667,60,463,121900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FLRY3.SA,FLRY3,equity,FLEURY,ON      NM,BRFLRYACNOR5,2012-01-02,21.32,4595623.066666666,60,264,42200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,OHLB3.SA,OHLB3,equity,OHL BRASIL,ON      NM,BROHLBACNOR6,2012-01-02,61.0,4262740.4,60,125,15700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRIN3.SA,BRIN3,equity,BR INSURANCE,ON      NM,BRBRINACNOR3,2012-01-02,17.25,4226059.383333334,60,50,24600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,LLIS3.SA,LLIS3,equity,LE LIS BLANC,ON      NM,BRLLISACNOR4,2012-01-02,26.95,4205469.0,60,347,67100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TMAR5.SA,TMAR5,equity,TELEMAR N L,PNA,BRTMARACNPA7,2012-01-02,46.88,4175674.1166666667,60,341,71700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MDIA3.SA,MDIA3,equity,M.DIASBRANCO,ON  EJ  NM,BRMDIAACNOR7,2012-01-02,46.52,3971900.7333333334,60,126,21900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ESTC3.SA,ESTC3,equity,ESTACIO PART,ON      NM,BRESTCACNOR5,2012-01-02,17.91,3933146.3833333333,60,151,39400,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
