decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2012-01-02,FJTA3.SA,FJTA3,equity,FORJA TAURUS,ON      N2,BRFJTAACNOR5,2012-01-02,1.58,55681.5,58,2,300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TRPL3.SA,TRPL3,equity,TRAN PAULIST,ON      N1,BRTRPLACNOR4,2012-01-02,54.0,55350.77777777778,18,12,2600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ENGI11.SA,ENGI11,equity,ENERGISA,UNT,BRENGICDAM16,2012-01-02,11.5,54421.5,36,1,1000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FBMC4.SA,FBMC4,equity,FIBAM,PN  EJ,BRFBMCACNPR0,2012-01-02,57.44,53522.166666666664,6,3,500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CBEE3.SA,CBEE3,equity,AMPLA ENERG,ON *,BRCBEEACNOR3,2012-01-02,1.88,53500.0,48,3,900000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,EMAE4.SA,EMAE4,equity,EMAE,PN,BREMAEACNPR1,2012-01-02,6.5,53419.47457627119,59,1,100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,IMBI4.SA,IMBI4,equity,DOC IMBITUBA,PN,BRIMBIACNPR1,2012-01-02,1.4,53383.4,50,1,1000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FTRX4.SA,FTRX4,equity,FAB C RENAUX,PN,BRFTRXACNPR7,2012-01-02,0.36,52320.87719298246,57,7,7000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PTBL3.SA,PTBL3,equity,PORTOBELLO,ON      NM,BRPTBLACNOR8,2012-01-02,1.72,47862.0,47,17,5100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CRIV3.SA,CRIV3,equity,ALFA FINANC,ON,BRCRIVACNOR4,2012-01-02,3.75,46798.47368421053,38,1,100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,JBDU4.SA,JBDU4,equity,J B DUARTE,PN,BRJBDUACNPR3,2012-01-02,0.03,43274.166666666664,60,72,3626000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TCNO3.SA,TCNO3,equity,TECNOSOLO,ON,BRTCNOACNOR5,2012-01-02,0.61,42596.372881355936,59,9,20300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MRSL4.SA,MRSL4,equity,MARISOL,PN,BRMRSLACNPR0,2012-01-02,2.9,41603.59459459459,37,2,6000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SGAS4.SA,SGAS4,equity,WLM IND COM,PN,BRSGASACNPR3,2012-01-02,65.02,38355.416666666664,12,2,200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GLOB3.SA,GLOB3,equity,GLOBEX,ON,BRGLOBACNOR8,2012-01-02,15.2,37248.9375,16,2,5000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HOOT4.SA,HOOT4,equity,HOTEIS OTHON,PN,BRHOOTACNPR9,2012-01-02,0.59,35587.41379310345,58,2,10000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MOAR3.SA,MOAR3,equity,MONT ARANHA,ON,BRMOARACNOR5,2012-01-02,90.0,35359.22222222222,9,2,200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,EALT4.SA,EALT4,equity,ACO ALTONA,PN,BREALTACNPR1,2012-01-02,25.0,33089.346153846156,52,22,6600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BEES4.SA,BEES4,equity,BANESTES,PN  EJ,BRBEESACNPR6,2012-01-02,6.5,32133.09756097561,41,5,2700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BMTO4.SA,BMTO4,equity,BRASMOTOR,PN,BRBMTOACNPR6,2012-01-02,0.73,31340.689655172413,58,10,42000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,WISA4.SA,WISA4,equity,WIEST,PN,BRWISAACNPR1,2012-01-02,0.42,30891.304347826088,46,6,24000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ENMA3B.SA,ENMA3B,equity,CEMAR,ON      MB,BRENMAACNOR5,2012-01-02,10.37,29704.355555555554,45,2,6500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,IENG5.SA,IENG5,equity,IENERGIA,PNA,BRIENGACNPA3,2012-01-02,0.11,28556.5,60,8,73000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,WHRL4.SA,WHRL4,equity,WHIRLPOOL,PN,BRWHRLACNPR2,2012-01-02,3.35,28344.41176470588,51,3,1700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ESTR4.SA,ESTR4,equity,ESTRELA,PN,BRESTRACNPR0,2012-01-02,0.54,28088.84745762712,59,8,42200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FTRX3.SA,FTRX3,equity,FAB C RENAUX,ON,BRFTRXACNOR0,2012-01-02,0.17,26443.88888888889,18,19,171000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRIV3.SA,BRIV3,equity,ALFA INVEST,ON,BRBRIVACNOR6,2012-01-02,5.33,26401.2,35,7,2900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,DTCY3.SA,DTCY3,equity,DTCOM-DIRECT,ON,BRDTCYACNOR5,2012-01-02,0.86,26005.735849056604,53,7,8800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MGEL4.SA,MGEL4,equity,MANGELS INDL,PN      N1,BRMGELACNPR3,2012-01-02,5.07,25521.176470588234,51,3,300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRSR5.SA,BRSR5,equity,BANRISUL,PNA     N1,BRBRSRACNPA6,2012-01-02,20.0,25145.636363636364,11,9,11300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,IENG3.SA,IENG3,equity,IENERGIA,ON,BRIENGACNOR0,2012-01-02,0.17,23185.593220338982,59,5,7000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,NUTR3M.SA,NUTR3M,equity,NUTRIPLANT,ON      MA,BRNUTRACNOR0,2012-01-02,3.89,22218.8,35,8,4100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ENGI3.SA,ENGI3,equity,ENERGISA,ON,BRENGIACNOR0,2012-01-02,2.24,21441.979591836734,49,5,10400,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TOYB4.SA,TOYB4,equity,TECTOY,PN *,BRTOYBACNPR1,2012-01-02,0.03,20735.516666666666,60,34,1016800000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CTPC3.SA,CTPC3,equity,MARAMBAIA,ON,BRCTPCACNOR5,2012-01-02,0.2,18943.166666666668,60,4,60800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CTKA4.SA,CTKA4,equity,KARSTEN,PN,BRCTKAACNPR7,2012-01-02,3.85,18737.242424242424,33,19,43500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RHDS3.SA,RHDS3,equity,M G POLIEST,ON,BRRHDSACNOR0,2012-01-02,0.09,18336.964285714286,56,4,80000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TOYB3.SA,TOYB3,equity,TECTOY,ON *,BRTOYBACNOR4,2012-01-02,0.04,17645.3,60,10,176500000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PTNT4.SA,PTNT4,equity,PETTENATI,PN,BRPTNTACNPR3,2012-01-02,1.04,17236.49090909091,55,1,100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HBTS5.SA,HBTS5,equity,HABITASUL,PNA,BRHBTSACNPA3,2012-01-02,7.2,17066.444444444445,54,7,1100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TEKA3.SA,TEKA3,equity,TEKA,ON,BRTEKAACNOR6,2012-01-02,1.42,16941.422222222223,45,6,6000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HETA4.SA,HETA4,equity,HERCULES,PN,BRHETAACNPR9,2012-01-02,0.38,16854.912280701756,57,1,1000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRIV4.SA,BRIV4,equity,ALFA INVEST,PN,BRBRIVACNPR3,2012-01-02,4.93,16320.53488372093,43,7,2500,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BSLI3.SA,BSLI3,equity,BRB BANCO,ON,BRBSLIACNOR5,2012-01-02,27.25,15433.142857142857,7,2,300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SULT4.SA,SULT4,equity,SULTEPA,PN,BRSULTACNPR9,2012-01-02,3.89,14916.807692307691,52,4,900,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BMIN4.SA,BMIN4,equity,MERC INVEST,PN,BRBMINACNPR1,2012-01-02,0.37,14192.830188679245,53,1,2000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,INET3.SA,INET3,equity,INEPAR TEL,ON,BRINETACNOR3,2012-01-02,0.17,13421.383333333333,60,5,47000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SCLO4.SA,SCLO4,equity,SCHLOSSER,PN,BRSCLOACNPR8,2012-01-02,3.18,12294.19642857143,56,8,2100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CEPE6.SA,CEPE6,equity,CELPE,PNB EJ,BRCEPEACNPB4,2012-01-02,46.0,12173.0,9,4,400,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BNBR4.SA,BNBR4,equity,NORD BRASIL,PN,BRBNBRACNPR5,2012-01-02,38.0,11986.04,25,1,700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PMET6.SA,PMET6,equity,PRO METALURG,PNB*,BRPMETACNPB1,2012-01-02,0.27,11964.867924528302,53,15,68700000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,JBDU3.SA,JBDU3,equity,J B DUARTE,ON,BRJBDUACNOR6,2012-01-02,0.03,10552.982456140351,57,30,135000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CBMA4.SA,CBMA4,equity,COBRASMA,PN,BRCBMAACNPR1,2012-01-02,0.07,10202.127659574468,47,1,10000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,IMBI3.SA,IMBI3,equity,DOC IMBITUBA,ON,BRIMBIACNOR4,2012-01-02,1.22,10115.666666666666,30,5,7000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RSIP4.SA,RSIP4,equity,RASIP AGRO,PN,BRRSIPACNPR9,2012-01-02,0.34,7774.659574468085,47,3,4200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MTIG3.SA,MTIG3,equity,METAL IGUACU,ON,BRMTIGACNOR0,2012-01-02,1.3,7374.454545454545,22,6,2200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,EBTP3.SA,EBTP3,equity,EMBRATEL PAR,ON *,BREBTPACNOR3,2012-01-02,9.0,6266.105263157895,19,1,300000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BSLI4.SA,BSLI4,equity,BRB BANCO,PN,BRBSLIACNPR2,2012-01-02,26.8,5372.166666666667,6,1,200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRGE3.SA,BRGE3,equity,ALFA CONSORC,ON,BRBRGEACNOR6,2012-01-02,4.61,4358.571428571428,7,1,200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SPRI5.SA,SPRI5,equity,SPRINGER,PNA,BRSPRIACNPA5,2012-01-02,0.54,3913.25,40,1,10000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,AFLT3.SA,AFLT3,equity,AFLUENTE T,ON,BRAFLTACNOR1,2012-01-02,3.5,3051.9,10,3,1200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RNAR9.SA,RNAR9,equity,RENAR,ON  REC NM,BRRNARR02OR9,2012-01-02,0.24,2855.5,32,1,100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GTDP4B.SA,GTDP4B,equity,GTD PART,PN      MB,BRGTDPACNPR1,2012-01-02,0.28,2799.285714285714,56,2,200,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GTDP3B.SA,GTDP3B,equity,GTD PART,ON      MB,BRGTDPACNOR4,2012-01-02,0.28,2623.6415094339623,53,3,300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,LFFE3.SA,LFFE3,equity,LA FONTE TEL,ON,BRLFFEACNOR2,2012-01-02,2.5,2500.0,1,1,1000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BAUH4.SA,BAUH4,equity,EXCELSIOR,PN,BRBAUHACNPR3,2012-01-02,3.1,2233.5,16,5,1300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BOVA11.SA,BOVA11,etf,ISHARES BOVA,CI,BRBOVACTF003,2012-01-02,57.03,61870961.32,60,3929,536180,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PIBB11.SA,PIBB11,etf,PIBB,CI,BRPIBBCTF005,2012-01-02,82.89,2751674.87,60,43,5980,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FNAM11.SA,FNAM11,etf,FINAM,CI *,BRFNAMCTF013,2012-01-02,0.12,663725.634,60,63,3307707000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MOBI11.SA,MOBI11,etf,ISHARES MOBI,CI,BRMOBICTF005,2012-01-02,15.5,275422.61333333334,60,13,5800,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SMAL11.SA,SMAL11,etf,ISHARES SMAL,CI,BRSMALCTF002,2012-01-02,59.8,178165.59,60,12,1700,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRAX11.SA,BRAX11,etf,ISHARES BRAX,CI,BRBRAXCTF002,2012-01-02,39.57,168740.74821428573,56,1,50,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GOVE11.SA,GOVE11,etf,IT NOW IGCT,CI,BRGOVECTF004,2012-01-02,18.66,112783.25625,16,3,6000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FSRF11.SA,FSRF11,etf,FISET FL REF,CI,BRFSRFCTF010,2012-01-02,0.22,47449.333333333336,60,9,155000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CSMO11.SA,CSMO11,etf,ISHARES CSMO,CI,BRCSMOCTF002,2012-01-02,33.77,31793.247368421053,57,13,290,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FRES11.SA,FRES11,etf,FUNRES,CI,BRFRESCTF013,2012-01-02,0.5,27554.285714285714,42,2,2000,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FIND11.SA,FIND11,etf,IT NOW IFNC,CI,BRFINDCTF007,2012-01-02,34.4,18885.82592592593,27,1,100,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MILA11.SA,MILA11,etf,ISHARES MILA,CI,BRMILACTF003,2012-01-02,43.36,1731.8,53,1,50,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BRCR11B.SA,BRCR11B,fii,FII BCREF I,CI      MB,BRBRCRCTF000,2012-01-02,128.9,1237820.3085,60,13,474,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HTMX11B.SA,HTMX11B,fii,FII HOTEL MX,CI  ER  MB,BRHTMXCTF000,2012-01-02,239.0,535462.6983333334,60,22,247,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BCFF11B.SA,BCFF11B,fii,FII BC FFII,CI      MB,BRBCFFCTF000,2012-01-02,101.5,299078.58616666665,60,39,2199,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,AEFI11.SA,AEFI11,fii,FII AESAPAR,CI  ER,BRAEFICTF002,2012-01-02,100.8,271509.46571428573,7,35,3648,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,KNRI11.SA,KNRI11,fii,FII KINEA,CI  ER,BRKNRICTF007,2012-01-02,1260.0,254330.31783333333,60,6,25,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CNES11B.SA,CNES11B,fii,FII CENESP,CI  ER  MB,BRCNESCTF001,2012-01-02,109.5,225568.76733333332,60,21,969,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HGBS11.SA,HGBS11,fii,FII CSHGSHOP,CI  ER,BRHGBSCTF000,2012-01-02,1620.0,155800.23107142857,56,9,571,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,NSLU11B.SA,NSLU11B,fii,FII LOURDES,CI  ER  MB,BRNSLUCTF008,2012-01-02,144.1,136393.99583333332,60,8,312,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HGRE11.SA,HGRE11,fii,FII HG REAL,CI  ER,BRHGRECTF006,2012-01-02,1465.0,127565.41622641511,53,4,9,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BBFI11B.SA,BBFI11B,fii,FII BB PROGR,CI  ER  MB,BRBBFICTF006,2012-01-02,3800.0,122178.59559322034,59,8,16,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MBRF11.SA,MBRF11,fii,FII MERC BR,CI,BRMBRFCTF004,2012-01-02,1032.0,98408.14927272727,55,1,10,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HGJH11.SA,HGJH11,fii,FII CSHGJHSF,CI  ER,BRHGJHCTF006,2012-01-02,1100.0,89934.54904761905,42,3,105,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,WPLZ11B.SA,WPLZ11B,fii,FII W PLAZA,CI      MB,BRWPLZCTF004,2012-01-02,85.0,81335.05933333332,60,17,705,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,XPGA11.SA,XPGA11,fii,FII XP GAIA,CI  ER,BRXPGACTF005,2012-01-02,100.0,81229.12176470588,17,7,64,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BBRC11.SA,BBRC11,fii,FII BB CORP,CI  ER,BRBBRCCTF004,2012-01-02,130.0,78091.18783333333,60,4,337,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,TRXL11.SA,TRXL11,fii,FII TRX LOG,CI,BRTRXLCTF001,2012-01-02,110.3,71264.85,60,4,82,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PRSV11.SA,PRSV11,fii,FII P VARGAS,CI,BRPRSVCTF008,2012-01-02,1140.0,70297.28254545455,55,3,6,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,CSBC11.SA,CSBC11,fii,FII CSHG BC,CI  ER,BRCSBCCTF000,2012-01-02,1080.0,67226.04132075471,53,3,10,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FEXC11B.SA,FEXC11B,fii,FII EXCELLEN,CI      MB,BRFEXCCTF007,2012-01-02,114.0,66793.08254237288,59,6,695,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FIIP11B.SA,FIIP11B,fii,FII RB CAP I,CI  ER  MB,BRFIIPCTF001,2012-01-02,142.01,66095.67857142857,35,1,4,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,BBVJ11.SA,BBVJ11,fii,FII C JARDIM,CI  ER,BRBBVJCTF001,2012-01-02,106.0,65494.47928571428,56,9,952,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,PQDP11.SA,PQDP11,fii,FII D PEDRO,CI  ER,BRPQDPCTF004,2012-01-02,1230.0,57270.395535714284,56,2,5,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FPAB11.SA,FPAB11,fii,FII A BRANCA,CI  ER,BRFPABCTF011,2012-01-02,316.0,47380.78203703704,54,4,16,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MAXR11B.SA,MAXR11B,fii,FII MAX RET,CI      MB,BRMAXRCTF009,2012-01-02,1040.0,46964.56428571428,42,4,23,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FFCI11.SA,FFCI11,fii,FII RIOB RC,CI,BRFFCICTF005,2012-01-02,1.72,46830.56416666667,60,19,27120,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,SHPH11.SA,SHPH11,fii,FII HIGIENOP,CI,BRSHPHCTF008,2012-01-02,445.9,33403.546800000004,50,5,95,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FAED11B.SA,FAED11B,fii,FII ANH EDUC,CI      MB,BRFAEDCTF003,2012-01-02,121.9,32356.392244897957,49,3,65,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FLRP11B.SA,FLRP11B,fii,FII FLORIPA,CI  ER  MB,BRFLRPCTF006,2012-01-02,970.0,32079.239074074074,54,1,40,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RBPR11.SA,RBPR11,fii,FII RBPRIME1,CI  ERA,BRRBPRCTF002,2012-01-02,83.49,31590.77655172414,58,2,40,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,EURO11.SA,EURO11,fii,FII EUROPAR,CI  ER,BREUROCTF011,2012-01-02,191.6,26283.049830508473,59,1,20,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,HCRI11B.SA,HCRI11B,fii,FII CRIANCA,CI      MB,BRHCRICTF006,2012-01-02,239.5,21491.188695652174,46,1,1,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RBRD11.SA,RBRD11,fii,FII RB II,CI  ER,BRRBRDCTF008,2012-01-02,66.0,20485.16136363636,44,2,101,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MSHP11.SA,MSHP11,fii,FII LARGO 13,CI,BRMSHPCTF008,2012-01-02,625.0,18603.49840909091,44,5,16,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,FLMA11.SA,FLMA11,fii,FII S F LIMA,CI,BRFLMACTF009,2012-01-02,1.55,16779.39385964912,57,8,19557,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,ABCP11.SA,ABCP11,fii,FII ABC IMOB,CI  ER,BRABCPCTF000,2012-01-02,8.0,8750.087391304349,46,2,1272,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,RBAG11.SA,RBAG11,fii,FII RBRESID1,CI  01,BRRBAGCTF007,2012-01-02,40.0,8572.706097560977,41,3,170,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,MMXM11.SA,MMXM11,other,MMX MINER,TPR     NM,BRMMXMTRV000,2012-01-02,2.85,984700.9666666667,60,65,101300,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
2012-01-02,GOLL2.SA,GOLL2,other,GOL,DIR PRE N2,BRGOLLD04PR3,2012-01-02,0.02,97.66666666666667,3,7,15600,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012
