ticker,isin,issuer_name,asset_class,cnpj_cia,cvm_name,cvm_sector,match_method,confidence,mapping_status,source,universe_year,decision_date
JHSF3.SA,BRJHSFACNOR2,JHSF PART,equity,08.294.224/0001-65,JHSF PARTICIPAÇÕES SA,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
JSLG3.SA,BRJSLGACNOR2,JSL,equity,52.548.435/0001-79,JSL S.A.,Serviços Transporte e Logística,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
KEPL3.SA,BRKEPLACNOR1,KEPLER WEBER,equity,91.983.056/0001-69,KEPLER WEBER SA,Emp. Adm. Part. - Metalurgia e Siderurgia,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
KLBN4.SA,BRKLBNACNPR9,KLABIN S/A,equity,89.637.490/0001-45,KLABIN S.A.,Papel e Celulose,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
KROT11.SA,BRKROTCDAM11,KROTON,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
KROT12.SA,BRKROTD02M15,KROTON,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LAME3.SA,BRLAMEACNOR9,LOJAS AMERIC,equity,33.014.556/0001-96,LOJAS AMERICANAS SA,Comércio (Atacado e Varejo),official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LAME4.SA,BRLAMEACNPR6,LOJAS AMERIC,equity,33.014.556/0001-96,LOJAS AMERICANAS SA,Comércio (Atacado e Varejo),official_b3_issuer_unique_prefix,0.99,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LEVE3.SA,BRLEVEACNOR2,METAL LEVE,equity,60.476.884/0001-87,MAHLE METAL LEVE S.A.,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LFFE3.SA,BRLFFEACNOR2,LA FONTE TEL,equity,53.790.218/0001-53,JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Telecomunicações,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LIGT3.SA,BRLIGTACNOR2,LIGHT S/A,equity,03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Energia Elétrica,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LLIS3.SA,BRLLISACNOR4,LE LIS BLANC,equity,49.669.856/0001-43,VESTE SA ESTILO,Emp. Adm. Part. - Comércio (Atacado e Varejo),unique_cotahist_prefix,0.97,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LLXL3.SA,BRLLXLACNOR8,LLX LOG,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LOGN3.SA,BRLOGNACNOR3,LOG-IN,equity,42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL SA,Serviços Transporte e Logística,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LPSB3.SA,BRLPSBACNOR0,LOPES BRASIL,equity,08.078.847/0001-09,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LREN3.SA,BRLRENACNOR1,LOJAS RENNER,equity,92.754.738/0001-62,LOJAS RENNER SA,Comércio (Atacado e Varejo),official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
LUPA3.SA,BRLUPAACNOR8,LUPATECH,equity,89.463.822/0001-12,LUPATECH S.A.,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MAGG3.SA,BRMAGGACNOR4,MAGNESITA SA,equity,08.684.547/0001-65,MAGNESITA REFRATARIOS S.A.,Emp. Adm. Part. - Extração Mineral,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MDIA3.SA,BRMDIAACNOR7,M.DIASBRANCO,equity,07.206.816/0001-15,M. DIAS BRANCO SA IND E COM DE ALIMENTOS,Alimentos,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MGEL4.SA,BRMGELACNPR3,MANGELS INDL,equity,61.065.298/0001-02,MANGELS INDUSTRIAL S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MGLU3.SA,BRMGLUACNOR2,MAGAZ LUIZA,equity,47.960.950/0001-21,MAGAZINE LUIZA SA,Comércio (Atacado e Varejo),official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MILS3.SA,BRMILSACNOR2,MILLS,equity,27.093.558/0001-15,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",Serviços Transporte e Logística,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MMXM3.SA,BRMMXMACNOR2,MMX MINER,equity,02.762.115/0001-49,MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.,Extração Mineral,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MNDL3.SA,BRMNDLACNOR4,MUNDIAL,equity,88.610.191/0001-54,MUNDIAL S.A - PRODUTOS DE CONSUMO,Têxtil e Vestuário,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MNDL4.SA,BRMNDLACNPR1,MUNDIAL,equity,88.610.191/0001-54,MUNDIAL S.A - PRODUTOS DE CONSUMO,Têxtil e Vestuário,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MNPR3.SA,BRMNPRACNOR5,MINUPAR,equity,90.076.886/0001-40,MINUPAR PARTICIPACOES SA,Emp. Adm. Part. - Alimentos,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MOAR3.SA,BRMOARACNOR5,MONT ARANHA,equity,33.102.476/0001-92,MONTEIRO ARANHA SA,Emp. Adm. Part. - Sem Setor Principal,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MPLU3.SA,BRMPLUACNOR3,MULTIPLUS,equity,11.094.546/0001-75,MULTIPLUS SA,Comércio (Atacado e Varejo),official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MPXE3.SA,BRMPXEACNOR2,MPX ENERGIA,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MRFG3.SA,BRMRFGACNOR0,MARFRIG,equity,03.853.896/0001-40,MARFRIG GLOBAL FOODS SA,Alimentos,official_b3_issuer_unique_prefix,0.99,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MRSL4.SA,BRMRSLACNPR0,MARISOL,equity,84.429.752/0001-62,MARISOL SA,Emp. Adm. Part. - Têxtil e Vestuário,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MRVE3.SA,BRMRVEACNOR2,MRV,equity,08.343.492/0001-20,MRV ENGENHARIA E PARTICIPAÇÕES S/A,"Construção Civil, Mat. Constr. e Decoração",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MTIG3.SA,BRMTIGACNOR0,METAL IGUACU,equity,80.227.184/0001-66,METALGRAFICA IGUACU SA,Metalurgia e Siderurgia,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MTIG4.SA,BRMTIGACNPR7,METAL IGUACU,equity,80.227.184/0001-66,METALGRAFICA IGUACU SA,Metalurgia e Siderurgia,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MULT3.SA,BRMULTACNOR5,MULTIPLAN,equity,07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MWET4.SA,BRMWETACNPR3,WETZEL S/A,equity,84.683.671/0001-94,WETZEL S.A.,Metalurgia e Siderurgia,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
MYPK3.SA,BRMYPKACNOR7,IOCHP-MAXION,equity,61.156.113/0001-75,IOCHPE MAXION SA,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
NATU3.SA,BRNATUACNOR6,NATURA,equity,71.673.990/0001-77,NATURA COSMETICOS SA,Farmacêutico e Higiene,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
NETC4.SA,BRNETCACNPR3,NET,equity,00.108.786/0001-65,NET SERVIÇOS DE COMUNICAÇÃO S.A.,Telecomunicações,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
NUTR3M.SA,BRNUTRACNOR0,NUTRIPLANT,equity,51.128.999/0001-90,NUTRIPLANT INDUSTRIA E COMÉRCIO S/A,"Agricultura (Açúcar, Álcool e Cana)",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
ODPV3.SA,BRODPVACNOR4,ODONTOPREV,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
OGXP3.SA,BROGXPACNOR3,OGX PETROLEO,equity,07.957.093/0001-96,ÓLEO E GÁS PARTICIPAÇÕES S/A,Emp. Adm. Part. - Petróleo e Gás,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
OHLB3.SA,BROHLBACNOR6,OHL BRASIL,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
OSXB3.SA,BROSXBACNOR8,OSX BRASIL,equity,09.112.685/0001-32,OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Sem Setor Principal,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PCAR4.SA,BRPCARACNPR0,P.ACUCAR-CBD,equity,47.508.411/0001-56,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,Comércio (Atacado e Varejo),official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PDGR3.SA,BRPDGRACNOR8,PDG REALT,equity,02.950.811/0001-89,PDG REALTY S.A. EMPREEND E PARTICIPACOES,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PETR3.SA,BRPETRACNOR9,PETROBRAS,equity,33.000.167/0001-01,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,Petróleo e Gás,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PETR4.SA,BRPETRACNPR6,PETROBRAS,equity,33.000.167/0001-01,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,Petróleo e Gás,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PINE4.SA,BRPINEACNPR8,PINE,equity,62.144.175/0001-20,BANCO PINE S/A,Bancos,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PLAS3.SA,BRPLASACNOR2,PLASCAR PART,equity,51.928.174/0001-50,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PMAM3.SA,BRPMAMACNOR3,PARANAPANEMA,equity,,,,b3_isin_cnpj_not_in_cvm_master,1.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PMET6.SA,BRPMETACNPB1,PRO METALURG,equity,56.994.924/0001-05,PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PNVL3.SA,BRPNVLACNOR9,DIMED,equity,92.665.611/0001-77,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,Comércio (Atacado e Varejo),official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
POMO3.SA,BRPOMOACNOR0,MARCOPOLO,equity,88.611.835/0001-29,MARCOPOLO SA,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
POMO4.SA,BRPOMOACNPR7,MARCOPOLO,equity,88.611.835/0001-29,MARCOPOLO SA,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
POSI3.SA,BRPOSIACNOR9,POSITIVO INF,equity,81.243.735/0001-48,POSITIVO TECNOLOGIA S.A.,Comunicação e Informática,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PRBC4.SA,BRPRBCACNPR8,PARANA,equity,14.388.334/0001-99,PARANA BANCO S.A.,Bancos,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PRTX3.SA,BRPRTXACNOR9,PORTX,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PRVI3.SA,BRPRVIACNOR6,PROVIDENCIA,equity,76.500.180/0001-32,COMPANHIA PROVIDENCIA IND E COMERCIO,Petroquímicos e Borracha,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PSSA3.SA,BRPSSAACNOR7,PORTO SEGURO,equity,02.149.205/0001-69,PORTO SEGURO SA,Seguradoras e Corretoras,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PTBL3.SA,BRPTBLACNOR8,PORTOBELLO,equity,83.475.913/0001-91,PBG S/A,"Construção Civil, Mat. Constr. e Decoração",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
PTNT4.SA,BRPTNTACNPR3,PETTENATI,equity,88.613.658/0001-10,PETTENATI S.A. INDUSTRIA TEXTIL,Têxtil e Vestuário,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
QGEP3.SA,BRQGEPACNOR8,QGEP PART,equity,11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Petróleo e Gás,unique_cotahist_prefix,0.97,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
QUAL3.SA,BRQUALACNOR6,QUALICORP,equity,11.992.680/0001-93,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Seguradoras e Corretoras,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RADL3.SA,BRRADLACNOR0,RAIADROGASIL,equity,61.585.865/0001-51,RAIA DROGASIL S.A.,Comércio (Atacado e Varejo),official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RAPT4.SA,BRRAPTACNPR4,RANDON PART,equity,89.086.144/0001-16,RANDONCORP S.A.,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RCSL4.SA,BRRCSLACNPR1,RECRUSUL,equity,91.333.666/0001-17,RECRUSUL SA,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RDCD3.SA,BRRDCDACNOR3,REDECARD,equity,01.425.787/0001-04,REDECARD S/A,Emp. Adm. Part. - Sem Setor Principal,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RDNI3.SA,BRRDNIACNOR9,RODOBENSIMOB,equity,67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RENT3.SA,BRRENTACNOR4,LOCALIZA,equity,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Serviços Transporte e Logística,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RHDS3.SA,BRRHDSACNOR0,M G POLIEST,equity,56.806.656/0001-50,M&G POLIÉSTER SA,Emp. Adm. Part. - Petroquímicos e Borracha,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RJCP3.SA,BRRJCPACNOR4,RJCP EQUITY,equity,08.281.683/0001-04,RJ CAPITAL PARTNERS S.A.,Emp. Adm. Part. - Sem Setor Principal,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RNAR3.SA,BRRNARACNOR6,RENAR,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RNAR9.SA,BRRNARR02OR9,RENAR,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RNEW11.SA,BRRNEWCDAM15,RENOVA,equity,08.534.605/0001-74,RENOVA ENERGIA S.A.,Energia Elétrica,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
ROMI3.SA,BRROMIACNOR8,INDS ROMI,equity,56.720.428/0001-63,ROMI S.A.,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RPMG3.SA,BRRPMGACNOR9,PET MANGUINH,equity,33.412.081/0001-96,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A. - EM RECUPERAÇÃO JUDICIAL,Petróleo e Gás,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RPMG4.SA,BRRPMGACNPR6,PET MANGUINH,equity,33.412.081/0001-96,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A. - EM RECUPERAÇÃO JUDICIAL,Petróleo e Gás,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RSID3.SA,BRRSIDACNOR8,ROSSI RESID,equity,61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,"Construção Civil, Mat. Constr. e Decoração",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
RSIP4.SA,BRRSIPACNPR9,RASIP AGRO,equity,94.789.468/0001-50,RASIP AGRO PASTORIL SA,"Agricultura (Açúcar, Álcool e Cana)",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SANB11.SA,BRSANBCDAM13,SANTANDER BR,equity,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,Bancos,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SANB3.SA,BRSANBACNOR8,SANTANDER BR,equity,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,Bancos,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SANB4.SA,BRSANBACNPR5,SANTANDER BR,equity,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,Bancos,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SAPR4.SA,BRSAPRACNPR6,SANEPAR,equity,76.484.013/0001-45,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,"Saneamento, Serv. Água e Gás",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SBSP3.SA,BRSBSPACNOR5,SABESP,equity,43.776.517/0001-80,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,"Saneamento, Serv. Água e Gás",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SCAR3.SA,BRSCARACNOR7,SAO CARLOS,equity,29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,Emp. Adm. Part. - Sem Setor Principal,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SCLO4.SA,BRSCLOACNPR8,SCHLOSSER,equity,82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,Têxtil e Vestuário,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SFSA4.SA,BRSFSAACNPR5,SOFISA,equity,60.889.128/0001-80,BANCO SOFISA SA,Bancos,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SGAS4.SA,BRSGASACNPR3,WLM IND COM,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SHOW3.SA,BRSHOWACNOR7,TIME FOR FUN,equity,02.860.694/0001-62,T4F ENTRETENIMENTO SA,Brinquedos e Lazer,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SLCE3.SA,BRSLCEACNOR2,SLC AGRICOLA,equity,89.096.457/0001-55,SLC AGRICOLA SA,"Agricultura (Açúcar, Álcool e Cana)",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SLED4.SA,BRSLEDACNPR7,SARAIVA LIVR,equity,60.500.139/0001-26,SARAIVA LIVREIROS S.A. - FALIDA,Comércio (Atacado e Varejo),official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SMTO3.SA,BRSMTOACNOR3,SAO MARTINHO,equity,51.466.860/0001-56,SÃO MARTINHO SA,"Agricultura (Açúcar, Álcool e Cana)",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SNSY5.SA,BRSNSYACNPA5,SANSUY,equity,14.807.945/0001-24,SANSUY SA INDÚSTRIA  DE PLASTICOS,Petroquímicos e Borracha,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SPRI3.SA,BRSPRIACNOR2,SPRINGER,equity,92.929.520/0001-00,SPRINGER SA,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SPRI5.SA,BRSPRIACNPA5,SPRINGER,equity,92.929.520/0001-00,SPRINGER SA,"Máquinas, Equipamentos, Veículos e Peças",official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
SSBR3.SA,BRSSBRACNOR1,SIERRABRASIL,equity,,,,no_deterministic_cnpj_match,0.0,review_required,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
STBP11.SA,BRSTBPCDAM10,SANTOS BRP,equity,02.762.121/0001-04,SANTOS BRASIL PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,official_b3_isin_cnpj,1.0,accepted,B3 COTAHIST official annual file; last trading session 2012-01-02; 60-session average traded value,2012,2012-01-02
