ticker,as_of_date,available_date,sector,is_financial,market_cap_brl,price_to_earnings,price_to_book,ev_to_ebit,free_cash_flow_yield,roe,roic,debt_to_ebitda,interest_coverage,operating_margin,revenue_growth_3y,average_daily_value_brl,source,decision_date,mapping_method,snapshot_vintage
PETR4.SA,2021-09-30,2021-10-28,Petróleo e Gás,False,162963424702.92,1.1983221541029319,0.4337721485135844,1.9392041963215767,1.2000606906519915,0.36198291672101124,0.3443854726358837,,,0.5605566145634769,,2236805642.833333,"CVM ITR 2021, ref 2021-09-30, receipt 2021-10-28; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104904, received 2021-05-27",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
VALE3.SA,2021-09-30,2021-10-28,Extração Mineral,False,412189032060.0,4.342895815466395,2.2224294750904074,3.591005202130945,0.28503626700794366,0.5117390721590992,0.5936702348138408,,,0.39330933064521645,,1958305420.0666664,"CVM ITR 2021, ref 2021-09-30, receipt 2021-10-28; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104585, received 2021-05-18",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
ITUB4.SA,2021-09-30,2021-11-03,Bancos,True,104234125713.39001,3.528097945890537,0.6557172513769959,,,0.18585573910745964,,,,,,893324035.5666667,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-03; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104273, received 2021-05-14",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BBDC4.SA,2021-09-30,2021-11-04,Bancos,True,95466971399.25,4.023594742214558,0.6467690041608612,,,0.16074407230308788,,,,,,849342366.7333333,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-04; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104409, received 2021-05-17",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
MGLU3.SA,2021-09-30,2021-11-11,Comércio (Atacado e Varejo),False,43672788418.56,60.89524152068033,4.016797586889318,44.253426184723565,-0.06998726462588399,0.06596242147303404,0.08201909815574018,,,0.028462455723073484,,798292897.6666666,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-11; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 103504, received 2021-05-06",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
PETR3.SA,2021-09-30,2021-10-28,Petróleo e Gás,False,234586154555.84,1.7249869813581582,0.6244158188177987,2.2639487218640584,0.8336638637957136,0.36198291672101124,0.3443854726358837,,,0.5605566145634769,,605693736.1916667,"CVM ITR 2021, ref 2021-09-30, receipt 2021-10-28; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104904, received 2021-05-27",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
B3SA3.SA,2021-09-30,2021-11-11,Bolsas de Valores/Mercadorias e Futuros,False,65670720000.00001,13.905115933982868,2.906851245344364,11.665303597539678,0.012815361244706924,0.209049047785375,0.19843059814180364,,,0.6255121446110606,,515008726.4666666,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-11; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 103927, received 2021-05-12",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
PRIO3.SA,2021-09-30,2021-11-05,Petróleo e Gás,False,17821332845.05,15.141473698160048,3.1337407322504975,10.74462595144302,-0.07187941615465665,0.20696405083947023,0.23854855017455306,,,0.5294430119251867,,513918111.6333333,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-05; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 103769, received 2021-05-11",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BBAS3.SA,2021-09-30,2021-11-08,Bancos,True,82581318516.4,4.544056172639682,0.603969644613421,,,0.13291421181146393,,,,,,454106398.56666666,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-08; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104726, received 2021-05-21",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
RENT3.SA,2021-09-30,2021-11-09,Serviços Transporte e Logística,False,38598368836.3,19.266643058024997,5.170531445433586,15.764321174685643,-0.03768097056557946,0.26836701286579034,0.1751996560549212,,,0.2778913133651329,,412431372.9333333,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-09; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 99490, received 2021-01-07",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
ABEV3.SA,2021-09-30,2021-10-28,Bebidas e Fumo,False,241282599819.66,14.83357105766255,2.7367226522728494,11.730522354963828,0.052901721920852546,0.184495199546649,0.2634780629397919,,,0.27804245646341536,,397832672.0833333,"CVM ITR 2021, ref 2021-09-30, receipt 2021-10-28; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104468, received 2021-05-17",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
SUZB3.SA,2021-09-30,2021-10-28,Papel e Celulose,False,81117696970.56,6.629203924626296,5.956282710778872,9.143383413608083,0.11993998058809575,0.8984913993447022,0.20486425321074928,,,0.42222461635030584,,394126667.65,"CVM ITR 2021, ref 2021-09-30, receipt 2021-10-28; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104701, received 2021-05-21",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
LREN3.SA,2021-09-30,2021-11-11,Comércio (Atacado e Varejo),False,18375608446.8,32.16567785814311,1.934760300012161,19.940286416147526,0.02294171652712885,0.06014983761712809,0.10880666210827111,,,0.08452681828072256,,344955605.25,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-11; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 102079, received 2021-03-19",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
GGBR4.SA,2021-09-30,2021-10-27,Metalurgia e Siderurgia,False,31240811738.7,2.3928776009574326,0.7564653524794808,2.3269342116460074,0.13883534897484984,0.3161320713507476,0.3503601897773325,,,0.27090900404167934,,341598438.6666667,"CVM ITR 2021, ref 2021-09-30, receipt 2021-10-27; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104022, received 2021-05-13",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
USIM5.SA,2021-09-30,2021-10-29,Metalurgia e Siderurgia,False,8199849880.110001,0.8645480297496424,0.3573288188270938,0.7558040920181098,0.45478113069430653,0.4133128600507826,0.4870423057335615,,,0.3647751975000337,,312537476.1666667,"CVM ITR 2021, ref 2021-09-30, receipt 2021-10-29; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104238, received 2021-05-14",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
CSNA3.SA,2021-09-30,2021-11-03,Metalurgia e Siderurgia,False,34008214391.97,2.069701694254502,1.4594487917060677,2.320721270689675,0.5336846795545221,0.7051493438680084,0.5531715655420515,,,0.44082842655032956,,311199230.18333334,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-03; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104635, received 2021-05-20",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
ITSA4.SA,2021-09-30,2021-11-08,Emp. Adm. Part. - Intermediação Financeira,True,49799213983.2,3.933897936898649,0.7499881623975904,,,0.1906475903614458,,,,,,290658540.1666667,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-08; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 104621, received 2021-05-19",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
GNDI3.SA,2021-09-30,2021-11-10,Emp. Adm. Part. - Serviços médicos,False,36145474961.25,,5.078704477554374,99.16103204960524,-0.04001073444325786,-0.0016081064865774745,0.03824369813778174,,,0.03277229519901731,,268190688.4833333,"CVM ITR 2021, ref 2021-09-30, receipt 2021-11-10; CVM DFP 2020 TTM bridge; market snapshot: B3 COTAHIST 2022-01-03; CVM FRE document 103447, received 2021-05-05",2022-01-03,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
