ticker,coverage_start,coverage_end,status,source_url,extracted_at,note
CEED3,2011-01-03,2025-12-08,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNFRUQiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CEGR3,2011-04-01,2025-10-09,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNFR1IiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CEPE5,2011-01-03,2022-10-28,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNFUEUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CEPE6,2011-01-31,2022-10-26,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNFUEUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CESP3,2011-01-03,2022-03-25,failed,https://sistemaswebb3-listados.b3.com.br/dividensOtherCorpActPage/,2026-08-21T01:15:30.188864+00:00,company not found in the current B3 listed-company service
CESP5,2011-01-04,2022-03-25,failed,https://sistemaswebb3-listados.b3.com.br/dividensOtherCorpActPage/,2026-08-21T01:15:30.188864+00:00,company not found in the current B3 listed-company service
CESP6,2011-01-03,2022-03-25,failed,https://sistemaswebb3-listados.b3.com.br/dividensOtherCorpActPage/,2026-08-21T01:15:30.188864+00:00,company not found in the current B3 listed-company service
CGAS3,2011-01-04,2025-12-26,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNHQVMiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CGAS5,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNHQVMiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CGRA3,2011-01-07,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNHUkEiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CGRA4,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNHUkEiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CIEL3,2011-01-03,2024-08-26,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNJRUwiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CLSA3,2021-07-30,2025-04-01,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNMU0EiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CLSC3,2011-01-04,2025-12-29,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNMU0MiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CLSC4,2012-01-20,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNMU0MiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CMIG10,2017-11-30,2018-04-23,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNNSUciLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CMIG3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNNSUciLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CMIG4,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNNSUciLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CMIG9,2017-11-30,2018-04-23,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNNSUciLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CMIN3,2021-02-18,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNNSU4iLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
COCE3,2011-01-03,2025-11-28,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNPQ0UiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
COGN3,2019-10-11,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNPR04iLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CPFE3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNQRkUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CPLE3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNQTEUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CPLE5,2011-06-13,2025-12-19,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNQTEUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CPLE6,2011-01-03,2025-11-07,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNQTEUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CPRE3,2013-07-19,2020-07-02,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNQUkUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CREM3,2011-01-03,2018-10-24,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNSRU0iLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CRFB3,2017-07-20,2025-05-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNSRkIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CRIV3,2011-01-03,2024-03-25,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNSSVYiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CRIV4,2011-01-04,2024-03-27,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNSSVYiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CRPG5,2015-08-27,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNSUEciLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CRPG6,2015-11-19,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNSUEciLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CSAB3,2011-01-06,2024-01-05,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNTQUIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CSAB4,2011-01-03,2023-12-28,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNTQUIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CSAN3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNTQU4iLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CSED3,2021-02-11,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNTRUQiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CSMG3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNTTUciLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CSNA3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNTTkEiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CSRN3,2011-01-03,2024-08-29,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNTUk4iLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CSRN5,2011-03-04,2024-08-29,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNTUk4iLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CSUD3,2022-09-15,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNTVUQiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CTAX3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNUQVgiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CTKA4,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNUS0EiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CTSA3,2011-01-03,2025-12-26,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNUU0EiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CTSA4,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNUU0EiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CURY3,2020-09-21,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNVUlkiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CVCB3,2013-12-09,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNWQ0IiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CXSE3,2021-04-29,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNYU0UiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
CYRE3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkNZUkUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DASA3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRBU0EiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DAYC4,2011-01-03,2016-08-23,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRBWUMiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DESK3,2021-07-21,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRFU0siLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DEXP3,2021-06-08,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRFWFAiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DIRR3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRJUlIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DMVF3,2020-08-10,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRNVkYiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DOHL4,2011-01-04,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRPSEwiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DOTZ3,2021-05-31,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRPVFoiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DTCY3,2011-01-03,2025-12-03,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRUQ1kiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DUQE4,2011-01-11,2014-12-19,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRVUUUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
DXCO3,2021-08-19,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkRYQ08iLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
EALT3,2011-01-21,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVBTFQiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
EALT4,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVBTFQiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ECOR3,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVDT1IiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ECPR3,2011-01-12,2022-03-04,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVDUFIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ECPR4,2011-01-03,2022-03-25,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVDUFIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
EEEL3,2011-01-13,2022-05-24,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVFRUwiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
EEEL4,2011-01-03,2022-05-27,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVFRUwiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
EGIE3,2016-07-21,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVHSUUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
EKTR3,2011-01-31,2025-12-26,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVLVFIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
EKTR4,2011-01-04,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVLVFIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ELEK3,2011-01-12,2020-07-01,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVMRUsiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ELEK4,2011-01-03,2020-06-29,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVMRUsiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ELET3,2011-01-03,2025-11-07,failed,https://sistemaswebb3-listados.b3.com.br/dividensOtherCorpActPage/,2026-08-21T01:15:30.188864+00:00,B3 request failed after 4 attempts: GetListedSupplementCompany
ELMD3,2021-02-17,2025-06-12,failed,https://sistemaswebb3-listados.b3.com.br/dividensOtherCorpActPage/,2026-08-21T01:15:30.188864+00:00,B3 request failed after 4 attempts: GetListedSupplementCompany
ELPL3,2011-01-18,2019-11-26,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVMUEwiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ELPL4,2011-01-03,2017-11-24,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVMUEwiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
EMAE4,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVNQUUiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
EMBR3,2011-01-03,2025-10-31,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVNQlIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ENAT3,2019-04-24,2024-07-31,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVOQVQiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ENBR3,2011-01-03,2023-08-21,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVOQlIiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ENEV3,2013-10-22,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVORVYiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ENGI3,2011-01-04,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVOR0kiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
ENGI4,2011-01-03,2025-12-30,complete,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/GetListedSupplementCompany/eyJpc3N1aW5nQ29tcGFueSI6IkVOR0kiLCJsYW5ndWFnZSI6InB0LWJyIn0=,2026-08-21T01:09:24.085902+00:00,B3 company supplement and paginated cash history queried
