ticker,as_of_date,available_date,sector,is_financial,market_cap_brl,price_to_earnings,price_to_book,ev_to_ebit,free_cash_flow_yield,roe,roic,debt_to_ebitda,interest_coverage,operating_margin,revenue_growth_3y,average_daily_value_brl,source,decision_date,mapping_method,snapshot_vintage
ITUB4.SA,2015-09-30,2015-11-03,Bancos,True,76316687622.62999,2.780409779314704,0.6837616372880398,,,0.2459211740567855,,,,,,491249953.05,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-03; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46825, received 2015-05-11",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
PETR4.SA,2015-09-30,2015-11-12,Petróleo e Gás,False,38486033953.56,,0.1322625934028909,,0.8180370063070058,-0.09124619392264814,-0.006578796495895061,,,-0.014273497628857965,,400989308.1166667,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-12; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46485, received 2015-05-06",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
ABEV3.SA,2015-09-30,2015-10-30,Bebidas e Fumo,False,270500161360.99002,20.369458944645032,5.377445697343065,14.819773967244968,0.0604828585598006,0.26399550974606284,0.408207604826219,,,0.40774557457257515,,233827226.4333333,"CVM ITR 2015, ref 2015-09-30, receipt 2015-10-30; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46704, received 2015-05-08",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BRFS3.SA,2015-09-30,2015-10-29,Emp. Adm. Part. - Alimentos,False,47305499398.12,17.42221018249209,3.323638715265778,13.377161638726411,0.10491033945616123,0.1907702111529894,0.19011252563975745,,,0.13021946718404917,,198035840.1,"CVM ITR 2015, ref 2015-09-30, receipt 2015-10-29; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46063, received 2015-04-22",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
CIEL3.SA,2015-09-30,2015-11-05,Intermediação Financeira,True,50641558512.98,14.233677100809503,5.176443258460526,,,0.36367575446587375,,,,,,169862842.6,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-05; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 44882, received 2015-03-10",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
ITSA4.SA,2015-09-30,2015-11-10,Emp. Adm. Part. - Intermediação Financeira,True,27464259424.8,2.863843527090719,0.5860917504225351,,,0.2046521553563807,,,,,,165138096.28333333,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-10; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 47003, received 2015-05-12",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BBAS3.SA,2015-09-30,2015-11-12,Bancos,True,40803538364.8,2.446640335472459,0.5634959789458596,,,0.23031418667306713,,,,,,146987255.9,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-12; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 47695, received 2015-05-22",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
PETR3.SA,2015-09-30,2015-11-12,Petróleo e Gás,False,64526077411.14,,0.22175281430170937,,0.48791126414519453,-0.09124619392264814,-0.006578796495895061,,,-0.014273497628857965,,144324066.41666666,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-12; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46485, received 2015-05-06",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BBSE3.SA,2015-09-30,2015-11-10,Emp. Adm. Part. - Seguradoras e Corretoras,True,45660000000.0,10.534993552334761,5.536426497390568,,,0.5255272791470847,,,,,,132209831.66666669,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-10; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46355, received 2015-05-04",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
UGPA3.SA,2015-09-30,2015-11-04,Emp. Adm. Part. - Petróleo e Gás,False,31993293020.0,23.05035470405065,4.010096157196636,14.505532027203273,0.035874956644272316,0.17397112576718568,0.17574195166564277,,,0.03737073722673217,,108257140.13333334,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-04; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 47400, received 2015-05-15",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
SUZB5.SA,2015-09-30,2015-11-12,Papel e Celulose,False,13488161625.359999,,1.5161188121765092,9.581929153138594,0.04837953593120467,-0.16448657883369283,0.1265578914493553,,,0.28193595057758636,,107133088.11666666,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-12; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46189, received 2015-04-28",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
VALE3.SA,2015-09-30,2015-10-22,Extração Mineral,False,40826120821.38,,0.23092057261582652,17.620058999642918,-0.18889049081443765,-0.09549205981966552,0.02851230604593363,,,0.09062406216892382,,99626899.08333331,"CVM ITR 2015, ref 2015-09-30, receipt 2015-10-22; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46236, received 2015-04-30",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
FIBR3.SA,2015-09-30,2015-10-23,Papel e Celulose,False,28150958709.72,,2.0133872251691294,14.817896264763382,0.05124333472529,-0.04873911896031223,0.1074764330500554,,,0.28249310715464265,,94412963.33333331,"CVM ITR 2015, ref 2015-09-30, receipt 2015-10-23; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 42945, received 2014-12-03",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
LREN3.SA,2015-09-30,2015-10-22,Comércio (Atacado e Varejo),False,2057422224.7499998,3.7683658223315475,0.9465139480945711,3.688653120259193,0.08757123250279501,0.25117358364877324,0.26219741817560305,,,0.15600219990345168,,78511577.46666667,"CVM ITR 2015, ref 2015-09-30, receipt 2015-10-22; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46186, received 2015-04-28",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
HYPE3.SA,2015-09-30,2015-10-30,Farmacêutico e Higiene,False,13331367059.34,38.2643241409062,1.720142879711634,19.177638643773175,0.02642437181663199,0.044954220891954236,0.07731182011808366,,,0.17655031396113977,,63463753.43333333,"CVM ITR 2015, ref 2015-09-30, receipt 2015-10-30; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46278, received 2015-04-30",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
RADL3.SA,2015-09-30,2015-10-29,Comércio (Atacado e Varejo),False,11616371759.999998,35.741142720005904,4.511557490029333,25.573634355893123,0.017437286287400985,0.12622868623347105,0.1771470338576055,,,0.05345257815279705,,57354604.55,"CVM ITR 2015, ref 2015-09-30, receipt 2015-10-29; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46014, received 2015-04-17",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
EMBR3.SA,2015-09-30,2015-10-27,"Máquinas, Equipamentos, Veículos e Peças",False,21710435090.08,226.87115408412146,1.4496158154443022,20.0503371287627,-0.03628858642082133,0.006389599512094868,0.06611667772477078,,,0.0778606855376663,,56758484.23333333,"CVM ITR 2015, ref 2015-09-30, receipt 2015-10-27; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46019, received 2015-04-17",2016-01-04,official_b3_issuer_unique_prefix,B3/CVM point-in-time full-universe gate
EQTL3.SA,2015-09-30,2015-11-03,Energia Elétrica,False,6548762616.0,4.6938444660585255,1.5424477302302686,8.201911596524184,-0.11554625573864288,0.32861074570829985,0.15889190795417352,,,0.15706589124536668,,53467850.083333336,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-03; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 47177, received 2015-05-14",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
GGBR4.SA,2015-09-30,2015-10-29,Metalurgia e Siderurgia,False,5202981852.3,,0.14447758542541245,38.54988838687146,0.7952979882431869,-0.028697797015976256,0.01225654028008218,,,0.016278117554730194,,53190543.75,"CVM ITR 2015, ref 2015-09-30, receipt 2015-10-29; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 46803, received 2015-05-11",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
LAME4.SA,2015-09-30,2015-11-12,Comércio (Atacado e Varejo),False,14323917684.21,60.27012178728614,5.010721019126484,13.19818371593947,-0.14271891566743167,0.08313772845541993,0.15088361353173813,,,0.09925633896840802,,43942685.71666667,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-12; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 47007, received 2015-05-12",2016-01-04,official_b3_issuer_unique_prefix,B3/CVM point-in-time full-universe gate
CMIG4.SA,2015-09-30,2015-11-13,Energia Elétrica,False,4743515514.36,1.4362412157824633,0.33164829708822346,2.9216813811898836,0.12461917710830052,0.2309140647433249,0.21903069193544766,,,0.2601050784487644,,38911357.48333333,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-13; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 45340, received 2015-03-26",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
CSNA3.SA,2015-09-30,2015-11-13,Metalurgia e Siderurgia,False,5355842821.42,,1.4656464184116427,12.733835916003764,0.212438086392225,-0.18839691723588925,0.08293209759742061,,,0.16272954073337612,,35515220.11666667,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-13; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 47204, received 2015-05-14",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
QUAL3.SA,2015-09-30,2015-11-12,Seguradoras e Corretoras,True,3766298085.0,18.8683781041937,1.8886052229892158,,,0.10009367061440502,,,,,,34122338.05,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-12; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 47689, received 2015-05-22",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
SMLE3.SA,2015-09-30,2015-11-04,Comércio (Atacado e Varejo),False,4325331839.56,12.741200672683785,9.324890566651145,10.362478714348107,0.23389766092557535,0.7318690605543196,2.2616218603110783,,,0.3492942327192455,,32165153.366666667,"CVM ITR 2015, ref 2015-09-30, receipt 2015-11-04; CVM DFP 2014 TTM bridge; market snapshot: B3 COTAHIST 2016-01-04; CVM FRE document 47712, received 2015-05-25",2016-01-04,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
