decision_year,decision_date,holding_end_exclusive,gross_return,estimated_cost_brl,estimated_cost_rate,net_return,opening_wealth_brl,closing_wealth_brl,turnover,weights_at_decision,known_snapshot_count,factor,target_equity_weight,mvo_eligible_net_return,cdi_net_return
2015,2015-01-02,2016-01-04,-0.07826334947278468,623.4789205379132,0.0006234789205379132,-0.07888682839332259,1000000.0,921113.1716066774,0.25,ABEV3.SA:15.00% | BBSE3.SA:15.00% | CMIG4.SA:15.00% | ITSA4.SA:15.00% | ITUB4.SA:15.00% | TITULO_CDI:25.00%,137,triple_factor,0.75,0.04477650832043126,0.1313058205754336
2016,2016-01-04,2017-01-02,0.3983568705014644,340.1970617163157,0.00036933253394142384,0.39798753796752295,921113.1716066774,1287704.7349638755,0.6183207339674246,ABEV3.SA:15.00% | BBSE3.SA:15.00% | BRSR6.SA:15.00% | CMIG4.SA:15.00% | LREN3.SA:15.00% | TITULO_CDI:25.00%,153,triple_factor,0.75,0.3501307616707529,0.13881531059776075
2017,2017-01-02,2018-01-02,0.22841851001657032,532.3263026158445,0.000413391585945188,0.22800511843062513,1287704.7349638755,1581308.0055629907,0.9971686694912321,BBSE3.SA:15.00% | CMIG4.SA:15.00% | CVCB3.SA:15.00% | RADL3.SA:15.00% | SAPR4.SA:15.00% | TITULO_CDI:25.00%,155,triple_factor,0.75,0.3553111972195347,0.09485614678200971
2018,2018-01-02,2019-01-02,0.4059294593802094,767.1995076305009,0.0004851676617910728,0.40544429171841834,1581308.0055629907,2222440.3098671422,0.9962773848945716,BBSE3.SA:15.00% | BRSR6.SA:15.00% | CVCB3.SA:15.00% | ITSA3.SA:15.00% | MGLU3.SA:15.00% | TITULO_CDI:25.00%,170,triple_factor,0.75,0.39993228166937284,0.06367037319283275
2019,2019-01-02,2020-01-02,0.40033243769350935,853.4276879282259,0.0003840047735541855,0.3999484329199552,2222440.3098671422,3111301.8290566453,0.646458294520152,BBSE3.SA:15.00% | BRSR6.SA:15.00% | CSNA3.SA:15.00% | IRBR3.SA:15.00% | MGLU3.SA:15.00% | TITULO_CDI:25.00%,184,triple_factor,0.75,0.30836212103354477,0.05915681006147966
2020,2020-01-02,2021-01-04,-0.10561572091357119,1283.3720765598187,0.00041248716681047316,-0.10602820808038166,3111301.8290566453,2781416.071324555,1.0209173464337118,BBSE3.SA:15.00% | CMIG3.SA:15.00% | EQTL3.SA:15.00% | IRBR3.SA:15.00% | LIGT3.SA:15.00% | TITULO_CDI:25.00%,204,triple_factor,0.75,0.09195867334210524,0.027325854367195035
2021,2021-01-04,2022-01-03,-0.05353203586465605,842.0132801477281,0.00030272827169893635,-0.05383476413635498,2781416.071324555,2631679.1931597306,0.45568071404311383,BBSE3.SA:15.00% | CSMG3.SA:15.00% | EQTL3.SA:15.00% | LIGT3.SA:15.00% | TASA4.SA:15.00% | TITULO_CDI:25.00%,220,triple_factor,0.75,-0.11298359606381299,0.04379550070628868
2022,2022-01-03,2023-01-02,-0.05827485149980838,1606.1345957092879,0.0006103078976662347,-0.058885159397474615,2631679.1931597306,2476712.3443875024,1.2,FHER3.SA:15.00% | GOAU4.SA:15.00% | TASA4.SA:15.00% | UNIP6.SA:15.00% | USIM5.SA:15.00% | TITULO_CDI:25.00%,229,triple_factor,0.75,0.12141328125967579,0.12294915546054419
2023,2023-01-02,2024-01-02,0.17810491353941926,1365.5972231384053,0.0005513749815286366,0.17755353855789063,2476712.3443875024,2916461.3851235122,1.05,BBSE3.SA:15.00% | BRAP4.SA:15.00% | KEPL3.SA:15.00% | UNIP6.SA:15.00% | VIVA3.SA:15.00% | TITULO_CDI:25.00%,267,triple_factor,0.75,0.21453714649652417,0.129326575852571
2024,2024-01-02,2025-01-02,-0.10205894242735314,1015.1888567462684,0.00034808925018675504,-0.1024070316775399,2916461.3851235122,2617795.231670847,0.6320049481469628,BBSE3.SA:15.00% | CMIN3.SA:15.00% | KEPL3.SA:15.00% | TASA4.SA:15.00% | VIVA3.SA:15.00% | TITULO_CDI:25.00%,286,triple_factor,0.75,-0.13277383236829757,0.08222592706285003
2025,2025-01-02,2025-12-31,0.35413333148965087,761.3091489495869,0.0002908207409575232,0.35384251074869333,2617795.231670847,3544082.469071217,0.636679105651051,BBSE3.SA:15.00% | CMIN3.SA:15.00% | CURY3.SA:15.00% | VIVA3.SA:15.00% | WEGE3.SA:15.00% | TITULO_CDI:25.00%,285,triple_factor,0.75,0.24145927729792974,0.14209253474057104
