decision_year,decision_date,ticker,previous_weight,new_weight,reason,decision_action,factor
2012,2012-01-02,AMBV4.SA,0.0,0.06010861655480178,entered_after_point_in_time_screen,entered,triple_factor
2012,2012-01-02,CIEL3.SA,0.0,0.176,entered_after_point_in_time_screen,entered,triple_factor
2012,2012-01-02,GGBR4.SA,0.0,0.1459059991163929,entered_after_point_in_time_screen,entered,triple_factor
2012,2012-01-02,HGTX3.SA,0.0,0.10460874887799597,entered_after_point_in_time_screen,entered,triple_factor
2012,2012-01-02,VALE3.SA,0.0,0.06337663545080947,entered_after_point_in_time_screen,entered,triple_factor
2012,2012-01-02,TITULO_CDI,0.0,0.44999999999999984,defensive_residual_adjustment,entered,triple_factor
2013,2013-01-02,AMBV4.SA,0.06948764383729662,0.0,removed_by_constrained_allocator,exited,triple_factor
2013,2013-01-02,BBAS3.SA,0.0,0.05573673954862858,entered_after_point_in_time_screen,entered,triple_factor
2013,2013-01-02,BBDC3.SA,0.0,0.04970991308072295,entered_after_point_in_time_screen,entered,triple_factor
2013,2013-01-02,CIEL3.SA,0.18943679479770414,0.15702002544358973,rebalanced_after_point_in_time_review,reduced,triple_factor
2013,2013-01-02,CMIG4.SA,0.0,0.11153332192705886,entered_after_point_in_time_screen,entered,triple_factor
2013,2013-01-02,CRUZ3.SA,0.0,0.176,entered_after_point_in_time_screen,entered,triple_factor
2013,2013-01-02,GGBR4.SA,0.1636245511827437,0.0,removed_or_blocked_by_eligibility,exited,triple_factor
2013,2013-01-02,HGTX3.SA,0.11629708857258847,0.0,removed_by_constrained_allocator,exited,triple_factor
2013,2013-01-02,VALE3.SA,0.05982674332965974,0.0,removed_by_constrained_allocator,exited,triple_factor
2013,2013-01-02,TITULO_CDI,0.4013271782800074,0.44999999999999984,defensive_residual_adjustment,increased,triple_factor
2014,2014-01-02,BBAS3.SA,0.057126782202455276,0.04964240797156946,rebalanced_after_point_in_time_review,reduced,triple_factor
2014,2014-01-02,BBDC3.SA,0.050087071721543565,0.0,removed_by_constrained_allocator,exited,triple_factor
2014,2014-01-02,CIEL3.SA,0.1760642292398091,0.14792890964971375,rebalanced_after_point_in_time_review,reduced,triple_factor
2014,2014-01-02,CMIG4.SA,0.10635548465266785,0.176,rebalanced_after_point_in_time_review,increased,triple_factor
2014,2014-01-02,CRUZ3.SA,0.1340869612025432,0.14650736035105177,rebalanced_after_point_in_time_review,increased,triple_factor
2014,2014-01-02,ESTC3.SA,0.0,0.029921322027664957,entered_after_point_in_time_screen,entered,triple_factor
2014,2014-01-02,TITULO_CDI,0.47627947098098095,0.45000000000000007,defensive_residual_adjustment,reduced,triple_factor
2015,2015-01-02,BBAS3.SA,0.047311299732663833,0.0,removed_by_constrained_allocator,exited,triple_factor
2015,2015-01-02,CIEL3.SA,0.17148551956444755,0.15558534533477883,rebalanced_after_point_in_time_review,reduced,triple_factor
2015,2015-01-02,CMIG4.SA,0.1895508770849288,0.176,rebalanced_after_point_in_time_review,reduced,triple_factor
2015,2015-01-02,CRUZ3.SA,0.11090681528008144,0.14273449888466513,rebalanced_after_point_in_time_review,increased,triple_factor
2015,2015-01-02,ESTC3.SA,0.03241401203256532,0.0,removed_by_constrained_allocator,exited,triple_factor
2015,2015-01-02,ITSA4.SA,0.0,0.03315448529837292,entered_after_point_in_time_screen,entered,triple_factor
2015,2015-01-02,ITUB4.SA,0.0,0.042525670482183094,entered_after_point_in_time_screen,entered,triple_factor
2015,2015-01-02,TITULO_CDI,0.44833147630531295,0.45000000000000007,defensive_residual_adjustment,increased,triple_factor
2016,2016-01-04,BRSR6.SA,0.0,0.15105159750795435,entered_after_point_in_time_screen,entered,triple_factor
2016,2016-01-04,CIEL3.SA,0.13237006690338712,0.0,removed_by_constrained_allocator,exited,triple_factor
2016,2016-01-04,CMIG4.SA,0.08546264861782836,0.12359789333094345,rebalanced_after_point_in_time_review,increased,triple_factor
2016,2016-01-04,ENBR3.SA,0.0,0.05675682477238771,entered_after_point_in_time_screen,entered,triple_factor
2016,2016-01-04,ITSA4.SA,0.02845763947690082,0.0,removed_by_constrained_allocator,exited,triple_factor
2016,2016-01-04,ITUB4.SA,0.03758875596871096,0.0,removed_by_constrained_allocator,exited,triple_factor
2016,2016-01-04,LREN3.SA,0.0,0.0425936843887145,entered_after_point_in_time_screen,entered,triple_factor
2016,2016-01-04,SMLE3.SA,0.0,0.176,entered_after_point_in_time_screen,entered,triple_factor
2016,2016-01-04,TITULO_CDI,0.5001904003482247,0.45000000000000007,defensive_residual_adjustment,reduced,triple_factor
2017,2017-01-02,BRSR6.SA,0.22189476013290796,0.0,removed_or_blocked_by_eligibility,exited,triple_factor
2017,2017-01-02,CMIG4.SA,0.13654484083466895,0.176,rebalanced_after_point_in_time_review,increased,triple_factor
2017,2017-01-02,CPLE6.SA,0.0,0.0534061015298664,entered_after_point_in_time_screen,entered,triple_factor
2017,2017-01-02,ELET3.SA,0.0,0.05625257706526514,entered_after_point_in_time_screen,entered,triple_factor
2017,2017-01-02,ENBR3.SA,0.05031654431267123,0.0,removed_by_constrained_allocator,exited,triple_factor
2017,2017-01-02,LREN3.SA,0.04609477539242254,0.0,removed_by_constrained_allocator,exited,triple_factor
2017,2017-01-02,SAPR4.SA,0.0,0.08834132140486856,entered_after_point_in_time_screen,entered,triple_factor
2017,2017-01-02,SMLE3.SA,0.16656653980098135,0.176,rebalanced_after_point_in_time_review,increased,triple_factor
2017,2017-01-02,TITULO_CDI,0.37858253952634796,0.44999999999999996,defensive_residual_adjustment,increased,triple_factor
2018,2018-01-02,BRSR6.SA,0.0,0.08564174175036424,entered_after_point_in_time_screen,entered,triple_factor
2018,2018-01-02,CMIG4.SA,0.1353846438532281,0.0,removed_or_blocked_by_eligibility,exited,triple_factor
2018,2018-01-02,CVCB3.SA,0.0,0.1113501085081352,entered_after_point_in_time_screen,entered,triple_factor
2018,2018-01-02,ITSA3.SA,0.0,0.12206581563520434,entered_after_point_in_time_screen,entered,triple_factor
2018,2018-01-02,MGLU3.SA,0.0,0.176,entered_after_point_in_time_screen,entered,triple_factor
2018,2018-01-02,SAPR4.SA,0.08372501182538652,0.05494233410629619,rebalanced_after_point_in_time_review,reduced,triple_factor
2018,2018-01-02,TITULO_CDI,0.40878875173885115,0.45000000000000007,defensive_residual_adjustment,increased,triple_factor
2019,2019-01-02,BRSR6.SA,0.09935373586271527,0.1541729923391704,rebalanced_after_point_in_time_review,increased,triple_factor
2019,2019-01-02,CMIG3.SA,0.0,0.03789960588522012,entered_after_point_in_time_screen,entered,triple_factor
2019,2019-01-02,CSNA3.SA,0.0,0.13839823813115393,entered_after_point_in_time_screen,entered,triple_factor
2019,2019-01-02,CVCB3.SA,0.09918362058192999,0.0,removed_by_constrained_allocator,exited,triple_factor
2019,2019-01-02,IRBR3.SA,0.0,0.05218994479517454,entered_after_point_in_time_screen,entered,triple_factor
2019,2019-01-02,ITSA3.SA,0.12779997284414701,0.0,removed_or_blocked_by_eligibility,exited,triple_factor
2019,2019-01-02,MGLU3.SA,0.29011022611474724,0.16733921884928107,rebalanced_after_point_in_time_review,reduced,triple_factor
2019,2019-01-02,SAPR4.SA,0.03896402402425638,0.0,removed_or_blocked_by_eligibility,exited,triple_factor
2019,2019-01-02,TITULO_CDI,0.344588420572204,0.44999999999999996,defensive_residual_adjustment,increased,triple_factor
2020,2020-01-02,AZUL4.SA,0.0,0.176,entered_after_point_in_time_screen,entered,triple_factor
2020,2020-01-02,BBSE3.SA,0.0,0.1144663270183506,entered_after_point_in_time_screen,entered,triple_factor
2020,2020-01-02,BRSR6.SA,0.11685796100771607,0.0,removed_by_constrained_allocator,exited,triple_factor
2020,2020-01-02,CMIG3.SA,0.030025766069526345,0.04438390128178376,rebalanced_after_point_in_time_review,increased,triple_factor
2020,2020-01-02,CSNA3.SA,0.172384564329426,0.0,removed_by_constrained_allocator,exited,triple_factor
2020,2020-01-02,EQTL3.SA,0.0,0.04917401384997262,entered_after_point_in_time_screen,entered,triple_factor
2020,2020-01-02,IRBR3.SA,0.05737024838768938,0.0,removed_by_constrained_allocator,exited,triple_factor
2020,2020-01-02,MGLU3.SA,0.2616510903605612,0.0,removed_by_constrained_allocator,exited,triple_factor
2020,2020-01-02,MRFG3.SA,0.0,0.16597575784989305,entered_after_point_in_time_screen,entered,triple_factor
2020,2020-01-02,TITULO_CDI,0.3617103698450809,0.44999999999999996,defensive_residual_adjustment,increased,triple_factor
2021,2021-01-04,AZUL4.SA,0.11672375114849656,0.0,removed_or_blocked_by_eligibility,exited,triple_factor
2021,2021-01-04,BBSE3.SA,0.09788145691326512,0.14877015721329248,rebalanced_after_point_in_time_review,increased,triple_factor
2021,2021-01-04,CMIG3.SA,0.04897149379869217,0.0,removed_by_constrained_allocator,exited,triple_factor
2021,2021-01-04,CSMG3.SA,0.0,0.029629770837809093,entered_after_point_in_time_screen,entered,triple_factor
2021,2021-01-04,EQTL3.SA,0.047800464166328716,0.0528290542713884,rebalanced_after_point_in_time_review,increased,triple_factor
2021,2021-01-04,MRFG3.SA,0.23752526899213036,0.15617149031119004,rebalanced_after_point_in_time_review,reduced,triple_factor
2021,2021-01-04,TASA4.SA,0.0,0.16259952736632,entered_after_point_in_time_screen,entered,triple_factor
2021,2021-01-04,TITULO_CDI,0.45109756498108705,0.44999999999999996,defensive_residual_adjustment,reduced,triple_factor
2022,2022-01-03,BBSE3.SA,0.09408712179287262,0.0,removed_by_constrained_allocator,exited,triple_factor
2022,2022-01-03,CSMG3.SA,0.02114354073709665,0.0,removed_by_constrained_allocator,exited,triple_factor
2022,2022-01-03,EQTL3.SA,0.04646640843876377,0.0,removed_by_constrained_allocator,exited,triple_factor
2022,2022-01-03,FHER3.SA,0.0,0.176,entered_after_point_in_time_screen,entered,triple_factor
2022,2022-01-03,GOAU4.SA,0.0,0.1483713857012202,entered_after_point_in_time_screen,entered,triple_factor
2022,2022-01-03,MRFG3.SA,0.21293230341472788,0.0,removed_by_constrained_allocator,exited,triple_factor
