date,static,volatility_target,mean_variance,linear_trailing_12m,linear_above_trend,linear_drawdown,linear_market_trailing_12m,linear_short_volatility,oracle_binary,oracle_continuous
2017-08-04,0.55,0.5006574420480712,-0.0982620766630004,0.55,0.55,0.55,0.55,0.6570338562373425,0.95,0.95
2017-08-11,0.55,0.49755777396518586,-0.21349350602712855,0.55,0.55,0.55,0.55,0.6955286700964629,0.0,0.0
2017-08-18,0.55,0.49583044864278053,-0.2510419147903519,0.55,0.55,0.55,0.55,0.6836209100532062,0.0,0.0
2017-08-25,0.55,0.4956124864293968,-0.29232069841715225,0.55,0.55,0.55,0.55,0.4611780617289962,0.95,0.95
2017-09-01,0.55,0.4989932089436466,-0.14373190531582705,0.55,0.55,0.55,0.55,0.47655232440129625,0.95,0.95
2017-09-08,0.55,0.5091191972656732,-0.1478845379927934,0.55,0.55,0.55,0.55,0.4697102582763171,0.95,0.95
2017-09-15,0.55,0.5113508178077365,0.007798092106270398,0.55,0.55,0.55,0.55,0.47570158950459096,0.95,0.95
2017-09-22,0.55,0.5078878425984822,0.03472737192483149,0.55,0.55,0.55,0.6748156308915255,0.4785135852257639,0.0,0.0
2017-09-29,0.55,0.5088988801837993,0.027292900750563977,0.55,0.55,0.55,0.55,0.4724236590292183,0.0,0.0
2017-10-06,0.55,0.5098545325826326,0.06113550463077036,0.55,0.55,0.55,0.55,0.4899565698455356,0.95,0.95
2017-10-13,0.55,0.5136931443771326,0.05443357612759193,0.55,0.55,0.55,0.55,0.4901541055965906,0.95,0.95
2017-10-20,0.55,0.5165368544346471,0.08997208232709375,0.55,0.55,0.55,0.631898981159697,0.47878136141653016,0.95,0.95
2017-10-27,0.55,0.5166795251770112,0.1359838535845192,0.55,0.55,0.55,0.6038251394718834,0.4797853887228355,0.95,0.5782161937314833
2017-11-03,0.55,0.5196658380734449,0.09502552896797518,0.55,0.55,0.55,0.5985063117629128,0.4594481108592817,0.0,0.0
2017-11-10,0.55,0.5261832020959234,0.42945907474245615,0.55,0.55,0.55,0.6077509398983085,0.4812649875276008,0.0,0.0
2017-11-17,0.55,0.5628399012153983,0.3404487588534219,0.55,0.55,0.55,0.55,0.4692352794760583,0.0,0.0
2017-11-24,0.55,0.5637225077915065,0.4366866887202098,0.55,0.55,0.55,0.55,0.4659709467355416,0.95,0.95
2017-12-01,0.55,0.5629891306170517,0.43377763109944123,0.55,0.55,0.55,0.6094192688650764,0.4514138191888539,0.0,0.0
2017-12-08,0.55,0.5685711336129314,0.34902371657314035,0.55,0.55,0.55,0.55,0.4650203432764459,0.0,0.0
2017-12-15,0.55,0.5688588218029742,0.46015102616224707,0.55,0.55,0.55,0.55,0.45234454535688573,0.0,0.0
2017-12-22,0.55,0.5825104778312711,0.4099656109365183,0.55,0.55,0.55,0.55,0.4297275003591972,0.95,0.95
