decision_year,decision_date,holding_end_exclusive,gross_return,estimated_cost_brl,estimated_cost_rate,net_return,opening_wealth_brl,closing_wealth_brl,turnover,weights_at_decision,known_snapshot_count,factor,target_equity_weight,mvo_eligible_net_return,mvo_turnover,mvo_equity_gain_rate,mvo_cash_weight,equity_gain_rate,cash_weight,cdi_net_return,eligible_universe_size,priced_universe_size,benchmark_IBOVESPA,benchmark_BOVA11,realised_share_for_tax,tax_rate,net_return_after_tax,mvo_realised_share_for_tax,mvo_tax_rate,mvo_net_return_after_tax,cdi_net_return_after_tax
2015,2015-01-02,2016-01-04,-0.0036285914702813837,474.82286029227043,0.00047654541692394365,-0.004105136887205327,1000000.0,995894.8631127946,0.45000000003423996,BBDC4.SA:8.25% | BBSE3.SA:12.00% | CIEL3.SA:12.00% | ITUB3.SA:10.75% | VLID3.SA:12.00% | TITULO_CDI:45.00%,161,mvo_neutral,0.54999999996576,-0.009686996393581605,0.19940751053225356,-0.03514669079835342,0.19940751053225356,-0.06271621073372224,0.45000000003423996,0.1313058205754336,27,161,-0.10640666226912932,-0.1085484010921044,0.5499999998642204,0.005687183352702192,-0.00979232023990752,0.7723687897484107,0.0035390626821106335,-0.013226059075692239,0.10832730197473273
2016,2016-01-04,2017-01-02,0.3235942658583495,1102.2422245380385,0.0010259547140933022,0.3225683111442562,995894.8631127946,1317138.987184329,1.0999999997284409,ABEV3.SA:12.00% | ENBR3.SA:12.00% | LREN3.SA:7.00% | SANB3.SA:12.00% | UGPA3.SA:12.00% | TITULO_CDI:45.00%,174,mvo_neutral,0.5499999998642202,0.2386365604068935,1.5447375794968214,0.1461960398104854,0.6734454583355027,0.26112737607050907,0.4500000001357796,0.13881531059776075,26,174,0.4291782349730666,0.41703172361765506,0.49282176641354725,0.024690770729431138,0.29787754041482506,0.8954845644040347,0.03428738807923947,0.204349172327654,0.11452263124315262
2017,2017-01-02,2018-01-02,0.12258798185054665,1227.8438403671344,0.0009696800093006436,0.121618301841246,1317138.987184329,1477327.1940945857,0.9856435328270945,BBAS3.SA:7.00% | FLRY3.SA:12.00% | PNVL3.SA:12.00% | SANB3.SA:12.00% | SAPR4.SA:12.00% | TITULO_CDI:45.00%,182,mvo_neutral,0.5500000000125477,0.2164625945376282,1.7909691288080694,0.21769379893111318,8.568823576535298e-11,0.07817411712810018,0.4499999999874524,0.09869747716374411,33,182,0.28214938998808514,0.28093004210729355,0.3795767355405951,0.0074011936397032265,0.11421710820154278,0.7803455618666943,0.025481458477424123,0.1909811360602041,0.08142541866008889
2018,2018-01-02,2019-01-02,-0.0014695725464284326,3642.8415424863247,0.0024668677696044676,-0.003936440316032901,1477327.1940945857,1471511.78376778,0.7591534710811902,ALPA4.SA:7.00% | BPAC3.SA:12.00% | BRSR3.SA:12.00% | SAPR3.SA:12.00% | SEER3.SA:12.00% | TITULO_CDI:45.00%,169,mvo_neutral,0.5499999998368617,-0.11159460445363983,1.5606911237333887,-0.10899180502247519,2.5363391124302152e-11,-0.030121240493590218,0.4500000001631384,0.06367037319283275,34,169,0.12833318355137302,0.12649800523329735,0.489999999998894,0.00245688052646358,-0.006393320842496481,0.6357481277552337,1.796668083324339e-13,-0.1115946044538195,0.05252805788408702
2019,2019-01-02,2020-01-02,0.1308968883232431,3524.397743261454,0.002395360825723804,0.12850152749751928,1471511.78376778,1660603.295712539,0.979999999997788,BRSR6.SA:7.00% | IRBR3.SA:12.00% | SANB4.SA:12.00% | SLCE3.SA:12.00% | UNIP6.SA:12.00% | TITULO_CDI:45.00%,182,mvo_neutral,0.5499999999979224,0.35635248555812304,1.2714962555104674,0.35923045559840683,4.7960822231614796e-11,0.10427632379545404,0.4500000000020776,0.059156810061480325,36,182,0.27416164901331697,0.265415260819831,0.45854640028502397,0.009308513643314406,0.11919301385420487,0.8102331306234871,0.0436590624986221,0.31269342305950093,0.04880436830072127
2020,2020-01-02,2021-01-04,0.06082149000940351,3950.06595996508,0.0023184752306266124,0.058503014778776896,1660603.295712539,1757753.594863295,0.9170928005700479,ALPA4.SA:7.00% | BPAC3.SA:12.00% | BPAN4.SA:12.00% | CGAS5.SA:12.00% | QUAL3.SA:12.00% | TITULO_CDI:45.00%,234,mvo_neutral,0.550000000012413,0.10623757738118857,1.6204662612469742,0.11054821627114553,2.3041912369429777e-11,0.04852485554450481,0.44999999998758683,0.027325854367195923,55,234,0.006181845782766704,0.0035889676976212925,0.4342084657215205,0.004094863448595554,0.05440815133018134,0.7898329841238912,0.013097194132138855,0.09314038324904972,0.022543829852936636
2021,2021-01-04,2022-01-03,0.2421056771617056,2463.238434432793,0.00170704669694146,0.24039863046476415,1757753.594863295,2180315.151762947,0.868416931443041,BPAC3.SA:7.00% | BSLI3.SA:12.00% | CGAS3.SA:12.00% | UNIP6.SA:12.00% | WEGE3.SA:12.00% | TITULO_CDI:45.00%,257,mvo_neutral,0.5499999997978827,0.1381897764860611,1.5796659682477825,0.12858247584018145,0.3060401624784766,0.22239770183502394,0.4500000002021172,0.04379550070628846,48,257,-0.11585890450243763,-0.1164869288519651,0.3718453911940425,0.013687090030048758,0.2267115404347154,0.6999742263442101,0.01514249221718994,0.12304728426887115,0.03613128808268798
2022,2022-01-03,2023-01-02,0.014028498298418679,4570.792681458277,0.0018549283011785025,0.012173569997240176,2180315.151762947,2206857.370878977,0.743690782388085,BRKM3.SA:12.00% | BSLI3.SA:7.00% | ENMT3.SA:12.00% | FESA4.SA:12.00% | UNIP6.SA:12.00% | TITULO_CDI:45.00%,265,mvo_neutral,0.5499999999235206,-0.010991913421919224,1.3999484526884203,-0.005433267290069654,1.2578905924547944e-10,-0.041298621668229396,0.45000000007647944,0.12294915546054463,62,265,0.058784472970112134,0.06024213574183901,0.4046033298380766,0.003917468969549902,0.008256101027690275,0.5458436266486377,1.47732045631738e-12,-0.010991913423396544,0.10143305325494932
2023,2023-01-02,2024-01-02,0.26550969324063045,2307.2253253409854,0.0013425545725267566,0.2641671386681037,2206857.370878977,2789836.56799269,0.8092066596761532,BBSE3.SA:12.00% | CURY3.SA:12.00% | EKTR4.SA:12.00% | PETR3.SA:7.00% | PRIO3.SA:12.00% | TITULO_CDI:45.00%,297,mvo_neutral,0.5499999990788507,0.12191859009575928,1.0916872532972755,0.12482679298041699,2.5063219565815678e-11,0.20731273398784456,0.4500000009211492,0.1293265758525708,55,297,0.2614217492667519,0.2704862406620203,0.5984250749809911,0.02470381170546849,0.23946332696263523,0.9999999961244684,0.018724018875064256,0.10319457122069503,0.1066944250783709
2024,2024-01-02,2025-01-02,-0.032131104765449336,3654.9194130047063,0.001575194911295445,-0.03370629967674478,2789836.56799269,2695801.500582787,1.1968501499619821,BEES3.SA:7.00% | CMIN3.SA:12.00% | PETR4.SA:12.00% | PLPL3.SA:12.00% | UGPA3.SA:12.00% | TITULO_CDI:45.00%,311,mvo_neutral,0.5500000000050895,-0.14834658212237675,1.9999999922489369,-0.14538915784460194,6.461026739958268e-11,-0.0806280113555054,0.44999999999491064,0.10777090353467633,60,311,-0.09355147441162948,-0.08923577472783695,0.5500000013293387,0.004667827270574919,-0.038374126947319696,0.9999999907014105,1.2185436953415243e-12,-0.1483465821235953,0.08891099541610797
