date,decision_year,strategy,mvo,cdi,equity_sleeve,IBOVESPA,BOVA11,strategy_daily_return,cdi_daily_return,market_drawdown,market_volatility,stress_at_close,tradable_stress,risk_state,risk_multiplier,base_equity_weight,protected_equity_weight,overlay_turnover,overlay_cost_rate,protected_return,base_rebased,protected_rebased,cdi_rebased
2013-01-17,2013,99.957769,100.626879,100.292647,99.767123,99.430855,99.575645,0.005191048736834514,0.00026630178106534785,,,0,0,0,1.0,0.55,0.55,0.0,0.0,0.005191048736834514,0.9995776922774467,0.9995776922774467,1.0029264745611788
2013-01-18,2013,100.120002,101.183353,100.319279,100.040304,99.05036,99.216583,0.0016230154156402499,0.00026554289667912734,,,0,0,0,1.0,0.55,0.55,0.0,0.0,0.0016230154156402499,1.0012000222811432,1.0012000222811432,1.00319279456239
2013-01-21,2013,100.251014,101.783483,100.345957,100.256679,98.960831,99.151297,0.001308549714172047,0.00026593093835924897,,,0,0,0,1.0,0.55,0.55,0.0,0.0,0.001308549714172047,1.0025101422841283,1.0025101422841283,1.0034595745636032
2013-01-22,2013,100.332664,101.981814,100.372642,100.3833,98.628297,99.151297,0.0008144556024141103,0.0002659299965617201,,,0,0,0,1.0,0.55,0.55,0.0,0.0,0.0008144556024141103,1.0033266422859886,1.0033266422859886,1.0037264245648168
2013-01-23,2013,99.795674,101.40915,100.399334,99.385116,99.066347,99.249226,-0.005352095505009147,0.0002659290367190703,,,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.005352095505009147,0.9979567422737537,0.9979567422737537,1.0039933445660307
2013-01-24,2013,99.52476,100.670852,100.426033,98.870701,97.793765,97.780316,-0.0027146868109734212,0.0002659280588455104,,,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.0027146868109734212,0.9952476022675812,0.9952476022675812,1.004260334567245
2013-01-28,2013,98.806068,99.700291,100.479527,97.52022,95.966427,96.115552,-0.007221238212480996,0.0005326706472612575,,,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.007221238212480996,0.9880606822512065,0.9880606822512065,1.0047952745696778
2013-01-29,2013,98.878635,98.871531,100.506322,97.630236,96.572342,96.833689,0.0007344386986436469,0.0002666712394057136,,,0,0,0,1.0,0.55,0.55,0.0,0.0,0.0007344386986436469,0.98878635225286,0.98878635225286,1.0050632245708964
2013-01-30,2013,98.505918,99.30872,100.533124,96.93064,94.863309,94.793539,-0.0037694391715663578,0.0002666697921749339,,,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.0037694391715663578,0.985059182244368,0.985059182244368,1.0053312445721154
2013-01-31,2013,99.110781,100.880498,100.559934,98.008456,95.541167,95.789127,0.006140372195709176,0.0002666782741178597,-0.05608731036332637,,0,0,0,1.0,0.55,0.55,0.0,0.0,0.006140372195709176,0.9911078122581493,0.9911078122581493,1.0055993445733347
2013-02-01,2013,99.624707,101.032374,100.58675,98.920927,96.484412,96.393016,0.005185369288937425,0.0002666668416866358,-0.04676838583170173,0.14555319024755564,0,0,0,1.0,0.55,0.55,0.0,0.0,0.005185369288937425,0.9962470722698586,0.9962470722698586,1.0058675045745542
2013-02-04,2013,99.56767,100.456387,100.613611,98.795246,95.245404,95.315817,-0.0005725186223132228,0.0002670431244673477,-0.05900934342604813,0.14590856400061514,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.0005725186223132228,0.9956767022685591,0.9956767022685591,1.006136114575776
2013-02-05,2013,99.379971,100.713559,100.640478,98.431992,95.035971,94.924105,-0.0018851400258739215,0.0002670314655539574,-0.061078466847250046,0.1435019776474207,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.0018851400258739215,0.9937997122642824,0.9937997122642824,1.006404784576998
2013-02-06,2013,99.234471,101.247838,100.667353,98.145458,94.246203,94.320223,-0.0014640777063619215,0.00026703966966445947,-0.06888109330113235,0.13965403593173814,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.0014640777063619215,0.9923447122609674,0.9923447122609674,1.00667353457822
2013-02-07,2013,98.628468,100.986158,100.694198,97.021671,93.320544,93.340947,-0.006106779165477749,0.0002666703673035453,-0.07802627441846566,0.1380394597397273,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.006106779165477749,0.9862846822471601,0.9862846822471601,1.0069419845794407
2013-02-08,2013,99.119676,100.313563,100.721051,97.892806,93.521982,93.37359,0.004980387609792247,0.00026667872164787276,-0.07603613874872839,0.1382776437776879,0,0,0,1.0,0.55,0.55,0.0,0.0,0.004980387609792247,0.9911967622583517,0.9911967622583517,1.007210514580662
2013-02-13,2013,99.092994,99.716194,100.74791,97.822318,93.3749,93.47152,-0.0002691897419034861,0.0002666671935342979,-0.07748925650494276,0.13831935309022944,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.0002691897419034861,0.9909299422577439,0.9909299422577439,1.0074791045818834
2013-02-14,2013,99.000903,99.379463,100.774739,97.632928,92.848921,92.998203,-0.0009293391619594749,0.00026629832817359755,-0.0826857416240998,0.13109636141358721,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.0009293391619594749,0.9900090322556455,0.9900090322556455,1.0077473945831035
2013-02-15,2013,99.858429,99.007095,100.801575,99.170109,92.570743,92.541212,0.008661799781765733,0.00026629689410562207,-0.08543404115217401,0.1307931195536108,0,0,0,1.0,0.55,0.55,0.0,0.0,0.008661799781765733,0.9985842922751835,0.9985842922751835,1.008015754584324
2013-02-18,2013,100.089414,98.488309,100.828419,99.56812,92.108713,92.133182,0.002313124713788639,0.0002663053627882661,-0.08999873293569427,0.13001168317032416,0,0,0,1.0,0.55,0.55,0.0,0.0,0.002313124713788639,1.0008941422804465,1.0008941422804465,1.008284194585545
2013-02-19,2013,99.934558,98.209234,100.855232,99.264625,91.629097,91.561936,-0.0015471766075082494,0.00026592701012195796,-0.09473716813350563,0.12455106906329051,0,0,0,1.0,0.55,0.55,0.0,0.0,-0.0015471766075082494,0.9993455822769182,0.9993455822769182,1.0085523245867642
2013-02-20,2013,99.525781,97.352199,100.882127,98.49939,89.81295,89.472824,-0.004090446870240849,0.00026666935831354266,-0.1126800534192336,0.13653663149216813,1,0,0,1.0,0.55,0.55,0.0,0.0,-0.004090446870240849,0.9952578122676046,0.9952578122676046,1.0088212745879874
2013-02-21,2013,99.06369,97.737177,100.909029,97.637213,89.776179,89.489149,-0.004642927645049033,0.0002666676526359435,-0.11304333779810904,0.1367371907676165,1,1,1,0.7,0.55,0.385,0.16500000000000004,0.00016500000000000003,-0.00333504905574354,0.9906369022570762,0.9919385786405801,1.009090294589211
2013-02-22,2013,99.632584,98.980213,100.935976,98.649519,90.642686,90.468418,0.00574270956391798,0.0002670425061763737,-0.1044825573655338,0.14606605989321336,1,1,1,0.7,0.55,0.385,0.0,0.0,0.004100009446595498,0.9963258422700381,0.996005536183449,1.0093597645904364
2013-02-25,2013,99.850121,98.805188,100.963079,99.022864,90.516387,90.239922,0.0021833921320359995,0.00026851674768568756,-0.10573034648651469,0.142937257952167,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0016089295167309057,0.9985012122749946,0.997608038889442,1.009630794591669
2013-02-26,2013,100.031802,98.651761,100.990115,99.331074,91.045564,91.104944,0.0018195371040161668,0.00026778105687541576,-0.10050226626677172,0.14379667536329538,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0013540102898739414,1.0003180222791341,0.9989588104393593,1.0099011545928986
2013-02-27,2013,99.975186,98.303889,101.017158,99.206009,91.565148,91.610904,-0.0005659800070382248,0.00026777868309180164,-0.09536896146914264,0.13552755652873208,0,1,1,0.7,0.55,0.385,0.0,0.0,-0.00031585239999921684,0.9997518622778441,0.9986432869015817,1.0101715845941284
2013-02-28,2013,100.537283,99.284958,101.044209,100.205872,91.804956,91.627222,0.005622365133684415,0.0002677861913320534,-0.0929997438702368,0.13302075877637767,0,0,1,0.7,0.55,0.385,0.0,0.0,0.004015991450978706,1.005372832290651,1.0026538298043557,1.0104420945953587
2013-03-01,2013,100.580269,99.274394,101.071266,100.261889,90.941647,91.039658,0.0004275627778800306,0.0002677738810346053,-0.10152892920222623,0.12335633615398998,1,0,1,0.7,0.55,0.385,0.0,0.0,0.000379626108826403,1.0058026922916303,1.0030344633762642,1.0107126645965891
2013-03-04,2013,100.343355,98.109427,101.098369,99.808963,90.326139,90.256241,-0.002355471926606234,0.0002681573217853117,-0.1076099289431326,0.11937789033549129,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0015683831520887702,1.0034335522862323,1.0014613210229406,1.010983694597822
2013-03-05,2013,100.150691,98.271072,101.125478,99.436483,89.45004,89.603397,-0.001920047421177129,0.00026814478085190885,-0.11626547491817807,0.1118526878813298,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0012635897605684176,1.0015069122818425,1.0001958847520906,1.0112547845990547
2013-03-06,2013,101.447897,99.394006,101.152595,101.772854,92.629896,92.459607,0.012952541685408825,0.0002681520081417865,-0.08484963058777217,0.17421541757867337,0,1,1,0.7,0.55,0.385,0.0,0.0,0.009147224782228713,1.0144789723113983,1.0093449013361782,1.011525954600288
2013-03-07,2013,101.937017,98.239137,101.179719,102.639971,94.079936,93.977479,0.0048213912211507726,0.0002681493242955302,-0.07052375202193084,0.18427628722997436,0,0,1,0.7,0.55,0.385,0.0,0.0,0.0034554186520942,1.0193701723225426,1.0128326105346512,1.0117971946015214
2013-03-08,2013,102.02021,98.202826,101.20685,102.769032,93.418066,93.275667,0.0008161215861359761,0.0002681466233365182,-0.07706279180453923,0.18360860866361928,0,0,1,0.7,0.55,0.385,0.0,0.0,0.0006517290972961387,1.020202102324438,1.013492703017627,1.012068504602755
2013-03-11,2013,102.026809,98.712438,101.233989,102.758826,93.597122,93.895868,6.468326226727328e-05,0.0002681537860331762,-0.07529378232032824,0.1802992451578173,0,0,1,0.7,0.55,0.385,0.0,0.0,0.00012572441939704416,1.0202680923245884,1.013620123799277,1.0123398946039892
2013-03-12,2013,101.47282,99.992789,101.261135,101.729363,93.059952,93.06349,-0.005429837563576068,0.0002681510455939673,-0.08060083053224865,0.18134284233710812,0,0,1,0.7,0.55,0.385,0.0,0.0,-0.003720440980825057,1.0147282023119661,1.0098490099517052,1.0126113546052238
2013-03-13,2013,101.009152,99.815985,101.288288,100.864114,91.744205,91.627222,-0.00456938123923234,0.0002681482880870778,-0.09359994210528799,0.187981289149939,0,0,1,0.7,0.55,0.385,0.0,0.0,-0.003118122381036514,1.010091522301402,1.0067001771523072,1.0128828846064588
2013-03-14,2013,101.217049,99.704343,101.315449,101.219887,91.576339,91.480331,0.0020581996371973332,0.0002681553863366215,-0.0952583983763794,0.18717133191412783,0,0,1,0.7,0.55,0.385,0.0,0.0,0.0015211863619391196,1.0121704923061388,1.008231555732353,1.0131544946076942
2013-03-15,2013,101.258608,98.828972,101.342616,101.273219,90.917666,90.794844,0.00041059288341815936,0.0002681427192807728,-0.10176585293804552,0.18846490405981525,1,0,1,0.7,0.55,0.385,0.0,0.0,0.0003678578341769434,1.0125860823070856,1.0086024416087935,1.01342616460893
2013-03-18,2013,101.385269,98.632906,101.369791,101.481279,91.083933,91.007015,0.0012508664942343373,0.00026814977817424257,-0.10012319421724691,0.1880240656649667,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0009560514794163088,1.0138526923099715,1.0095667174652365,1.013697914610166
2013-03-19,2013,100.900896,98.46152,101.396974,100.57836,90.105516,90.011427,-0.004777548107111951,0.0002681568121216671,-0.1097896055774541,0.19086940460089097,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.003263836631341865,1.0090089622989358,1.00627165663099,1.0139697446114022
2013-03-20,2013,99.251068,98.521687,101.424163,97.556426,89.576339,89.53811,-0.01635097472276159,0.0002681440966867399,-0.11501768579719707,0.1784206136667599,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.01136523907692709,0.992510682261346,0.9948351386770432,1.0142416346126388
2013-03-21,2013,99.477665,96.854098,101.45136,97.946169,88.852118,88.88526,0.0022830686315638005,0.00026815109137268145,-0.12217273124479311,0.1806787524164638,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0016785933695064646,0.9947766522665088,0.9965050623445786,1.0145136046138759
2013-03-22,2013,99.304119,95.889213,101.478564,97.608374,88.318145,88.558835,-0.0017445725128348855,0.000268148204223273,-0.12744819423577125,0.17758378141442588,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0011407562977174379,0.9930411922625547,0.9953682929190016,1.0147856446151131
2013-03-25,2013,98.679994,96.717015,101.505776,96.451337,87.726619,87.759099,-0.006284986023590844,0.000268155154422578,-0.13329226036121467,0.17863976907403648,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.004319043670186817,0.9867999422483346,0.9910692537939653,1.0150577646163508
2013-03-26,2013,99.393698,96.575588,101.532995,97.726711,89.002398,89.064794,0.007232509560144651,0.0002681522281058335,-0.12068801838799292,0.1859054050435922,1,1,1,0.7,0.55,0.385,0.0,0.0,0.005143202360533006,0.9939369822645958,0.9961665235195302,1.0153299546175887
2013-03-27,2013,99.963031,97.565557,101.560221,98.739585,89.582734,89.636034,0.005728059338329539,0.00026814928487040035,-0.1149545054756691,0.18632072517250461,1,1,1,0.7,0.55,0.385,0.0,0.0,0.004090086322291797,0.9996303122775676,1.0002409305921023,1.0156022146188268
2013-03-28,2013,100.545917,98.814339,101.587529,99.777036,90.091127,89.929816,0.005831015668182449,0.0002688848028402635,-0.10993176377080316,0.18742690130825307,1,1,1,0.7,0.55,0.385,0.0,0.0,0.004162376408579793,1.0054591722908481,1.0044043098444948,1.0158752946200686
2013-04-01,2013,100.412419,97.695278,101.614883,99.511932,89.371703,89.440181,-0.0013277316870062839,0.00026926533472426684,-0.11703941656752037,0.18663704248672217,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0008486325804871186,1.0041241922878064,1.0035519396231791,1.0161488346213126
2013-04-02,2013,99.900279,98.070367,101.642243,98.558382,87.752198,87.726456,-0.005100365125154549,0.00026925189688986606,-0.133039548954746,0.1955838244476426,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.003489480018541224,0.9990027922761376,1.0000500651822957,1.0164224346225568
2013-04-03,2013,100.337,98.163075,101.669574,99.330059,88.829736,88.868941,0.004371569372694228,0.0002688941053770044,-0.12239385743031961,0.1987090921479595,1,1,1,0.7,0.55,0.385,0.0,0.0,0.003140766792499061,1.003370002286088,1.0031909892178565,1.0166957446237996
2013-04-04,2013,99.823645,97.001757,101.696912,98.374317,87.366906,87.318426,-0.005116308041898887,0.0002688906712642325,-0.13684609663921699,0.15539782027835292,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.003500748427949951,0.9982364522743916,0.9996790699394187,1.016969124625043
2013-04-05,2013,100.030597,97.107134,101.724257,98.728221,88.011191,88.265059,0.002073176149798961,0.00026888722048901137,-0.13048079039125615,0.14471600841835802,1,1,1,0.7,0.55,0.385,0.0,0.0,0.001531889471005976,1.0003059722791068,1.0012104677810438,1.0172425746262865
2013-04-08,2013,100.069958,97.767143,101.75161,98.777408,88.076739,88.052881,0.00039348960398588595,0.000268893583562857,-0.12983319950532624,0.14467982172937563,1,1,1,0.7,0.55,0.385,0.0,0.0,0.00035611079785897727,1.0006995822800036,1.0015670096395501,1.0175161046275305
2013-04-09,2013,101.266964,98.355167,101.77897,100.931395,89.38769,89.325933,0.011961691839622812,0.0002688900942207084,-0.11688147070352195,0.15718730210446427,1,1,1,0.7,0.55,0.385,0.0,0.0,0.008453851316002181,1.0126696423072763,1.0100341082220559,1.017789704628775
2013-04-10,2013,101.7069,99.387905,101.806337,101.708888,89.827338,89.782925,0.0043443190416965205,0.00026888658826074163,-0.11253790510552819,0.1585971352201568,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0031216893056657865,1.0170690023173,1.0131871208960503,1.0180633746300194
2013-04-11,2013,101.154969,97.562755,101.833712,100.682979,88.570743,88.379307,-0.005426681965530422,0.0002688928882688124,-0.12495261599380947,0.15844246417117278,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0037180095093906516,1.0115496923047247,1.0094200815457668,1.0183371246312642
2013-04-12,2013,100.974074,97.142147,101.861094,100.331676,87.870504,87.693813,-0.0017882957385908504,0.00026888934383517693,-0.13187072782594245,0.15996348921201228,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.001171140213863042,1.0097407423006033,1.0082379090955877,1.0186109446325093
2013-04-15,2013,100.112364,95.512491,101.888483,98.742521,84.652278,84.788641,-0.008533972789886657,0.0002688857828290203,-0.1636656540855168,0.20135851295687437,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.005893115218071954,1.00112364228097,1.0022962469300596,1.0188848346337551
2013-04-16,2013,100.865895,97.002584,101.915843,100.090194,86.316547,86.290189,0.007526852527426131,0.0002685288777928285,-0.14722326932723828,0.21694622750264508,1,1,1,0.7,0.55,0.385,0.0,0.0,0.00534935543253614,1.0086589522981386,1.0076578858035854,1.0191584346349996
2013-04-17,2013,100.165808,96.851984,101.943209,98.794917,84.543565,84.576464,-0.006940770217723213,0.0002685156614954387,-0.16473969979220637,0.22448369748271454,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.004777984453957617,1.001658082282188,1.002843312090308,1.0194320946362443
2013-04-18,2013,100.364404,96.886438,101.97149,99.132861,84.997602,84.935532,0.001982672570264743,0.0002774191658023728,-0.16025397600086355,0.22617307931081268,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0014710965489260319,1.0036440422867128,1.0043185914258375,1.0197149046375305
2013-04-19,2013,101.23675,97.49407,101.999779,100.695799,86.217426,86.061693,0.00869178678129745,0.000277420679054563,-0.14820254949145772,0.2327801719995118,1,1,1,0.7,0.55,0.385,0.0,0.0,0.006167476950624584,1.0123675023065883,1.01051270318954,1.019997794638817
2013-04-22,2013,101.271403,97.638344,102.028076,100.735653,86.807354,86.763505,0.0003422966462278687,0.0002774221697088297,-0.14237427103666356,0.2338731207308269,1,1,1,0.7,0.55,0.385,0.0,0.0,0.000322834303272157,1.012714032307378,1.0108389313540218,1.020280764640104
2013-04-23,2013,101.889865,98.253384,102.05638,101.836971,87.745803,87.628527,0.006106975727392605,0.0002774138365599921,-0.1331027292762742,0.2362217231985703,1,1,1,0.7,0.55,0.385,0.0,0.0,0.004358107160142821,1.0188986523214691,1.015244275738507,1.0205638046413912
2013-04-24,2013,101.510029,97.391462,102.084693,101.123195,87.904077,87.759099,-0.0037279075794240946,0.0002774250860162475,-0.13153903854765292,0.23015377150219676,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0025263077797919916,1.015100292312815,1.0126794562263195,1.020846934642679
2013-04-25,2013,101.532323,98.955286,102.113013,101.140558,87.870504,87.889666,0.00021962361965233157,0.0002774167131991412,-0.13187072782594245,0.2286525693597354,1,1,1,0.7,0.55,0.385,0.0,0.0,0.00023696154771637445,1.0153232323133228,1.0129194223176075,1.021130134643967
2013-04-26,2013,101.043557,98.175018,102.141304,100.228747,86.733813,86.665575,-0.004813895570970006,0.00027705577544767657,-0.1431008299147708,0.23112228380679462,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.003286610167044701,1.0104355723021867,1.0095903510458213,1.0214130446452538
2013-04-29,2013,98.947755,97.289743,102.169602,96.395044,87.749001,87.726456,-0.020741569895446288,0.00027704756931634655,-0.13307113417568817,0.2346689872611323,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.014435984656017496,0.9894775522544357,0.9950159202292606,1.0216960246465407
2013-04-30,2013,100.655186,99.355574,102.197908,99.476305,89.384492,88.868941,0.01725588417847379,0.0002770491363957017,-0.11691306580410799,0.23498202994725076,1,1,1,0.7,0.55,0.385,0.0,0.0,0.012162233665850362,1.006551862293338,1.0071175363523301,1.021979084647828
2013-05-02,2013,100.534265,99.936101,102.226222,99.233283,88.444444,88.216091,-0.001201338995091561,0.00027705068091998797,-0.12620040511479036,0.23443548620065607,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0007578220922880962,1.005342652290583,1.0063543204337515,1.0222622246491158
2013-05-03,2013,100.814178,100.480648,102.254544,99.719043,88.709832,88.379307,0.0027842547016183605,0.0002770522029071909,-0.12357846622977231,0.22647205088784905,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0020320939520050096,1.0081417822969605,1.0083993269618792,1.0225454446504036
2013-05-06,2013,100.518649,100.281473,102.282911,99.158508,88.617106,88.575159,-0.0029314229988564033,0.00027741554448668104,-0.12449456607246367,0.2252286797368199,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0019687714358534777,1.0051864922902272,1.0064140191710227,1.0228291146516937
2013-05-07,2013,101.170873,101.783208,102.311286,100.321154,89.968026,90.076707,0.006488587008367075,0.0002774168208803385,-0.11114795779119824,0.23128861055420225,1,1,1,0.7,0.55,0.385,0.0,0.0,0.004625235952121054,1.0117087323050875,1.011068921475211,1.0231128646529841
2013-05-08,2013,101.395048,101.881991,102.339632,100.705552,89.216627,89.276971,0.0022158057289869415,0.0002770564334417802,-0.11857151219555573,0.22768606420057888,1,1,1,0.7,0.55,0.385,0.0,0.0,0.001634180940323393,1.0139504823101952,1.0127211910360392,1.0233963246542732
2013-05-09,2013,101.569146,103.027949,102.368023,100.998865,88.645883,88.542516,0.0017170266540038615,0.000277419406784718,-0.12421025956540932,0.227988537327248,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0012851444798381185,1.015691462314162,1.0140226840843143,1.0236802346555645
2013-05-10,2013,101.607653,101.79475,102.396384,101.045673,88.102318,87.987595,0.00037912103740622705,0.0002770494063366602,-0.1295804880988578,0.22351375320080305,1,1,1,0.7,0.55,0.385,0.0,0.0,0.000348499548085357,1.0160765323150391,1.014376070531466,1.0239638446568544
2013-05-13,2013,101.121571,101.438322,102.424715,100.138708,87.047162,86.992001,-0.004783911306365796,0.0002766796921267467,-0.14000505343775793,0.225837180902593,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.003265734006818033,1.0112157123039642,1.0110633881022288,1.024247154658143
2013-05-14,2013,101.43838,101.808001,102.453054,100.691538,87.397282,87.334744,0.0031329517220415326,0.0002766812677974517,-0.1365459925818695,0.1809244742794694,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0022760705857683083,1.0143838023111824,1.0133646397402356,1.024530544659432
2013-05-15,2013,101.43932,103.440157,102.481401,100.670055,87.827338,87.726456,9.26670950374131e-06,0.00027668282099235775,-0.13229719252634597,0.16862012752306485,1,1,1,0.7,0.55,0.385,0.0,0.0,8.949154295032625e-05,1.0143932023112037,1.0134553273054172,1.0248140146607212
2013-05-16,2013,101.096454,104.015063,102.509755,100.023462,87.566747,87.595883,-0.0033800108281483165,0.0002766745938611592,-0.13487173876048508,0.149396275252003,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0022830052015454737,1.0109645423033917,1.011141603521645,1.0250975546620107
2013-05-17,2013,101.326533,104.624743,102.538117,100.418582,88.191847,88.199772,0.0022758364996660063,0.0002766761075567725,-0.1286959734771086,0.15008692348671232,1,1,1,0.7,0.55,0.385,0.0,0.0,0.001676088382033236,1.013265332308634,1.0128363662158981,1.0253811746633006
2013-05-20,2013,101.943447,104.342787,102.566488,101.517032,89.05036,89.064794,0.00608837568734355,0.00027668735129982025,-0.12021417091635433,0.14583697290031847,1,1,1,0.7,0.55,0.385,0.0,0.0,0.004344869186530431,1.01943447232269,1.017237007734467,1.0256648846645908
2013-05-21,2013,102.35723,105.090259,102.594866,102.246147,89.952038,89.880854,0.004058946525518081,0.0002766790649981754,-0.1113059135348402,0.14783693413525506,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0029242662873621094,1.0235723023321175,1.020211679622442,1.0259486646658813
2013-05-22,2013,102.787553,106.608854,102.623252,103.005327,90.214229,90.35417,0.004204129009743651,0.0002766805114788884,-0.10871555987076442,0.14407853583828176,1,1,1,0.7,0.55,0.385,0.0,0.0,0.003025894460264222,1.027875532341922,1.0232987324921083,1.0262325246671722
2013-05-23,2013,102.327483,105.625578,102.651646,102.145605,90.08793,90.10935,-0.0044759310497449745,0.0002766819355910499,-0.10996334899174531,0.14441588219528936,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.003050147154144167,1.0232748323314396,1.0201775207753583,1.0265164646684637
2013-05-24,2013,102.343808,105.611067,102.680047,102.15205,90.177458,90.321527,0.00015953680791702674,0.00027667359566740934,-0.10907884424963987,0.14429005695077354,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0001946778442421415,1.0234380823318117,1.020376126735847,1.0268004746697552
2013-05-27,2013,102.184427,105.084414,102.708457,101.83902,90.161471,90.337846,-0.0015573096517963458,0.00027668471947617235,-0.10923679011363807,0.13431513371724366,1,1,1,0.7,0.55,0.385,0.0,0.0,-0.0010071113404145904,1.0218442723281804,1.0193484943671232,1.0270845746710473
2013-05-28,2013,102.407194,104.948441,102.736874,102.220801,89.585931,89.440181,0.0021800484334075776,0.0002766763402939354,-0.11492292025472683,0.13226490183797465,1,1,1,0.7,0.55,0.385,0.0,0.0,0.0016090368054734849,1.024071942333256,1.020988663612164,1.0273687446723396
