candidate,eligible_for_holdout,training_selection_score,train_years,train_cumulative_return,train_cumulative_excess_vs_cdi,train_cumulative_excess_vs_mvo,train_max_drawdown,train_average_turnover
value_quality,True,0.12881030744858918,6.0,0.937848486350982,0.18700867919145825,0.015481944191782393,-0.09036957732254458,0.7368031593465146
triple_factor,False,0.047125993944274656,6.0,1.2455875961509126,0.37551102952072424,-0.2675873396371675,-0.08157344399711708,0.6079769593928206
momentum_12m,False,0.005568410689174866,6.0,0.830102718105945,0.12101014372605645,-0.04097958156038639,-0.09212812128000303,0.744621514764952
low_volatility,False,-0.20880487911222356,6.0,0.6486283015858059,0.00984990133464203,-0.1360767961294942,-0.0925123287279862,0.8257798431737139
