decision_year,arm,eligible_assets,equity_weight,gross_return,cost_rate,net_return,cdi_net_return,holdings
2015,monolithic,39,0.55,-0.02774228634914877,0.000451638188318025,-0.028193924537466795,0.13189971087900254,WEGE3.SA:1.4% | ABEV3.SA:1.4% | BRPR3.SA:1.4% | BBDC4.SA:1.4% | BBDC3.SA:1.4% | BBAS3.SA:1.4% | BBSE3.SA:1.4% | CESP6.SA:1.4% | CIEL3.SA:1.4% | BRFS3.SA:1.4% | TBLE3.SA:1.4% | TOTS3.SA:1.4% | VLID3.SA:1.4% | UGPA3.SA:1.4% | SBSP3.SA:1.4% | RADL3.SA:1.4% | PSSA3.SA:1.4% | POMO4.SA:1.4% | EQTL3.SA:1.4% | ITSA4.SA:1.4% | ITUB4.SA:1.4% | LAME4.SA:1.4% | LREN3.SA:1.4% | MILS3.SA:1.4% | LIGT3.SA:1.4% | ESTC3.SA:1.4% | CSMG3.SA:1.4% | EMBR3.SA:1.4% | ECOR3.SA:1.4% | ENBR3.SA:1.4% | CPFE3.SA:1.4% | CYRE3.SA:1.4% | CMIG4.SA:1.4% | ALSC3.SA:1.4% | MULT3.SA:1.4% | OIBR4.SA:1.4% | MRVE3.SA:1.4% | RENT3.SA:1.4% | HYPE3.SA:1.4%
2015,deterministic,39,0.54999999959427,-0.03562694532279942,0.0004563886919365382,-0.03608333401473596,0.13189971087900254,BBSE3.SA:17.6% | CIEL3.SA:17.6% | ITUB4.SA:17.6% | CMIG4.SA:2.2%
2016,named,33,1.8753341550169362e-08,0.13939290350285183,1.500276533876352e-11,0.13939290348784905,0.13939289494699025,
2016,anonymised,33,2.332817222700924e-10,0.1393928950680563,1.8662559085745046e-13,0.13939289506786967,0.13939289494699025,
2016,monolithic,33,0.55,0.28296671550415464,0.00045170900155660967,0.28251500650259803,0.13939289494699025,ABEV3.SA:1.7% | BBDC4.SA:1.7% | BBSE3.SA:1.7% | BBAS3.SA:1.7% | BBDC3.SA:1.7% | CESP6.SA:1.7% | BRSR6.SA:1.7% | CIEL3.SA:1.7% | CMIG4.SA:1.7% | CPFE3.SA:1.7% | ECOR3.SA:1.7% | CYRE3.SA:1.7% | BRFS3.SA:1.7% | EQTL3.SA:1.7% | ENBR3.SA:1.7% | PSSA3.SA:1.7% | SBSP3.SA:1.7% | RENT3.SA:1.7% | RADL3.SA:1.7% | UGPA3.SA:1.7% | TOTS3.SA:1.7% | MDIA3.SA:1.7% | NATU3.SA:1.7% | ITSA4.SA:1.7% | ITUB4.SA:1.7% | LREN3.SA:1.7% | LAME4.SA:1.7% | MULT3.SA:1.7% | VLID3.SA:1.7% | TBLE3.SA:1.7% | SMLE3.SA:1.7% | ESTC3.SA:1.7% | WEGE3.SA:1.7%
2016,deterministic,33,0.3519999997306758,0.24628921274375282,0.0003052094900062689,0.24598400325374656,0.13939289494699025,ENBR3.SA:17.6% | LREN3.SA:17.6%
2017,named,39,0.5499999997410856,0.08810087744512551,0.000473978028389807,0.08762689941673571,0.09869747716374411,SAPR4.SA:17.6% | BBAS3.SA:17.6% | BBDC3.SA:15.0% | CMIG4.SA:4.8%
2017,anonymised,39,0.5499999999777208,0.14095918464533597,0.00046648727842558236,0.1404926973669104,0.09869747716374411,BBDC4.SA:17.6% | BBDC3.SA:17.6% | CMIG4.SA:16.6% | SMLE3.SA:3.2%
2017,monolithic,39,0.5500000000000002,0.211439329009373,0.00045045742885002854,0.21098887158052299,0.09869747716374411,ABEV3.SA:1.4% | BBDC4.SA:1.4% | BEEF3.SA:1.4% | BBSE3.SA:1.4% | BBAS3.SA:1.4% | BBDC3.SA:1.4% | BRFS3.SA:1.4% | CVCB3.SA:1.4% | CMIG4.SA:1.4% | CSAN3.SA:1.4% | CPLE6.SA:1.4% | CIEL3.SA:1.4% | CPFE3.SA:1.4% | MDIA3.SA:1.4% | LREN3.SA:1.4% | FLRY3.SA:1.4% | GOLL4.SA:1.4% | HYPE3.SA:1.4% | ESTC3.SA:1.4% | EQTL3.SA:1.4% | ENBR3.SA:1.4% | EGIE3.SA:1.4% | ELET3.SA:1.4% | NATU3.SA:1.4% | RADL3.SA:1.4% | QUAL3.SA:1.4% | ITSA4.SA:1.4% | MULT3.SA:1.4% | ITUB4.SA:1.4% | SBSP3.SA:1.4% | PSSA3.SA:1.4% | SMLE3.SA:1.4% | VLID3.SA:1.4% | UGPA3.SA:1.4% | TOTS3.SA:1.4% | RENT3.SA:1.4% | SUZB5.SA:1.4% | SAPR4.SA:1.4% | WEGE3.SA:0.1%
2017,deterministic,39,0.5499999974109503,0.04935926386781331,0.00048071573178037945,0.04887854813603293,0.09869747716374411,ELET3.SA:17.6% | SAPR4.SA:17.6% | CMIG4.SA:15.9% | SMLE3.SA:3.9%
2018,named,44,0.5499999997046359,0.3705326802199651,0.0004738128731540985,0.370058867346811,0.06393224883871329,MGLU3.SA:17.6% | BRAP4.SA:17.6% | BRSR6.SA:17.6% | ITSA3.SA:2.2%
2018,anonymised,44,0.5499999995198371,0.3269165787684114,0.0004659910201244155,0.326450587748287,0.06393224883871329,MGLU3.SA:17.6% | BRAP4.SA:17.6% | ITSA3.SA:17.6% | SAPR4.SA:2.2%
2018,monolithic,44,0.55,0.10161092031887664,0.00044990752892079983,0.10116101278995585,0.06393224883871329,BBDC4.SA:1.8% | BRSR6.SA:1.8% | BRAP4.SA:1.8% | BBDC3.SA:1.8% | ITUB4.SA:1.8% | MGLU3.SA:1.8% | ITUB3.SA:1.8% | EZTC3.SA:1.8% | CSMG3.SA:1.8% | PETR4.SA:1.8% | ITSA4.SA:1.8% | ITSA3.SA:1.8% | PETR3.SA:1.8% | TEND3.SA:1.8% | VALE3.SA:1.8% | SAPR4.SA:1.8% | SBSP3.SA:1.8% | EGIE3.SA:1.2% | FLRY3.SA:1.2% | MYPK3.SA:1.2% | ECOR3.SA:1.2% | EQTL3.SA:1.2% | MDIA3.SA:1.2% | QUAL3.SA:1.2% | PSSA3.SA:1.2% | SEER3.SA:1.2% | RENT3.SA:1.2% | UGPA3.SA:1.2% | BBAS3.SA:1.2% | CSAN3.SA:1.2% | BBSE3.SA:1.2% | ALPA4.SA:1.2% | GRND3.SA:1.2% | CPFE3.SA:0.6% | BEEF3.SA:0.6% | LREN3.SA:0.6% | WEGE3.SA:0.6% | SMTO3.SA:0.6% | TOTS3.SA:0.6% | MULT3.SA:0.6% | ABEV3.SA:0.6% | RADL3.SA:0.6% | CVCB3.SA:0.6% | HYPE3.SA:0.6%
2018,deterministic,44,0.5499999998444345,0.41468333402570323,0.0004744008789083885,0.41420893314679486,0.06393224883871329,MGLU3.SA:17.6% | CVCB3.SA:17.6% | BRSR6.SA:17.6% | ITSA3.SA:2.2%
2019,named,48,0.5499999999964695,0.06922683884321157,0.00045718836005611597,0.06876965048315545,0.059337809368751326,BRSR6.SA:17.6% | PETR4.SA:17.6% | ITUB4.SA:17.6% | BBDC4.SA:2.2%
2019,anonymised,48,0.5499999995748736,0.07024183268871975,0.0004574047599084711,0.06978442792881127,0.059337809368751326,BRSR6.SA:17.6% | PETR4.SA:17.6% | ITUB4.SA:17.6% | BBDC3.SA:2.2%
2019,monolithic,48,0.55,0.24593487553732096,0.00044816649413053993,0.24548670904319042,0.059337809368751326,WEGE3.SA:1.1% | ABEV3.SA:1.1% | BBDC3.SA:1.1% | BBDC4.SA:1.1% | BBSE3.SA:1.1% | BBAS3.SA:1.1% | CMIG4.SA:1.1% | CPFE3.SA:1.1% | CSAN3.SA:1.1% | CSMG3.SA:1.1% | CVCB3.SA:1.1% | CMIG3.SA:1.1% | BRSR6.SA:1.1% | CSNA3.SA:1.1% | FLRY3.SA:1.1% | ITSA4.SA:1.1% | IRBR3.SA:1.1% | HYPE3.SA:1.1% | EGIE3.SA:1.1% | EQTL3.SA:1.1% | TEND3.SA:1.1% | BRAP4.SA:1.1% | ITUB4.SA:1.1% | PETR4.SA:1.1% | QUAL3.SA:1.1% | POMO4.SA:1.1% | RADL3.SA:1.1% | RAIL3.SA:1.1% | RENT3.SA:1.1% | PSSA3.SA:1.1% | SEER3.SA:1.1% | SBSP3.SA:1.1% | VALE3.SA:1.1% | UGPA3.SA:1.1% | SMTO3.SA:1.1% | TOTS3.SA:1.1% | SLCE3.SA:1.1% | PETR3.SA:1.1% | MYPK3.SA:1.1% | MDIA3.SA:1.1% | LREN3.SA:1.1% | LIGT3.SA:1.1% | MOVI3.SA:1.1% | MRVE3.SA:1.1% | MULT3.SA:1.1% | MGLU3.SA:1.1% | ECOR3.SA:1.1% | RAPT4.SA:1.1%
2019,deterministic,48,0.5499999999749223,0.26973520815294183,0.0004692202864627268,0.2692659878664791,0.059337809368751326,CMIG3.SA:17.6% | MGLU3.SA:17.6% | IRBR3.SA:17.6% | BRSR6.SA:2.2%
2020,named,67,0.5499999986625184,0.29553109170224,0.0004676337634362688,0.29506345793880373,0.02740258533525819,MRFG3.SA:17.6% | GOAU4.SA:17.6% | BRAP4.SA:17.6% | CMIG3.SA:2.2%
2020,anonymised,67,0.5499999995544018,0.1959302809689656,0.00046070231243638856,0.1954695786565292,0.02740258533525819,PETR4.SA:17.6% | BRAP4.SA:17.6% | GOAU4.SA:17.6% | PETR3.SA:2.2%
2020,monolithic,67,0.55,0.024732740229645334,0.00044637420921720365,0.02428636602042813,0.02740258533525819,ABCB4.SA:0.8% | ABEV3.SA:0.8% | BRML3.SA:0.8% | BRAP4.SA:0.8% | BPAN4.SA:0.8% | BBSE3.SA:0.8% | BBDC4.SA:0.8% | BBAS3.SA:0.8% | BBDC3.SA:0.8% | B3SA3.SA:0.8% | AZUL4.SA:0.8% | BRSR6.SA:0.8% | EQTL3.SA:0.8% | GRND3.SA:0.8% | GOAU4.SA:0.8% | EGIE3.SA:0.8% | DIRR3.SA:0.8% | CSNA3.SA:0.8% | CVCB3.SA:0.8% | CSAN3.SA:0.8% | CSMG3.SA:0.8% | CRFB3.SA:0.8% | CPLE6.SA:0.8% | CMIG4.SA:0.8% | GNDI3.SA:0.8% | FLRY3.SA:0.8% | GGBR4.SA:0.8% | ENBR3.SA:0.8% | CPFE3.SA:0.8% | CIEL3.SA:0.8% | CMIG3.SA:0.8% | MULT3.SA:0.8% | MYPK3.SA:0.8% | LIGT3.SA:0.8% | LREN3.SA:0.8% | LAME4.SA:0.8% | LAME3.SA:0.8% | ITUB4.SA:0.8% | ITUB3.SA:0.8% | ITSA4.SA:0.8% | IRBR3.SA:0.8% | HYPE3.SA:0.8% | HGTX3.SA:0.8% | RAIL3.SA:0.8% | RAPT4.SA:0.8% | RENT3.SA:0.8% | SBSP3.SA:0.8% | SEER3.SA:0.8% | SLCE3.SA:0.8% | SMTO3.SA:0.8% | TEND3.SA:0.8% | UGPA3.SA:0.8% | POSI3.SA:0.8% | QUAL3.SA:0.8% | PSSA3.SA:0.8% | PETR4.SA:0.8% | RADL3.SA:0.8% | PETR3.SA:0.8% | PCAR4.SA:0.8% | MGLU3.SA:0.8% | MRVE3.SA:0.8% | MRFG3.SA:0.8% | MOVI3.SA:0.8% | TOTS3.SA:0.8% | VALE3.SA:0.8% | WEGE3.SA:0.8% | YDUQ3.SA:0.3%
2020,deterministic,67,0.5500000001003958,0.10116213542647001,0.00046157654526358147,0.10070055888120644,0.02740258533525819,MRFG3.SA:17.6% | AZUL4.SA:17.6% | EQTL3.SA:17.6% | BBSE3.SA:2.2%
2021,named,72,0.4339202996924629,0.19079699131906436,0.00037901508932817535,0.1904179762297362,0.04415820920482849,MRFG3.SA:17.6% | CMIG3.SA:17.6% | VIVT3.SA:8.2%
2021,anonymised,72,0.35199997206205924,0.14027360150478851,0.0002995976878937732,0.13997400381689473,0.04415820920482849,MRFG3.SA:17.6% | VIVT3.SA:17.6%
2021,monolithic,72,0.55,0.02668181302776662,0.00046778152260779126,0.02621403150515883,0.04415820920482849,CSMG3.SA:9.7% | BMGB4.SA:9.7% | BEEF3.SA:9.7% | MRFG3.SA:9.7% | VIVT3.SA:9.7% | BRSR6.SA:6.6%
2021,deterministic,72,0.4653915486826186,0.19366291902594313,0.00039446472346996235,0.19326845430247316,0.04415820920482849,TASA4.SA:17.6% | MRFG3.SA:17.6% | EQTL3.SA:11.3%
2022,named,89,0.5280000246268509,0.2376787398025968,0.0004379621893594757,0.2372407776132373,0.12294915546054463,BRAP4.SA:17.6% | GGBR4.SA:17.6% | GOAU4.SA:17.6%
2022,anonymised,89,0.5499999996011102,0.23668908271384104,0.0004663644062485694,0.23622271830759248,0.12294915546054463,PETR3.SA:17.6% | GOAU4.SA:17.6% | ENAT3.SA:17.6% | BRAP4.SA:2.2%
2022,monolithic,89,0.55,0.20305959855509892,0.0004486654252823751,0.20261093312981654,0.12294915546054463,GOAU4.SA:9.7% | BRAP4.SA:9.7% | PETR3.SA:9.7% | PETR4.SA:9.7% | USIM5.SA:9.7% | VALE3.SA:6.6%
2022,deterministic,89,0.5499999990263892,-0.015964348769442527,0.00047799136065302083,-0.01644234013009555,0.12294915546054463,FHER3.SA:17.6% | UNIP6.SA:17.6% | TASA4.SA:17.6% | GOAU4.SA:2.2%
2023,named,89,0.5499999993368583,0.24665071643607872,0.00046557802725658633,0.24618513840882214,0.1293265758525708,KEPL3.SA:17.6% | PETR3.SA:17.6% | BRAP4.SA:17.6% | GOAU4.SA:2.2%
2023,anonymised,89,0.5499999981774593,0.4017045152930625,0.0004508914430239258,0.4012536238500386,0.1293265758525708,BRAP4.SA:17.6% | PETR3.SA:17.6% | PETR4.SA:17.6% | GOAU4.SA:2.2%
2023,monolithic,89,0.55,0.2209459554441997,0.00044578216256980715,0.2205001732816299,0.1293265758525708,WEGE3.SA:0.6% | ABCB4.SA:0.6% | ABEV3.SA:0.6% | TOTS3.SA:0.6% | TEND3.SA:0.6% | TASA4.SA:0.6% | SUZB3.SA:0.6% | STBP3.SA:0.6% | BEEF3.SA:0.6% | BBSE3.SA:0.6% | BBDC4.SA:0.6% | BBDC3.SA:0.6% | BBAS3.SA:0.6% | B3SA3.SA:0.6% | SMTO3.SA:0.6% | SLCE3.SA:0.6% | SIMH3.SA:0.6% | SEER3.SA:0.6% | SBSP3.SA:0.6% | SBFG3.SA:0.6% | RENT3.SA:0.6% | RECV3.SA:0.6% | RDOR3.SA:0.6% | BRSR6.SA:0.6% | BRFS3.SA:0.6% | BRAP4.SA:0.6% | BPAN4.SA:0.6% | RAPT4.SA:0.6% | RADL3.SA:0.6% | QUAL3.SA:0.6% | PTBL3.SA:0.6% | PSSA3.SA:0.6% | PRIO3.SA:0.6% | POSI3.SA:0.6% | PETZ3.SA:0.6% | PETR4.SA:0.6% | PETR3.SA:0.6% | PARD3.SA:0.6% | CPFE3.SA:0.6% | CMIN3.SA:0.6% | CMIG4.SA:0.6% | CBAV3.SA:0.6% | NEOE3.SA:0.6% | MYPK3.SA:0.6% | MULT3.SA:0.6% | MRVE3.SA:0.6% | MRFG3.SA:0.6% | MILS3.SA:0.6% | LREN3.SA:0.6% | LJQQ3.SA:0.6% | KEPL3.SA:0.6% | JHSF3.SA:0.6% | ITUB4.SA:0.6% | CXSE3.SA:0.6% | CVCB3.SA:0.6% | CURY3.SA:0.6% | CSNA3.SA:0.6% | CSMG3.SA:0.6% | CSAN3.SA:0.6% | CRFB3.SA:0.6% | CPLE6.SA:0.6% | ITUB3.SA:0.6% | ITSA4.SA:0.6% | INTB3.SA:0.6% | HYPE3.SA:0.6% | HAPV3.SA:0.6% | GOAU4.SA:0.6% | GMAT3.SA:0.6% | GGPS3.SA:0.6% | GGBR4.SA:0.6% | FLRY3.SA:0.6% | FESA4.SA:0.6% | ELET3.SA:0.6% | EGIE3.SA:0.6% | DXCO3.SA:0.6% | DIRR3.SA:0.6% | EQTL3.SA:0.6% | ENEV3.SA:0.6% | ENBR3.SA:0.6% | ENAT3.SA:0.6% | VIVA3.SA:0.6% | VBBR3.SA:0.6% | VAMO3.SA:0.6% | VALE3.SA:0.6% | USIM5.SA:0.6% | UNIP6.SA:0.6% | UGPA3.SA:0.6% | ASAI3.SA:0.6% | AMBP3.SA:0.6%
2023,deterministic,89,0.5499999921446999,0.20313717371658413,0.0004790428180371815,0.20265813089854695,0.1293265758525708,CURY3.SA:17.6% | KEPL3.SA:17.6% | BRAP4.SA:17.6% | UNIP6.SA:2.2%
2024,named,89,0.549999999911595,0.03963807446823231,0.00045521694207081403,0.0391828575261615,0.10777090353467633,PETR4.SA:17.6% | VIVA3.SA:17.6% | PETR3.SA:17.6% | ABCB4.SA:2.2%
2024,anonymised,89,0.5280000000761322,-0.075697626484452,0.0004412618849219387,-0.07613888836937394,0.10777090353467633,PETR4.SA:17.6% | VIVA3.SA:17.6% | RAIZ4.SA:17.6%
2024,monolithic,89,0.5500000000000003,-0.01957413924359641,0.00044588799844615134,-0.020020027242042562,0.10777090353467633,VULC3.SA:0.6% | VVEO3.SA:0.6% | WEGE3.SA:0.6% | YDUQ3.SA:0.6% | SLCE3.SA:0.6% | SMFT3.SA:0.6% | SMTO3.SA:0.6% | BEEF3.SA:0.6% | TEND3.SA:0.6% | TOTS3.SA:0.6% | STBP3.SA:0.6% | SUZB3.SA:0.6% | SBFG3.SA:0.6% | SBSP3.SA:0.6% | SIMH3.SA:0.6% | RAIL3.SA:0.6% | RAIZ4.SA:0.6% | RAPT4.SA:0.6% | BRAP4.SA:0.6% | BRSR6.SA:0.6% | B3SA3.SA:0.6% | BBAS3.SA:0.6% | BBDC3.SA:0.6% | BBDC4.SA:0.6% | BBSE3.SA:0.6% | RDOR3.SA:0.6% | RECV3.SA:0.6% | RENT3.SA:0.6% | PLPL3.SA:0.6% | POMO4.SA:0.6% | POSI3.SA:0.6% | PRIO3.SA:0.6% | PSSA3.SA:0.6% | PTBL3.SA:0.6% | RADL3.SA:0.6% | CIEL3.SA:0.6% | BPAN4.SA:0.6% | PETR3.SA:0.6% | PETR4.SA:0.6% | MRFG3.SA:0.6% | MULT3.SA:0.6% | NEOE3.SA:0.6% | LEVE3.SA:0.6% | LREN3.SA:0.6% | MDIA3.SA:0.6% | INTB3.SA:0.6% | ITSA4.SA:0.6% | ITUB3.SA:0.6% | ITUB4.SA:0.6% | CRFB3.SA:0.6% | CSAN3.SA:0.6% | CSMG3.SA:0.6% | CEAB3.SA:0.6% | JHSF3.SA:0.6% | KEPL3.SA:0.6% | KLBN4.SA:0.6% | GGPS3.SA:0.6% | GMAT3.SA:0.6% | GOAU4.SA:0.6% | HAPV3.SA:0.6% | HBSA3.SA:0.6% | HYPE3.SA:0.6% | FLRY3.SA:0.6% | GGBR4.SA:0.6% | EGIE3.SA:0.6% | ELET3.SA:0.6% | DIRR3.SA:0.6% | DXCO3.SA:0.6% | CMIG3.SA:0.6% | CMIG4.SA:0.6% | CMIN3.SA:0.6% | CPFE3.SA:0.6% | CPLE3.SA:0.6% | CPLE6.SA:0.6% | EQTL3.SA:0.6% | CURY3.SA:0.6% | CXSE3.SA:0.6% | ASAI3.SA:0.6% | AURE3.SA:0.6% | VAMO3.SA:0.6% | VBBR3.SA:0.6% | VIVA3.SA:0.6% | VIVT3.SA:0.6% | UGPA3.SA:0.6% | UNIP6.SA:0.6% | VALE3.SA:0.6% | AESB3.SA:0.6% | ABEV3.SA:0.6% | ABCB4.SA:0.6%
2024,deterministic,89,0.5499999992516018,-0.09954069878819749,0.0004790282823503001,-0.10001972707054779,0.10777090353467633,PLPL3.SA:17.6% | CMIN3.SA:17.6% | VIVA3.SA:17.6% | CURY3.SA:2.2%
2025,named,96,0.17599999986023696,0.10537039956815586,0.00014293007235778143,0.10522746949579807,0.14209253474057104,PETR4.SA:17.6%
2025,anonymised,96,0.17600001268756366,0.1484624903810121,0.0001467471908183228,0.14831574319019378,0.14209253474057104,CMIG4.SA:17.6%
2025,monolithic,96,0.55,0.28189187595728127,0.00044552888906173997,0.2814463470682195,0.14209253474057104,ANIM3.SA:0.6% | ASAI3.SA:0.6% | ABCB4.SA:0.6% | ABEV3.SA:0.6% | AURE3.SA:0.6% | B3SA3.SA:0.6% | WEGE3.SA:0.6% | SMFT3.SA:0.6% | SMTO3.SA:0.6% | STBP3.SA:0.6% | SUZB3.SA:0.6% | BPAN4.SA:0.6% | TEND3.SA:0.6% | TOTS3.SA:0.6% | UGPA3.SA:0.6% | SBFG3.SA:0.6% | SBSP3.SA:0.6% | SLCE3.SA:0.6% | RADL3.SA:0.6% | RAIZ4.SA:0.6% | RAPT4.SA:0.6% | RDOR3.SA:0.6% | RECV3.SA:0.6% | RENT3.SA:0.6% | PLPL3.SA:0.6% | POMO4.SA:0.6% | CEAB3.SA:0.6% | PORT3.SA:0.6% | POSI3.SA:0.6% | PRIO3.SA:0.6% | PSSA3.SA:0.6% | PTBL3.SA:0.6% | ONCO3.SA:0.6% | PETR3.SA:0.6% | PETR4.SA:0.6% | MGLU3.SA:0.6% | MILS3.SA:0.6% | MRFG3.SA:0.6% | MULT3.SA:0.6% | MYPK3.SA:0.6% | NEOE3.SA:0.6% | LEVE3.SA:0.6% | LJQQ3.SA:0.6% | CRFB3.SA:0.6% | CSAN3.SA:0.6% | CSMG3.SA:0.6% | BRAP4.SA:0.6% | BRAV3.SA:0.6% | BRFS3.SA:0.6% | LREN3.SA:0.6% | MDIA3.SA:0.6% | MDNE3.SA:0.6% | INTB3.SA:0.6% | IRBR3.SA:0.6% | ISAE4.SA:0.6% | ITSA4.SA:0.6% | ITUB3.SA:0.6% | ITUB4.SA:0.6% | DIRR3.SA:0.6% | DXCO3.SA:0.6% | CMIG4.SA:0.6% | CMIN3.SA:0.6% | CPFE3.SA:0.6% | CPLE3.SA:0.6% | CPLE6.SA:0.6% | JHSF3.SA:0.6% | GGBR4.SA:0.6% | GGPS3.SA:0.6% | GMAT3.SA:0.6% | GOAU4.SA:0.6% | HYPE3.SA:0.6% | EQTL3.SA:0.6% | ENEV3.SA:0.6% | CURY3.SA:0.6% | CXSE3.SA:0.6% | CYRE3.SA:0.6% | FLRY3.SA:0.6% | ECOR3.SA:0.6% | EGIE3.SA:0.6% | ELET3.SA:0.6% | ELMD3.SA:0.6% | EMBR3.SA:0.6% | BBAS3.SA:0.6% | BBDC3.SA:0.6% | BBDC4.SA:0.6% | BBSE3.SA:0.6% | BEEF3.SA:0.6% | VBBR3.SA:0.6% | VIVA3.SA:0.6% | VIVT3.SA:0.6% | VLID3.SA:0.6% | VULC3.SA:0.6% | VALE3.SA:0.6% | VAMO3.SA:0.6% | ALOS3.SA:0.6% | YDUQ3.SA:0.6%
2025,deterministic,96,0.4732976421118862,0.26272325285341314,0.0003984596051643371,0.2623247932482488,0.14209253474057104,STBP3.SA:17.6% | BBSE3.SA:17.6% | CURY3.SA:12.1%
