date,wealth,gross_return,net_return,turnover,friction_cost
2023-12-21,100.83551556836345,0.00835515568363454,0.00835515568363454,0.0,0.0
2024-01-19,101.67801199937668,0.00835515568363454,0.00835515568363454,0.0,0.0
2024-02-19,102.52754761923396,0.008355155683634763,0.008355155683634763,0.0,0.0
2024-03-19,103.38418124145392,0.00835515568363454,0.00835515568363454,0.0,0.0
2024-04-17,104.24797217095136,0.00835515568363454,0.00835515568363454,0.0,0.0
2024-05-16,105.11898020814294,0.008355155683635429,0.008355155683635429,0.0,0.0
2024-06-14,105.99726565308687,0.00835515568363454,0.00835515568363454,0.0,0.0
2024-07-15,106.88288930965798,0.00835515568363454,0.00835515568363454,0.0,0.0
2024-08-13,107.77591248975683,0.008355155683634319,0.008355155683634319,0.0,0.0
2024-09-11,108.67639701755452,0.00835515568363454,0.00835515568363454,0.0,0.0
2024-10-10,109.58440523377267,0.00835515568363454,0.00835515568363454,0.0,0.0
2024-11-08,110.49999999999939,0.008355155683634985,0.008355155683634985,0.0,0.0
2024-12-09,111.42324470304105,0.008355155683634985,0.008355155683634985,0.0,0.0
2025-01-07,112.35420325931067,0.00835515568363454,0.00835515568363454,0.0,0.0
2025-02-05,113.29294011925298,0.008355155683634985,0.008355155683634985,0.0,0.0
2025-03-06,114.23952027180604,0.008355155683634763,0.008355155683634763,0.0,0.0
2025-04-04,115.19400924890071,0.00835515568363454,0.00835515568363454,0.0,0.0
2025-05-05,116.1564731299973,0.008355155683634319,0.008355155683634319,0.0,0.0
2025-06-03,117.12697854666031,0.008355155683634319,0.008355155683634319,0.0,0.0
2025-07-02,118.10559268717135,0.008355155683634319,0.008355155683634319,0.0,0.0
2025-07-31,119.09238330118052,0.008355155683633875,0.008355155683633875,0.0,0.0
2025-08-29,120.08741870439707,0.008355155683635429,0.008355155683635429,0.0,0.0
2025-09-29,121.09076778331811,0.00835515568363454,0.00835515568363454,0.0,0.0
2025-10-28,122.10249999999866,0.008355155683635207,0.008355155683635207,0.0,0.0
2025-11-26,123.12268539685968,0.008355155683634985,0.008355155683634985,0.0,0.0
2025-12-25,124.15139460153758,0.008355155683634319,0.008355155683634319,0.0,0.0
2026-01-23,125.1886988317737,0.008355155683634097,0.008355155683634097,0.0,0.0
2026-02-23,126.23466990034478,0.008355155683634319,0.008355155683634319,0.0,0.0
2026-03-24,127.28938022003437,0.00835515568363454,0.00835515568363454,0.0,0.0
2026-04-22,128.3529028086463,0.008355155683635873,0.008355155683635873,0.0,0.0
2026-05-21,129.425311294059,0.008355155683634763,0.008355155683634763,0.0,0.0
