decision_year,predictor,predictor_value,training_median,fitted_direction,predicted_equity_year,actual_equity_year,correct,equity_sleeve_return,cdi_net_return,rule_return
2022,market_trailing_12m_return,-0.09906487434248978,0.25830869688955704,-1,True,False,False,-0.011611151045127454,0.1229491554605446,-0.011611151045127454
2023,market_trailing_12m_return,0.05690299403498322,0.19790914171221385,-1,True,True,True,0.2944216314487863,0.1293265758525708,0.2944216314487863
2024,market_trailing_12m_return,0.2340212253306111,0.12740606787359854,-1,False,False,True,-0.1430372322329531,0.1077709035346763,0.1077709035346763
2025,market_trailing_12m_return,-0.10360323434064911,0.19790914171221385,-1,True,True,True,0.6914425570007631,0.142092534740571,0.6914425570007631
