decision_year,predictor,predictor_value,training_median,fitted_direction,predicted_equity_year,actual_equity_year,correct,equity_sleeve_return,cdi_net_return,rule_return
2022,market_trailing_volatility,0.20825942278120407,0.2053956264601161,1,True,False,False,-0.011611151045127454,0.1229491554605446,-0.011611151045127454
2023,market_trailing_volatility,0.21063718319796712,0.20825942278120407,1,True,True,True,0.2944216314487863,0.1293265758525708,0.2944216314487863
2024,market_trailing_volatility,0.17263461579911282,0.2094483029895856,1,False,False,True,-0.1430372322329531,0.1077709035346763,0.1077709035346763
2025,market_trailing_volatility,0.12863871359377518,0.20825942278120407,1,False,True,False,0.6914425570007631,0.142092534740571,0.142092534740571
