decision_year,predictor,predictor_value,training_median,fitted_direction,predicted_equity_year,actual_equity_year,correct,equity_sleeve_return,cdi_net_return,rule_return
2022,earnings_yield_minus_cdi,0.025791502356530965,0.045157934276647105,1,False,False,True,-0.011611151045127454,0.1229491554605446,0.1229491554605446
2023,earnings_yield_minus_cdi,0.015508768031692877,0.044729097248736235,1,False,True,False,0.2944216314487863,0.1293265758525708,0.1293265758525708
2024,earnings_yield_minus_cdi,0.015568196617765512,0.0352602998026336,1,False,False,True,-0.1430372322329531,0.1077709035346763,0.1077709035346763
2025,earnings_yield_minus_cdi,0.02878149267835542,0.025791502356530965,1,True,True,True,0.6914425570007631,0.142092534740571,0.6914425570007631
