decision_year,predictor,predictor_value,training_median,fitted_direction,predicted_equity_year,actual_equity_year,correct,equity_sleeve_return,cdi_net_return,rule_return
2022,cdi_level_at_january,0.1229491554605446,0.05147615538388435,1,True,False,False,-0.011611151045127454,0.1229491554605446,-0.011611151045127454
2023,cdi_level_at_january,0.1293265758525708,0.0591568100614803,-1,False,True,False,0.2944216314487863,0.1293265758525708,0.1293265758525708
2024,cdi_level_at_january,0.1077709035346763,0.0614135916271565,-1,False,False,True,-0.1430372322329531,0.1077709035346763,0.1077709035346763
2025,cdi_level_at_january,0.142092534740571,0.0636703731928327,-1,False,True,False,0.6914425570007631,0.142092534740571,0.142092534740571
