method,decision_year,ticker,weight
mvo_gamma_2.5,2015,ABCB4,1.0604784419196345e-12
mvo_gamma_2.5,2015,ABEV3,7.975877540299051e-13
mvo_gamma_2.5,2015,ADHM3,1.6499847110897805e-12
mvo_gamma_2.5,2015,AFLT3,6.025979984994668e-13
mvo_gamma_2.5,2015,AGRO3,8.439469801073262e-13
mvo_gamma_2.5,2015,ALOS3,6.824464811771444e-13
mvo_gamma_2.5,2015,ALPA3,4.3989681868815154e-13
mvo_gamma_2.5,2015,ALPA4,3.972901787687958e-13
mvo_gamma_2.5,2015,AMAR3,5.252996952109299e-13
mvo_gamma_2.5,2015,AMER3,0.012462590386276378
mvo_gamma_2.5,2015,ANIM3,0.008053437585063179
mvo_gamma_2.5,2015,AZEV3,9.067523336312608e-13
mvo_gamma_2.5,2015,AZEV4,7.020354532529753e-12
mvo_gamma_2.5,2015,AZZA3,7.412008736064937e-13
mvo_gamma_2.5,2015,B3SA3,7.926964047618011e-13
mvo_gamma_2.5,2015,BALM4,1.5538134525547505e-12
mvo_gamma_2.5,2015,BAUH4,1.1661498997103688e-12
mvo_gamma_2.5,2015,BBAS3,9.194933833321401e-13
mvo_gamma_2.5,2015,BBDC3,1.0545577128558032e-12
mvo_gamma_2.5,2015,BBDC4,1.5424898580368232e-12
mvo_gamma_2.5,2015,BBSE3,2.127653628652818e-12
mvo_gamma_2.5,2015,BEEF3,6.375138207359185e-13
mvo_gamma_2.5,2015,BEES3,6.518835370595046e-13
mvo_gamma_2.5,2015,BEES4,8.481859844161835e-13
mvo_gamma_2.5,2015,BGIP3,5.143988126089237e-13
mvo_gamma_2.5,2015,BGIP4,5.940652812224412e-13
mvo_gamma_2.5,2015,BHIA3,1.421214929804993e-12
mvo_gamma_2.5,2015,BIED3,1.327342588958611e-12
mvo_gamma_2.5,2015,BIOM3,6.10757069404855e-13
mvo_gamma_2.5,2015,BMEB3,3.9768576592129825e-13
mvo_gamma_2.5,2015,BMEB4,3.871635191955717e-13
mvo_gamma_2.5,2015,BMIN3,7.875992729737377e-13
mvo_gamma_2.5,2015,BMIN4,7.051259823735307e-13
mvo_gamma_2.5,2015,BMKS3,7.09769393258604e-13
mvo_gamma_2.5,2015,BNBR3,7.033343361773956e-13
mvo_gamma_2.5,2015,BOBR4,3.2798814838501547e-13
mvo_gamma_2.5,2015,BPHA3,3.123642327568993e-13
mvo_gamma_2.5,2015,BRAP3,5.046460444728353e-13
mvo_gamma_2.5,2015,BRAP4,4.807693801217425e-13
mvo_gamma_2.5,2015,BRKM3,5.122483175735315e-13
mvo_gamma_2.5,2015,BRKM6,8.720474934830349e-13
mvo_gamma_2.5,2015,BRPR3,4.271291640902073e-13
mvo_gamma_2.5,2015,BRSR3,9.184800784742363e-13
mvo_gamma_2.5,2015,BRSR5,7.027235428915685e-13
mvo_gamma_2.5,2015,BRSR6,1.3501829701577203e-12
mvo_gamma_2.5,2015,BSLI3,6.55659925162803e-13
mvo_gamma_2.5,2015,BSLI4,5.7770509724654e-13
mvo_gamma_2.5,2015,CAMB3,7.640620714343076e-13
mvo_gamma_2.5,2015,CBEE3,7.905442790641242e-13
mvo_gamma_2.5,2015,CEDO3,4.830466131661347e-13
mvo_gamma_2.5,2015,CEDO4,7.364623999319718e-13
mvo_gamma_2.5,2015,CEEB3,5.875686499941909e-13
mvo_gamma_2.5,2015,CEED3,4.417192481021527e-13
mvo_gamma_2.5,2015,CEGR3,1.7952854959102166e-12
mvo_gamma_2.5,2015,CGAS3,7.256005669590839e-13
mvo_gamma_2.5,2015,CGAS5,6.084109450255887e-13
mvo_gamma_2.5,2015,CGRA3,1.2040264413462697e-12
mvo_gamma_2.5,2015,CGRA4,8.645568978070049e-13
mvo_gamma_2.5,2015,CLSC3,9.920094377365549e-13
mvo_gamma_2.5,2015,CLSC4,7.385507199187338e-13
