method,decision_year,decision_date,eligible_assets,gross_return,turnover,cost_rate,net_return,cdi_return
momentum_inverse_volatility,2015,2015-01-02,257,-0.04569222362468239,1.0000000000000002,0.0015000000000000005,-0.047192223624682395,0.1318997108790032
momentum_inverse_volatility,2016,2016-01-04,258,0.16160567688755734,0.6407007971237403,0.0009610511956856105,0.16064462569187174,0.13939289494698648
momentum_inverse_volatility,2017,2017-01-02,260,0.3663065749155441,0.6036394421996127,0.0009054591632994191,0.36540111575224465,0.09869747716374477
momentum_inverse_volatility,2018,2018-01-02,262,0.35183867638943345,0.6116187919566296,0.0009174281879349444,0.3509212482014985,0.06393224883871174
momentum_inverse_volatility,2019,2019-01-02,266,0.6256838789443158,0.653344844786578,0.000980017267179867,0.6247038616771359,0.05933780936875266
momentum_inverse_volatility,2020,2020-01-02,268,0.00017677306218599753,1.9985483458438422,0.0029978225187657632,-0.0028210494565797657,0.0274025853352573
momentum_inverse_volatility,2021,2021-01-04,273,0.17409949934057867,1.9983483612227644,0.0029975225418341464,0.17110197679874453,0.04415820920482849
momentum_inverse_volatility,2022,2022-01-03,297,0.0036632127627442834,0.6507151188490368,0.0009760726782735552,0.0026871400844707283,0.12294915546054375
momentum_inverse_volatility,2023,2023-01-02,332,0.2946134059047336,0.5673357023128458,0.0008510035534692687,0.29376240235126433,0.1293265758525719
momentum_inverse_volatility,2024,2024-01-02,333,-0.08526772471998001,0.5351761467725571,0.0008027642201588357,-0.08607048894013884,0.10777090353467478
momentum_inverse_volatility,2025,2025-01-02,325,0.31537047302883026,0.42336544442099855,0.0006350481666314978,0.31473542486219874,0.14209253474057149
