method,decision_year,ticker,weight
momentum_all,2015,ABCB4,0.006304105209181673
momentum_all,2015,ABEV3,0.0052182306276958345
momentum_all,2015,ADHM3,0.00021114227973335746
momentum_all,2015,AFLT3,0.003197297378819413
momentum_all,2015,AGRO3,0.004886435616686273
momentum_all,2015,ALOS3,0.004222845594667149
momentum_all,2015,ALPA3,0.001900280517600217
momentum_all,2015,ALPA4,0.0016589750550478086
momentum_all,2015,AMAR3,0.0029861550990860557
momentum_all,2015,AMER3,0.007601122070400868
momentum_all,2015,ANIM3,0.007661448436038971
momentum_all,2015,AZEV3,0.0057008415528006515
momentum_all,2015,AZEV4,0.007299490242210358
momentum_all,2015,AZZA3,0.004675293336952915
momentum_all,2015,B3SA3,0.004976925165143426
momentum_all,2015,BALM4,0.0068470424999245915
momentum_all,2015,BAUH4,0.006183452477905469
momentum_all,2015,BBAS3,0.005429372907429192
momentum_all,2015,BBDC3,0.00648508430609598
momentum_all,2015,BBDC4,0.0071486743281151035
momentum_all,2015,BBSE3,0.007420142973486562
momentum_all,2015,BEEF3,0.004403824691581456
momentum_all,2015,BEES3,0.003981540132114741
momentum_all,2015,BEES4,0.004735619702591017
momentum_all,2015,BGIP3,0.002744849636533647
momentum_all,2015,BGIP4,0.0030766446475432086
momentum_all,2015,BHIA3,0.0034084396585527706
momentum_all,2015,BIED3,0.00651524748891503
momentum_all,2015,BIOM3,0.0037703978523813833
momentum_all,2015,BMEB3,0.0012366904955810937
momentum_all,2015,BMEB4,0.001357343226857298
momentum_all,2015,BMIN3,0.005188067444876783
momentum_all,2015,BMIN4,0.0038307242180194855
momentum_all,2015,BMKS3,0.004433987874400506
momentum_all,2015,BNBR3,0.00452447742285766
momentum_all,2015,BOBR4,0.0005429372907429192
momentum_all,2015,BPHA3,0.00048261092510481704
momentum_all,2015,BRAP3,0.002775012819352698
momentum_all,2015,BRAP4,0.0025035441739812386
momentum_all,2015,BRKM3,0.002714686453714596
momentum_all,2015,BRKM6,0.005851657466895907
momentum_all,2015,BRPR3,0.0017193014206859107
momentum_all,2015,BRSR3,0.005550025638705396
momentum_all,2015,BRSR5,0.004373661508762405
momentum_all,2015,BRSR6,0.0066660634030102865
momentum_all,2015,BSLI3,0.004343498325943353
momentum_all,2015,BSLI4,0.003317950110095617
momentum_all,2015,CAMB3,0.00509757789641963
momentum_all,2015,CBEE3,0.003710071486743281
momentum_all,2015,CEDO3,0.0024432178083431365
momentum_all,2015,CEDO4,0.003951376949295689
momentum_all,2015,CEEB3,0.003619581938286128
momentum_all,2015,CEED3,0.0014478327753144511
momentum_all,2015,CEGR3,0.007389979790667512
momentum_all,2015,CGAS3,0.00479594606822912
momentum_all,2015,CGAS5,0.004192682411848098
momentum_all,2015,CGRA3,0.006575573854553133
momentum_all,2015,CGRA4,0.005580188821524447
momentum_all,2015,CLSC3,0.0058818206497149575
momentum_all,2015,CLSC4,0.004584803788495762
momentum_all,2015,CMIG3,0.004072029680571894
momentum_all,2015,CMIG4,0.006635900220191234
momentum_all,2015,COCE3,0.006424757940457878
momentum_all,2015,COGN3,0.007721774801677073
momentum_all,2015,CPFE3,0.005731004735619703
momentum_all,2015,CPLE3,0.006907368865562695
momentum_all,2015,CRPG5,0.0005731004735619702
momentum_all,2015,CRPG6,0.0008144059361143788
momentum_all,2015,CSAN3,0.0035592555726480257
momentum_all,2015,CSMG3,0.0029559919162670044
momentum_all,2015,CSNA3,0.0006334268392000724
momentum_all,2015,CSUD3,0.00539920972461014
momentum_all,2015,CTAX3,0.004132356046209996
momentum_all,2015,CTKA4,0.0009652218502096341
momentum_all,2015,CTSA3,0.0023225650770669322
momentum_all,2015,CTSA4,0.0021717491629716767
momentum_all,2015,CVCB3,0.005911983832534009
momentum_all,2015,CYRE3,0.0032877869272765663
momentum_all,2015,DASA3,0.00367990830392423
momentum_all,2015,DEXP3,0.0031369710131813108
momentum_all,2015,DIRR3,0.0029258287334479535
momentum_all,2015,DOHL4,0.005459536090248243
momentum_all,2015,DTCY3,0.007118511145296051
momentum_all,2015,DXCO3,0.0025638705396193407
momentum_all,2015,EALT3,0.004041866497752843
momentum_all,2015,EALT4,0.0033782764757337193
momentum_all,2015,ECOR3,0.003589418755467077
momentum_all,2015,ECPR3,0.0076312852532199205
momentum_all,2015,ECPR4,0.00678671613428649
momentum_all,2015,EGIE3,0.005007088347962477
momentum_all,2015,EKTR3,0.005821494284076856
momentum_all,2015,EKTR4,0.003921213766476639
momentum_all,2015,EMAE4,0.0025940337224383916
momentum_all,2015,ENEV3,3.0163182819051065e-05
momentum_all,2015,ENGI3,0.003529092389828975
momentum_all,2015,ENGI4,0.006123126112267366
momentum_all,2015,ENMT3,0.007570958887581817
momentum_all,2015,ENMT4,0.006997858414019847
momentum_all,2015,EPAR3,0.001870117334781166
momentum_all,2015,EQMA3B,0.006153289295086417
momentum_all,2015,EQPA3,0.006696226585829337
momentum_all,2015,EQPA5,0.007540795704762767
momentum_all,2015,EQPA6,0.0051277410792386815
momentum_all,2015,EQPA7,0.006967695231200797
momentum_all,2015,EQTL3,0.006877205682743643
momentum_all,2015,ESTR4,0.006816879317105541
momentum_all,2015,ETER3,0.0034989292070099235
momentum_all,2015,EUCA3,0.005338883358972039
momentum_all,2015,EUCA4,0.0010858745814858383
momentum_all,2015,EVEN3,0.0025337073568002895
momentum_all,2015,EZTC3,0.0038608874008385363
momentum_all,2015,FESA3,0.004946761982324375
momentum_all,2015,FESA4,0.0024733809911621873
momentum_all,2015,FHER3,0.0030163182819051065
momentum_all,2015,FICT3,0.0012065273127620426
momentum_all,2015,FLRY3,0.004765782885410069
momentum_all,2015,FRAS3,0.002141585980152626
momentum_all,2015,FRIO3,0.0006032636563810213
momentum_all,2015,GEPA3,0.004011703314933792
momentum_all,2015,GEPA4,0.0062739420263626215
momentum_all,2015,GFSA3,0.0023828914427050344
momentum_all,2015,GGBR3,0.0014779959581335022
momentum_all,2015,GGBR4,0.0014176695924954
momentum_all,2015,GOAU3,0.0008747323017524809
momentum_all,2015,GOAU4,0.0009953850330286851
momentum_all,2015,GRND3,0.0042530087774862
momentum_all,2015,GSHP3,0.003740234669562332
momentum_all,2015,HBOR3,0.0020812596145145237
momentum_all,2015,HOOT4,0.0012970168612191958
momentum_all,2015,HYPE3,0.004705456519771966
momentum_all,2015,IGTI3,0.004102192863390945
momentum_all,2015,INEP3,0.00024130546255240852
momentum_all,2015,INEP4,0.00012065273127620426
momentum_all,2015,ISAE3,0.006545410671734081
momentum_all,2015,ISAE4,0.007751937984496124
momentum_all,2015,ITSA3,0.00536904654179109
momentum_all,2015,ITSA4,0.0067565529514674386
momentum_all,2015,ITUB3,0.007088347962477
momentum_all,2015,ITUB4,0.00705818477965795
momentum_all,2015,JFEN3,0.0030464814647241578
momentum_all,2015,JHSF3,0.001809790969143064
momentum_all,2015,JOPA3,0.002684523270895545
momentum_all,2015,KEPL3,0.00735981660784846
momentum_all,2015,KLBN3,0.005972310198172111
momentum_all,2015,KLBN4,0.006726389768648388
momentum_all,2015,LEVE3,0.0034386028413718214
momentum_all,2015,LIGT3,0.003649745121105179
momentum_all,2015,LOGN3,0.0006635900220191234
momentum_all,2015,LPSB3,0.0008445691189334298
momentum_all,2015,LREN3,0.007028021596838898
momentum_all,2015,LUPA3,0.0001809790969143064
momentum_all,2015,LUXM4,0.0028051760021717493
momentum_all,2015,MDIA3,0.004313335143124303
momentum_all,2015,MEAL3,0.002232075528609779
momentum_all,2015,MGEL4,0.004283171960305252
momentum_all,2015,MGLU3,0.005942147015353061
momentum_all,2015,MILS3,0.0003619581938286128
momentum_all,2015,MNDL3,0.002624196905257443
momentum_all,2015,MNPR3,0.0038910505836575876
momentum_all,2015,MRSA3B,0.001387506409676349
momentum_all,2015,MRVE3,0.004162519229029047
momentum_all,2015,MULT3,0.004916598799505323
momentum_all,2015,MWET4,0.00030163182819051065
momentum_all,2015,MYPK3,0.0011462009471239405
momentum_all,2015,NATU3,0.0033481132929146684
momentum_all,2015,NEXP3,0.0016891382378668596
momentum_all,2015,NORD3,0.0028353391849908
momentum_all,2015,NUTR3,0.007510632521943715
momentum_all,2015,OIBR3,0.00015081591409525533
momentum_all,2015,OIBR4,9.04895484571532e-05
momentum_all,2015,OSXB3,0.0015684855065906554
momentum_all,2015,PCAR3,0.006032636563810213
momentum_all,2015,PDGR3,0.000904895484571532
momentum_all,2015,PDTC3,0.00621361566072452
momentum_all,2015,PEAB3,0.0056103520043434985
momentum_all,2015,PEAB4,0.006062799746629264
momentum_all,2015,PETR3,0.0019907700660573703
momentum_all,2015,PETR4,0.0020510964316954724
momentum_all,2015,PFRM3,0.0010557113986667873
momentum_all,2015,PINE3,0.0055198624558863455
momentum_all,2015,PINE4,0.003167134196000362
momentum_all,2015,PLAS3,0.0017494646035049618
momentum_all,2015,PNVL3,0.006002473380991163
momentum_all,2015,POMO3,0.0028655023678098514
momentum_all,2015,POMO4,0.002201912345790728
momentum_all,2015,POSI3,0.0026543600880764937
momentum_all,2015,PRIO3,0.0011160377643048894
momentum_all,2015,PSSA3,0.006394594757638826
momentum_all,2015,PTBL3,0.0056706783699816
momentum_all,2015,QUAL3,0.007178837510934154
momentum_all,2015,RADL3,0.007691611618858022
momentum_all,2015,RANI3,0.006334268392000724
momentum_all,2015,RAPT3,0.0013271800440382469
momentum_all,2015,RAPT4,0.0015986486894097064
momentum_all,2015,RCSL3,0.0016288118722287575
momentum_all,2015,RCSL4,0.0006937532048381745
momentum_all,2015,REDE3,0.0019304437004192682
momentum_all,2015,RENT3,0.0060929629294483156
momentum_all,2015,RNEW3,0.005761167918438754
momentum_all,2015,ROMI3,0.0010255482158477362
momentum_all,2015,RPAD3,0.00226223871142883
momentum_all,2015,RPAD5,0.00310680783036226
momentum_all,2015,RPAD6,0.0021114227973335746
momentum_all,2015,RPMG3,0.004856272433867222
momentum_all,2015,RSID3,0.00039212137664766385
momentum_all,2015,RSUL4,0.0028956655506289022
momentum_all,2015,SANB3,0.0053087201761529874
momentum_all,2015,SANB4,0.003800561035200434
